time	CC	CCPT	CLK	PDP	PER	PT	TIM	VRI	clkm	clkp	pdpm	pdpp	perm	perp	prcpdp	prcper	prct	prcv	prpc	prvc	timm	timp	vrim	vrip
7.0.199999999999999.0	1.720554483282772	0.5932903623543111	4.161808109311615	3.924457612829894	2.9470098626735943	0.155415792605157	2.947009862673595	4.228519786334226	0.24698160816873801	0.003185	0.341651850631401	0.003185	0.306665387736126	0.003185	0.45090062286502103	0.379693613375764	0.379693613375764	0.46440381553214305	0.37435811280095205	0.550293470932097	0.306665387736126	0.003185	0.37322049326502904	0.003185
7.0.92.0	0.956562432530605	0.5984784926179001	3.8277378504900863	3.947193065861596	3.04441604429923	0.281233594167878	3.044416044299231	4.434225357091534	0.24069290166648602	0.003185	0.348631495148366	0.003185	0.317428134960865	0.003185	0.437488932434466	0.352375831238879	0.352375831238879	0.42842068838977504	0.364246650098479	0.562583816716941	0.317428134960865	0.003185	0.38907716308716506	0.003185
8.0.64.0	0.36707453499630305	0.5603478095626601	3.502488428449713	3.976117580777524	3.22267841806393	0.682605893543991	3.22267841806393	4.622670231468324	0.234558071929852	0.003185	0.355151965917719	0.003185	0.327002987907867	0.003185	0.40931624467611105	0.310489963022203	0.310489963022203	0.37526188634634505	0.35543357468163805	0.573338659374742	0.327002987907867	0.003185	0.402847126559199	0.003185
9.0.36.0	0.1549407285545	0.5137624126915591	3.284174867476015	4.009905107456977	3.534381467898508	1.486628925616488	3.534381467898509	4.786462325017922	0.22883917303999002	0.003185	0.36108541448949805	0.003185	0.33495369752917104	0.003185	0.374817011760645	0.264676988607138	0.264676988607138	0.317622205565183	0.34806781305117	0.5823658608729531	0.33495369752917104	0.003185	0.413837242990837	0.003185
10.0.08.0	0.090298859340876	0.49123672597140505	3.157980220493026	4.047221908917275	3.880364540076511	2.443065830760348	3.880364540076513	4.918737650018787	0.223730957233357	0.003185	0.36633056330336206	0.003185	0.341022842245774	0.003185	0.34083254402183505	0.223152917655968	0.223152917655968	0.265751194385483	0.34226280990285	0.5895181687472021	0.341022842245774	0.003185	0.42165611254697205	0.003185
10.0.799999999999999.0	0.06317366720482101	0.477659752679353	3.073506910642392	4.086766573938566	4.196293763393205	3.397595325475935	4.196293763393203	5.015320934143793	0.219376532123765	0.003185	0.370813751906512	0.003185	0.345137678442062	0.003185	0.30918463123189305	0.18747624591660603	0.18747624591660603	0.22154455273046603	0.338081986270158	0.594721773385114	0.345137678442062	0.003185	0.426243198728035	0.003185
11.0.52.0	0.049094360711403	0.46785866840400203	3.010807350047675	4.12729358109708	4.466505414531552	4.2837138323736355	4.46650541453155	5.074930080796617	0.215872127946507	0.003185	0.374478237019688	0.003185	0.347339320216138	0.003185	0.280187595406288	0.15731657161363602	0.15731657161363602	0.18449300056283402	0.33551967732625504	0.59799147836081	0.347339320216138	0.003185	0.427740195238475	0.003185
12.0.24.0	0.040894538091108004	0.46056874179918506	2.964115325567599	4.167627492309323	4.688054374597041	5.063947548384294	4.68805437459704	5.098563084925193	0.21326874073785002	0.003185	0.37728278407855004	0.003185	0.347743843332526	0.003185	0.25379644744295704	0.131996460800294	0.131996460800294	0.15366046841663902	0.33450603555806	0.599417265094456	0.347743843332526	0.003185	0.42641251382966405	0.003185
12.0.959999999999999.0	0.035847432652967005	0.45545017971546703	2.931639825263793	4.206675586268694	4.861311307363256	5.714253936602054	4.861311307363256	5.088801946426623	0.211576148722134	0.003185	0.37920218818232704	0.003185	0.34651512037985904	0.003185	0.229861933052618	0.110820282446817	0.110820282446817	0.128105809741625	0.33492442932368605	0.599140650538874	0.34651512037985904	0.003185	0.422594949263952	0.003185
13.0.68.0	0.032719321810316004	0.45235809664087606	2.912459215325062	4.243439635881661	4.987764042131251	6.219670830519234	4.98776404213125	5.049202275127926	0.21076974461251002	0.003185	0.38022739196828503	0.003185	0.34384335578233804	0.003185	0.20820463183155902	0.093155898238303	0.093155898238303	0.10698480684590901	0.336629975158974	0.597332381346224	0.34384335578233804	0.003185	0.41665153043913605	0.003185
14.0.399999999999999.0	0.030888084015550002	0.451165190400989	2.905704532606388	4.277026114512575	5.069418416367466	6.572645407553321	5.069418416367465	4.983807446045763	0.21079871817397003	0.003185	0.38036487889652204	0.003185	0.339928641935743	0.003185	0.188641552893088	0.07845293090834701	0.07845293090834701	0.08957040574243401	0.33946456120303004	0.5941753361639851	0.339928641935743	0.003185	0.408947172150989	0.003185
15.0.12.0	0.030023004109714	0.45172373761297	2.910385811047674	4.306654126505667	5.108574306690005	6.771915324448873	5.108574306690004	4.896789288372414	0.21159412482070802	0.003185	0.379635451191135	0.003185	0.33496914765851404	0.003185	0.170996976133782	0.066241704872971	0.066241704872971	0.07524848536049601	0.343267495994012	0.589852863896644	0.33496914765851404	0.003185	0.399829145342989	0.003185
15.0.84.0	0.029952070463347004	0.45386389525428206	2.925396085114229	4.331660649077918	5.10770049941442	6.821462196406371	5.107700499414419	4.792201473658909	0.21307593324040702	0.003185	0.37807259601365	0.003185	0.329153287533184	0.003185	0.155107176068596	0.056126115408188	0.056126115408188	0.06350634373167201	0.347882382110252	0.584541531932909	0.329153287533184	0.003185	0.389616230085128	0.003185
16.0.56.0	0.030603254915078003	0.45740070070190103	2.949559554044214	4.351502982653779	5.069344121339668	6.729477393871769	5.069344121339665	4.673825204433671	0.21515867636566702	0.003185	0.37572064652310805	0.003185	0.322655085368002	0.003185	0.140822559060465	0.047775070017911	0.047775070017911	0.05391985684772901	0.35316116334055303	0.578407068652796	0.322655085368002	0.003185	0.37859353276745705	0.003185
17.0.28.0	0.031980248981588	0.46214172103031503	2.981683615315538	4.365758566306772	4.996059911180142	6.507376502842258	4.996059911180139	4.545085803783193	0.217755681952798	0.003185	0.37263292007290805	0.003185	0.315631963939053	0.003185	0.128008738265965	0.040914303089302	0.040914303089302	0.046141570144356006	0.358966207476553	0.5716024781443391	0.315631963939053	0.003185	0.36701126869765305	0.003185
18.0.	0.034158462397459004	0.467892883221085	3.020603285178621	4.374122511781917	4.89035643466615	6.168908273847275	4.890356434666151	4.409020991125852	0.220782041393727	0.003185	0.36886998757647604	0.003185	0.30822430466843403	0.003185	0.11654734741669201	0.035319341743277	0.035319341743277	0.039890667618288	0.365171076873999	0.56426758470086	0.30822430466843403	0.003185	0.35508620365199905	0.003185
18.0.72.0	0.037298201380231	0.474461653267071	3.065216661298878	4.376403354039496	4.754659448307238	5.729392379850407	4.754659448307239	4.268285299765797	0.224156540404524	0.003185	0.36449820853582005	0.003185	0.300556274123417	0.003185	0.106337169442746	0.030810072134889004	0.030810072134889004	0.034945361536917005	0.371660429007291	0.55652952060364	0.300556274123417	0.003185	0.343004836505023	0.003185
19.0.439999999999998.0	0.041679892934301	0.481656928863108	3.114514406935995	4.372517631867584	4.5912945694064735	5.205108220167022	4.5912945694064735	4.125179230627349	0.227802771958614	0.003185	0.359588666172972	0.003185	0.292737584316836	0.003185	0.09729621442788601	0.027247391897046003	0.027247391897046003	0.031138331346484003	0.37832931525887104	0.5485038777020781	0.292737584316836	0.003185	0.33092776701833704	0.003185
