	s1	s16	s17	s19	s2	s3	s4	s42	s45	s5
36	2.5750473598382087e-48	7.139548193703166e-06	2.860451798226064e-06	6.944477043151236e-09	2.971866995078409e-49	5.994143168624473e-06	1.5636079972914162e-09	2.138460548035577e-06	8.0707642209607e-15	-4.759623296593083e-10
37	2.1313949861264e-49	7.0843426091809796e-06	2.9156573826498916e-06	5.781163973237391e-09	2.459846957200242e-50	5.995350275662085e-06	1.606037475550309e-09	2.083211169545692e-06	8.16912246270753e-15	-4.745978402200808e-10
38	1.764179042971125e-50	7.142812311965857e-06	2.8571876797703017e-06	4.8179791647048225e-09	2.0360423474092047e-51	5.996356269711676e-06	1.6474470455981658e-09	2.1416380630895107e-06	8.26383416397714e-15	-4.731981692101406e-10
39	1.460230373026644e-51	7.080749399005699e-06	2.919250592639687e-06	4.020435366067159e-09	1.685254616474927e-52	5.99719573661611e-06	1.6879360809009907e-09	2.079533227023556e-06	8.35460621565887e-15	-4.717640987158072e-10
40	1.2086487200973219e-52	7.146457018616059e-06	2.8535429729418794e-06	3.359992643209284e-09	1.3949037582464692e-53	5.997897303080012e-06	1.7275920597312657e-09	2.1451997228928704e-06	8.442054760024348e-15	-4.702963365018594e-10
41	1.0004118223927827e-53	7.076691999796902e-06	2.923307991677268e-06	2.8130319572774523e-09	1.154577163443729e-54	5.998484664152692e-06	1.7664916351857115e-09	2.0753943036869677e-06	8.525821121279782e-15	-4.687955252086056e-10
42	8.280518547213958e-55	7.150524677128347e-06	2.84947531426508e-06	2.360006051442804e-09	9.556562009852126e-56	5.998977433416233e-06	1.804701718312442e-09	2.1491872376607046e-06	8.606567370128111e-15	-4.672622506287274e-10
43	6.853876161395047e-56	7.11448693991226e-06	2.8855130514037024e-06	1.8759807031903763e-09	7.910071352506872e-57	5.999369138187059e-06	1.7109275368508558e-09	2.113241821022043e-06	8.684029852593342e-15	-4.658086465934188e-10
44	5.673028587266935e-57	7.112604488853729e-06	2.8873955023878277e-06	1.4929166472747673e-09	6.547252949046438e-58	5.9996808591830096e-06	1.6381926683951493e-09	2.1114307130234774e-06	8.75843554153311e-15	-4.644168381023503e-10
45	4.695628078783143e-58	7.1131210428520055e-06	2.886878948318056e-06	1.189414372070228e-09	5.419233186210368e-59	5.999929208903898e-06	1.5816963048982318e-09	2.11200241957607e-06	8.829930670820333e-15	-4.6307302892170874e-10
46	3.886622941358785e-59	7.1131504253753194e-06	2.8868495657260505e-06	9.484657731270727e-10	4.485558837436049e-60	6.000127248557327e-06	1.537481115428341e-09	2.1120747110448978e-06	8.898622373871749e-15	-4.617667849660408e-10
47	3.217000502350461e-60	7.113127789602462e-06	2.886872201432911e-06	7.568695041627163e-10	3.712746322726521e-61	6.000285282909796e-06	1.5026425538194348e-09	2.1120856371885347e-06	8.964619905324985e-15	-4.6049013985231583e-10
48	2.662746653912624e-61	7.113113742148697e-06	2.886886248823267e-06	6.043222408935478e-10	3.073080915108065e-62	6.000411465393695e-06	1.4750245935541553e-09	2.1120979545141406e-06	9.028029004255722e-15	-4.5923695895763224e-10
49	2.2039846551912778e-62	7.113103512592308e-06	2.8868964783187334e-06	4.827421386119641e-10	2.543622830623784e-63	6.000512261952237e-06	1.4530065754282658e-09	2.112108508501491e-06	9.08895119831132e-15	-4.580024845711484e-10
50	1.8242623094393695e-63	7.11309540479174e-06	2.8869045860607697e-06	3.8576443247487704e-10	2.105384558103431e-64	6.000592809565738e-06	1.4353570034817748e-09	2.1121168307935584e-06	9.147484019942187e-15	-4.5678300526099026e-10
51	1.5099619526852916e-64	7.113088967343044e-06	2.886911023453228e-06	3.083606246313805e-10	1.742649925977054e-65	6.000657195264161e-06	1.4211315007382832e-09	2.1121234114542832e-06	9.20372117764076e-15	-4.55575611937963e-10
52	1.2498120948723878e-65	7.113083857284427e-06	2.8869161334578135e-06	2.46547839906284e-10	1.4424104863975785e-66	6.000708674453133e-06	1.4096003085634633e-09	2.1121286349914186e-06	9.257752705550049e-15	-4.5437801551580753e-10
53	1.034483199865666e-66	7.1130797952830185e-06	2.8869201954073093e-06	1.9716500569433596e-10	1.1938990041864941e-67	6.000749842506322e-06	1.400195921085938e-09	2.1121327877710334e-06	9.309665107186053e-15	-4.5318840906125295e-10
54	8.562531081231058e-68	7.1130765623854525e-06	2.886923428254998e-06	1.576992256188178e-10	9.882033205106745e-69	6.000782770104631e-06	1.3924746928206086e-09	2.112136093055234e-06	9.359541493784926e-15	-4.5200536256223256e-10
55	7.087301033652929e-69	7.113073986871943e-06	2.886926003720587e-06	1.2615028553695858e-10	8.179467436055849e-70	6.000809110284251e-06	1.3860883117292213e-09	2.1121387263021864e-06	9.407461717261885e-15	-4.508277419325874e-10
56	5.866236918161131e-70	7.113071933475802e-06	2.886928057070687e-06	1.0092440483534077e-10	6.770235046662785e-71	6.000830183299981e-06	1.3807623510637588e-09	2.112140825771018e-06	9.45350249797298e-15	-4.496546462391236e-10
57	4.855548736619478e-71	7.113070295323608e-06	2.8869296951786457e-06	8.07505942152624e-11	5.603797917821942e-72	6.000847044024053e-06	1.3762799770473278e-09	2.112142500705372e-06	9.49773754748127e-15	-4.484853587706242e-10
58	4.018991026546894e-72	7.113068987778901e-06	2.886931002680853e-06	6.461460174724062e-11	4.638325093198091e-73	6.000860535552898e-06	1.3724694633680522e-09	2.1121438376242876e-06	9.540237686520003e-15	-4.473193087145467e-10
59	3.3265630204980386e-73	7.11306794368855e-06	2.8869320467303714e-06	5.1706615732909765e-11	3.839192630727896e-74	6.000871331894263e-06	1.3691945510281995e-09	2.1121449051785857e-06	9.581070958338395e-15	-4.461560410239931e-10
60	2.753432753706143e-74	7.113067109689424e-06	2.886932880690265e-06	4.137977424998724e-11	3.177741913228852e-75	6.000879971991127e-06	1.3663469580331294e-09	2.11214575792408e-06	9.62030273760908e-15	-4.4499519264844816e-10
61	2.279046536159286e-75	7.113066443323941e-06	2.8869335470180554e-06	3.311719384199989e-11	2.6302518884487965e-76	6.000886886861201e-06	1.3638405287860949e-09	2.1121464392689305e-06	9.657995835069691e-15	-4.4383647373519147e-10
62	1.886391852856539e-76	7.113065910777429e-06	2.8869340795283532e-06	2.650573323701702e-11	2.1770883808682887e-77	6.000892421258301e-06	1.3616066442760243e-09	2.112146983785923e-06	9.694210598064735e-15	-4.4267965273021457e-10
63	1.5613872582524717e-77	7.113065485096856e-06	2.8869345051741305e-06	2.121509393549051e-11	1.8019999677318566e-78	6.000896850969915e-06	1.3595906084073254e-09	2.1121474190330388e-06	9.729005007147562e-15	-4.415245445493117e-10
64	1.2923773851872095e-78	7.113065144784357e-06	2.8869348454532e-06	1.6981157665484424e-11	1.4915351679065162e-79	6.000900396635635e-06	1.3577487944820804e-09	2.112147766991089e-06	9.762434768896298e-15	-4.403710011735197e-10
65	1.0697149582305773e-79	7.1130648726839945e-06	2.8869351175214437e-06	1.3592692507092439e-11	1.2345600426963863e-80	6.000903234789831e-06	1.3560463865091912e-09	2.1121480452016893e-06	9.794553405091617e-15	-4.392189041635415e-10
66	8.854148215356754e-81	7.113064655098903e-06	2.8869353350756763e-06	1.0880740658707842e-11	1.0218589087388013e-81	6.00090550668848e-06	1.3544555878429134e-09	2.1121482676697967e-06	9.825412338398622e-15	-4.380681586961102e-10
67	7.328675738925723e-82	7.113064481090007e-06	2.8869355090549227e-06	8.710143034386832e-12	8.458038436820618e-83	6.000907325366346e-06	1.3529541981973839e-09	2.1121484455806605e-06	9.855060974689596e-15	-4.3691868880932167e-10
68	6.0660254131691094e-83	7.11306434191825e-06	2.886935648198195e-06	6.972767919763022e-12	7.000811324043515e-84	6.0009087812802874e-06	1.3515244818246484e-09	2.1121485878700755e-06	9.883546782139086e-15	-4.357704336095634e-10
69	5.020915868574988e-84	7.113064230600486e-06	2.8869357594885894e-06	5.582099436200943e-12	5.794648435444898e-85	6.00090994682265e-06	1.3501522663378844e-09	2.112148701678434e-06	9.910915367217706e-15	-4.3462334424408276e-10
70	4.1558672181917387e-85	7.113064141555603e-06	2.8869358485071774e-06	4.468911671781069e-12	4.796294163090031e-86	6.0009108799314065e-06	1.3488262245701376e-09	2.112148792712558e-06	9.937210547706102e-15	-4.3347738148368796e-10
71	3.4398569478805444e-86	7.113064070322308e-06	2.886935919715209e-06	3.5778099709942935e-12	3.96994536513672e-87	6.000911626978128e-06	1.3475373018996005e-09	2.1121488655342417e-06	9.96247442284583e-15	-4.3233251379199405e-10
72	2.8472073819121423e-87	7.113064013333969e-06	2.886935976679274e-06	2.8644650908794793e-12	3.2859673877920063e-88	6.000912225078439e-06	1.3462782593213419e-09	2.1121489237904725e-06	9.986747440739322e-15	-4.311887157828746e-10
73	2.3566648260211855e-88	7.113063967738885e-06	2.8869360222510375e-06	2.293401117638728e-12	2.7198313025802842e-89	6.000912703940592e-06	1.3450433087063871e-09	2.1121489703972077e-06	1.0010068463106743e-14	-4.3004596698779767e-10
74	1.9506373639968873e-89	7.113063931256756e-06	2.8869360587107593e-06	1.8362260673209915e-12	2.2512342459570873e-90	6.000913087344594e-06	1.3438278215417442e-09	2.112149007686127e-06	1.0032474827503322e-14	-4.289042508706158e-10
75	1.6145639735476266e-90	7.1130639020640495e-06	2.8869360878819383e-06	1.4702164412363067e-12	1.8633713147436495e-91	6.000913394325787e-06	1.342628096277992e-09	2.1121490375218536e-06	1.005400240709675e-14	-4.27763554040018e-10
76	1.3363923365727587e-91	7.113063878702398e-06	2.8869361112229065e-06	1.1771848353929046e-12	1.5423329059803597e-92	6.000913640121981e-06	1.3414411724456688e-09	2.1121490613956144e-06	1.0074685668100226e-14	-4.2662386561990815e-10
77	1.1061466169880097e-92	7.113063860005405e-06	2.886936129900027e-06	9.425739348170816e-13	1.276605888503259e-93	6.000913836931419e-06	1.3402646821087632e-09	2.112149080500085e-06	1.0094557724953124e-14	-4.2548517674598855e-10
78	9.155697056837804e-94	7.113063845040142e-06	2.8869361448461974e-06	7.547315888980326e-13	1.0566607171785148e-94	6.0009139945193745e-06	1.339096731135833e-09	2.1121490957892128e-06	1.0113650393337555e-14	-4.2434748016321554e-10
79	7.578271027474384e-95	7.113063833060378e-06	2.8869361568076177e-06	6.043307434531298e-13	8.746096828186222e-96	6.000914120703634e-06	1.3379358042902963e-09	2.112149108026035e-06	1.0131994241115693e-14	-4.232107699038905e-10
80	6.272618175255866e-96	7.113063823469194e-06	2.8869361663811775e-06	4.83905260864079e-13	7.239240418841423e-97	6.000914221743052e-06	1.3367806893525018e-09	2.112149117820915e-06	1.01496186372694e-14	-4.2207504103021663e-10
81	5.191914967134929e-97	7.113063815789085e-06	2.8869361740443523e-06	3.8747845917324725e-13	5.991998816305815e-98	6.0009143026485545e-06	1.3356304164512695e-09	2.112149125662106e-06	1.0166551798920467e-14	-4.2094028942839963e-10
82	4.2974050504614026e-98	7.113063809638062e-06	2.886936180179107e-06	3.1026583759503133e-13	4.9596432411836066e-99	6.000914367432061e-06	1.3344842095521457e-09	2.112149131940197e-06	1.0182820836506767e-14	-4.198065116439641e-10
83	3.5570093664153434e-99	7.113063804710529e-06	2.88693618509101e-06	2.4843716330645377e-13	4.105151191432276e-100	6.00091441930574e-06	1.3333414476636204e-09	2.1121491369676577e-06	1.0198451797186601e-14	-4.186737047500291e-10
84	2.9441757256296195e-100	7.113063800761999e-06	2.886936189024522e-06	1.9892605923918869e-13	3.3978787354261754e-101	6.000914460841502e-06	1.3322016338126351e-09	2.1121491409944705e-06	1.0213469706540763e-14	-4.1754186624194187e-10
85	2.436926589294349e-101	7.1130637975968715e-06	2.8869361921752213e-06	1.5927760389746137e-13	2.8124615543411693e-102	6.000914494098666e-06	1.331064370232038e-09	2.112149144220634e-06	1.0227898608639042e-14	-4.1641099395299273e-10
86	2.0170709071177343e-102	7.1130637950586475e-06	2.886936194699583e-06	1.2752635098415952e-13	2.32790532286471e-103	6.000914520726168e-06	1.3299293385152076e-09	2.11214914680616e-06	1.0241761604535325e-14	-4.152810859869902e-10
87	1.669551746948125e-103	7.113063793022111e-06	2.8869361967228e-06	1.0209869392187e-13	1.9268328073167943e-104	6.000914542044375e-06	1.3287962837427683e-09	2.1121491488790733e-06	1.0255080889252932e-14	-4.141521406643224e-10
88	1.3819063206462202e-104	7.113063791387074e-06	2.88693619834504e-06	8.173471420387259e-14	1.5948606804951263e-105	6.000914559110584e-06	1.3276650017858586e-09	2.112149150541808e-06	1.026787778731938e-14	-4.1302415647880516e-10
89	1.143819041567769e-105	7.113063790073369e-06	2.8869361996464496e-06	6.542562365289503e-14	1.3200837044764083e-106	6.000914572771454e-06	1.3265353291498808e-09	2.1121491518763235e-06	1.0280172786907468e-14	-4.118971320631594e-10
90	9.467515853326102e-107	7.113063789016849e-06	2.8869362006911567e-06	5.23636876735144e-14	1.0926477830547271e-107	6.000914583704992e-06	1.3254071348501188e-09	2.1121491529482018e-06	1.0291985572637355e-14	-4.107710661613907e-10
91	7.836366870595686e-108	7.113063788166183e-06	2.8869362015304736e-06	4.190213829608624e-14	9.043965725551726e-109	6.000914592454158e-06	1.3242803139125176e-09	2.112149153809919e-06	1.0303335057092125e-14	-4.0964595760669065e-10
92	6.486246939739318e-109	7.113063787480294e-06	2.886936202205459e-06	3.352308328614797e-14	7.485789777222108e-110	6.000914599453778e-06	1.3231547821743624e-09	2.112149154503465e-06	1.0314239411097316e-14	-4.0852180530375533e-10
93	5.36873784216787e-110	7.113063786926309e-06	2.886936202748967e-06	2.681181567542223e-14	6.196070428533578e-111	6.000914605052085e-06	1.3220304721247475e-09	2.1121491550624405e-06	1.0324716092812875e-14	-4.0739860821463815e-10
94	4.443763286490664e-111	7.113063786477922e-06	2.886936203187288e-06	2.143624662932962e-14	5.128555556311143e-112	6.000914609527973e-06	1.320907329576789e-09	2.112149155513734e-06	1.0334781875684114e-14	-4.062763653474297e-10
95	3.6781516860931195e-112	7.1130637861140795e-06	2.886936203541459e-06	1.713043949635606e-14	4.244961770131852e-113	6.0009146131048084e-06	1.319785311005193e-09	2.1121491558788634e-06	1.034445287529644e-14	-4.051550757471997e-10
96	3.0444465543513933e-113	7.113063785817931e-06	2.886936203828315e-06	1.3681426902490193e-14	3.513601487207461e-114	6.00091461596149e-06	1.3186643814160852e-09	2.1121491561750462e-06	1.0353744575176817e-14	-4.040347384887486e-10
97	2.5199218556826957e-114	7.113063785575992e-06	2.886936204061327e-06	1.091865603224955e-14	2.9082465471821183e-115	6.000914618241305e-06	1.3175445126426533e-09	2.1121491564160627e-06	1.0362671851583302e-14	-4.029153526708074e-10
98	2.0857670007940327e-115	7.1130637853774675e-06	2.8869362042512747e-06	8.705537915654468e-15	2.4071876136184204e-116	6.000914620059022e-06	1.316425681981442e-09	2.1121491566129402e-06	1.0371248997322314e-14	-4.0179691741139595e-10
99	1.7264122582970836e-116	7.113063785213718e-06	2.8869362044067836e-06	6.932681130034992e-15	1.9924556302740065e-117	6.0009146215065655e-06	1.3153078711011888e-09	2.1121491567745033e-06	1.0379489744631807e-14	-4.006794318441084e-10
100	1.4289703904912453e-117	7.113063785077827e-06	2.8869362045347576e-06	5.512474037389989e-15	1.6491774119106298e-118	6.00091462265757e-06	1.3141910651697071e-09	2.1121491569078144e-06	1.0387407287166928e-14	-3.995628951151402e-10
