[Glucose in]	[MgATP]	[Glucose 6-phosphate]	[MgADP]	[Fructose 6-phosphate]	[Fructose 1,6-phosphate]	[Glyceraldehyde 3-phosphate]	[Dihydroxyacetone phosphate]	[Phosphate]	[NAD]	[1,3-Bisphospho-D-glycerate]	[NADH]	[3-Phospho-D-glycerate]	[2,3-Bisphospho-D-glycerate]	[2-Phospho-D-glycerate]	[Phosphoenolpyruvate]	[Pyruvate]	[Lactate]	[NADPH]	[NADP]	[AMP]	[ADP]	[Phospho-D-glucono-1,5-lactone]	[Ribulose 5-phosphate]	[Oxidized Glutathione]	[Reduced Glutathione]	[Xylulose 5-phosphate]	[Ribose 5-phosphate]	[Sedoheptulose 7-phosphate]	[Erythrose 4-phosphate]	[MgAMP]	[ATP]	[Mg]	[MgGri23P2]	[Protein1 bound NADP]	[Protein1]	[Protein1 bound NADPH]	[Protein2 bound NADP]	[Protein2]	[Protein2 bound NADPH]
4.5663	1.4	0.0394	0.1	0.0153	0.0097	0.0061	0.1492	0.9992	0.0653	0.0005	0.0002	0.0658	2.0601	0.0084	0.0109	0.084	1.6803	0.004	0.0	0.0	0.25	0.025	0.0047	0.0004	3.1136	0.0127	0.014	0.0154	0.0063	0.0	0.25	0.8	0.5	0.0	0.0	0.024	0.0	0.0	0.024
4.56629998659606	1.4607138501982844	0.03940001749390547	0.14709385311911588	0.015300308063375068	0.009699716144544053	0.006111993318268679	0.14920120268640355	0.9992132269383205	0.06531488735043707	0.00048667292814704675	0.00018511264956292176	0.0658000795014013	1.9226194673313082	0.008400031019238382	0.010900001115761834	0.08399829864368707	1.6803016854540183	0.004975566686603711	1.4132918081151896e-08	0.00019145759771935843	0.20251560587986228	0.025000006346150086	0.0047000033461248696	0.0003999781489162496	3.1136000437021685	0.01269997398408391	0.013999996365640716	0.015399998737375414	0.006300001679172751	3.633096549120231e-06	0.1894816001084682	0.5547081199181484	0.6374805436679011	-7.968915111532449e-09	4.8138650486281144e-05	0.02395186931842882	6.362854757165628e-08	0.0009274421690355055	0.02307249420241691
4.566299976652447	1.4605259431122097	0.039400032155242196	0.1471971470682185	0.015300615691918235	0.0096994343220824	0.006118272901646306	0.14920264017719737	0.9992209777226088	0.06532375296840053	0.0004780244294090495	0.00017624703159945697	0.06580095727033942	1.9216686668605367	0.008400062075722865	0.010899974336445647	0.08399717533036762	1.6803028207589477	0.004975566915659552	-6.318316547138595e-10	0.00038383334026566876	0.202014348196973	0.025000012732756174	0.004700006516652503	0.0003999562124052094	3.1136000875751906	0.01269994826647789	0.01399999274527798	0.01539999710917699	0.006300003937167328	9.643746172502791e-06	0.18986908453616008	0.553835913536126	0.6384313525372723	1.4942039890160696e-09	4.813898080455195e-05	0.023951859524991456	1.3906514199655307e-07	0.0009274273030233388	0.02307243363183465
4.566299966706051	1.460696542260693	0.03940004736447271	0.1470297976166391	0.015300922771082096	0.009699153604040214	0.006121249782681014	0.14920419455896267	0.9992255450003228	0.06532910833605492	0.0004728586753701564	0.00017089166394504586	0.06580153724937195	1.921666235159692	0.008400093157729709	0.010899948018823635	0.08399638028565193	1.6803036273237224	0.004975561438333884	5.2027199214754305e-09	0.0005747127805664749	0.20178640938123493	0.0250000191172448	0.004700009636778076	0.00039993427819090625	3.11360013144362	0.012699922729068225	0.013999989132150281	0.015399995300086136	0.006300006484693021	1.596211048457051e-05	0.1898965758503814	0.553823906949584	0.6384337910625981	-4.79398666557271e-09	4.813879600743324e-05	0.02395186599797923	2.096351291267411e-07	0.0009274278450463642	0.023072362519824495
4.566299956726294	1.4608686311591592	0.03940006316021016	0.14686329206242554	0.015301229260072284	0.00969887341506645	0.0061223284842649136	0.14920579609320747	0.9992282623004018	0.06533241889665183	0.00046973307889229353	0.00016758110334814111	0.06580192793991993	1.9216716676443848	0.008400124245829935	0.010899922322773911	0.08399578083039452	1.6803042376687884	0.004975560384060414	1.9041500354945797e-09	0.0007643864477231078	0.20156021611850625	0.025000025502209332	0.004700012694862391	0.00039991234618502833	3.1136001753076314	0.012699897301900291	0.013999985522469666	0.015399993419270128	0.006300009150708977	2.2286536347415973e-05	0.18992118767583782	0.5538174257622298	0.6384283644798368	-2.792711828051319e-10	4.813919292461881e-05	0.023951861086346563	2.785386893134661e-07	0.000927423095285824	0.023072298366024847
4.5662999467132	1.4610396159400854	0.03940007953779091	0.14669791000760954	0.01530153513771883	0.009698593434250767	0.006122283091409	0.14920740602260307	0.9992298642385569	0.06533449397856668	0.00046784621373579643	0.0001655060214332859	0.06580219582205497	1.9216772389972285	0.008400155328198503	0.010899897244046098	0.08399530192097633	1.6803047268432203	0.00497555676926285	4.104719473315643e-09	0.0009529039660154259	0.2013353987250964	0.025000031886834716	0.00470001569520494	0.00039989041641632397	3.113600219167169	0.012699871945940681	0.013999981914130858	0.015399991527405885	0.006300011840132762	2.8579204391714784e-05	0.18994559215680087	0.5538110963707304	0.6384227984771818	1.0263602644329849e-09	4.813905443632918e-05	0.023951859919203407	3.4514866877046337e-07	0.0009274218195459873	0.023072233031785225
4.566299936666932	1.4612094815160215	0.039400096495651175	0.1465335703208178	0.015301840394350648	0.009698313510982192	0.006121480044958705	0.14920900616680707	0.999230698740906	0.06533571731544176	0.000466817929354678	0.00016428268455822922	0.06580237296113588	1.9216827311973608	0.008400186398800764	0.010899872779797594	0.08399490758964027	1.6803051308184773	0.004975553905761636	4.8307865866714785e-09	0.0011402789571795355	0.2011119895963703	0.025000038271058712	0.004700018638382261	0.0003998684888869672	3.1136002630222275	0.012699846642791309	0.013999978306143229	0.015399989652971636	0.00630001450833361	3.483482990454776e-05	0.18996984477970563	0.5538048020791523	0.6384173112541027	1.1129625048665273e-09	4.8139082264121155e-05	0.023951859804773372	4.1444815518410223e-07	0.000927419654284094	0.0230721658975607
4.5662999265877655	1.4613782777123063	0.039400114031451515	0.14637023374696487	0.015302145020157037	0.009698033485492398	0.006120319078444723	0.14921057725442902	0.9992311459145448	0.06533650827280268	0.00046623247005843967	0.00016349172719730377	0.06580249483034381	1.921688160582314	0.008400217450423977	0.01089984892547324	0.08399455839975105	1.680305489037179	0.004975551034406101	5.57773853615332e-09	0.001326526609636383	0.20088996503263326	0.02500004465486053	0.004700021524940983	0.00039984656359740657	3.1136003068728066	0.012699821372788236	0.013999974697450259	0.015399987826187952	0.006300017107944522	4.1051966768048846e-05	0.1899939449316904	0.5537985499036083	0.6384118866703512	1.2552167355089586e-09	4.81391095944124e-05	0.02395185963518885	4.836669159672664e-07	0.0009274175025502184	0.023072098830533794
4.566299916475891	1.4615460266378733	0.039400132143555706	0.14620789507986046	0.015302449012338237	0.00969775330446867	0.006118944378398053	0.14921211286928232	0.999231343410995	0.06533701891579159	0.0004659387850147252	0.00016298108420838384	0.06580257476357433	1.921693548128199	0.008400248479845348	0.01089982567788183	0.08399423987017292	1.6803058159846704	0.004975548141498056	6.3343973209231224e-09	0.0015116558586876644	0.20066929747260198	0.025000051038240514	0.004700024355178939	0.0003998246405474596	3.1136003507189067	0.012699796129213578	0.013999971087693406	0.015399986057150997	0.006300019623134977	4.723139661862313e-05	0.19001789355435733	0.5537923430619524	0.6384065038236941	1.4295193025657478e-09	4.8139136916460185e-05	0.023951859433564232	5.528397344338133e-07	0.0009274153389789105	0.023072031821286636
4.566299906331504	1.461712744655602	0.0394001508302585	0.14604654372906775	0.01530275236956367	0.009697472935306123	0.006117454651180031	0.14921360909803444	0.999231385950328	0.06533735380897439	0.00046583278169435216	0.00016264619102558303	0.06580262208790587	1.9216988982077612	0.008400279484463327	0.010899803033722379	0.08399394210879267	1.680306121557422	0.004975545265105972	7.079888332001796e-09	0.00169567624185478	0.20044996813667804	0.025000057421199696	0.004700027129394292	0.00039980271973691557	3.1136003945605277	0.012699770907832033	0.013999967476648443	0.0153999843520464	0.006300022044201728	5.3373603205424506e-05	0.19004169363359144	0.5537861796192801	0.6384011583928436	1.611322481488069e-09	4.8139164336007063e-05	0.023951859224341506	6.220120388149404e-07	0.0009274131806582903	0.023071964807302878
