time	Ta	Tastarstar	Tm	Tmstarstar	Ttot	Tv	V
0.0.	10.0	0.0	540.0	0.0	1000.0	450.0	5e-05
40.0.15.0	9.998834819237269	6.943534804593994e-09	540.1693278246546	6.450602999811465e-07	1000.1252453540228	449.95708205812593	2.714855198173137e-06
80.0.3.0	10.001471701306203	1.079470623445824e-08	540.2748046693494	1.002991246473278e-06	1000.212483476798	449.93620609235546	4.231720362303249e-06
120.0.44999999999999.0	10.003369933103942	1.6850972690320752e-08	540.3460141924841	1.5660969517228528e-06	1000.2754374365376	449.92605172800086	6.63504977745723e-06
160.0.6.0	10.004735657048256	2.6464516954018648e-08	540.3949548878966	2.460402230973348e-06	1000.3208055205989	449.92111248878655	1.0484743286477641e-05
200.0.75.0	10.00571784061528	4.189619551509595e-08	540.4290380902772	3.896785156785053e-06	1000.3534698362416	449.9187099666667	1.672973858782816e-05
240.0.89999999999998.0	10.00642392737531	6.698941956247948e-08	540.453000363937	6.234032991375695e-06	1000.3769719351754	449.91754134283946	2.7006501574794223e-05
281.0.05.0	10.006931291225948	1.0839477198078451e-07	540.4699581734081	1.009353707193924e-05	1000.3938725727462	449.9169729061788	4.4189796864033126e-05
321.0.2.0	10.00729555829115	1.778396040905201e-07	540.4820101047818	1.6572065326958303e-05	1000.4060188227957	449.91669640981644	7.342970245156274e-05
361.0.34999999999997.0	10.007556609036236	2.964220850964537e-07	540.4905934328928	2.7644736882338102e-05	1000.4147399008092	449.91656191771943	0.00012414603137200002
401.0.5.0	10.007742857053362	5.029136543287578e-07	540.4967023595974	4.6945000305863264e-05	1000.4209891632551	449.9164964986884	0.000213950402955
441.0.65.0	10.00787421510804	8.701812155259563e-07	540.5010244866673	8.130915856710063e-05	1000.4254455589794	449.91646467786234	0.00037654106901700005
481.0.79999999999995.0	10.00796398211526	1.538454569167184e-06	540.5040251305545	0.000143908885897	1000.4285837597336	449.91644919972157	0.000677987391612
521.0.9499999999999.0	10.008019671539145	2.784423660546578e-06	540.5059930943748	0.00026076553894000004	1000.4307179867939	449.91644167091505	0.001251188280643
562.0.1.0	10.008042454851097	5.168557169856848e-06	540.507048768991	0.00048465680910600006	1000.4320190579976	449.9164380087874	0.002370759193214
602.0.25.0	10.00802418531354	9.857893082701678e-06	540.5070987925253	0.0009256284729150001	1000.4324946916786	449.916436227472	0.004620377009391
642.0.4.0	10.00793933273261	1.9353764744434383e-05	540.5056891032916	0.0018198785685070002	1000.4319030293715	449.91643536101276	0.009277750122374001
682.0.55.0	10.007725141059959	3.9181895943106505e-05	540.5016327866415	0.0036899680642490003	1000.4295220172163	449.9164349395535	0.019227379778836002
722.0.6999999999999.0	10.007233026330304	8.194052120638674e-05	540.4921002050816	0.007729133131141001	1000.423579039615	449.9164347345492	0.041193637564581005
762.0.85.0	10.006106964168634	0.000177310172588	540.470365906694	0.016753036712484	1000.4098378525813	449.91643463483194	0.091383624450371
803.0.	10.003470146802243	0.00039762278998500003	540.420076916799	0.037634709584612	1000.3780139823048	449.9164345863279	0.21022550829420603
843.0.15.0	9.997092420253622	0.0009253179455940001	540.3002136137799	0.08773803939662801	1000.3024039541116	449.916434562735	0.502151384973877
883.0.3.0	9.981116798865584	0.0022362734267120004	540.004427290383	0.21242487311601901	1000.1166397870512	449.9164345512589	1.246327461376711
923.0.4499999999999.0	9.939759983971767	0.005608600661399001	539.2485759037734	0.533670781220821	999.6440498153053	449.9164345456768	3.211947650960422
963.0.5999999999999.0	9.830270961664633	0.014527154388137	537.2598046044839	1.3840711716930811	998.405108435192	449.91643454296155	8.5550113266903
1003.0.75.0	9.543110548349187	0.038244650945946	531.975051610909	3.643946504603169	995.116787856448	449.916434541641	23.190186354030836
1043.0.8999999999999.0	8.855761598379926	0.098037117826097	518.5135977103926	9.313198602897803	986.6970295704953	449.9164345409984	61.3705813007812
1084.0.05.0	7.576384779577282	0.224315025819552	489.0481902315262	21.138086589198902	967.903411166808	449.916434540686	145.56928763308665
1124.0.2.0	6.008163955556387	0.41497607716982104	440.7129259364445	38.6503714954307	935.7028720051355	449.91643454053394	280.0084874775562
1164.0.35.0	4.733172450645701	0.6065826120980681	384.1390507907441	55.90699429417247	895.3022346881204	449.9164345404601	425.22630091483245
1204.0.5.0	3.914548446467969	0.741486737602094	333.3402835555523	67.86369244932146	855.7764457293683	449.916434540424	538.6133706140033
1244.0.6499999999999.0	3.431204130783139	0.8121511706872591	294.6851499780193	74.03271499187531	822.877654811772	449.91643454040656	609.9273687283753
1284.0.8.0	3.149980258920022	0.837981111103363	268.0020311427267	76.22984729823456	798.1362743513832	449.9164345403981	649.6835522581678
1324.0.95.0	2.9830447427071882	0.8402917473292011	250.57930725791243	76.37244003786573	780.6915183262091	449.91643454039394	671.9450776608888
1365.0.1.0	2.877497205509803	0.8338738236224401	239.42696153041334	75.77234874315054	768.8271158430887	449.9164345403919	687.3999026988088
1405.0.25.0	2.8020033769682042	0.826966349527927	232.0915522594864	75.15322771841434	760.7901842447887	449.91643454039087	702.5370613703078
1445.0.3999999999999.0	2.73851863157681	0.8232922987719571	226.8144209505199	74.83772411154885	755.1303905328087	449.9164345403904	720.6610443587102
1485.0.55.0	2.677433087230866	0.823923298957365	222.45471988383966	74.91457805373395	750.7870888641527	449.91643454039036	743.03914686273
1525.0.7.0	2.614479005677766	0.8285578025575251	218.34879517568436	75.35224900319312	747.0605155275032	449.9164345403903	769.7656816096898
1565.0.85.0	2.548579210190812	0.8363095887875801	214.16838421410782	76.06875636582723	743.5384639193038	449.9164345403903	800.3416626673524
1606.0.	2.480318908106358	0.8461639352232561	209.7993287217688	76.97194366217303	740.0141897676615	449.9164345403903	834.0453385236747
1646.0.1499999999999.0	2.4109216205152	0.857217466894293	205.24776816032093	77.98049936393177	736.4128411520517	449.9164345403903	870.1554622808483
1686.0.3.0	2.341644749336922	0.868778087188232	200.5743490252125	79.03254137112825	732.7337477732553	449.9164345403903	908.0688812299416
1726.0.45.0	2.273493469724592	0.8803784662306161	195.8532032385519	80.08655075721914	729.0100604721156	449.9164345403903	947.3435936795408
1766.0.6.0	2.207142731559185	0.891742971782792	191.15025497282681	81.11822804661898	725.2838032631769	449.9164345403903	987.6940090258703
1806.0.75.0	2.142970887258609	0.9027368549223641	186.51477810800776	82.11584243897677	721.5927628295548	449.9164345403903	1028.9611596500108
1846.0.8999999999999.0	2.08113602489836	0.9133160063717071	181.97876312172312	83.07569371337064	717.9653434067529	449.9164345403903	1071.0750289211815
1887.0.05.0	2.021654738856435	0.923486513253966	177.55998703460668	83.99848982738703	714.4200526544929	449.9164345403903	1114.0197682468465
1927.0.1999999999998.0	1.9644652083883731	0.93327665147553	173.26614370112438	84.8868562770782	710.9671763784551	449.9164345403903	1157.806881116666
1967.0.35.0	1.9094702422070982	0.9427200963743281	169.09861987342853	85.74385473648965	707.611099488888	449.9164345403903	1202.457392496092
2007.0.5.0	1.856562815180904	0.951847523054931	165.0553580156951	86.57225042411142	704.3524533184302	449.9164345403903	1247.9917394873805
2047.0.6499999999999.0	1.8056389531521222	0.9606836023495581	161.1327474539635	87.37425735821789	701.1897619080709	449.9164345403903	1294.4252476461745
2087.0.7999999999997.0	1.7566027178369121	0.9692469495991921	157.3267188228028	88.1515426887333	698.1205457193598	449.9164345403903	1341.7670729494182
2127.0.95.0	1.709366951190427	0.977551344017737	153.63328175398874	88.9053405966688	695.1419751862531	449.9164345403903	1390.0209304163204
