time	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
70.0.	3.399976751501301e-06	1.399906761545623e-06	1.370023475818944e-12	9.254025184305434e-13	8.999916291714712e-08	7.834494562855234e-13	4.929122289427496e-14	2.050347614066455e-17	3.9705642239190984e-17	7.343368589351482e-13	2.499216781856298e-09	3.929099702499941e-12	1.9905604984182502e-14	1.6921537927577073e-15	4.281964608173874e-15	1.1319420999088829e-14	3.434738020771346e-15	2.959295561599403e-13	1.998467201089432e-08	9.967694453907981e-09	6.994635203813017e-10	4.800664908199364e-13	5.635291875984535e-14	5.635291875984535e-14	1.2803988295095622e-10	1.512258188196847e-11	1.5999262778902082e-07	5.254307419166487e-12	1.1144843279529451e-12	4.872885875424246e-13	1.116008633178578e-13	9.380636037542869e-14	6.969159354558864e-11	2.1157628477618566e-11
77.0.	3.399961431868912e-06	1.3998568173232838e-06	1.516096424020831e-12	1.170723878560014e-12	8.999911249996021e-08	8.248632964005373e-13	5.869902619531526e-14	3.048611539162503e-17	5.908929846944586e-17	6.528462358544431e-13	2.499116650642489e-09	3.996531915196808e-12	1.789574622800615e-14	1.7948726117391632e-15	3.848141830769012e-15	1.017415441325519e-14	3.0872436103442713e-15	3.138216902546391e-13	1.99806105660064e-08	9.962810087659475e-09	6.993213698102244e-10	5.993017565156135e-13	7.923885784577008e-14	7.923885784577008e-14	1.328427585763861e-10	1.911258050843128e-11	1.5999217792815681e-07	5.344544655589612e-12	1.304003857481721e-12	5.695276672566914e-13	1.5041820439835153e-13	1.2643528074877342e-13	1.04336511678037e-10	3.6032909454961825e-11
84.0.	3.399939659964632e-06	1.399791922308251e-06	1.645212673329537e-12	1.438494197051801e-12	8.999906674226491e-08	8.6109071571838e-13	6.854266933915163e-14	4.31472015403317e-17	8.368880959535656e-17	5.890953065210276e-13	2.4990174733225674e-09	4.0471788586498485e-12	1.627216727507853e-14	1.888047907614939e-15	3.4975140646977463e-15	9.24871596316474e-15	2.8064269319268104e-15	3.300129626866447e-13	1.997617835761001e-08	9.957889810006161e-09	6.991662425163507e-10	7.264674492479479e-13	1.0716319838974131e-13	1.0716319838974131e-13	1.376992853003675e-10	2.3465364539155522e-11	1.599917683389154e-07	5.385035533628237e-12	1.49568219090984e-12	6.5251371474593e-13	1.935715903377135e-13	1.6270626047318282e-13	1.4749585035423222e-10	5.733542826430939e-11
91.0.	3.399909990997424e-06	1.399710554857898e-06	1.757460710599772e-12	1.7262068582456291e-12	8.999902477468375e-08	8.930590172172917e-13	7.877451690499399e-14	5.873664669616519e-17	1.139933330246148e-16	5.393780866294561e-13	2.498919581838735e-09	4.0845306695579886e-12	1.498343899374829e-14	1.973454936037638e-15	3.2190521994040642e-15	8.513909677026732e-15	2.583441310394393e-15	3.448179466959485e-13	1.997141709850861e-08	9.952967256024555e-09	6.989995984478016e-10	8.597714723071583e-13	1.4045734991094121e-13	1.4045734991094121e-13	1.42572122062085e-10	2.814091837174645e-11	1.59991390983966e-07	5.387343528690935e-12	1.6880598799281449e-12	7.356002145695554e-13	2.401399674128008e-13	2.01843152207023e-13	1.9924564351368891e-10	8.65139878672911e-11
98.0.	3.399870841948809e-06	1.39961129633574e-06	1.853607108772824e-12	2.0315031816427763e-12	8.999898585104657e-08	9.21560228018284e-13	8.935808106171372e-14	7.749207900990118e-17	1.504680495360456e-16	5.007655095918734e-13	2.498823216373739e-09	4.1113364996075134e-12	1.398269115460687e-14	2.0526180206553353e-15	3.0026842884878824e-15	7.943097296072802e-15	2.4102114113109455e-15	3.585066886294857e-13	1.996636604325679e-08	9.948068878856138e-09	6.988228115139882e-10	9.975108141437374e-13	1.794497117388842e-13	1.794497117388842e-13	1.474318866534619e-10	3.31016755212427e-11	1.599910388613051e-07	5.361582037819333e-12	1.879988031945706e-12	8.182769376309888e-13	2.892074025108995e-13	2.430738194226206e-13	2.5942033087042814e-10	1.251551492809023e-10
105.0.	3.3998208416625777e-06	1.399493383965781e-06	1.935406304015069e-12	2.351802543269769e-12	8.999894926822251e-08	9.473437280995037e-13	1.0025739360446292e-13	9.954804983800314e-17	1.93376897540333e-16	4.707082129733226e-13	2.498728487658342e-09	4.129986440235049e-12	1.322028885598932e-14	2.126974917772832e-15	2.8377308813969306e-15	7.508048474506933e-15	2.2781765814231738e-15	3.713341270805472e-13	1.9961068070080592e-08	9.943213391343507e-09	6.986373824528213e-10	1.138033496375235e-12	2.242911258554559e-13	2.242911258554559e-13	1.522573168694733e-10	3.830633177331276e-11	1.599907053532978e-07	5.316923334406095e-12	2.070633278010672e-12	9.001782145766097e-13	3.399199619892294e-13	2.856781840714207e-13	3.274096299544492e-10	1.746335172337449e-10
112.0.	3.39975873701845e-06	1.399356338633763e-06	2.0049997331529557e-12	2.6848563588883108e-12	8.999891444782108e-08	9.710249802438243e-13	1.114444209627344e-13	1.249982895358598e-16	2.429039434031722e-16	4.472387518799936e-13	2.4986354210478962e-09	4.142321567288893e-12	1.265297884039176e-14	2.1977088800049124e-15	2.7148755304641824e-15	7.18414699243577e-15	2.1798702695329884e-15	3.8351010031829284e-13	1.9955560529538194e-08	9.9384125628679e-09	6.984446185338369e-10	1.279945189922364e-12	2.750683740071136e-13	2.750683740071136e-13	1.570346758839911e-10	4.3718753143259064e-11	1.599903849368657e-07	5.2607036260201145e-12	2.2594563162928623e-12	9.810688517858661e-13	3.916178845314558e-13	3.290994339928044e-13	4.024373839659209e-10	2.36205026746379e-10
119.0.	3.399683412825071e-06	1.399199890129664e-06	2.0647149383636808e-12	3.028795826283868e-12	8.999888091861509e-08	9.931045052969232e-13	1.228976131808652e-13	1.539032073286922e-16	2.99167991573641e-16	4.288394120241651e-13	2.498543977776707e-09	4.1497595608272554e-12	1.224400289824638e-14	2.2657842534599612e-15	2.6261952822614603e-15	6.950464641491994e-15	2.108943545898713e-15	3.9520563652723125e-13	1.994987445860778e-08	9.933672675362048e-09	6.982456060512727e-10	1.422125469516115e-12	3.318154080114534e-13	3.318154080114534e-13	1.6175616404998862e-10	4.930874654540686e-11	1.599900730326495e-07	5.198641541849097e-12	2.446150162303273e-12	1.060816586765254e-12	4.438438406249481e-13	3.729510061530462e-13	4.836563430215801e-10	3.1098706554541987e-10
126.0.	3.399593896975547e-06	1.399023903321723e-06	2.116914790323313e-12	3.382149989043474e-12	8.999884829960707e-08	1.01398612246466e-12	1.3460067140986828e-13	1.862976337269936e-16	3.622376878765362e-16	4.143399525967722e-13	2.498454072687681e-09	4.1533917301726396e-12	1.196263276251111e-14	2.3319809195668782e-15	2.565063802781075e-15	6.789501610727165e-15	2.060086964119702e-15	4.065590511708903e-13	1.994403428798113e-08	9.92899579404258e-09	6.980412000793399e-10	1.563726510132116e-12	3.945248752053896e-13	3.945248752053896e-13	1.6641854591002811e-10	5.505237401635243e-11	1.5998976585839818e-07	5.135077792389759e-12	2.630586668245494e-12	1.139368261147402e-12	4.963312457663627e-13	4.1700675671288273e-13	5.702272515967302e-10	3.999533551456166e-10
133.0.	3.399489353806954e-06	1.398828311209909e-06	2.1638928262913622e-12	3.743842279591517e-12	8.99988162847416e-08	1.033993391551801e-12	1.4654151819911553e-13	2.221983007774201e-16	4.321461257813042e-16	4.0283849074872905e-13	2.4983655887010724e-09	4.154057922259479e-12	1.178347972704338e-14	2.3969254583756002e-15	2.526004283801136e-15	6.686796045659684e-15	2.0289124339592444e-15	4.1768146904296056e-13	1.9938057906516363e-08	9.924380839607587e-09	6.978320267280729e-10	1.704159610821496e-12	4.631593166780716e-13	4.631593166780716e-13	1.710219988831748e-10	6.093193282432973e-11	1.599894602958013e-07	5.073212781333413e-12	2.81277160443414e-12	1.216729829886153e-12	5.48980072731213e-13	4.611805865426736e-13	6.613792336808636e-10	5.03940640719378e-10
140.0.	3.399369068870166e-06	1.3986130582394609e-06	2.207808346709552e-12	4.1131728270136754e-12	8.99987846295814e-08	1.0533839260041671e-12	1.587114472072064e-13	2.616107704126021e-16	5.089043822255579e-16	3.936403000659121e-13	2.498278388316592e-09	4.152404325558565e-12	1.1685751644506259e-14	2.4611183458929783e-15	2.504530279606689e-15	6.630502532413234e-15	2.0118255313037333e-15	4.286616460418073e-13	1.993195696151105e-08	9.919824466735076e-09	6.976184936528873e-10	1.843074204294372e-12	5.376616276647168e-13	5.376616276647168e-13	1.755691735650016e-10	6.693570948811688e-11	1.599891537737864e-07	5.015326354014677e-12	2.992807942917636e-12	1.292950037367371e-12	6.018273911033683e-13	5.05501609686255e-13	7.564513012575859e-10	6.236639765001164e-10
147.0.	3.3992324281377516e-06	1.398378054809122e-06	2.25065374957242e-12	4.489792612073559e-12	8.999875313995553e-08	1.072361574718623e-12	1.711044272442797e-13	3.0453567167554e-16	5.925137087220733e-16	3.862104803178243e-13	2.498192322525323e-09	4.148928052248914e-12	1.1652543176561561e-14	2.5249571456940552e-15	2.4969931843948804e-15	6.610988703285871e-15	2.0059032091975454e-15	4.395700820141335e-13	1.99257372936305e-08	9.915321766260517e-09	6.974008052770681e-10	1.980333126776187e-12	6.179645467743659e-13	6.179645467743659e-13	1.8006444421981462e-10	7.305759993649948e-11	1.59988844168517e-07	4.962971638061817e-12	3.1708665316239337e-12	1.3681073926636839e-12	6.550174815267324e-13	5.500889514295199e-13	8.549170818458729e-10	7.597375737214645e-10
154.0.	3.3990788942360347e-06	1.398123142511178e-06	2.2942465175703953e-12	4.8736742752420915e-12	8.999872166242632e-08	1.09108664239329e-12	1.8371653667867371e-13	3.5097422316842383e-16	6.829763268813691e-16	3.801373721402987e-13	2.4981072375243153e-09	4.144011503462705e-12	1.1670193701521062e-14	2.588755996792119e-15	2.5004441072059944e-15	6.620470081473347e-15	2.008783073188742e-15	4.504624774368213e-13	1.991939942670837e-08	9.910866813741148e-09	6.971789799347937e-10	2.115987034129901e-12	7.03999080525581e-13	7.03999080525581e-13	1.8451332363099922e-10	7.929666938191782e-11	1.5998852971885339e-07	4.9171393637136285e-12	3.3471631679951388e-12	1.442299998250329e-12	7.087748943980974e-13	5.951290152707734e-13	9.56395817785244e-10	9.126986212315029e-10
161.0.	3.3989079817249978e-06	1.397848068643161e-06	2.340238944128315e-12	5.265083143534639e-12	8.999869007637418e-08	1.109684368302608e-12	1.9654550657509323e-13	4.009330859210748e-16	7.803049159863775e-16	3.7510429195577764e-13	2.4980229796381995e-09	4.137948844926173e-12	1.1727725976203301e-14	2.6527618021949903e-15	2.5125129714532523e-15	6.652690623911188e-15	2.0185664866716442e-15	4.613826052576208e-13	1.991293905334418e-08	9.906453089476719e-09	6.969528668670476e-10	2.2502500218578947e-12	7.957018730919289e-13	7.957018730919289e-13	1.8892201481524343e-10	8.565670821024555e-11	1.599882089555884e-07	4.8783930320272805e-12	3.521941010107254e-12	1.515637756544565e-12	7.633819564218717e-13	6.408564890963593e-13	1.0606531256828072e-09	1.083032052581594e-09
168.0.	3.398719232880044e-06	1.3975524682250398e-06	2.3901398530736372e-12	5.664550971364383e-12	8.999865828747819e-08	1.128251903826757e-12	2.095903536565224e-13	4.544286397620937e-16	8.845309717549514e-16	3.708677087543804e-13	2.497939398815539e-09	4.130966393072492e-12	1.181636448763869e-14	2.7171675673368233e-15	2.5313047507752383e-15	6.702648575574745e-15	2.0337354136706284e-15	4.72364677378137e-13	1.9906347475087212e-08	9.90207379391259e-09	6.967221616280533e-10	2.3834778098373502e-12	8.930216024969433e-13	8.930216024969433e-13	1.9329707379617013e-10	9.214582405851988e-11	1.599878806425748e-07	4.846977146698295e-12	3.695457324751756e-12	1.588236507084433e-12	8.191612897871148e-13	6.87539564430488e-13	1.1675947404334961e-09	1.2711948041403631e-09
175.0.	3.398512194917608e-06	1.39723585166648e-06	2.4453438245596062e-12	6.0728540265682894e-12	8.999862622238655e-08	1.1468640117957891e-12	2.228510868972421e-13	5.114907963489199e-16	9.957122576484103e-16	3.6724040488350373e-13	2.497856351029138e-09	4.1232383045546264e-12	1.192912858253528e-14	2.782123307349722e-15	2.555311753982377e-15	6.766364792233403e-15	2.053082132674638e-15	4.834352799930987e-13	1.989961197038133e-08	9.89772208021967e-09	6.964864189633477e-10	2.5161493039946147e-12	9.959245296029968e-13	9.959245296029968e-13	1.976451601852133e-10	9.877609736644613e-11	1.599875437279761e-07	4.8229019733211375e-12	3.867973668291304e-12	1.660213690870474e-12	8.764630922774583e-13	7.354691598938121e-13	1.2772560450222192e-09	1.477638621488877e-09
182.0.	3.398286399185045e-06	1.396897596414478e-06	2.507164735887179e-12	6.490996500109198e-12	8.999859382438533e-08	1.165577694381237e-12	2.3632847407125943e-13	5.721664751954215e-16	1.113939593872807e-15	3.640784914428281e-13	2.4977736998541504e-09	4.114898645317605e-12	1.206049190082777e-14	2.8477449136842793e-15	2.583340199378556e-15	6.840688811186312e-15	2.075650401041315e-15	4.946149470134551e-13	1.9892716074310833e-08	9.893391222668615e-09	6.962450626008802e-10	2.648851941666558e-12	1.104399351383375e-12	1.104399351383375e-12	2.019728558228306e-10	1.0556331741837861e-10	1.5998719730398751e-07	4.806008586345891e-12	4.039748730756606e-12	1.731685198839247e-12	9.356566075642774e-13	7.849516631714793e-13	1.389789579117264e-09	1.7028308935080073e-09
189.0.	3.398041342512655e-06	1.3965369411491019e-06	2.576871471774623e-12	6.920199777181231e-12	8.999856104989979e-08	1.184435928007498e-12	2.500238568261752e-13	6.365228673953457e-16	1.239343228376012e-15	3.612714022314058e-13	2.4976913174484133e-09	4.106050670916973e-12	1.2206100049780259e-14	2.914121317869705e-15	2.6144493154886672e-15	6.9231380392254264e-15	2.100686661318136e-15	5.059194314679447e-13	1.988563976151069e-08	9.889074736277383e-09	6.959973916528751e-10	2.782270960002274e-12	1.2184615210261931e-12	1.2184615210261931e-12	2.0628653512485463e-10	1.1252680881463012e-10	1.599868405735863e-07	4.796017814810969e-12	4.2110332047200415e-12	1.802763120121203e-12	9.971250770399041e-13	8.363045975939633e-13	1.5054521586657321e-09	1.9472733163880083e-09
196.0.	3.39777647069351e-06	1.396152981365205e-06	2.655724612495363e-12	7.361897816486832e-12	8.999852786568255e-08	1.203470661863015e-12	2.6393900480731413e-13	7.046506126899155e-16	1.3720990340079791e-15	3.58734188199972e-13	2.4976090851113463e-09	4.096773959781235e-12	1.236253793605632e-14	2.9813202497815266e-15	2.6479011528884853e-15	7.01176522548432e-15	2.1275998294165144e-15	5.173607276251709e-13	1.9878359528451703e-08	9.884766460217101e-09	6.957425834958108e-10	2.9171825551833033e-12	1.3381571993586489e-12	1.3381571993586489e-12	2.1059227397110392e-10	1.196893535146587e-10	1.599864728230356e-07	4.792566413740162e-12	4.382066164256132e-12	1.8735541610308083e-12	1.0612634428906919e-12	8.898545906977107e-13	1.6245927355899942e-09	2.2115184221872093e-09
203.0.	3.3974911639027172e-06	1.395744665438222e-06	2.745013540931513e-12	7.817738751857097e-12	8.999849424656642e-08	1.222705211260261e-12	2.780760010315044e-13	7.766670083995782e-16	1.5124347641474221e-15	3.564015871025044e-13	2.497526893557173e-09	4.087129894656471e-12	1.252713940353003e-14	3.0493928399922813e-15	2.6831195052509716e-15	7.1050500059767145e-15	2.1559283837600043e-15	5.289478881025202e-13	1.9870848373523412e-08	9.880460614791818e-09	6.954796930733203e-10	3.054450825978412e-12	1.4635669989281741e-12	1.4635669989281741e-12	2.1489578679528937e-10	1.270772111120468e-10	1.599860933990573e-07	4.7952331730674785e-12	4.5530725491177605e-12	1.944158554727387e-12	1.12847821284592e-12	9.45937151653931e-13	1.7476417117458002e-09	2.4961841605903153e-09
210.0.	3.397184723772639e-06	1.395310790469832e-06	2.846094009576336e-12	8.289592771716194e-12	8.999846017367767e-08	1.2421561577802991e-12	2.924371521259322e-13	8.527193695413048e-16	1.6606365985557262e-15	3.542234623317035e-13	2.497444643005489e-09	4.077165873821755e-12	1.269783217608963e-14	3.118377279616842e-15	2.7196564494124903e-15	7.201810563408932e-15	2.1853135583192133e-15	5.406876738197022e-13	1.986307567434752e-08	9.87615183966787e-09	6.952076486021641e-10	3.195028365067966e-12	1.5948096767992519e-12	1.5948096767992519e-12	2.1920238379447083e-10	1.3472023892595942e-10	1.5998570168973608e-07	4.803557344946015e-12	4.724261437192466e-12	2.014669320694213e-12	1.1991889396102192e-12	1.0048977868679549e-12	1.8751021279783293e-09	2.8019668176244033e-09
217.0.	3.39685636179128e-06	1.3948499973973552e-06	2.960426517764437e-12	8.779566383678215e-12	8.999842563302327e-08	1.261834848392415e-12	3.0702491823361024e-13	9.32988654697359e-16	1.8170562039555954e-15	3.521612968456496e-13	2.4973622431645533e-09	4.0669185461743835e-12	1.287301230191338e-14	3.188301713619922e-15	2.7571652423400043e-15	7.30113208033198e-15	2.2154776299486462e-15	5.525850680118235e-13	1.985500696093554e-08	9.87183521915118e-09	6.94925243632745e-10	3.3399603954123986e-12	1.732045926983406e-12	1.732045926983406e-12	2.235169421456785e-10	1.426521139257271e-10	1.599852971083665e-07	4.817051128181098e-12	4.895824865231255e-12	2.085171767437574e-12	1.2738309707016391e-12	1.0670941679843331e-12	2.007542911326842e-09	3.129652604252199e-09
224.0.	3.396505188670955e-06	1.39436076495531e-06	3.089616239453252e-12	9.290023242703112e-12	8.999839061438051e-08	1.2817485706755919e-12	3.2184185837147233e-13	1.017693478465259e-15	1.982118543737685e-15	3.5018549978992543e-13	2.4972796131634782e-09	4.056416296499971e-12	1.3051442846053912e-14	3.2591865151711503e-15	2.7953784530245e-15	7.402309010974574e-15	2.2462063993226285e-15	5.64643680485567e-13	1.984660358220217e-08	9.867506298987173e-09	6.94631125377077e-10	3.490392391002319e-12	1.875482419898115e-12	1.875482419898115e-12	2.2784388651262703e-10	1.5091065959618e-10	1.59984879079563e-07	4.8352077526162275e-12	5.067937012243232e-12	2.1557431560399493e-12	1.352859139557339e-12	1.132899062052315e-12	2.145594238403593e-09	3.4801282677454783e-09
231.0.	3.396130204335542e-06	1.393841402191179e-06	3.235455372808793e-12	9.823611879550577e-12	8.999835511042963e-08	1.301901466811834e-12	3.368905878385915e-13	1.1070946322927021e-15	2.156330675289621e-15	3.4827333857980543e-13	2.4971966814723212e-09	4.045681155136123e-12	1.323217255219079e-14	3.3310460611463714e-15	2.8340903996765522e-15	7.504798723959812e-15	2.2773351216922373e-15	5.76866063425415e-13	1.983782226080704e-08	9.863161097946599e-09	6.943237791282474e-10	3.647581210913781e-12	2.025376235530682e-12	2.025376235530682e-12	2.321871753919865e-10	1.5953828302964734e-10	1.599844470270622e-07	4.85750617274795e-12	5.2407536095478735e-12	2.226452464256693e-12	1.4367522548457161e-12	1.2027039084225878e-12	2.289944960327361e-09	3.8543910773358574e-09
238.0.	3.39573028818586e-06	1.3932900392731148e-06	3.399969107540187e-12	1.038330081316344e-11	8.999831911608196e-08	1.3222952379790529e-12	3.521737449355989e-13	1.201500250001762e-15	2.3402917990738573e-15	3.464073521662621e-13	2.4971133858391503e-09	4.034730265928424e-12	1.3414470718936779e-14	3.4038901080204784e-15	2.8731430886018034e-15	7.608184387145381e-15	2.3087372425919932e-15	5.892539563600277e-13	1.982861452900719e-08	9.858796116716966e-09	6.940015085152526e-10	3.81290985292973e-12	2.182039839768109e-12	2.182039839768109e-12	2.365502906352019e-10	1.6858252989207682e-10	1.5998400036272e-07	4.883413332758752e-12	5.414411472139766e-12	2.297360204494675e-12	1.526018218386132e-12	1.27692288230601e-12	2.4413420098646065e-09	4.2535585242205765e-09
