time	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
245.0.	3.39530418932111e-06	1.392704616388942e-06	3.5854664713778e-12	1.0972421764751119e-11	8.999828262796304e-08	1.342929680592845e-12	3.676939647960715e-13	1.301271762740543e-15	2.534704842574213e-15	3.4457413420092274e-13	2.4970296732626853e-09	4.023577015434214e-12	1.359777527155756e-14	3.4777248480359414e-15	2.9124149992456003e-15	7.712145368172218e-15	2.340315413970813e-15	6.018084744638902e-13	1.981892603448099e-08	9.854408345857774e-09	6.936624112068358e-10	3.98790605619019e-12	2.345846760368583e-12	2.345846760368583e-12	2.4093622827642884e-10	1.780967683242661e-10	1.599835384762773e-07	4.912384547773103e-12	5.589028077196116e-12	2.368518262854829e-12	1.621199756465256e-12	1.355997438242577e-12	2.6005916680256272e-09	4.6788780573606965e-09
252.0.	3.394850516412826e-06	1.392082870530554e-06	3.794597685364422e-12	1.159472189938496e-11	8.999824564402051e-08	1.363803088067434e-12	3.8345385856593265e-13	1.406830813108595e-15	2.7403899078363533e-15	3.427634004710165e-13	2.4969455000146444e-09	4.012231902424013e-12	1.3781651438483981e-14	3.552553710865325e-15	2.9518121601039582e-15	7.816433680627604e-15	2.371994345264051e-15	6.14530251769634e-13	1.9808695701890362e-08	9.849995274188667e-09	6.933043495661637e-10	4.174265082371818e-12	2.5172381307429292e-12	2.5172381307429292e-12	2.4534748921180614e-10	1.881410161686608e-10	1.59983060725511e-07	4.943862612930174e-12	5.764701131682801e-12	2.439969733590332e-12	1.7228806918515248e-12	1.4404012490788121e-12	2.7685625908832245e-09	5.131737157731911e-09
259.0.	3.394367727453828e-06	1.3914223207948038e-06	4.030418669824633e-12	1.2254424904024689e-11	8.999820816323038e-08	1.384912546017945e-12	3.994559957990236e-13	1.5186671449381703e-15	2.9582996162180123e-15	3.409672762030561e-13	2.496860831725385e-09	4.0007032066644096e-12	1.396575904416093e-14	3.628377963060154e-15	2.9912610838146353e-15	7.920855338873409e-15	2.4037151439849482e-15	6.274195485586474e-13	1.979785475429796e-08	9.845554898858787e-09	6.929249164004297e-10	4.373876527321174e-12	2.6967301054876568e-12	2.6967301054876568e-12	2.4978606841741524e-10	1.987829076609435e-10	1.599825664266464e-07	4.977276090647867e-12	5.9415080770562465e-12	2.5117487260603762e-12	1.831692611033482e-12	1.5306454300224338e-12	2.9461901873759543e-09	5.6136735288191065e-09
266.0.	3.3938541188114716e-06	1.39072025146556e-06	4.296466312892374e-12	1.295630309989776e-11	8.999817018538023e-08	1.4062541420609232e-12	4.157028898714512e-13	1.6373477847701623e-15	3.189536962174779e-15	3.391797486221439e-13	2.4967756435174223e-09	3.988997507486044e-12	1.414982652236171e-14	3.7051971490387525e-15	3.03070315436365e-15	8.025255544560713e-15	2.435430819353699e-15	6.404763307021434e-13	1.97863255601135e-08	9.841085736580628e-09	6.925213946039741e-10	4.5888561006341624e-12	2.884922410644743e-12	2.884922410644743e-12	2.542534431679969e-10	2.100988335108867e-10	1.599820548445551e-07	5.012036814803719e-12	6.119505548532455e-12	2.583880151879098e-12	1.9483221722024662e-12	1.627284203363504e-12	3.1344825090331143e-09	6.126385971793533e-09
273.0.	3.393307808381603e-06	1.389973685003731e-06	4.596853431106827e-12	1.3705776868882679e-11	8.999813171091681e-08	1.427823093269126e-12	4.3219699111295083e-13	1.7635294069343652e-15	3.4353793642319602e-15	3.373962400732685e-13	2.496689920175208e-09	3.977120095661802e-12	1.433362996019954e-14	3.783009397878287e-15	3.070090100166523e-15	8.129506739668612e-15	2.4671026557998502e-15	6.537003254112251e-13	1.977402004205573e-08	9.836586835377666e-09	6.920907014719514e-10	4.821589452644374e-12	3.082510166632537e-12	3.082510166632537e-12	2.5875056086241005e-10	2.2217551539003223e-10	1.5998152518038758e-07	5.047536438867697e-12	6.298728805728574e-12	2.656379499384219e-12	2.07352038485008e-12	1.730922169348267e-12	3.3345303110812214e-09	6.671751132720932e-09
280.0.	3.392726724654412e-06	1.389179363765459e-06	4.9363682005734576e-12	1.4509009820124329e-11	8.999809274084201e-08	1.4496138347034079e-12	4.4894067034634305e-13	1.8979703459229612e-15	3.697302019568844e-15	3.356133019095948e-13	2.4966036564781532e-09	3.965075271344537e-12	1.451697744686489e-14	3.8618116340911905e-15	3.1093806132870973e-15	8.233499683888016e-15	2.4986975044951312e-15	6.670910598632502e-13	1.9760838165253622e-08	9.83205779485389e-09	6.916293357838778e-10	5.074774019825237e-12	3.2902949239311293e-12	3.2902949239311293e-12	2.632778184480233e-10	2.351115040803767e-10	1.599809765614067e-07	5.0831440759384615e-12	6.479190830196515e-12	2.72925246198748e-12	2.208110447782433e-12	1.842220218179448e-12	3.5475142938508092e-09	7.2518343424539625e-09
287.0.	3.392108589105382e-06	1.388333720566846e-06	5.320602168053406e-12	1.537303743784779e-11	8.999805327664675e-08	1.471620049925914e-12	4.659362102623426e-13	2.0415465812580494e-15	3.9770089902553966e-15	3.338283659521405e-13	2.496516857521785e-09	3.95286659355076e-12	1.469969600833383e-14	3.941599707616867e-15	3.1485375270091153e-15	8.337136005735248e-15	2.5301855221119544e-15	6.806478857263009e-13	1.9746665892899292e-08	9.827498784651504e-09	6.911333062514763e-10	5.351475592554578e-12	3.509199600397143e-12	3.509199600397143e-12	2.678350437144522e-10	2.490192058666183e-10	1.599804080273893e-07	5.118203086248822e-12	6.6608814815553395e-12	2.802494592493447e-12	2.352997917569859e-12	1.961903316475362e-12	3.774716792347319e-09	7.868907097887317e-09
294.0.	3.391450904052505e-06	1.387432857405437e-06	5.756082449286432e-12	1.630589458167311e-11	8.999801332027027e-08	1.49383468246887e-12	4.83185790213476e-13	2.1952675090589374e-15	4.2764638632219684e-15	3.320395616609969e-13	2.496429539051019e-09	3.940497066533837e-12	1.488162181973382e-14	4.02236847434601e-15	3.1875257013396932e-15	8.44032262190725e-15	2.561538476676148e-15	6.943699947111711e-13	1.973137317519052e-08	9.822910563173776e-09	6.905980611316693e-10	5.655184343550067e-12	3.7402827934077864e-12	3.7402827934077864e-12	2.724214763878865e-10	2.6402687960109125e-10	1.5997981851857142e-07	5.152030299317186e-12	6.84376664681782e-12	2.8760909542743208e-12	2.509178802702054e-12	2.090766405638935e-12	4.017530773021843e-09	8.525459078107308e-09
301.0.	3.390750927697918e-06	1.386472503900568e-06	6.2504570234660104e-12	1.731680267118742e-11	8.999797287409163e-08	1.5162498836003378e-12	5.006914808321791e-13	2.360299052570091e-15	4.5979346922451795e-15	3.302455687007739e-13	2.496341727876457e-09	3.927969300062168e-12	1.506259187623128e-14	4.104111805502512e-15	3.2263102235375344e-15	8.542966987973688e-15	2.592728305674067e-15	7.08256422038146e-13	1.9714810990987752e-08	9.818294499720964e-09	6.90018384684572e-10	5.989896719722346e-12	3.984760361960067e-12	3.984760361960067e-12	2.7703574584774e-10	2.802815720053115e-10	1.5997920685714598e-07	5.183912865169117e-12	7.027787228333154e-12	2.950015701508269e-12	2.677752686804744e-12	2.229684320090092e-12	4.2774762388320505e-09	9.224222916588788e-09
308.0.	3.3900056493461237e-06	1.38544797594022e-06	6.812713198217019e-12	1.841638378563102e-11	8.999793194093991e-08	1.538856936434823e-12	5.18455232960636e-13	2.5379901555883475e-15	4.9440455120331876e-15	3.2844551136609594e-13	2.496253462378034e-09	3.91528563064564e-12	1.524243765184334e-14	4.186822558924576e-15	3.2648550383497492e-15	8.644973482271901e-15	2.6237260181767772e-15	7.223060432387067e-13	1.969680798342651e-08	9.81365260100394e-09	6.893882794199288e-10	6.360208724209986e-12	4.2440298201927045e-12	4.2440298201927045e-12	2.816758445074267e-10	2.979524591599046e-10	1.5997857172728931e-07	5.213106982923944e-12	7.2128579470942684e-12	3.02423157873066e-12	2.859935895589966e-12	2.3796215179426727e-12	4.556216571194344e-09	9.96819877008659e-09
315.0.	3.389211767897513e-06	1.3843541393542559e-06	7.453419370943845e-12	1.9616892871879412e-11	8.999789052411362e-08	1.5616461696196321e-12	5.364788616966241e-13	2.729901316215787e-15	5.3178318155152346e-15	3.266388790964653e-13	2.4961647929290704e-09	3.902448216483358e-12	1.542098042611594e-14	4.2704925339347925e-15	3.3031219374546164e-15	8.746240739140879e-15	2.6545008850231293e-15	7.365175678985164e-13	1.96771668390716e-08	9.808987532806807e-09	6.887008393675064e-10	6.7714167546296135e-12	4.519696144731134e-12	4.519696144731134e-12	2.863391060722922e-10	3.172344472422193e-10	1.599779116547435e-07	5.238839590738588e-12	7.398866335132105e-12	3.098689503035331e-12	3.057073231487975e-12	2.541640454649012e-12	4.855573099125994e-09	1.076067559392412e-08
322.0.	3.3883656659770096e-06	1.3831853668195819e-06	8.185017222612634e-12	2.093249866050321e-11	8.999784862741189e-08	1.5846068406129541e-12	5.54764031278287e-13	2.9378390004858545e-15	5.722807454007461e-15	3.248254641300933e-13	2.496075782281856e-09	3.889459117761816e-12	1.559802764060208e-14	4.355112399929234e-15	3.3410697713090702e-15	8.846659568651638e-15	2.685019807023383e-15	7.508895289205845e-13	1.9655659928495932e-08	9.804302638728347e-09	6.87948097497358e-10	7.229638997608116e-12	4.813602858578313e-12	4.813602858578313e-12	2.910221867357839e-10	3.383525093016956e-10	1.599772249822821e-07	5.260311483445773e-12	7.585671826924818e-12	3.1733281892264943e-12	3.270651325600818e-12	2.7169108767299983e-12	5.177542020303897e-09	1.160525673335735e-08
329.0.	3.3874633844072927e-06	1.381935495522143e-06	9.022155782295736e-12	2.2379600425625787e-11	8.999780625516998e-08	1.607727003846454e-12	5.733122382879501e-13	3.1638942515896843e-15	6.163039696580151e-15	3.2300531329516525e-13	2.495986505804842e-09	3.876320362087924e-12	1.577337040860519e-14	4.440671616738689e-15	3.3786539084396137e-15	8.9461115312119e-15	2.715246881749793e-15	7.654202702701744e-13	1.963202443034937e-08	9.799601950054283e-09	6.87120855062229e-10	7.741951511208518e-12	5.127866492613471e-12	5.127866492613471e-12	2.9572105525901603e-10	3.615665393632297e-10	1.599765098428276e-07	5.276703095772753e-12	7.773105195716943e-12	3.24807392489097e-12	3.50231162866097e-12	2.90671865868525e-12	5.524310868818749e-09	1.250588513417509e-08
336.0.	3.3865005713657477e-06	1.380597745684629e-06	9.98218372734598e-12	2.397730609821885e-11	8.999776341232637e-08	1.6309932843150951e-12	5.921247989206959e-13	3.4105013732676554e-15	6.6432633379038774e-15	3.211786931544973e-13	2.495897052086722e-09	3.863034008984385e-12	1.594678074276325e-14	4.5271582805805475e-15	3.4158256356201233e-15	9.044467353017187e-15	2.7451429222007174e-15	7.801079229269437e-13	1.9605954957612803e-08	9.79489021429998e-09	6.862084235164487e-10	8.316592600510793e-12	5.464930118328358e-12	5.464930118328358e-12	3.004309643931801e-10	3.871786859846389e-10	1.59975764116833e-07	5.287178803888596e-12	7.960967173360114e-12	3.32283999035412e-12	3.753873771332314e-12	3.112482631180881e-12	5.8982886338950105e-09	1.346689370902248e-08
343.0.	3.385472458077034e-06	1.3791646807554692e-06	1.108561758903559e-11	2.5747864541012936e-11	8.999772010446044e-08	1.6543907126546032e-12	6.112028224930728e-13	3.6804901304872115e-15	7.168982167322412e-15	3.193460624028023e-13	2.495807522809658e-09	3.849602191222371e-12	1.61180111731298e-14	4.614559041143626e-15	3.4525320700616256e-15	9.1415866979375e-15	2.7746653868087167e-15	7.949503920057506e-13	1.9577097038730643e-08	9.790172883328392e-09	6.851983963555732e-10	8.963145341065498e-12	5.827608831062581e-12	5.827608831062581e-12	3.051464627340129e-10	4.155398511862548e-10	1.599749853977417e-07	5.290901028848219e-12	8.149028721486136e-12	3.397526798338904e-12	4.027348007362309e-12	3.335762075694047e-12	6.302120788007966e-09	1.4493029212320692e-08
350.0.	3.3843738185646528e-06	1.377628143134293e-06	1.2356750163949459e-11	2.771723499103546e-11	8.999767633784453e-08	1.6779024935076431e-12	6.305471883519934e-13	3.977154619437505e-15	7.746602841443645e-15	3.1750804924230883e-13	2.4957180326277752e-09	3.83602715641974e-12	1.628679452288202e-14	4.7028589830684104e-15	3.4887161055153643e-15	9.237318028038406e-15	2.8037683363335872e-15	8.099453383621175e-13	1.9545038560612382e-08	9.78545610018276e-09	6.840763496214342e-10	9.692776146440326e-12	6.219150474663837e-12	6.219150474663837e-12	3.098614078664859e-10	4.470582168530634e-10	1.599741709449192e-07	5.287046181237837e-12	8.337031303222099e-12	3.4720220338650424e-12	4.324953936077176e-12	3.57826859843207e-12	6.738712692953965e-09	1.5589491919003553e-08
357.0.	3.3831989100053487e-06	1.3759791600197279e-06	1.3824456696755849e-11	2.991585279940983e-11	8.999763211951477e-08	1.70150968795417e-12	6.501585204515757e-13	4.304345735714275e-15	8.383614675380496e-15	3.156654351255547e-13	2.495628709120108e-09	3.822311309135232e-12	1.645284376208631e-14	4.792041461803484e-15	3.5243163747804934e-15	9.331498507129538e-15	2.8324024037487964e-15	8.250901532296689e-13	1.950929831282212e-08	9.780746688010821e-09	6.828254409487752e-10	1.0518553299834198e-11	6.6433177909790655e-12	6.6433177909790655e-12	3.145689774243092e-10	4.822106520390441e-10	1.599733176194599e-07	5.274820010806878e-12	8.524686994602918e-12	3.546200726664422e-12	4.649149283356185e-12	3.841885855438751e-12	7.2112632806309815e-09	1.676199450429353e-08
364.0.	3.381941456724215e-06	1.374207917569852e-06	1.5522911824550972e-11	3.237926651783191e-11	8.999758745728001e-08	1.725191016011923e-12	6.700371538672785e-13	4.666546392339127e-15	9.088735791888812e-15	3.138191341758565e-13	2.4955396913587144e-09	3.808457228043257e-12	1.661585509276896e-14	4.882088082991042e-15	3.559267903572318e-15	9.423955736260935e-15	2.8605153196166324e-15	8.403819556456802e-13	1.946931685459557e-08	9.77605206281395e-09	6.814260899108458e-10	1.145570332858123e-11	7.104451478388033e-12	7.104451478388033e-12	3.1926175632023563e-10	5.215518344097705e-10	1.599724218365512e-07	5.253488875106082e-12	8.71168173055307e-12	3.6199266856424218e-12	5.0026389970439776e-12	4.128671997571431e-12	7.72327417151872e-09	1.801677740829363e-08
371.0.	3.3805945532359206e-06	1.372303608692748e-06	1.749288146379301e-11	3.514935971894736e-11	8.999754235982001e-08	1.7489223587221461e-12	6.901831024942611e-13	5.069018203152608e-15	9.87219834969886e-15	3.119701843710595e-13	2.495451129736341e-09	3.7944677100728986e-12	1.67755082730819e-14	4.972978467960748e-15	3.593502173404339e-15	9.514507920994495e-15	2.8880519619295862e-15	8.558175567586731e-13	1.9424438562623242e-08	9.77138021066713e-09	6.798553496918144e-10	1.25221086710666e-11	7.607600420565512e-12	7.607600420565512e-12	3.239317595172523e-10	5.657321202596162e-10	1.599714794628017e-07	5.2223993441654085e-12	8.897675714809251e-12	3.693052706902788e-12	5.388423545891662e-12	4.440893571205324e-12	8.278603599938172e-09	1.936070457256375e-08
378.0.	3.37915063247683e-06	1.370254381568037e-06	1.9782863865017418e-11	3.8275376073537263e-11	8.999749683668871e-08	1.7726764450264651e-12	7.105960168214207e-13	5.5179208254293275e-15	1.0745980472257139e-14	3.101197283667872e-13	2.495363183797079e-09	3.780345780914589e-12	1.693147143398897e-14	5.0646902392989194e-15	3.6269481454465385e-15	9.602966585662193e-15	2.9149551781714003e-15	8.713934591360593e-13	1.937389735475166e-08	9.766739555349929e-09	6.78086407416309e-10	1.373870636031063e-11	8.158622322082042e-12	8.158622322082042e-12	3.2857056437844555e-10	6.155117872103833e-10	1.599704857387286e-07	5.181014781986294e-12	9.082308345934477e-12	3.765422743787328e-12	5.809821343444866e-12	4.78103669446761e-12	8.881484977291159e-09	2.080129417804321e-08
385.0.	3.377601394460802e-06	1.368047224966131e-06	2.245067689366558e-11	4.181536213159428e-11	8.999745089834787e-08	1.796422366980457e-12	7.312751388995927e-13	6.0204800602667205e-15	1.172413302982384e-14	3.082689980139167e-13	2.4952760202857398e-09	3.766094714733783e-12	1.7083405311121182e-14	5.157198927708584e-15	3.659533159279853e-15	9.689138954025505e-15	2.9411665062356854e-15	8.87105844393931e-13	1.931679663070018e-08	9.762138834073895e-09	6.760878820745074e-10	1.513004512667553e-11	8.7643281857266e-12	8.7643281857266e-12	3.3316943492412444e-10	6.717810194623396e-10	1.5996943516538e-07	5.1289479737481424e-12	9.26520265567933e-12	3.836873869869154e-12	6.270514098644371e-12	5.151835738793407e-12	9.536568617036193e-09	2.2346788542072453e-08
392.0.	3.375937735117135e-06	1.365667850828636e-06	2.556534335906643e-11	4.583785409988087e-11	8.999740455617927e-08	1.82012504975947e-12	7.522192504310257e-13	6.5851811048625466e-15	1.282315528419645e-14	3.064192959815008e-13	2.4951898105153022e-09	3.751718045858945e-12	1.723096897146883e-14	5.2504779245928646e-15	3.691184151498881e-15	9.772831175967637e-15	2.9666271518218616e-15	9.029505687842059e-13	1.925208650534362e-08	9.757586932832098e-09	6.738230276870276e-10	1.672491702691168e-11	9.432646949671371e-12	9.432646949671371e-12	3.377194864638859e-10	7.355825884319332e-10	1.5996832137460857e-07	5.065995777656841e-12	9.445971290647304e-12	3.907238915916682e-12	6.774599916586006e-12	5.5563063078260205e-12	1.0248966079854991e-08	2.400622358774629e-08
399.0.	3.37414966745475e-06	1.363100560009456e-06	2.920938528005303e-11	5.042390470032822e-11	8.999735782247914e-08	1.843744644392649e-12	7.734266137301151e-13	7.221996206069101e-15	1.406243741254571e-14	3.0457197493143904e-13	2.495104727213587e-09	3.737219574689091e-12	1.737382665808832e-14	5.344498466989328e-15	3.7218291144715596e-15	9.85385218770772e-15	2.991279157973513e-15	9.18923164794241e-13	1.9178537272968312e-08	9.753092689521927e-09	6.712488045538917e-10	1.8557092235296608e-11	1.0172818777192888e-11	1.0172818777192888e-11	3.4221188245300545e-10	8.081382772065058e-10	1.599671369756906e-07	4.992170458464309e-12	9.624223670239038e-12	3.976349621621134e-12	7.326661456500852e-12	5.997788368653167e-12	1.102430326643229e-08	2.5789505645766592e-08
406.0.	3.3722262334316123e-06	1.360328086332665e-06	3.348164339691256e-11	5.566952463758308e-11	8.999731071043284e-08	1.867235830416192e-12	7.948949045582226e-13	7.94265242102816e-15	1.546478097059849e-14	3.027284138970244e-13	2.495020940906998e-09	3.722603367221053e-12	1.75116557000585e-14	5.4392296605171456e-15	3.7513987839187506e-15	9.932018175158093e-15	3.0150667575203283e-15	9.350188498047528e-13	1.909470859257799e-08	9.748664667454447e-09	6.683148007402303e-10	2.066617022129399e-11	1.099562160508376e-11	1.099562160508376e-11	3.466380609594489e-10	8.908795537145636e-10	1.599658733741085e-07	4.907727038610614e-12	9.799574186170126e-12	4.0440402431999234e-12	7.931852506088953e-12	6.480001201328982e-12	1.1868785362674421e-08	2.7707497135429e-08
413.0.	3.370155404320228e-06	1.357331412599623e-06	3.850075410314182e-11	6.168863381124379e-11	8.999726323406675e-08	1.890547015346292e-12	8.166211357017183e-13	8.760945214754795e-15	1.705700846413324e-14	3.008899918677212e-13	2.494938615952234e-09	3.707873747618812e-12	1.7644155296967572e-14	5.534638545343862e-15	3.779828515659235e-15	1.00071575338844e-14	3.0379378762153272e-15	9.51232542745396e-13	1.8998913794382133e-08	9.744310904638016e-09	6.649619828033749e-10	2.3098563079491938e-11	1.1913636163453619e-11	1.1913636163453619e-11	3.509899853538542e-10	9.854830811243612e-10	1.599645205576676e-07	4.8131804988578984e-12	9.971651187988222e-12	4.1101515050232815e-12	8.596009433733611e-12	7.0071150597455315e-12	1.2789277658408611e-08	2.977211323899774e-08
420.0.	3.367923966663696e-06	1.354089550788109e-06	4.440948642852447e-11	6.861664286316972e-11	8.999721540817543e-08	1.913619414164264e-12	8.386015699757145e-13	9.693104774673608e-15	1.887067535734821e-14	2.9905805878657644e-13	2.494857906375257e-09	3.6930352833270696e-12	1.7771055952457182e-14	5.6306902088254105e-15	3.80706030327583e-15	1.007911619732454e-14	3.0598457476592073e-15	9.675588894768111e-13	1.888917872864939e-08	9.740038646679263e-09	6.611212555027291e-10	2.590862539427757e-11	1.294155532286078e-11	1.294155532286078e-11	3.552604113795217e-10	1.093911638377062e-09	1.599630668444297e-07	4.709312944924176e-12	1.0140106389268679e-11	4.174534735268235e-12	9.325791767191885e-12	7.583841206326656e-12	1.379340688660581e-08	3.19964323547914e-08
427.0.	3.365517390089475e-06	1.3505792770306799e-06	5.138017640099689e-11	7.661482181345495e-11	8.99971672482228e-08	1.9363859923905572e-12	8.608316211589248e-13	1.0758221566622211e-14	2.0942897241239682e-14	2.972339045285163e-13	2.4947789517227732e-09	3.6780927623983175e-12	1.78921291982415e-14	5.7273479468409346e-15	3.8330448609623626e-15	1.014776313126505e-14	3.080750578837895e-15	9.839922973570182e-13	1.876319448783036e-08	9.735854073346684e-09	6.567118070740629e-10	2.9159947534610624e-11	1.409654427251802e-11	1.409654427251802e-11	3.594431605578441e-10	1.2184611071372591e-09	1.599614985861886e-07	4.597164865258069e-12	1.030462422512222e-11	4.237055979871129e-12	1.012885943153051e-11	8.215545600823958e-12	1.488968851999152e-08	3.439482390551731e-08
434.0.	3.362919672371949e-06	1.346774810796173e-06	5.962161493841089e-11	8.58756577502836e-11	8.99971187702171e-08	1.958770252752905e-12	8.833057411400174e-13	1.1978738636620709e-14	2.33173066847043e-14	2.954187266113312e-13	2.4947018731540173e-09	3.6630511629186375e-12	1.8007197235427302e-14	5.824573473552468e-15	3.857743691397975e-15	1.0212995781847749e-14	3.1006212017974674e-15	1.0005269790860081e-12	1.861826347558318e-08	9.731762029641626e-09	6.516392216454112e-10	3.292682365770131e-11	1.5398658651565287e-11	1.5398658651565287e-11	3.63533389084984e-10	1.361814046696677e-09	1.599597998204523e-07	4.478013416472675e-12	1.0464930640908109e-11	4.297599866898113e-12	1.101409098033256e-11	8.908386739787133e-12	1.608768563505637e-08	3.698309790934608e-08
441.0.	3.3601131561979576e-06	1.342647426406587e-06	6.938781213454324e-11	9.662946706500261e-11	8.999706999056056e-08	1.98068484830235e-12	9.060172913559017e-13	1.33810168584514e-14	2.604515187574729e-14	2.9361359762524863e-13	2.4946267700074773e-09	3.647915614682348e-12	1.81161420603822e-14	5.922327177010706e-15	3.881131046369017e-15	1.0274745231974e-14	3.119436637136675e-15	1.017157005539532e-12	1.845123829017155e-08	9.727765771940233e-09	6.457933401560045e-10	3.7295905464820986e-11	1.687132821043981e-11	1.687132821043981e-11	3.675278416573873e-10	1.527100377212574e-09	1.599579518631207e-07	4.3533341588755466e-12	1.062080077769797e-11	4.356072986985117e-12	1.199185045503132e-11	9.669482160822408e-12	1.7398205237475342e-08	3.9778681594580755e-08
448.0.	3.357078311244384e-06	1.3381649846705521e-06	8.098925947020768e-11	1.091526070951246e-10	8.999702092587549e-08	2.002030004076986e-12	9.289583963897775e-13	1.499597932167434e-14	2.918654901028723e-14	2.918194333872666e-13	2.4945537170447143e-09	3.632691353531251e-12	1.8218913704569818e-14	6.0205684154621575e-15	3.903195699892429e-15	1.0332980853608871e-14	3.1371875048980232e-15	1.033876366903053e-12	1.8258453398852452e-08	9.72386673714405e-09	6.390458689598361e-10	4.236803478001252e-11	1.854191373181909e-11	1.854191373181909e-11	3.714250822893362e-10	1.7179651929109153e-09	1.5995593283337719e-07	4.224753618973629e-12	1.077206509399703e-11	4.412406588384404e-12	1.307430663614213e-11	1.050710160047307e-11	1.883353725682417e-08	4.2800829104462015e-08
455.0.	3.3537934743844338e-06	1.333291371938456e-06	9.480743089612937e-11	1.2377774211808602e-10	8.999697159280995e-08	2.022691739380314e-12	9.521197774669572e-13	1.685983734704451e-14	3.281189335221008e-14	2.9003696276644223e-13	2.494482762524788e-09	3.617383669009227e-12	1.831553729310144e-14	6.1192558472238895e-15	3.923942469991644e-15	1.038771428722549e-14	3.1538772315698663e-15	1.050679041095221e-12	1.803564993562233e-08	9.720064338923579e-09	6.31247747746782e-10	4.826023613893766e-11	2.044234438358092e-11	2.044234438358092e-11	3.752256980391905e-10	1.9386433625309542e-09	1.599537171018046e-07	4.093991813025697e-12	1.091861357501864e-11	4.466558434117725e-12	1.4275812104887131e-11	1.1430889741810538e-11	2.040774097795168e-08	4.6070871020840364e-08
462.0.	3.350234540328386e-06	1.32798583479602e-06	1.11313596054904e-10	1.4090675547986149e-10	8.999692200782627e-08	2.04253989178043e-12	9.754905635536559e-13	1.901489740564657e-14	3.700342747552636e-14	2.882666998721028e-13	2.4944139271758852e-09	3.601997846144654e-12	1.840611878894837e-14	6.218347785382927e-15	3.943393459060734e-15	1.0439002669274001e-14	3.1695230291843006e-15	1.0675590682513959e-12	1.7777895460291632e-08	9.716355788900824e-09	6.222263411102073e-10	5.51077995936682e-11	2.260984097124315e-11	2.260984097124315e-11	3.7893247779905053e-10	2.194039081055245e-09	1.599512746526528e-07	3.962806039118188e-12	1.106039787708845e-11	4.518513755864647e-12	1.5613345662282452e-11	1.24521129908292e-11	2.213698193011182e-08	4.961251080934654e-08
469.0.	3.346374594657338e-06	1.322202199201726e-06	1.310932263501295e-10	1.610270876599186e-10	8.999687218697594e-08	2.061425971841424e-12	9.990580779726665e-13	2.1510438548299572e-14	4.1856946663976536e-14	2.865089188688937e-13	2.494347204048511e-09	3.586539102210598e-12	1.849084950493154e-14	6.3178025682251834e-15	3.961589028884643e-15	1.0486951151584021e-14	3.1841566595466486e-15	1.08451063000734e-12	1.747950196255739e-08	9.712735934123853e-09	6.117825686895091e-10	6.306633729270291e-11	2.508772663257562e-11	2.508772663257562e-11	3.825505747950185e-10	2.489807080240219e-09	1.599485703517504e-07	3.832935598722425e-12	1.119743144185856e-11	4.56828532148367e-12	1.7107025946107288e-11	1.3583931256267799e-11	2.403992110533277e-08	5.345217544767955e-08
476.0.	3.3421834813691997e-06	1.31588796553131e-06	1.5487783402941332e-10	1.847325125371913e-10	8.999682214566345e-08	2.079180912472445e-12	1.0228075990275769e-12	2.4403638138006637e-14	4.7483598295533024e-14	2.8476363117695634e-13	2.494282559129726e-09	3.5710125192153967e-12	1.857000968495186e-14	6.4175789368430424e-15	3.978588573054294e-15	1.053171487942495e-14	3.1978250340908242e-15	1.1015281324992848e-12	1.7133949352568862e-08	9.709197093991288e-09	5.996882273399104e-10	7.23135662033565e-11	2.792631922029927e-11	2.792631922029927e-11	3.860876696398908e-10	2.832428262864558e-09	1.599455631133578e-07	3.7060602168184274e-12	1.132978784971039e-11	4.615912737776477e-12	1.878070046934762e-11	1.484168409721687e-11	2.613815533279459e-08	5.7619427105235216e-08
483.0.	3.3376272975009398e-06	1.3089832732206399e-06	1.835864374273394e-10	2.1274968172071218e-10	8.999677189840192e-08	2.095612845813384e-12	1.046722094324132e-12	2.776050008555187e-14	5.4011686585774396e-14	2.830305640951921e-13	2.4942199325280215e-09	3.555422972587228e-12	1.864397175360009e-14	6.517636413580546e-15	3.994471213168889e-15	1.057350076502081e-14	3.210590751051444e-15	1.1186062924211611e-12	1.673382584775148e-08	9.705728872703887e-09	5.85683904671302e-10	8.30504367187166e-11	3.1183886423309876e-11	3.1183886423309876e-11	3.895541578602076e-10	3.2292683455325574e-09	1.5994220496295538e-07	3.583769239197761e-12	1.1457597838692458e-11	4.661461179558966e-12	2.066261812259027e-11	1.624318859336092e-11	2.845670549185313e-08	6.214744197976973e-08
