	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
0	3.4e-06	1.4e-06	1e-09	0.0	9e-08	2.1e-10	0.0	0.0	0.0	0.0	2.5e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-08	1e-08	7e-10	0.0	0.0	0.0	1e-10	0.0	1.6e-07	9.4e-11	0.0	0.0	0.0	0.0	0.0	0.0
1	3.397377861140245e-06	1.3751751974196715e-06	8.274661069203567e-10	2.571783618512788e-10	9e-08	2.041533856661914e-10	4.143837795789509e-12	5.841407228400858e-13	1.1186358151790183e-12	0.0	2.4991531565769306e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2053383533320627e-08	9.948588208771954e-09	5.656433337906888e-10	1.2764068071928774e-10	5.013208952003657e-12	5.013208952003657e-12	1.5141179122805052e-10	7.821986692113484e-09	1.5995807772117152e-07	7.401192422882811e-12	1.925832601383099e-12	8.46843423070985e-13	6.82693342466198e-11	5.636044031925327e-11	2.2324906843730928e-08	2.3588908275055104e-09
2	3.3833863840827045e-06	1.300774707771676e-06	1.6733528940259067e-09	5.638430743838015e-10	9e-08	1.9599334542976393e-10	8.137568414462032e-12	2.0035896936791593e-12	3.865496462094905e-12	0.0	2.498943039897776e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.698316974230366e-09	9.933367962558596e-09	4.384352905224313e-10	2.377791678862657e-10	1.791645543552853e-11	1.791645543552853e-11	1.6663203744140578e-10	1.7945038765847233e-08	1.5972009450730333e-07	9.928455417636434e-12	2.4103207922505373e-12	1.0569601022254558e-12	2.0026566869934714e-10	1.563785912230359e-10	8.17924927149858e-08	1.60392249537035e-08
3	3.3406650635746158e-06	1.1056371874040398e-06	1.0367365680690048e-08	1.8875006057213954e-09	9e-08	1.8450583086750533e-10	1.1911127834118626e-11	4.644281456521478e-12	8.938759841854698e-12	0.0	2.4985235649719874e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0808733383174623e-12	9.896363894707741e-09	1.4449260641153647e-10	4.985774176339238e-10	4.334693465616333e-11	4.334693465616333e-11	2.0363610529225855e-10	1.9052579550240623e-08	1.5911162535515085e-07	2.4256824300039896e-11	3.3630492581039538e-12	1.4764350280151094e-12	5.675809980658761e-10	3.7675857835519057e-10	2.2529902608861926e-07	5.743216164257129e-08
4	3.2367304739542455e-06	7.087737306569155e-07	6.483985893396748e-08	1.0372416360615693e-08	9e-08	1.6941925779111417e-10	1.5340624046374515e-11	8.65590083492673e-12	1.6584217327584732e-11	0.0	2.497449335173226e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.703420991166394e-17	9.752539633385953e-09	9.885506939938785e-14	5.893755592721661e-10	8.528546749592245e-11	8.528546749592245e-11	3.4746036661405145e-10	1.783933013490817e-08	1.5784757937156673e-07	6.087838090450036e-11	5.737557316710029e-12	2.5506648267775864e-12	1.5155807561247146e-09	6.450890519329057e-10	4.6349287349279013e-07	1.528760315037748e-07
5	3.0521662954180417e-06	2.3335140102874738e-07	2.640792667364752e-07	5.0094277725259035e-08	9e-08	1.563903051432691e-10	1.8355284033471602e-11	1.2174944994881925e-11	2.3079465828377427e-11	0.0	2.49489144934777e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.172333935059443e-21	9.221298179241756e-09	-8.530748969620495e-18	5.38524925122328e-10	1.2622067258516093e-10	1.2622067258516093e-10	8.787018207582516e-10	1.5959746055727565e-08	1.5587529110905034e-07	1.39137780576183e-10	1.1129149628609657e-11	5.108550652233959e-12	3.5434195466931292e-09	4.968343975711474e-10	5.55268277688908e-07	2.977099424230354e-07
6	2.8405731070489034e-06	2.461562896513228e-08	5.355402186129627e-07	1.5206931325427623e-07	9e-08	1.4573528423565615e-10	2.0969182383091597e-11	1.5104190985872324e-11	2.819134239537991e-11	0.0	2.4894983912291856e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.678604896475708e-26	7.983969295651249e-09	-3.1245110721153534e-22	4.929142089033095e-10	1.6379025771574974e-10	1.6379025771574974e-10	2.116030704348759e-09	1.3575318263734057e-08	1.5333588684716712e-07	2.729667234738427e-10	2.1771741926848318e-11	1.0501608770816319e-11	6.330968979593686e-09	9.371275667226785e-11	2.8136628763844713e-07	4.073148387725059e-07
7	2.666277354386857e-06	7.180243256814754e-10	6.036651228147259e-07	2.8989719930388607e-07	9e-08	1.3699023454998996e-10	2.325307482789171e-11	1.7575117798622103e-11	3.21815728234962e-11	0.0	2.4797059181888466e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.442536680956672e-27	6.408639615336559e-09	2.6655400523788812e-24	4.519139692013689e-10	1.9832934017650885e-10	1.9832934017650887e-10	3.6913603846634458e-09	1.082866066806413e-08	1.5035179678171503e-07	4.784895998338472e-10	3.9898631880537695e-11	2.0294081811158614e-11	9.167378271740337e-09	3.961060195540659e-12	6.295339789296436e-08	4.437622946025431e-07
8	2.5338094321188172e-06	5.653547451490559e-12	5.273016957549649e-07	4.1623188826570734e-07	9e-08	1.297743026281187e-10	2.5288637743166003e-11	1.9682631781985364e-11	3.525442784672998e-11	0.0	2.4627239420801377e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.119882866254629e-29	4.953956731279434e-09	8.136432892981408e-26	4.149325226969444e-10	2.3013041767433892e-10	2.3013041767433895e-10	5.1460432687205704e-09	7.911796035543754e-09	1.4702271039967246e-07	8.407710438352649e-10	6.978410626940631e-11	3.727605791986693e-11	1.2088162810342574e-08	4.1154113682613286e-14	7.59711440630327e-09	4.4986360687145586e-07
9	2.431849872252719e-06	1.2083554336279506e-14	4.3245734188910045e-07	5.175471310898133e-07	9e-08	1.2379591457110305e-10	2.713692604822219e-11	2.1496254602406533e-11	3.757090477826822e-11	0.0	2.4323781643501816e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.4470975260167648e-26	3.624020015177477e-09	8.532017102461951e-23	3.814822637035294e-10	2.5945057691570925e-10	2.5945057691570925e-10	6.4759799848225284e-09	5.120739902063172e-09	1.4343049565897676e-07	1.5577421392349924e-09	1.213093634232257e-10	6.762183564982328e-11	1.48792599896016e-08	1.083352319521457e-16	5.409644612027916e-10	4.504545503679905e-07
