time	Ta	Tastarstar	Tm	Tmstarstar	Ttot	Tv	V
762.0.85.0	8.08082370389935	4.2528172063335236e-05	510.5923470964251	0.003967360948652	923.5847324811265	404.90755179168076	0.022143181599849
803.0.	7.780441713704155	7.150223764847408e-05	504.9070836852465	0.006666307376558001	909.5895891182554	396.8953259096898	0.038260981743490005
843.0.15.0	7.4517205817505054	0.00011844311792500001	498.23902592056214	0.011033360895381001	893.5341538766035	387.8322555702768	0.06518793025163501
883.0.3.0	7.099529428233946	0.00019232679482500002	490.51491937381354	0.017896352925171003	875.4087957871213	377.7762583053533	0.10895118196730501
923.0.4499999999999.0	6.730664347270114	0.00030467955233500003	481.69987115486674	0.028313889505018	855.3145158472546	366.85536177605985	0.177764950014683
963.0.5999999999999.0	6.353256988872516	0.00046896935812100005	471.80976619993135	0.043516506769104006	833.4713593096066	355.2643506446747	0.28196307589513003
1003.0.75.0	5.975928067831596	0.0006991682266960001	460.9188925258753	0.064772206127371	810.2099928285566	343.2497008604946	0.433376092211038
1043.0.8999999999999.0	5.606882808360503	0.0010075965440570001	449.16026875084134	0.093188038458339	785.9464974782186	331.08515028401325	0.6440982821331971
1084.0.05.0	5.253153648831494	0.0014025193645290002	436.7177984241377	0.12949197826119502	761.1450189696681	319.04317239907203	0.9248288772256991
1124.0.2.0	4.92012554515551	0.0018862021148330001	423.8114238126805	0.17385989842951302	736.2758600059826	307.368564547601	1.283200177482902
1164.0.35.0	4.611375235238164	0.0024540801930220003	410.6780980517497	0.22584616015816003	711.7768384004413	296.2590648731007	1.7225893526616942
1204.0.5.0	4.328769708459877	0.0030953469677150003	397.55206387197927	0.28444345475036803	688.0236387553578	285.85526637319884	2.2417854104704062
1244.0.6499999999999.0	4.072728109097667	0.0037947891290720003	384.6475519122966	0.34825427229035505	665.3117531127832	276.239424029968	2.835604748814029
1284.0.8.0	3.842552479740824	0.004535327610561001	372.14594843951505	0.41572357453728204	643.8497526855506	267.440992864145	3.496255142416833
1324.0.95.0	3.63675745006023	0.005300599477343001	360.188229409528	0.48537230317911007	623.7617915524214	259.44613179017495	4.215065344944398
1365.0.1.0	3.45335878153381	0.006077036463159001	348.8724059954727	0.5559831898706491	605.0965065534185	252.20868155007673	4.98417425446888
1405.0.25.0	3.290104904827509	0.006855149843851001	338.25505964783986	0.6267137250437991	587.8395570808229	245.6608236532669	5.797876771667952
1445.0.3999999999999.0	3.144651042363972	0.007629990969361001	328.3557663747089	0.6971345347012601	571.9275631565064	239.72238121376176	6.65347999029458
1485.0.55.0	3.014683285306552	0.008400938076106	319.16322456582265	0.7672074456604191	557.2618455418136	234.30832930694683	7.551666152220982
1525.0.7.0	2.898002577496641	0.00917103923186	310.64208654531024	0.837224281646724	543.7209668483014	229.33448240461453	8.496451323721434
1565.0.85.0	2.792578262322889	0.009946137720339001	302.73974727435467	0.9077268133730451	531.1715410966234	224.72154260885114	9.494865607249256
1606.0.	2.696579297076512	0.010733955752428	295.39259447781285	0.9794235713208551	519.4771092909405	220.3977779889765	10.556475545064043
1646.0.1499999999999.0	2.608389387375401	0.011543247947151001	288.5314360099117	1.053113365744421	508.5050901913417	216.30060818036185	11.692841622642957
1686.0.3.0	2.526610614968424	0.012383078786273	282.085979817183	1.129620216518211	498.1319382402893	212.37734451283234	12.916970009645688
1726.0.45.0	2.4500588048233	0.013262237538956001	275.98835133644155	1.209740776497324	488.2467029047366	208.58528974943457	14.242788349677499
1766.0.6.0	2.377752923668976	0.014188780929636002	270.17570145223254	1.294203294283613	478.75320819375304	204.8913617426374	15.684655181411923
1806.0.75.0	2.308900169916429	0.015169684681043	264.5919959801908	1.383636384449496	469.5710739592717	201.27137174003306	17.25690203182648
1846.0.8999999999999.0	2.242878025854571	0.016210585229105002	259.1890948967389	1.478545919660669	460.63579223636316	197.70906280887917	18.97340472652138
1887.0.05.0	2.179214317326399	0.017315597903036002	253.92723400067473	1.579298826512967	451.89805839833394	194.19499565591607	20.84718346677306
1927.0.1999999999998.0	2.117566194851341	0.018487204207457003	248.77501890589517	1.686113143504108	443.32254131848276	190.72535587002406	22.890037059390174
1967.0.35.0	2.057698860556102	0.019726206166484	243.70903478488387	1.799054175082066	434.8862601857814	187.30074615909203	25.112222940554478
2007.0.5.0	1.9994647819805822	0.021031748636869	238.71316715257106	1.918036831152727	426.57671827868046	183.92501776433835	27.52219934251076
2047.0.6499999999999.0	1.9427840375364451	0.02240141056379	233.77772020470996	2.042834234392346	418.3899256896154	180.60418580241196	30.12644770703762
2087.0.7999999999997.0	1.887626322921071	0.023831363527249003	228.89841017842363	2.173092428120557	410.3284236155227	177.34546332252927	32.92939151273058
2127.0.95.0	1.833995016120548	0.025316591332175002	224.0753019387663	2.3083505931058053	402.3994025521932	174.15643841286743	35.93342204459405
2168.0.1.0	1.7819135589878201	0.026851158906472	219.31174745851106	2.448065681363403	394.6129860115879	171.04440815381813	39.13903301083009
2208.0.25.0	1.7314142757336661	0.028428513599627003	214.61337501357787	2.591639908982546	386.98073089220014	168.0158731803053	42.545055619658314
2248.0.4.0	1.682529622227515	0.030041798235528	209.98716781343566	2.738449218727812	379.51437613311464	165.07618768048698	46.148975447127796
2288.0.5499999999997.0	1.6352857517811321	0.031684153775125005	205.44066058095623	2.887870698311181	372.2248534923338	162.2293523075088	49.94730386737442
2328.0.7.0	1.589698197330411	0.033348990545419004	200.98127254319058	3.03930705212874	365.1215587972182	159.47793201402177	53.93597139021858
2368.0.85.0	1.545769408306474	0.035030210553932004	196.61578571614444	3.192206558279303	358.2118692218881	156.8230773286026	58.11070879701738
2409.0.	1.5034878425238332	0.036722368864018	192.3499686146549	3.346077445489828	351.50088225969034	154.26462598815658	62.467384618188326
2449.0.15.0	1.462828297141802	0.038420768503949	188.18833792935004	3.5004962178331382	344.9913451037494	151.80126189091928	67.00227370846605
2489.0.2999999999997.0	1.423753165219967	0.040121489976049	184.1340445648108	3.655110052883823	338.68373899951376	149.4307097266221	71.71224038235643
2529.0.45.0	1.3862143221400292	0.041821362264085005	180.18886591266386	3.809633924046546	332.5764815470255	147.14994602590983	76.59482943612397
2569.0.6.0	1.350155375562649	0.043517886674077	176.35328341386383	3.9638434938280342	326.66621057777115	144.95541040784133	81.6482680554714
2609.0.75.0	1.315514050069317	0.045209127541965	172.6266233016943	4.117565061919691	320.9481157236694	142.84320418244297	86.8713899500694
2649.0.9.0	1.282224519874305	0.04689358474666001	169.00723875983388	4.270663926378273	315.41628771165915	140.8092669208248	92.26349926793394
2690.0.0499999999997.0	1.250219547007337	0.048570062261578006	165.4927133419792	4.4230324454610095	310.06406032250834	138.84952492579805	97.82419551603616
2730.0.2.0	1.219432325605671	0.050237545004066006	162.08006808866259	4.574578903413485	304.88432542127816	136.9600085585912	103.55318180254893
2770.0.35.0	1.189797973310637	0.051895093419200004	158.7659580248043	4.725218024024708	299.86980710169536	135.13693798613542	109.45007746706627
2810.0.5.0	1.161254646596569	0.053541761989950004	155.5468473117482	4.874863679814439	295.01328643427996	133.37677903412975	115.51425302591021
2850.0.65.0	1.133744286984431	0.055176544585514006	152.41915596788797	5.023424047135896	290.307773273552	131.67627242695718	121.74470089265324
2890.0.7999999999997.0	1.107213028773214	0.056798346559521005	149.37937451120467	5.17079918659575	285.746625836426	130.03244076329182	128.1399501436377
2930.0.95.0	1.081611315853672	0.058405981021809	146.42414591536956	5.316880804731256	281.32362215937843	128.44257814240123	134.69802827188641
2971.0.1.0	1.056893785458261	0.059998184878031005	143.55031676611515	5.461553789751741	277.032989998855	126.90422747265087	141.41646793795888
3011.0.25.0	1.033018980827398	0.06157364912456201	140.7549613728168	5.6046990168430035	272.86940325230194	125.41515023268923	148.29235261394223
3051.0.4.0	1.009948953539272	0.06313105749224	138.0353838049954	5.746196885822329	268.8279536053724	123.97329290352225	155.32239203577464
3091.0.5499999999997.0	0.9876488107087411	0.064669127777652	135.3891034098059	5.885931078867966	264.9041059666792	122.57675353951804	162.50301669630088
3131.0.7.0	0.9660862536187591	0.06618665096137001	132.81382939316575	6.023792097196751	261.09364548652286	121.22375109157916	169.83048024593293
3171.0.85.0	0.945231143864222	0.067682524331726	130.30742961577636	6.15968023854884	257.3926227449433	119.91259922242098	177.30095949769083
3212.0.	0.925055121968757	0.069155776139022	127.86789798845776	6.293507796551452	253.79730221846714	118.64168553534884	184.91064351947554
3252.0.15.0	0.9055312927362791	0.07060558063189801	125.49332387934727	6.425200383397914	250.3041175663181	117.4094564302034	192.65580571877453
3292.0.2999999999997.0	0.8866339821553341	0.072031263530868	123.18186589428441	6.5546973858330535	246.90963576570482	116.21440723989983	200.5328555281436
3332.0.45.0	0.8683385630544871	0.07343229896561501	120.93173137138503	6.681951651533185	243.61053079024683	115.05507690530716	208.53836894040572
3372.0.6.0	0.8506213412032091	0.07480829957802401	118.74116202827955	6.806928562946308	240.40356644628554	113.93004621427708	216.66909943028168
3412.0.75.0	0.8334594902001281	0.07615900185228701	116.60842547472724	6.929604686916743	237.28558720062597	112.83793854692824	224.92197252776137
3452.0.9.0	0.8168310221096761	0.07748424879719301	114.5318117844273	7.049966192973747	234.2535153560424	111.77742210773319	233.29406836990188
3493.0.0499999999997.0	0.8007147810653321	0.07878397192507401	112.5096340112944	7.1680072157837245	231.3043527334501	110.74721275338035	241.78259694241
3533.0.2.0	0.785090448528812	0.08005817411706201	110.54023141882732	7.283728304397365	228.43518505576301	109.74607670989126	250.38487050507263
3573.0.35.0	0.7699385511287431	0.08130691451250101	108.62197423243276	7.397135059577551	225.6431874388014	108.77283268114866	259.098277011872
3613.0.5.0	0.755240464574749	0.082530296084386	106.75326888083181	7.508237017268307	222.92562971548284	107.82635305672247	267.9202573568653
3653.0.65.0	0.74097840969451	0.083728456123372	104.93256291883617	7.6170467965999595	220.27988069039267	106.90556410913754	276.8482881756318
3693.0.7999999999997.0	0.7271354389030891	0.084901559493245	103.15834907780138	7.723579498562146	217.7034107910307	106.00944521626978	285.8798708664838
3733.0.95.0	0.713695413215313	0.086049794264869	101.42916813699608	7.827852318710081	215.1937929104164	105.13702724722894	295.0125265877441
3774.0.1.0	0.700642971177172	0.087173369189391	99.74361052338449	7.929884324460787	212.74870149807919	104.28739030986628	304.24379631517104
3814.0.25.0	0.6879634918252311	0.088272512425901	98.10031671339912	8.029696343811507	210.3659101410793	103.45966107961644	313.5712446390739
3854.0.3999999999996.0	0.675643054048072	0.089347470974487	96.49797662213975	8.127310915873762	208.04328798354678	102.65300992050958	322.99246583500496
3894.0.5499999999997.0	0.66366839462224	0.090398510357674	94.93532822486767	8.222752262182656	205.77879537110388	101.86664797907248	332.5050908147994
3934.0.7.0	0.6520268668443251	0.091425914215726	93.41115567016594	8.316046248955466	203.5704790898984	101.09982438971579	342.10679379633746
3974.0.85.0	0.640706401195393	0.09242998361071801	91.9242871245278	8.407220322228746	201.41646751582445	100.35182368426062	351.79529785347506
4015.0.	0.62969546895309	0.09341103595245201	90.47359254642689	8.496303408457994	199.3149659147167	99.62196345492512	361.5683788581738
