	y1	y2	y3	y4	y5	y6
0	0.014	0.006	0.0	0.0	0.0001	0.0
1	0.8773229032106428	1.7714216498113375	3.926396503599926e-06	0.17156368153170817	7.880486515671125e-07	0.09732765544858149
2	0.8233071104480618	3.8486664897411966	3.37943816512599e-06	0.3920329931397394	1.04746911104643e-08	0.17312650972643961
3	0.7219646526756174	5.6629534702514	2.641262304238714e-06	0.6045579569366201	2.3991185843087613e-10	0.23215871679393532
4	0.6211734560545387	7.179015146893622	2.0573643448371513e-06	0.801916211412963	9.17737466615449e-12	0.27813304588440646
5	0.5313573731828578	8.421491460338597	1.6022959427647316e-06	0.9831860377895008	5.635062758030395e-13	0.31393788938107514
6	0.45447883600943234	9.427541303723519	1.2478708896992682e-06	1.1492805843533074	5.339873519224934e-14	0.3418227295339944
7	0.3898969666475309	10.23443381723092	9.71843014282825e-07	1.3016741065250972	7.532115394310277e-15	0.363539464883121
8	0.3361591638384408	10.875723122128221	7.568721334956973e-07	1.4419354401966307	1.5312156697533919e-15	0.3804524753754361
9	0.2916542173232205	11.380272699838084	5.894526184135339e-07	1.5715449933082992	4.360481970527344e-16	0.39362434118949335
10	0.2548630693726623	11.772339705122306	4.590661636184929e-07	1.6918281982214818	1.696585779404756e-16	0.40388260059878084
11	0.2244477882457232	12.072047292527095	3.575210890597951e-07	1.8039402918377152	8.824323143852643e-17	0.4118717410570506
12	0.19927126293048675	12.295967316020219	2.784377049988191e-07	1.9088738065553963	6.019073649395722e-17	0.41809368990037554
13	0.1783871578447514	12.457695142061283	2.1684750337438936e-07	2.0074753021893468	5.2941901290621634e-17	0.42293934853391707
14	0.16101817928812379	12.568368517952146	1.6888100612987e-07	2.100464812344151	5.915862341179492e-17	0.42671315127182047
15	0.1465311572581919	12.637114858707449	1.315246605638874e-07	2.188454883535051	8.288154191073734e-17	0.42965219180847236
16	0.13441291045265852	12.671426409273902	1.0243150992104039e-07	2.271967823134503	1.4385788606716918e-16	0.4319411188734918
17	0.12424860781271453	12.677469445462398	7.977374260145283e-08	2.3514506708762783	3.060972373557762e-16	0.4337237370636291
18	0.11570319666440447	12.660336171316436	6.212785908870634e-08	2.42728786352359	7.908154673850106e-16	0.43511204149977484
19	0.10850589448706269	12.624248379057086	4.8385241904264376e-08	2.499811777804975	2.459225148252782e-15	0.4361932540915092
20	0.10243747354773465	12.572721321709146	3.768252163283969e-08	2.569311421143372	9.141408648029932e-15	0.43703530331250967
21	0.09731996345157343	12.508695224717902	2.9347413917515853e-08	2.63603955588734	4.024902590659408e-14	0.4376910918968661
22	0.09300838047619793	12.434640718919534	2.285694018630425e-08	2.700218524583741	2.0871244695746573e-13	0.43820182056011775
23	0.08938411957916854	12.352643379062492	1.7807583172022263e-08	2.7620450110010046	1.2670378900584678e-12	0.43859957644185044
24	0.08634969007570889	12.264471587674437	1.3912462161296723e-08	2.8216939358512856	8.952338882340072e-12	0.438909349035365
25						
26						
27						
28						
29						
30						
31						
32						
33						
34						
35						
36						
37						
38						
39						
40						
41						
42						
43						
44						
45						
46						
47						
48						
49						
50						
51						
52						
53						
54						
55						
56						
57						
58						
59						
60						
61						
62						
63						
64						
65						
66						
67						
68						
69						
70						
71						
72						
73						
74						
75						
76						
77						
78						
79						
80						
81						
82						
83						
84						
85						
86						
87						
88						
89						
90						
91						
92						
93						
94						
95						
96						
97						
98						
99						
100						
