time	CC	Cn	Mp	Mt	P0	P1	P2	T0	T1	T2
7.0.92.0	0.137397794183571	0.73759955291004	0.7380884233628261	0.7380884233628261	0.18468441213810602	0.159073074878051	0.084332176716752	0.18468441213810602	0.159073074878051	0.084332176716752
8.0.64.0	0.131116895495515	0.687817251075411	0.899922027996898	0.899922027996898	0.231212482927654	0.19975951738540101	0.108040674559189	0.231212482927654	0.19975951738540101	0.108040674559189
9.0.36.0	0.127515373703357	0.64302150270127	1.076008382784754	1.076008382784754	0.28460411199998004	0.24689913580414602	0.138567961507641	0.28460411199998004	0.24689913580414602	0.138567961507641
10.0.08.0	0.127806034164747	0.603817114380514	1.263027175282609	1.263027175282609	0.34466318623297304	0.300491567091466	0.17741354824648	0.34466318623297304	0.300491567091466	0.17741354824648
10.0.799999999999999.0	0.13388620219082	0.5713429533020581	1.457479922290281	1.457479922290281	0.41105725852663605	0.360439758256588	0.22616782240269	0.41105725852663605	0.360439758256588	0.22616782240269
11.0.52.0	0.14857098129641	0.54752033327616	1.655796811324592	1.655796811324592	0.483317590829461	0.42653589718178403	0.286219641627731	0.483317590829461	0.42653589718178403	0.286219641627731
12.0.24.0	0.17571694229602203	0.535343510692722	1.854207870053735	1.854207870053735	0.5607753059268791	0.49838176498002507	0.35825732965709	0.5607753059268791	0.49838176498002507	0.35825732965709
12.0.959999999999999.0	0.22001273957383302	0.539119103822838	2.048251265080841	2.048251265080841	0.642382793341949	0.575228726980732	0.441681550400758	0.642382793341949	0.575228726980732	0.441681550400758
13.0.68.0	0.286214348278975	0.564479020033524	2.231611286484262	2.231611286484262	0.7263067656021791	0.655710874056009	0.5342102412734241	0.7263067656021791	0.655710874056009	0.5342102412734241
14.0.399999999999999.0	0.377814550899701	0.617963664799137	2.393675373870197	2.393675373870197	0.809048593869753	0.737370885421696	0.631896599694867	0.809048593869753	0.737370885421696	0.631896599694867
15.0.12.0	0.495409690600268	0.706057099893819	2.5152168311549703	2.5152168311549703	0.883705559418933	0.815727402224507	0.7293895086459941	0.883705559418933	0.815727402224507	0.7293895086459941
15.0.84.0	0.6349718555932921	0.833682302860956	2.5642539650345713	2.5642539650345713	0.9374258124570831	0.8826143836744761	0.8198944219719081	0.9374258124570831	0.8826143836744761	0.8198944219719081
16.0.56.0	0.7858980865660431	1.002175401225616	2.50255807518846	2.50255807518846	0.9508397513197361	0.9244482399460711	0.8945397363695751	0.9508397513197361	0.9244482399460711	0.8945397363695751
17.0.28.0	0.9291352459513271	1.2067420894870011	2.312436092949352	2.312436092949352	0.9060067569997081	0.9236543302664381	0.94191535263209	0.9060067569997081	0.9236543302664381	0.94191535263209
18.0.	1.037621368506276	1.4338840770632562	2.016064913079054	2.016064913079054	0.801386415587479	0.866802851186475	0.9492648076969681	0.801386415587479	0.866802851186475	0.9492648076969681
18.0.72.0	1.082167499092005	1.660408869290083	1.656311133722625	1.656311133722625	0.655964448336501	0.7550353718967291	0.905319543853726	0.655964448336501	0.7550353718967281	0.905319543853726
19.0.439999999999998.0	1.042531864288675	1.8560983101795392	1.270799794619598	1.270799794619598	0.49660758488289103	0.6060321149678211	0.803062375249968	0.49660758488289103	0.6060321149678211	0.803062375249967
20.0.16.0	0.919181420756583	1.9907704935906332	0.8871352426614261	0.8871352426614261	0.34469191215271305	0.444627536010928	0.641850650219277	0.34469191215271305	0.444627536010928	0.641850650219277
20.0.88.0	0.7406148140416641	2.044297380565154	0.5312867091773911	0.5312867091773911	0.21268554795433	0.291322184813512	0.43216506067158306	0.21268554795433	0.291322184813512	0.43216506067158306
21.0.599999999999998.0	0.56154219132958	2.016508840837328	0.24200957587551902	0.24200957587551902	0.10858223888255	0.16023547743014702	0.216000822662886	0.10858223888255	0.16023547743014702	0.216000822662886
22.0.32.0	0.434945390397714	1.930504727395177	0.07702508989963901	0.07702508989963901	0.041969642153547	0.068035857212385	0.082274983744653	0.041969642153547	0.068035857212385	0.082274983744653
23.0.04.0	0.36318305432838804	1.8178546389085781	0.033289351437908	0.033289351437908	0.015042728853633001	0.024932641022388003	0.038755942190897	0.015042728853633001	0.024932641022388003	0.038755942190897
23.0.759999999999998.0	0.320734996181668	1.6990189109545062	0.032706198904889	0.032706198904889	0.009352941017534	0.012708052474220001	0.026853461726122	0.009352941017534	0.012708052474220001	0.026853461726122
24.0.48.0	0.291455915360026	1.5828945394586191	0.041775977055418	0.041775977055418	0.010114264154676	0.011320517836458	0.023448287912665	0.010114264154676	0.011320517836458	0.023448287912665
25.0.2.0	0.26830600706824703	1.472729921650244	0.055593534014160007	0.055593534014160007	0.012961166963478	0.01314884954849	0.02245336059005	0.012961166963478	0.01314884954849	0.02245336059005
25.0.919999999999998.0	0.24839625617146902	1.369467383273347	0.074558050338448	0.074558050338448	0.017198117579293	0.016485309089688	0.022462776892118	0.017198117579293	0.016485309089688	0.022462776892118
26.0.64.0	0.230534514352587	1.273158372917114	0.10016857478598801	0.10016857478598801	0.02302233084427	0.021243732289148002	0.023257663592690003	0.02302233084427	0.021243732289148002	0.023257663592690003
27.0.36.0	0.21420748218867203	1.183529107213134	0.134481163910974	0.134481163910974	0.030908923076046	0.027772371141629	0.024938389956335003	0.030908923076046	0.027772371141629	0.024938389956335003
28.0.08.0	0.19917665871443901	1.100202876546664	0.179998473146146	0.179998473146146	0.041499716495469005	0.036606926052278006	0.02773953532487	0.041499716495469005	0.036606926052278006	0.02773953532487
28.0.799999999999997.0	0.18532308889120103	1.022787744168486	0.23949557362798002	0.23949557362798002	0.055570576889495	0.048416287833201004	0.031999865085947	0.055570576889495	0.048416287833201004	0.031999865085947
29.0.52.0	0.172592969639549	0.9509133555570091	0.315678096206923	0.315678096206923	0.073981546967589	0.06396102158498701	0.038164417868103005	0.073981546967589	0.06396102158498701	0.038164417868103005
30.0.24.0	0.16098699188485402	0.8842508536958351	0.41070137542822405	0.41070137542822405	0.097591563193266	0.084025791825152	0.046791223988629005	0.097591563193266	0.084025791825152	0.046791223988629005
30.0.959999999999997.0	0.150573319436332	0.8225309177531	0.525695947900299	0.525695947900299	0.127153467537744	0.109331420341714	0.05855956906431901	0.127153467537744	0.109331420341714	0.05855956906431901
31.0.68.0	0.14151983880149602	0.765568421071189	0.660486943888972	0.660486943888972	0.163224023875427	0.14045455686607	0.074285371453088	0.163224023875427	0.14045455686607	0.074285371453088
32.0.4.0	0.134149406356183	0.713301056471842	0.8136101973885711	0.8136101973885711	0.20611912325192402	0.17778433468342	0.09494893226166701	0.20611912325192402	0.17778433468342	0.09494893226166701
33.0.12.0	0.129027606306988	0.6658509708975381	0.9825800545914851	0.9825800545914851	0.255920151494659	0.221526144548809	0.12173001558655301	0.255920151494659	0.221526144548809	0.12173001558655301
33.0.839999999999996.0	0.12709644011314	0.6236219072144481	1.164266497313725	1.164266497313725	0.31251327915256	0.271738039527722	0.15602584097844502	0.31251327915256	0.271738039527722	0.15602584097844502
34.0.56.0	0.12986429911258401	0.587447744239004	1.355234996508874	1.355234996508874	0.375633271504385	0.328370521458552	0.19940168410675002	0.375633271504385	0.328370521458552	0.19940168410675002
35.0.28.0	0.13963945961937801	0.5588064772751751	1.551949719612756	1.551949719612756	0.44488485987221105	0.391278066210129	0.25340056272533	0.44488485987221105	0.391278066210129	0.25340056272533
36.0.	0.159732557323815	0.540095441293443	1.750777048523244	1.750777048523244	0.5197163790354731	0.46017576791382403	0.319148783194629	0.5197163790354731	0.46017576791382403	0.319148783194629
36.0.72.0	0.19445294164766203	0.5349143323708211	1.94770683218742	1.94770683218742	0.5993099272639071	0.534522912057906	0.396788343664349	0.5993099272639071	0.534522912057906	0.396788343664348
37.0.44.0	0.24865382010022502	0.548222292317535	2.137595396086812	2.137595396086812	0.682313997564838	0.613317687819949	0.48494208446645404	0.682313997564838	0.613317687819949	0.48494208446645404
38.0.16.0	0.32667908424650305	0.58616839776856	2.3124869389083003	2.3124869389083003	0.766252003650087	0.6947518380705611	0.580506124379853	0.766252003650087	0.6947518380705611	0.580506124379853
38.0.879999999999995.0	0.430847477600078	0.6554192215165341	2.45829718327567	2.45829718327567	0.846281573259242	0.775558566641362	0.6788351001616201	0.846281573259242	0.775558566641361	0.67883510016162
39.0.6.0	0.559769830218104	0.761930698300036	2.54994327834821	2.54994327834821	0.912975296191405	0.8497460657487561	0.7739322081781611	0.912975296191405	0.8497460657487561	0.7739322081781611
40.0.32.0	0.706539878646814	0.909197181128481	2.5503793704172333	2.5503793704172333	0.9500805022499421	0.9066946036148501	0.8581129606775401	0.9500805022499421	0.9066946036148501	0.8581129606775401
41.0.04.0	0.85669119939876	1.095967570113849	2.4271077351809502	2.4271077351809502	0.93722372827442	0.9303595894820611	0.9212796270791801	0.93722372827442	0.9303595894820611	0.9212796270791801
41.0.76.0	0.987014071358641	1.3135649482076759	2.181435336224997	2.181435336224997	0.862623533166007	0.9037589808369391	0.9510994023004321	0.862623533166007	0.9037589808369391	0.9510994023004321
42.0.48.0	1.06831604900682	1.5438027212002932	1.849425841551359	1.849425841551359	0.735281019030217	0.81941796940952	0.9351381485394891	0.735281019030217	0.81941796940952	0.9351381485394891
43.0.199999999999996.0	1.074130921629959	1.759525247010387	1.4734265240293491	1.4734265240293491	0.57999965871696	0.686924856222723	0.8638686316316061	0.57999965871696	0.686924856222723	0.8638686316316061
43.0.92.0	0.9928181641249031	1.9294184360343092	1.085750609719942	1.085750609719942	0.42213313480444203	0.528981195784718	0.7330428845221331	0.42213313480444203	0.528981195784718	0.7330428845221331
44.0.64.0	0.8377408038286001	2.026778995429174	0.711776984226537	0.711776984226537	0.27861884485994703	0.369407946628847	0.5462382323215711	0.27861884485994703	0.369407946628847	0.5462382323215711
45.0.36.0	0.651067819876581	2.039952195060276	0.38145209688257703	0.38145209688257703	0.158955866989537	0.22506784905378302	0.324781003485058	0.158955866989537	0.22506784905378302	0.324781003485057
46.0.08.0	0.492868453206646	1.980355906707434	0.14475889620266202	0.14475889620266202	0.071457706644941	0.11011398211999401	0.13739031852903602	0.071457706644941	0.11011398211999401	0.13739031852903602
46.0.8.0	0.39538686382853605	1.878136122317584	0.046125794125703	0.046125794125703	0.025012620143943003	0.041930373630204	0.05460533764927301	0.025012620143943003	0.041930373630204	0.05460533764927301
47.0.519999999999996.0	0.340475703721266	1.760859031389443	0.03090909026276	0.03090909026276	0.010920057646934002	0.016798582940513	0.031205692505094	0.010920057646934002	0.016798582940513	0.031205692505094
48.0.239999999999995.0	0.305632962871108	1.642683730782311	0.036396490041656	0.036396490041656	0.009333413350314	0.011390157320229001	0.024725478219577	0.009333413350314	0.011390157320229001	0.024725478219577
48.0.96.0	0.279826638461044	1.529208140518918	0.047829542562172006	0.047829542562172006	0.011299405601814002	0.011968629820389001	0.022806026748118	0.011299405601814002	0.011968629820389001	0.022806026748118
49.0.68.0	0.25844899908602703	1.422313327056202	0.06397236134513501	0.06397236134513501	0.014817759687336	0.014583237876025001	0.022358393752828002	0.014817759687336	0.014583237876025001	0.022358393752828002
50.0.4.0	0.23961344883559502	1.3224086844550271	0.085900336319087	0.085900336319087	0.01976939481904	0.018574905376219003	0.022744055721546003	0.01976939481904	0.018574905376219003	0.022744055721546003
51.0.12.0	0.22252914509200702	1.229348012780106	0.11539897524499002	0.11539897524499002	0.026512519250762003	0.024125465859288	0.023941554356917003	0.026512519250762003	0.024125465859288	0.023941554356917003
51.0.839999999999996.0	0.206844137132129	1.142791835984274	0.154751927436344	0.154751927436344	0.035607285606507	0.03168449244448	0.026123978061422002	0.035607285606507	0.03168449244448	0.026123978061422002
52.0.559999999999995.0	0.192388244057828	1.062349583971881	0.206623777411635	0.206623777411635	0.047764007155891006	0.041855826288022	0.029576473210537003	0.047764007155891006	0.041855826288022	0.029576473210537003
53.0.28.0	0.17907704349230502	0.9876366436466231	0.27380963697327604	0.27380963697327604	0.063807359705391	0.055358874383044	0.034687996120830004	0.063807359705391	0.055358874383044	0.034687996120830004
54.0.	0.16688249502673203	0.9183004522172531	0.358815235172366	0.358815235172366	0.084609388977034	0.07297592033305901	0.041956924174289006	0.084609388977034	0.07297592033305901	0.041956924174289006
54.0.72.0	0.15583485318378	0.854038229711056	0.463355544848547	0.463355544848547	0.11099120113189101	0.095472295460686	0.051998161911157005	0.11099120113189101	0.095472295460686	0.051998161911157005
55.0.44.0	0.146044838320495	0.79461729257561	0.587952295734408	0.587952295734408	0.143620499221392	0.12350794309618102	0.06555391436643601	0.143620499221392	0.12350794309618102	0.06555391436643601
56.0.16.0	0.137746067293563	0.7399054453811731	0.731791937624494	0.731791937624494	0.182940738322175	0.15757199153912801	0.083514742962774	0.182940738322175	0.15757199153912801	0.083514742962774
56.0.879999999999995.0	0.13136439742483902	0.6899193334751611	0.892876313044177	0.892876313044177	0.22915186314465102	0.19796236684906202	0.106952464538377	0.22915186314465102	0.19796236684906202	0.106952464538377
57.0.599999999999994.0	0.12762596283447902	0.6449013058192461	1.068362902712397	1.068362902712397	0.28223574556375103	0.24480826279022203	0.137151566333361	0.28223574556375103	0.24480826279022203	0.137151566333361
58.0.32.0	0.127717314330127	0.6054391267092041	1.254939881132789	1.254939881132789	0.342001252525839	0.29811220410703004	0.17560284926091302	0.342001252525839	0.29811220410703004	0.17560284926091302
59.0.04.0	0.133500565211768	0.572644723270851	1.449109708642082	1.449109708642082	0.408120414121159	0.357780031384817	0.22389631522135403	0.408120414121159	0.357780031384817	0.22389631522135403
59.0.76.0	0.147746922170543	0.548400232110783	1.647303890586108	1.647303890586108	0.48013026537040804	0.42360893904101204	0.283437504848685	0.48013026537040804	0.42360893904101204	0.283437504848685
60.0.48.0	0.17426862384234101	0.535648085788145	1.8457656677350172	1.8457656677350172	0.557372359146321	0.49521081899780706	0.354956256425687	0.557372359146321	0.49521081899780706	0.354956256425687
61.0.199999999999996.0	0.21772884465170203	0.538635632813372	2.040078071752894	2.040078071752894	0.6388206411856691	0.571855912013645	0.437918496429745	0.6388206411856691	0.571855912013644	0.437918496429745
61.0.919999999999995.0	0.282903132555742	0.562942004480925	2.224040524591068	2.224040524591068	0.722687971914819	0.6522116573375321	0.5301168006431151	0.722687971914818	0.6522116573375321	0.5301168006431141
62.0.64.0	0.373369250750328	0.615083080379913	2.38729673738587	2.38729673738587	0.8055740069482441	0.7338812820440861	0.627670515739269	0.8055740069482431	0.7338812820440861	0.627670515739269
63.0.36.0	0.48988071425155105	0.7015706767950061	2.511093943001466	2.511093943001466	0.8807703770771971	0.8124977408231661	0.725285354568035	0.8807703770771961	0.8124977408231661	0.725285354568035
64.0.08.0	0.6286438931307481	0.8274301488139281	2.5639996817291433	2.5639996817291433	0.935725782732834	0.88009377448679	0.8162378763230891	0.935725782732834	0.88009377448679	0.8162378763230881
64.0.8.0	0.7793796320567301	0.9941976986319141	2.507637503708333	2.507637503708333	0.95127276517618	0.9233289625172251	0.8917612781191131	0.9512727651761801	0.9233289625172251	0.8917612781191131
65.0.52.0	0.9234168106414091	1.197395728707432	2.322815996800405	2.322815996800405	0.9091120229482741	0.9246859697621731	0.940545700560044	0.9091120229482741	0.9246859697621731	0.940545700560044
66.0.24.0	1.033964497657139	1.423936818603585	2.030157415477604	2.030157415477604	0.8067806439607951	0.87032856373161	0.94984184751494	0.8067806439607951	0.87032856373161	0.94984184751494
66.0.96.0	1.081729851958525	1.651021553155409	1.672284500942301	1.672284500942301	0.6625658038719361	0.7606480526750251	0.9082565300569051	0.6625658038719361	0.7606480526750251	0.9082565300569051
67.0.67999999999999.0	1.045840794127501	1.848621121674248	1.287283001963253	1.287283001963253	0.5033198410323301	0.612745946805298	0.808547297342732	0.5033198410323301	0.612745946805298	0.808547297342732
68.0.39999999999999.0	0.9256906725703471	1.986366045101951	0.9030650033434631	0.9030650033434631	0.35079353163390803	0.451412024269549	0.6497482724034881	0.35079353163390803	0.451412024269549	0.6497482724034881
69.0.12.0	0.7485312494408881	2.043489632303716	0.545417728154519	0.545417728154519	0.21778067346353802	0.297464619669071	0.441634488286397	0.21778067346353802	0.297464619669071	0.441634488286397
69.0.84.0	0.568230542847023	2.018822950692442	0.25220353653918304	0.25220353653918304	0.11232388493033701	0.16515431204678802	0.22411622860927802	0.11232388493033701	0.16515431204678802	0.22411622860927802
70.0.56.0	0.438965580543605	1.934626041429	0.081093309260321	0.081093309260321	0.043930411980729	0.070926978553061	0.08563365300515201	0.043930411980729	0.070926978553061	0.08563365300515201
71.0.28.0	0.36541900985026804	1.822601210426913	0.033841052813809	0.033841052813809	0.015604951569268001	0.025954281964698	0.039679411549197005	0.015604951569268001	0.025954281964698	0.039679411549197005
72.0.	0.32214939331539705	1.703804865207044	0.032474403352646	0.032474403352646	0.009411184139415	0.012918792462051002	0.027108817268917004	0.009411184139415	0.012918792462051002	0.027108817268917004
