	CC	Cn	Mp	Mt	P0	P1	P2	T0	T1	T2
0	0.0	1.8	0.1	0.1	0.0	0.4	0.0	0.0	0.4	0.0
1	0.1635293484177103	1.5868482968431101	0.05264571381694937	0.05264571381694937	0.023037019974351747	0.049313522558900535	0.042152526011708456	0.023037019974351754	0.04931352255890055	0.04215252601170846
2	0.2135883446188151	1.4418025525168883	0.06039333902096702	0.06039333902096702	0.01605175425751745	0.01833786229250436	0.021643479930815335	0.016051754257517453	0.018337862292504364	0.021643479930815338
3	0.22204162870238964	1.327432756996308	0.08300664139625924	0.08300664139625924	0.019143905881025675	0.01807352205473736	0.021283769271217046	0.019143905881025675	0.01807352205473736	0.021283769271217046
4	0.2150395815783996	1.229202117416156	0.11416454413248098	0.11416454413248098	0.026089451551582106	0.023738899260008387	0.023023607942736654	0.026089451551582106	0.023738899260008394	0.023023607942736654
5	0.20327767779631448	1.1408010261086738	0.15486287160333062	0.15486287160333062	0.03553369027909179	0.031571586863523446	0.025744540292836748	0.03553369027909179	0.031571586863523446	0.02574454029283675
6	0.19064648842015117	1.059639808675781	0.20782606714733973	0.20782606714733973	0.047946141432943845	0.04183597082478538	0.02939058695502165	0.047946141432943845	0.04183597082478537	0.02939058695502164
7	0.17803866558818504	0.9848042117350155	0.2760777633515358	0.2760777633515358	0.06428475820634158	0.055371067294390015	0.03468881405956107	0.0642847582063416	0.05537106729439	0.03468881405956108
8	0.1661803209485703	0.9155128713691674	0.36213474551900243	0.36213474551900243	0.0853812550571147	0.07352519857888806	0.042093526911477684	0.0853812550571147	0.07352519857888806	0.04209352691147768
9	0.15531075098711117	0.8513792813454479	0.46769691743395575	0.46769691743395575	0.11208183313654373	0.09640450604872308	0.052449641926985056	0.11208183313654373	0.09640450604872308	0.0524496419269851
10	0.1456336921216156	0.7921008136199997	0.5931776970762195	0.5931776970762195	0.14502615433287477	0.12483190390555783	0.06606841836641314	0.14502615433287475	0.12483190390555782	0.06606841836641317
11	0.13743821823727342	0.7375758822951657	0.7376749618941323	0.7376749618941323	0.18463288898055777	0.15910580309767886	0.08416676459548907	0.18463288898055774	0.15910580309767886	0.08416676459548907
12	0.13113721809168954	0.6878346874975421	0.8998011125266604	0.8998011125266604	0.23113015103254891	0.19977723376979822	0.10746451451998998	0.23113015103254891	0.19977723376979822	0.10746451451998996
13	0.12741934183221143	0.6431241457842882	1.0770297973238716	1.0770297973238716	0.28469753109210694	0.2468989640722382	0.13721087361412168	0.28469753109210694	0.2468989640722382	0.13721087361412168
14	0.12745959455633235	0.6040416016643296	1.2660145068281088	1.2660145068281088	0.3452618362136955	0.30063511423556566	0.17504980785752264	0.34526183621369555	0.30063511423556566	0.17504980785752267
15	0.13315212954496236	0.5717313774224436	1.4630056987033944	1.4630056987033944	0.4124950547237604	0.3609451298530887	0.22283859373173973	0.4124950547237604	0.3609451298530888	0.22283859373173975
16	0.14777953095381136	0.5482574560227524	1.6623330742534221	1.6623330742534221	0.48547032359378345	0.4275565509629512	0.2834727089167087	0.4854703235937834	0.42755655096295125	0.2834727089167088
17	0.17569438082948244	0.5369120614417512	1.8605385852443763	1.8605385852443763	0.5632621782931173	0.49989329508735747	0.357531939037004	0.5632621782931172	0.49989329508735747	0.357531939037004
18	0.22212998148614999	0.5424270511592435	2.0550221427443662	2.0550221427443662	0.645224724079017	0.5771825692756574	0.4442115351648193	0.645224724079017	0.5771825692756573	0.44421153516481926
19	0.2926215946947207	0.5709851020504668	2.240019647450238	2.240019647450238	0.7299768555553451	0.658147367038745	0.5413981999858088	0.7299768555553452	0.658147367038745	0.5413981999858086
20	0.3886821425288945	0.6290378900761835	2.3966841752620907	2.3966841752620907	0.8116469207853195	0.7394734452085536	0.640980349172614	0.8116469207853196	0.7394734452085535	0.6409803491726138
21	0.5084025131789546	0.7220282914367986	2.504871389014799	2.504871389014799	0.8818516901091571	0.8149580265642055	0.7366931230579844	0.8818516901091572	0.8149580265642055	0.7366931230579842
22	0.6455530691329812	0.8525142942644777	2.53849505890705	2.53849505890705	0.9290476485764945	0.8781996030152696	0.8217232338454654	0.9290476485764946	0.8781996030152696	0.8217232338454655
23	0.7898857023021421	1.0211146381328353	2.4610975316553025	2.4610975316553025	0.934348521416199	0.9135760557202577	0.8904597477743694	0.9343485214161991	0.9135760557202578	0.8904597477743695
24	0.9226390193804231	1.2234667401995063	2.2557621847125735	2.2557621847125735	0.8805982119743876	0.9037815061503126	0.930198131080631	0.8805982119743876	0.9037815061503127	0.9301981310806312
25	1.018489291770757	1.4423798652292312	1.957058473392762	1.957058473392762	0.7735261035243297	0.841543486620321	0.9306160732320014	0.7735261035243296	0.841543486620321	0.9306160732320015
