time	y1	y2	y3	y4	y5	y6
0.0.	0.014	0.006	0.0	0.0	0.0001	0.0
2.0.5.0	0.877322896560014	1.7714216499139661	3.926396664179025e-06	0.17156368154060703	7.880488504812115e-07	0.09732765544871601
5.0.	0.823307101536731	3.848666472120305	3.379438748510492e-06	0.39203299155146903	1.047484119092489e-08	0.173126509728511
7.0.5.0	0.721964643869296	5.662953433691547	2.641262952748722e-06	0.604557953643103	2.399362517570661e-10	0.23215871679680702
10.0.	0.6211734482459871	7.179015092914911	2.057364889814193e-06	0.8019162065413731	9.180195012424431e-12	0.27813304589666904
12.0.5.0	0.5313573663921101	8.421491392191061	1.602296372852125e-06	0.9831860316217791	5.638780014910131e-13	0.313937889412269
15.0.	0.45447883001688205	9.427541223624267	1.247871226230744e-06	1.149280577167246	5.3455009681016194e-14	0.341822729513481
17.0.5.0	0.38989696155809406	10.23443372846051	9.718432761284551e-07	1.301674098515229	7.542874524113853e-15	0.36353946490196104
20.0.	0.33615915967590804	10.875723025250485	7.568723377814595e-07	1.4419354314891901	1.5336813560834392e-15	0.380452475365387
22.0.5.0	0.29165421411305203	11.3802725966093	5.894527777407875e-07	1.5715449840456932	4.367746868975758e-16	0.393624341164649
25.0.	0.254863066989484	11.77233959762625	4.59066287851706e-07	1.691828188581331	1.699438283603496e-16	0.403882600568069
27.0.5.0	0.22444778654470102	12.072047182656053	3.5752118588220567e-07	1.803940281982146	8.839175683304565e-17	0.41187174102783203
30.0.	0.199271261771922	12.295967205352015	2.7843778041800175e-07	1.908873796621987	6.029205497792183e-17	0.41809368987663503
32.0.5.0	0.178387157108875	12.457695031790363	2.16847562125078e-07	2.007475292286998	5.3031022632858755e-17	0.422939348514393
35.0.	0.161018178880787	12.568368409030978	1.688810518735087e-07	2.100464802557381	5.9258193893362e-17	0.426713151257596
37.0.5.0	0.146531157114851	12.637114751610715	1.3152469627894859e-07	2.18845487391671	8.301639557238381e-17	0.429652191790422
40.0.	0.13441291050799	12.671426304734059	1.0243153773270219e-07	2.271967813741378	1.440918555471241e-16	0.43194111885984804
42.0.5.0	0.12424860802017201	12.677469343891191	7.97737642438476e-08	2.351450661745113	3.0659382492912767e-16	0.43372373705467504
45.0.	0.115703196978646	12.660336073150578	6.212787584477177e-08	2.427287854687238	7.920894903059194e-16	0.43511204150132005
47.0.5.0	0.10850589490238201	12.624248284198579	4.838525499010273e-08	2.499811769267477	2.4631999324141442e-15	0.436193254091973
50.0.	0.10243747405501001	12.572721230039695	3.768253197041182e-08	2.5693114129021133	9.147514074351041e-15	0.43703530330460205
52.0.5.0	0.097319964018895	12.508695136653557	2.9347422121222373e-08	2.6360395479681973	4.027577330823675e-14	0.43769109189106303
