time	y1	y2	y3	y4	y5	y6
55.0.	0.093008381091062	12.434640634502829	2.285694733117465e-08	2.700218516991066	2.088508429843506e-13	0.43820182055594803
57.0.5.0	0.089384120228192	12.352643298347926	1.7807592206976212e-08	2.7620450037386473	1.267729416690321e-12	0.43859957644026804
60.0.	0.08634969075711901	12.264471510565434	1.3912490597563751e-08	2.821693928913199	8.956836791565618e-12	0.43890934903376605
62.0.5.0	0.08382452739140901	12.171631034427598	1.117367341731089e-08	2.866756386313039	7.249000814476682e-11	0.341822945460162
65.0.	0.081741656222048	12.075408996086122	1.1591817629284571e-08	2.8889974229799242	6.373981501227839e-10	0.266211977788455
67.0.5.0	0.08004503798864501	11.97690940544789	3.488929095585501e-08	2.89376136721514	5.7913729988875034e-09	0.207326096855299
70.0.	0.07868744710475101	11.877081792030962	2.599059737187754e-07	2.885211921036863	5.2331602748677705e-08	0.16146572665140202
72.0.5.0	0.07762877538356201	11.776743250969963	2.242812652643894e-06	2.866592253482778	4.5680718879239036e-07	0.125749634409297
75.0.	0.07683467870834401	11.676586609836699	1.8763764864858982e-05	2.840425873243725	3.768607040703836e-06	0.09793391379095101
77.0.5.0	0.07627554492223701	11.577114516262206	0.000147248170239	2.8086605196481633	2.8907519850746132e-05	0.07627100875659801
80.0.	0.075926061041267	11.478096522389615	0.00106818041645	2.7726988108473263	0.00020368638824	0.059399921367637006
82.0.5.0	0.07576745369041901	11.375165844626295	0.0070897330196400005	2.732953588485167	0.0013057465262430001	0.046260705279240005
85.0.	0.075804419556318	11.241269511548655	0.042576264479290006	2.686163625850146	0.007523779239997001	0.036027873497582005
87.0.5.0	0.076156599074962	10.942939719415111	0.225065731665979	2.614290812906546	0.03763083241785	0.028058536092332
90.0.	0.077462418837242	10.012905355612336	0.953362443658966	2.464885658129036	0.14472405377021402	0.021852009880621002
92.0.5.0	0.082126835370222	7.858408293373019	2.647349560314935	2.229699949035587	0.33787952062423404	0.017018362406689
95.0.	0.09627769602310601	5.258304556816606	4.407965615461896	2.064336908665181	0.46313246915813605	0.013253913968932001
97.0.5.0	0.130847146058921	3.393950890823572	5.220000886832063	2.006656910577348	0.48604834336429703	0.010322158577758
100.0.	0.198786613324754	2.370356790440328	5.256500480504668	1.9962557775740921	0.47311302493544005	0.008038905183218
102.0.5.0	0.29987166684112104	1.94790833969422	4.963696007563503	2.004491742842017	0.46066926640893	0.006260705651772
105.0.	0.40764021680439205	1.9096510664140052	4.641762006917807	2.021058578653637	0.46346462569072905	0.004875842464303001
107.0.5.0	0.49342452041621904	2.057080279751852	4.445024685661474	2.037971217956285	0.486970064686766	0.0037973099293720004
110.0.	0.550814949982398	2.225575557021177	4.42820777446287	2.049413536125043	0.530535568630608	0.002957347946479
112.0.5.0	0.5879952241613681	2.31966899384512	4.580683971411416	2.05407127691825	0.5896428769091531	0.002303184896712
115.0.	0.615283374699918	2.316586826770762	4.853458719225798	2.05402182050822	0.6587254235957151	0.0017937222007250002
117.0.5.0	0.640381568937839	2.240811600018719	5.18723819522332	2.052021521596338	0.7336512366378961	0.001396952254701
120.0.	0.6676928907217341	2.130887980282467	5.5363979735543225	2.049837096285792	0.8126447839158021	0.001087947510003
122.0.5.0	0.698862826172665	2.016917747731826	5.878769522887238	2.048107585400756	0.8957088320991361	0.0008472943728300001
125.0.	0.7337145741336001	1.913806458060669	6.211396028249611	2.046839480919778	0.983601865750048	0.00065987352136
127.0.5.0	0.7712620369078801	1.824655465988481	6.54062863383884	2.045841910794492	1.077110377712162	0.000513910015053
130.0.	0.810487273582138	1.7469580652727	6.873950321136859	2.044944292915481	1.176749918745807	0.00040023352221500003
132.0.5.0	0.850699804991451	1.677236511064104	7.216158235431068	2.044055561660728	1.282753515395941	0.000311702180536
135.0.	0.8915487474446471	1.613041967727387	7.569011151432161	2.043148071343553	1.395171987814763	0.00024275390237600002
137.0.5.0	0.932888994911353	1.553124652644082	7.932352155264348	2.04222502772753	1.513971246671865	0.000189056929346
140.0.	0.9746557460196461	1.496945427642927	8.30524798022697	2.041297937959705	1.639087229252528	0.00014723768468200002
142.0.5.0	1.016798390864808	1.444234547017855	8.686627586137309	2.040377149652711	1.7704454767892872	0.00011466882417700001
145.0.	1.059260919589458	1.394777448690943	9.075498026179847	2.039469924306244	1.907963873771999	8.930417010202338e-05
147.0.5.0	1.1019826271138071	1.348356929419753	9.470963212460706	2.03858104998218	2.051551126937738	6.955015763685901e-05
150.0.	1.144902728649653	1.304754426643338	9.872195987482888	2.037713702423842	2.201105768322239	5.4165717253581405e-05
152.0.5.0	1.187963401414354	1.2637600863795782	10.278417648461247	2.036870004988069	2.356516325191137	4.218430303082526e-05
155.0.	1.231110977058822	1.2251782454696731	10.68889039741936	2.036051339700979	2.517662159456315	3.285316824783361e-05
157.0.5.0	1.27429614915468	1.1888287618702171	11.102916373046135	2.03525853133161	2.684414532314301	2.5586073168774772e-05
160.0.	1.3174738091470601	1.154546495465299	11.519838449735234	2.034491973544951	2.8566376827077553	1.992645382811944e-05
162.0.5.0	1.3606027767942401	1.122180229898684	11.939040848016612	2.033751725035293	3.03418984705367	1.551873785183855e-05
165.0.	1.403645513910083	1.091591507045239	12.359949084601965	2.033037586030199	3.216924202207829	1.2086005196480821e-05
167.0.5.0	1.44656784685629	1.062653508828612	12.782029290512499	2.032349159835173	3.404689730484587	9.412590315265619e-06
170.0.	1.489338704633473	1.035250018455727	13.204787036929854	2.031685902329362	3.597332010066401	7.330532711406542e-06
172.0.5.0	1.5319298742719711	1.009274466167134	13.627765808471198	2.031047161633152	3.794693935265504	5.709024618425123e-06
175.0.	1.5743157736249231	0.984629057365306	14.050545240537282	2.030432209756127	3.996616371330747	4.446192845312382e-06
177.0.5.0	1.6164732410454992	0.9612239786608201	14.472739213087761	2.029840267717007	4.202938748448269	3.462698471102466e-06
180.0.	1.6583813411465722	0.9389766765143001	14.893993872115553	2.029270525365018	4.413499599431852	2.696752281992603e-06
182.0.5.0	1.700021185708517	0.9178112028787261	15.31398563273741	2.028722156912914	4.628137045394029	2.10023278986717e-06
185.0.	1.7413757687484832	0.8976576222734841	15.732419203849691	2.028194333008721	4.846689233458265	1.635662942083063e-06
187.0.5.0	1.782429814758487	0.8784514749141411	16.14902566321432	2.027686230021412	5.068994730329983	1.2738555806820949e-06
190.0.	1.82316963914153	0.8601332908089301	16.563560603140957	2.027197037090148	5.294892875298784	9.920797241810428e-07
192.0.5.0	1.863583019913445	0.8426481500685751	16.975802360176715	2.026725961383671	5.524224096001606	7.726324663931882e-07
195.0.	1.903659079786419	0.8259452850334581	17.385550337024736	2.026272231931893	5.756830190040673	6.017267701117563e-07
197.0.5.0	1.9433881778033641	0.8099777201819081	17.792623420974376	2.025835102322805	5.992554575323668	4.6862527995926673e-07
200.0.	1.982761809747769	0.7947019461348701	18.19685850017909	2.025413852501602	6.231242511777947	3.649657351560307e-07
202.0.5.0	2.021772516608948	0.780077624407287	18.598109076952312	2.025007789863218	6.472741296887027	2.842356004557837e-07
205.0.	2.060413800436777	0.76606731987175	18.996243975697404	2.024616249792371	6.716900437306331	2.2136290830677718e-07
207.0.5.0	2.098680046971887	0.75263625819234	19.39114614200757	2.024238595775074	6.963571798636448	1.723976064063003e-07
210.0.	2.136566454486568	0.739752105756164	19.782711528756366	2.023874219181187	7.212609735265613	1.342633909265082e-07
212.0.5.0	2.1740689683178642	0.7273847698762671	20.17084806456292	2.023522538797809	7.463871202038674	1.045644340362814e-07
215.0.	2.211184220617583	0.7155062172638591	20.5554746997892	2.023183000177312	7.717215849366618	8.143486314383818e-08
217.0.5.0	2.247909474883975	0.704090308970702	20.936520525155753	2.022855074850878	7.972506103258548	6.342153521296381e-08
220.0.	2.284242574876839	0.6931126501859951	21.313923958105416	2.022538259447937	8.229607231636047	4.9392741308653576e-08
222.0.5.0	2.320181897552	0.682550453437147	21.687631992168956	2.022232074753477	8.488387398177395	3.846710562573853e-08
225.0.	2.355726309682293	0.6723824138923771	22.057599504766756	2.021936064728356	8.748717704835885	2.9958211996678126e-08
227.0.5.0	2.390875127861002	0.662588595596319	22.423788619097454	2.021649795512262	9.010472224081235	2.333147897244941e-08
230.0.	2.425628081609906	0.653150327589337	22.786168116003772	2.02137285442456	9.273528021825907	1.817057410175913e-08
232.0.5.0	2.45998527933804	0.644050108968225	23.14471289195544	2.021104848974673	9.537765171917925	1.4151257345382819e-08
235.0.	2.4939471769193	0.6352715220418751	23.49940345954241	2.020845405890846	9.803066763008191	1.102101030676097e-08
237.0.5.0	2.527514548676832	0.626799152821187	23.850225487121573	2.020594170173802	10.06931889853269	8.58317146082864e-09
240.0.	2.560688460580509	0.618618518159263	24.197169374503353	2.020350804180025	10.33641069048822	6.684580657799494e-09
242.0.5.0	2.593470245480267	0.610715998926546	24.54022986179772	2.02011498673794	10.604234247623314	5.205956653033382e-09
245.0.	2.625861480213262	0.6030787786670181	24.879405668760825	2.019886412299114	10.872684658613876	4.054403119758941e-09
247.0.5.0	2.65786396443656	0.595694787236531	25.214699162192275	2.019664790125695	11.14165997074546	3.1575723259111082e-09
250.0.	2.689479701049609	0.5885526489736751	25.54611604912919	2.019449843514637	11.411061164580673	2.4591198031251223e-09
