	A	I1	I2	S
0	500.0	10000.0	2000.0	2500.0
1	959.1705267482226	10777.269026854307	1921.1477938874527	2269.5665897700933
2	1160.9486128918504	11345.042448410653	1860.5128629752517	2162.6427728981816
3	1261.6175924406175	11795.860824462196	1813.8468171205657	2106.1460752314833
4	1320.7609354157403	12169.933944161938	1778.2439536462282	2071.901267969766
5	1361.5200434279295	12487.090269990851	1751.526718043402	2048.6440668556047
6	1392.904070408194	12758.688493303163	1731.9780511791691	2031.6879847858477
7	1418.829542382762	12992.544085866644	1718.201182061933	2018.720011883109
8	1440.9973778190167	13194.625834444263	1709.0158290882753	2008.5476175331328
9	1460.1711174160723	13369.213221615946	1703.5591939853666	2000.5134394366153
10	1476.9257097193288	13520.340850500805	1701.0127535331567	1994.1406539925217
11	1491.6074086355827	13651.248020295794	1700.7437872928297	1989.0891705378822
12	1504.5144099716445	13764.798638355134	1702.225898326218	1985.0186705786848
13	1515.8682939427222	13863.302584978954	1705.0339528833713	1981.779182649352
14	1525.8672575394173	13948.83644670327	1708.8202502475792	1979.1702787206816
15	1534.6788513996983	14023.097550027162	1713.3039182357104	1977.1129477600846
16	1542.447149385129	14087.63471031528	1718.2579063778824	1975.466008061458
17	1549.301242569873	14143.70549521401	1723.5012797725537	1974.1871008194476
18	1555.3486534626454	14192.471390081499	1728.8899512215487	1973.173356157247
19	1560.6893797659718	14234.864737946678	1734.3114704562936	1972.4065709028441
20	1565.4046502738647	14271.76070982098	1739.678255829063	1971.8093034038711
21	1569.5721834174387	14303.851215366029	1744.9242090172595	1971.3784012337203
22	1573.2537118850066	14331.798917262917	1749.9997200661958	1971.0533637722426
23	1576.5098576965297	14356.117200378987	1754.8695722858254	1970.8404079290367
24	1579.3876677523526	14377.310055592894	1759.509211178221	1970.6907510313404
25	1581.9346092885078	14395.757840723885	1763.9035526035098	1970.6164354543205
26	1584.1865587812538	14411.845573361717	1768.0441574147692	1970.5770284952723
27	1586.180831493559	14425.85429629502	1771.9286664030576	1970.5880916213519
28	1587.9444374717514	14438.081118473392	1775.5585807796356	1970.6140058198926
29	1589.5076185051025	14448.729497537439	1778.9392742051186	1970.675277074424
30	1590.8910314539978	14458.02784140617	1782.0781768215015	1970.7414656989345
31	1592.116709794335	14466.13216730422	1784.9847695291655	1970.8272519965967
32	1593.2023781433752	14473.21175414344	1787.6696476854556	1970.9130193997923
33	1594.1646119582801	14479.386197830476	1790.1443234615767	1971.0088293441847
34	1595.0173173396713	14484.781953248948	1792.4206748142253	1971.101852025693
35	1595.77335190764	14489.490901432335	1794.5108276027206	1971.1987599257757
36	1596.4436087559457	14493.6077011126	1796.4268074736774	1971.291235561091
37	1597.0380909434273	14497.202811001775	1798.1804781951496	1971.3837969121732
38	1597.5653338624056	14500.347226632275	1799.7833301565267	1971.4711254856898
39	1598.033131372939	14503.094932622598	1801.2464577213505	1971.556332645213
40	1598.4481746457413	14505.499291317006	1802.580438351309	1971.6360680512491
41	1598.8165449683424	14507.601643636197	1803.7953356005105	1971.712513750136
42	1599.1434906063	14509.442179039834	1804.9006372163785	1971.783604765933
43	1599.4337628540652	14511.052545814375	1805.9052740402535	1971.8509032654813
44	1599.6914805221463	14512.463070154681	1806.8175956304835	1971.9131774389573
45	1599.9203603289852	14513.697977146061	1807.6453981875134	1971.9715701148996
46	1600.1236365616235	14514.780192178381	1808.395923260666	1972.0253836986838
47	1600.3042199572747	14515.728259084994	1809.0758899536384	1972.0754723962852
48	1600.4646533015475	14516.559592260197	1809.6915074211495	1972.1214201735704
49	1600.6072185348473	14517.28829038762	1810.2485077530118	1972.1639757105572
50	1600.733907378085	14517.927479996584	1810.7521641623923	1972.2030386650981
51	1600.846514272954	14518.488256778022	1811.2073258559763	1972.2388928440141
52	1600.94661498896	14518.980388500782	1811.6184400714633	1972.2717439350874
53	1601.0356106380439	14519.412402207752	1811.989580192514	1972.3018004263324
54	1601.1147430991234	14519.791752001353	1812.3244715850358	1972.329262798808
55	1601.1851141917957	14520.124954594912	1812.6265168034572	1972.354323488323
56	1601.2477014885117	14520.417708747358	1812.898819724428	1972.3771659240977
57	1601.3033724982588	14520.674999254537	1813.1442085276944	1972.3979639546503
58	1601.352897181973	14520.901187593741	1813.3652574493287	1972.4168815149858
59	1601.3969590340887	14521.100090929047	1813.564307270319	1972.4340725052787
60	1601.4361648905158	14521.275050982127	1813.7434845301175	1972.449680840057
61	1601.4710536118284	14521.428994080323	1813.904719475784	1972.4638406304578
62	1601.5021037719332	14521.564483523847	1814.0497627734496	1972.4766764674687
63	1601.5297404674643	14521.68376526541	1814.1802010208364	1972.4883037793086
64	1601.5543413496425	14521.788807766088	1814.2974711082775	1972.4988292409253
65	1601.5762419684502	14521.88133677869	1814.4028734816852	1972.5083512177503
66	1601.5957405084625	14521.962865711945	1814.4975843647735	1972.5169602294045
67	1601.6131019864079	14522.034722143877	1814.582666999956	1972.5247394220169
68	1601.6285619723562	14522.098070978796	1814.6590819681176	1972.53176504027
69	1601.6423298892278	14522.153934678172	1814.7276966471566	1972.5381068923377
70	1601.654591938948	14522.203210939902	1814.7892938680932	1972.5438288025287
71	1601.665513697973	14522.246688151969	1814.844579825827	1972.54898904784
72	1601.675242419959	14522.285058904365	1814.8941912994655	1972.5536407757056
73	1601.6839090789745	14522.318931806527	1814.9387022346773	1972.5578324011385
74	1601.6916301828041	14522.348841825646	1814.9786297378505	1972.5616079821727
75	1601.698509382485	14522.375259333541	1815.0144395290497	1972.5650075730782
76	1601.7046389012107	14522.398598025628	1815.0465508979219	1972.568067555272
77	1601.7101008030754	14522.419221854589	1815.075341203866	1972.5708209461873
78	1601.714968119794	14522.43745110306	1815.101149958994	1972.573297686632
79	1601.719305851443	14522.453567703782	1815.1242825296897	1972.5755249073554
