time	ACA	ACA0	ADP	AMP	ATP	DHAP	DHAPCN	DPG	EtOH	EtOH0	F6P	FBP	G6P	GAP	Glc	Glc0	Glyc	Glyc0	HCN	HCN0	NAD	NADH	OAc	OAc0	PEP	Pyr	PyrCN	glycogen	lacto
9.0.99.0	0.043173578965002006	0.036224362008809005	1.70266740514301	0.5248116653497861	1.7025209295072	2.011371611979748	3.291891540153084	0.00015799774978600002	13.97444536682033	11.772152818302953	0.264000325977343	2.248323417447814	2.222984346423933	0.081172653233541	0.08695039721145201	13.534678254445035	2.835462791102501	1.155948208052076	4.429257124689291	4.453538025671697	0.6556307184827851	0.324369281517214	0.0053514395479200005	0.004527993819784	0.030169920165197	9.746507249417952	13.56896394955411	184.72643560517443	0.050964684884517004
10.0.260000000000002.0	0.045266725173689	0.036462593416853005	1.660861700442843	0.47269108918505004	1.796447210372103	1.694665282877574	3.363667012336025	0.00016607104693100002	14.352503711348415	12.113216818671926	0.276805066725687	1.569859321763086	2.31823783008204	0.066180185708977	0.07390667011059901	13.248924186555097	2.749175017178851	1.18476219322361	4.41778610604477	4.441033758863191	0.730898971835501	0.24910102816449803	0.005626565876754	0.004664094279173	0.029859996297769004	9.620048781783925	13.950340368071325	190.47696899032965	0.052534025953198005
10.0.530000000000001.0	0.042737018602367005	0.036572990912331	1.759905577637293	0.6122156812774351	1.557878741085268	1.829724251963916	3.428039441087023	0.000140594275479	14.620405034250181	12.450524944934092	0.253265596316666	1.875338654910732	2.149103859260135	0.073812455123032	0.09887657966417701	12.96113639196407	2.665796868469123	1.210355436648603	4.405848313604986	4.428848070876022	0.6748107742953491	0.30518922570465	0.005671520399321	0.0048072784360340005	0.029320205450671002	9.46162404220498	14.32092547870776	195.6801799476732	0.05411063468403501
10.0.8.0	0.042998893045844006	0.036375498393992005	1.7159648926814821	0.543100158432693	1.6709349488858192	2.0047998382776	3.502514848051921	0.000153846420089	14.969995163755476	12.782739867497142	0.25989388421965604	2.240364392394501	2.191701483179019	0.081160692445918	0.08807657686968101	12.670806127049639	2.885917899904342	1.237330576731637	4.392731809691031	4.416513897153578	0.6518740334631	0.328125966536899	0.005751636458348	0.004933382764011	0.029955233126882003	9.670428929356564	14.692444930039407	200.48326650440356	0.055678121268319
11.0.07.0	0.04525247685755401	0.036546529689147005	1.654350918242732	0.46557988436672704	1.8100691973905332	1.725954106515705	3.574015069184984	0.00016751057914700002	15.354164203136376	13.12166942852462	0.276074986934696	1.6289528918756901	2.309053920059402	0.067594798183519	0.07157532657429601	12.385645423830715	2.853466795830411	1.266086204910078	4.381157682418847	4.4041572959700055	0.723379910768969	0.256620089231031	0.006014894693739	0.005067165605380001	0.029852362901451	9.608913090170038	15.067658609176926	206.09777654111946	0.057239311926513006
11.0.34.0	0.043070682597254	0.036724805023752	1.754127801460475	0.6018641408844451	1.574008057655072	1.7781661827875421	3.636280828037789	0.000141281152955	15.627020383290178	13.458993532517113	0.253505242113558	1.768570919819263	2.148902541447993	0.071456459045605	0.09401864315602701	12.100093521448997	2.728065753250822	1.291837955895062	4.36966387376646	4.392128625595143	0.685645011045225	0.294354988954775	0.006098457593388001	0.005212027068056	0.029170982757631	9.401067846899481	15.43281348278912	211.41083513390174	0.05880766493061101
11.0.610000000000001.0	0.042850073315083004	0.036512818144637006	1.726882636712848	0.5589712474035791	1.644146115883566	1.990709223736228	3.707697725194664	0.00015020880433800002	15.962324474122104	13.789801253233678	0.25620733821880204	2.214603992401147	2.163064496750284	0.08078449531713401	0.08836475215730301	11.811130651028641	2.935120946070068	1.318243470133997	4.3567456246770835	4.380004343783476	0.649780636690938	0.33021936330906204	0.006155046621069001	0.005339643698730001	0.029728130379761002	9.585743249998623	15.79686515119158	216.15015772699383	0.060368705054003005
11.0.88.0	0.045133921833396005	0.036618788837128005	1.6525484924103262	0.46373398321583703	1.813717524373828	1.755402675453872	3.7785318410916933	0.000167615251505	16.34878668146785	14.126452122067596	0.274176367515437	1.687410773347581	2.291548086037121	0.069005462827919	0.06989659641157	11.526780458252272	2.949774259588708	1.346841550007297	4.345102410573194	4.367810294691019	0.7151386809686131	0.26486131903138604	0.006403355287817001	0.005471484367419	0.029796690820883	9.579615125197394	16.165390953781742	221.6244743053353	0.061921403207950004
12.0.15.0	0.043415317710308	0.03685117506531	1.747176333046756	0.589937101367637	1.592886565585599	1.730905341533002	3.839005906423318	0.000142209063586	16.628852724033255	14.463369392194481	0.253787491030089	1.673170448832957	2.148616243435833	0.06929287515556101	0.08892170085242801	11.243516547694368	2.794535424664069	1.372750230897019	4.334000903160629	4.355939790394355	0.695972448564472	0.28402755143552705	0.006524874055188001	0.005617337769969	0.029021040834112003	9.335373516712751	16.524810144065604	227.01976338650496	0.063480654379583
12.0.420000000000002.0	0.042708374997627	0.036632400692666	1.736011533112574	0.5729060923910141	1.621082374496406	1.97161286890367	3.907395887422342	0.00014693707758400002	16.950249356660116	14.792719611635645	0.25274591037241	2.177254081956457	2.135629824972248	0.080168305744759	0.08791294691484501	10.956212619450215	2.983823971988627	1.398638616061462	4.321310087955113	4.344026775357603	0.6487434069995941	0.33125659300040605	0.006560376517974	0.005746542626723	0.029487001875077003	9.492512953008092	16.88127609225924	231.70864351523488	0.06503443057673901
12.0.690000000000001.0	0.0449519104673	0.036676132674557	1.6537651012262051	0.465188539450257	1.811046359323533	1.780370852221182	3.977255726536249	0.00016678659061600002	17.336547453495683	15.126946942602647	0.27149440730824104	1.739269559960659	2.268383970269241	0.07027161702102401	0.068465941033411	10.672949504470614	3.039213725829488	1.427011334602105	4.309635915701873	4.332007494286041	0.7070513942139971	0.272948605786002	0.006792902617644	0.005876710493874	0.029695556913835002	9.532776842949685	17.242669485193932	237.04361036687612	0.066578115109266
12.0.96.0	0.043755663451682004	0.036950676957636	1.7396034448762032	0.577506819664214	1.612889735459579	1.686874378786342	4.036114177946533	0.000143194370535	17.62466231277928	15.463041362576567	0.253957818929106	1.586611913306149	2.147065642368359	0.067283809549632	0.083767790296793	10.392078066187647	2.86314273506335	1.453051882296205	4.298886509343842	4.320299683699128	0.7057254687949911	0.274274531205008	0.006950259056496001	0.006023047101051	0.028860049266259003	9.261573798207992	17.595974734115575	242.49461735735318	0.06812742018044901
13.0.23.0	0.042555433447864006	0.036729965495170006	1.743889460689033	0.5854719657999701	1.600638573510992	1.949182500708722	4.101524311878572	0.000143886085174	17.932456533157502	15.790788531964116	0.249333880939785	2.132584498146567	2.1080741378688392	0.07939856988315301	0.08681622292636801	10.106735656671324	3.032191471986719	1.478458102520497	4.286443113689994	4.308600706895336	0.648292609085801	0.33170739091419704	0.006966490160921	0.006153826782625001	0.029227712583709	9.389649910117882	17.944652615072254	247.1391927847667	0.069673027794728
13.0.5.0	0.044724911468605	0.036713515072052005	1.6566995011874122	0.46853974782759206	1.8047607509849901	1.7999835260928911	4.170179499153122	0.00016534057623900002	18.317076208942787	16.122409341165973	0.268276945694578	1.7819745910072222	2.241175324545223	0.07133859747328701	0.06700971965374801	9.824883522678833	3.12307604196392	1.506559747141619	4.274773969480462	4.296766767452484	0.6994656360805921	0.280534363919405	0.007183475434308001	0.00628247047932	0.029551429139945	9.468917165828442	18.29850116135354	252.33662741239615	0.07120697908831401
13.0.770000000000001.0	0.044080531550068004	0.037021130496507	1.7318340829461771	0.565292920927843	1.632872996125975	1.644494793255242	4.227486538323909	0.00014408564242000002	18.613165177547245	16.457273023315146	0.25388381279195205	1.505617420186765	2.143228369237375	0.065366228808668	0.07864721687300101	9.546587528402812	2.932009204423044	1.532694274380002	4.264351612488634	4.285228953011546	0.7150207802382821	0.264979219761716	0.007374431236281001	0.006428932939498	0.028677342929055	9.17643186420391	18.6452506897523	257.82002818298645	0.072745420385062
14.0.040000000000001.0	0.042371971261244	0.03680061597939	1.7510023551231262	0.597294314762989	1.5817033301138812	1.924500033394666	4.289957233358712	0.000140913870337	18.90743670729749	16.783171791812816	0.24580536202463202	2.083458610835813	2.079121596207827	0.07853533036522	0.085157777669999	9.263537397724326	3.079982828763469	1.5576329806175	4.252168907080761	4.273748856771166	0.648042607366749	0.33195739263325	0.007372300086831001	0.006561207717588001	0.028943978746575002	9.275164648768444	18.985834728647454	262.4199020730362	0.074281846625253
