	A	E	G	R
0	1.0	0.0	100000000.0	0.0
1	2.8289345618958737	3759.5279299193426	1370986.1107058662	879.2545991624941
2	2.487872058969596	5959.215132781111	2296730.786015374	1553.7600202190329
3	2.4664971226285197	7238.918244555734	2839432.3398086173	2037.4137275043627
4	2.579141373640821	8174.971550155477	3224903.360331884	2442.624085823122
5	2.7515936938882244	8997.905976713506	3557198.9444613284	2826.301754816216
6	2.953935071422657	9799.965272695885	3877977.680437272	3216.813787232624
7	3.173708221718944	10617.551425047435	4203733.457507155	3629.1952240798964
8	3.4052946753795847	11464.138365602435	4540656.918038058	4072.142729048337
9	3.645671032237867	12343.465295232809	4890595.373435619	4551.071024573777
10	3.89272339499236	13254.792894672986	5253421.464914804	5069.404099785682
11	4.144574381579033	14195.0449561294	5627999.694559456	5629.110114656502
12	4.3993321061979165	15159.691394688882	6012582.1782242	6230.895787573185
13	4.6550163035864145	16143.141190856273	6404981.524963156	6874.247996364586
14	4.909560792538438	17138.97127443754	6802667.565709445	7557.424759098498
15	5.160852597189942	18140.113970757564	7202843.151256503	8277.439874046635
16	5.406791185532684	19139.046569014383	7602519.268315033	9030.079265439652
17	5.645354368179219	20128.003427863798	7998598.581157868	9809.965234249694
18	5.874667401269084	21099.209467167802	8387968.223417389	10610.679408045105
19	6.0930662716634645	22045.121540210406	8767594.968297096	11424.948326053944
20	6.2991520513473525	22958.67088533742	9134626.10581835	12244.887832524428
21	6.491830767522335	23833.48427443482	9486472.582204703	13062.288939736647
22	6.670336555986778	24664.077443470615	9820894.469915524	13868.933476023978
23	6.834237355538462	25445.998592037453	10136056.66690527	14656.906732787711
24	6.9834236251013575	26175.923412815806	10430573.218032679	15418.893093407094
25	7.118080176490779	26851.690370711385	10703521.706358027	16148.428887635051
26	7.238649272745855	27472.278991081286	10954437.127158213	16840.09183255393
27	7.345783092876674	28037.738798676524	11183287.570260866	17489.618839901872
28	7.440293769028001	28549.08321509104	11390432.45135048	18093.99322190584
29	7.523108590492153	29008.148336999922	11576567.441067342	18651.375791569444
30	7.59521982278515	29417.44029778254	11742664.246573266	19161.079877241857
31	7.657647164466592	29779.970364986144	11889904.58236771	19623.43301397739
32	7.711401180157733	30099.096809974166	12019616.631472657	20039.63510615326
33	7.7574593100941325	30378.384757877517	12133218.183418853	20411.597395193534
34	7.796745903143634	30621.47525011586	12232163.203292249	20741.768435045666
35	7.830118479166654	30831.982833085625	12317899.962108012	21032.983470153442
36	7.858361268080543	31013.409981112276	12391833.85459102	21288.312530670457
37	7.882180883081795	31169.085368616645	12455319.788280627	21510.938127955782
38	7.902208031345493	31302.117806086062	12509600.288778003	21704.047383654863
39	7.918999837565351	31415.369986979284	12555812.378206829	21870.75061164747
40	7.9330421651308995	31511.445319365565	12595038.435547173	22014.018171492058
41	7.944757722925208	31592.68508711129	12628226.729689853	22136.636685881065
42	7.954511623966441	31661.174889178907	12656214.326973869	22241.18135633679
43	7.962616525445586	31718.75639126407	12679752.776717044	22330.00097384854
44	7.969339205895992	31767.043107110872	12699497.90046904	22405.213300566047
45	7.974906370837409	31807.44017302638	12716021.586481217	22468.710044630985
46	7.979510000335736	31841.16430810697	12729819.60725683	22522.167073491768
47	7.983311563870697	31869.26084921313	12741317.975536028	22567.054732285476
48	7.986446940158468	31892.62587048507	12750882.207206186	22604.656821751236
49	7.989029852348454	31912.02273592839	12758823.800294757	22636.085814631304
50	7.99115540978743	31928.100014707445	12765407.568301799	22662.301421487773
51	7.9929028542417075	31941.406186547207	12770857.539116254	22684.126753421515
52	7.994338154546514	31952.404009827413	12775362.81689009	22702.265160505995
53	7.995516055822694	31961.48240278106	12779082.378568014	22717.314754347997
54	7.99648197254689	31968.96766848412	12782149.6610452	22729.78271925908
55	7.9972734651907915	31975.132586350064	12784676.235710802	22740.097251875646
56	7.997921587926029	31980.205008056335	12786755.339213511	22748.619306065735
