	Ib	It	Iv	Sb	St	Sv
0	39455.0	36931.0	234800.0	2590800.0	2425100.0	15418000.0
1	41312.915764380676	37489.94555912074	242232.32004095954	2589899.964858009	2428477.3346724673	15434513.830199955
2	43211.26542500329	38073.43610807699	249870.61467878186	2588942.834637852	2431817.511136885	15450713.237855967
3	45153.73115154222	38683.55352987861	257733.36526018183	2587923.5996016227	2435117.4910171144	15466571.553109825
4	47141.5413764226	39320.881975160744	265826.53785981424	2586840.7260845476	2438376.5120118917	15482081.30882237
5	49176.16472498414	39986.12607131036	274157.29899934836	2585692.3767377795	2441593.655410574	15497233.525703032
6	51258.98913123256	40679.95748314409	282732.44838305155	2584476.811572426	2444768.046384858	15512019.673592037
7	53391.43910019843	41403.070491349354	291558.9846467922	2583192.2416451755	2447898.781572312	15526430.96271789
8	55574.96600330548	42156.17801191957	300644.06659984175	2581836.8408145327	2450984.933969719	15540458.39220714
9	57811.05233518918	42940.01363568829	309995.0322042094	2580408.740388857	2454025.5503326054	15554092.725571504
10	60101.21164146886	43755.331829083465	319619.39980320213	2578906.02906613	2457019.650860156	15567324.48857684
11	62446.98890705903	44602.908341640476	329524.8713129239	2577326.7522972957	2459966.228619149	15580143.96460904
12	64849.96085231481	45483.540583144306	339719.335065308	2575668.9117575865	2462864.2490031035	15592541.19044039
13	67311.73621746316	46398.04800577117	350210.8686501667	2573930.4648238397	2465712.6491820146	15604505.951960757
14	69833.95466693329	47347.27154129601	361007.73361950327	2572109.3259572634	2468510.3387626847	15616027.79068664
15	72418.2909544571	48332.07675452354	372118.40186169295	2570203.3607430407	2471256.1956752785	15627095.968101906
16	75066.45114496749	49353.35144192564	383551.5344675112	2568210.3909766558	2473949.0691821044	15637699.49310501
17	77780.17448293614	50412.007055402224	395315.993560318	2566128.1919772294	2476587.7779718884	15647827.105725382
18	80561.23290098817	51508.97886052908	407420.84242600825	2563954.4929278158	2479171.109886231	15657467.27603586
19	83411.43142364845	52645.22640545996	419875.34897793294	2561686.9761760253	2481697.821230631	15666608.198847942
20	86332.60810416802	53821.73383754736	432688.9875139855	2559323.277069388	2484166.636280429	15675237.79048939
21	89326.63402553019	55039.51024439412	445871.4407035605	2556860.983711355	2486576.2467533415	15683343.685272738
22	92395.41321170572	56299.59000583182	459432.6014623793	2554297.636791194	2488925.3112518704	15690913.23193284
23	95540.88250526183	57603.03308749372	473382.57440554776	2551630.729483912	2491212.4547898476	15697933.490705667
24	98765.01136299745	58950.92535297411	487731.6772394807	2548857.7074092906	2493436.268280808	15704391.230310915
25	102069.80160414398	60344.378855684656	502490.4419291239	2545975.968647216	2495595.308047375	15710272.925180692
26	105457.28708253085	61784.53211357574	517669.6156026716	2542982.8638317944	2497688.095347009	15715564.752951922
27	108929.5332884567	63272.55036669664	533280.1612040186	2539875.6963193775	2499713.1159127774	15720252.592206137
28	112488.63687299965	64809.62581549578	549333.257865223	2536651.7224382446	2501668.8195118555	15724322.020488925
29	116136.72509084742	66396.97783810578	565840.3009797902	2533308.1518245437	2503553.619523592	15727758.312630204
30	119875.95515672221	68035.85318470857	582812.9019548219	2529842.147850101	2505365.892539232	15730546.439389864
31	123708.51341698291	69727.52617025432	600262.8875545431	2526250.8282134426	2507103.9779348625	15732671.066307887
32	127636.61485112387	71473.29873149293	618202.299158184	2522531.2653366164	2508766.177705098	15734116.553623026
33	131662.50171757856	73274.5006511757	636643.3911492024	2518680.4873942775	2510350.7559044873	15734866.95533475
34	135788.44271730166	75132.48958519322	655598.6292672969	2514695.4790275935	2511855.938472041	15734906.019766454
35	140016.73183626487	77048.65111259716	675080.6883996394	2510573.1823228607	2513279.912972308	15734217.190233514
36	144349.68706257027	79024.39875036506	695102.4498881544	2506310.4979238864	2514620.828366357	15732783.60618352
37	148789.6489917518	81061.17392654039	715676.9983510973	2501904.2862712434	2515876.7948306096	15730588.104889404
38	153338.97930430534	83160.44591123071	736817.6179770145	2497351.3689822005	2517045.8836185867	15727613.22370246
39	158000.05910806503	85323.71170318393	758537.7882618062	2492648.5303793023	2518126.1269682855	15723841.202898506
40	162775.28713941431	87552.49586907761	780851.179158413	2487792.5191747113	2519115.51805843	15719253.989152256
41	167667.07781712664	89848.35033227746	803771.645606137	2482780.0503178625	2520012.01101727	15713833.239678372
42	172677.8591435406	92212.85410864491	827313.2214123149	2477607.8070124593	2520813.5209867004	15707560.32707019
43	177810.07044742792	94647.61298652596	851490.1124560416	2472272.442909496	2521517.924244988	15700416.34487119
44	183066.15995893444	97154.25914438535	876316.6891576152	2466770.5844895523	2522123.0583954286	15692382.1139481
45	188448.58221606442	99734.4507077469	901807.4782152972	2461098.833632641	2522626.722619325	15683438.18965944
46	193959.7952928908	102389.87123840024	927977.1535500434	2455253.77038941	2523026.678001155	15673564.869892554
47	199602.25784521675	105122.22915366563	954840.5264330909	2449231.9559584716	2523320.647928597	15662742.203998001
48	205378.4259675977	107933.25707186552	982412.5347597513	2443029.9358776077	2523506.318571866	15650950.002665242
49	211290.74985633537	110824.71108037006	1010708.2314349608	2436644.243435758	2523581.339446607	15638167.848781
50	217341.67027310454	113798.36992249094	1039742.7718357575	2430071.403312702	2523543.3240647134	15624375.109312482
51	223533.6148041712	116856.03409945259	1069531.4003161145	2423307.9354530834	2523389.850677513	15609550.94825755
52	229868.99291792896	119999.5260279417	1100089.4397136082	2416350.359190925	2523118.4612108576	15593674.330347613
53	236350.19484828715	123230.68519220345	1131432.2621803686	2409195.197773248	2522726.6684371275	15576724.07057033
54	242979.58386654872	126551.37135076006	1163575.2889343118	2401838.9826110164	2522211.949807082	15558678.810438422
55	249759.49319011654	129963.46121787996	1196533.9648844064	2394278.258367826	2521571.7519753356	15539517.054454343
56	256692.2209345575	133468.84736840572	1230323.7408980015	2386509.5880721486	2520803.4915971057	15519217.186370693
57	263780.0250650519	137069.43674694543	1264960.0538565286	2378529.5585161615	2519904.5567233064	15497757.489415541
58	271025.1181126997	140767.14907005342	1300458.3055486265	2370334.7859290084	2518872.308317981	15475116.16785619
59	278429.66166342027	144563.91511096372	1336833.840348851	2361921.921922545	2517704.081906081	15451271.36995355
60	285995.76061656134	148461.67486555732	1374101.921667442	2353287.659712955	2516397.189354964	15426201.212334456
61	293725.4572793079	152462.3755852914	1412277.70719221	2344428.7405638527	2514948.9208044386	15399883.805791635
62	301620.72508317843	156567.96970989206	1451376.2227695554	2335341.960633366	2513356.5467150193	15372297.282605706
63	309683.4620255406	160780.4126773189	1491412.3349558993	2326024.178141058	2511617.3200563774	15343419.825398294
64	317915.48429239163	165101.66053377234	1532400.7225219759	2316472.320468443	2509728.4787118398	15313229.697390035
65	326318.5192628605	169533.6674793267	1574355.8464208932	2306683.3918688507	2507687.2479710123	15281705.274308827
66	334894.1984434395	174078.38325061728	1617291.9185217666	2296654.481326793	2505490.843204747	15248825.077825876
67	343644.05018521246	178737.75036626688	1661222.869026779	2286382.7706901412	2503136.4726996548	15214567.810564632
68	352569.4922045536	183513.70123091858	1706162.3125830197	2275865.5430581747	2500621.340657257	15178912.392685171
69	361671.8239170977	188408.15509631555	1752123.5130995552	2265100.191417149	2497942.6503604683	15141838.000043768
70	370952.21859642636	193423.01487825124	1799119.3472860248	2254084.227513315	2495097.607509718	15103324.103921402
71	380411.71537049103	198560.16382863565	1847162.2669351539	2242815.290951625	2492083.42373061	15063350.512308698
72	390051.2171712218	203821.46310080186	1896264.2801338027	2231291.1525943913	2488897.3197752237	15021897.396000883
73	399871.4645976966	209208.74523255517	1946436.8528668554	2219509.741266671	2485536.530580221	14978945.380590508
74	409873.0450728018	214723.81317504728	1997690.9246272305	2207469.1365713943	2481998.308202927	14934475.54605523
75	420056.3782156143	220368.43525992622	2050036.8455932497	2195167.5847838786	2478279.9266116754	14888469.491345108
76	430421.7078842835	226144.34147527357	2103484.3359937295	2182603.50804315	2474378.6857049474	14840909.379577264
77	440969.09324080124	232053.2191266155	2158042.440304719	2169775.5148708443	2470291.916029898	14791777.98969769
78	451698.4002066121	238096.70855293877	2213719.4823083538	2156682.4102590475	2466016.983460223	14741058.767274685
79	462609.293047217	244276.3987883361	2270523.020146345	2143323.205676066	2461551.2939570993	14688735.87557287
80	473701.22512544115	250593.82263894184	2328459.7959359996	2129697.1301388107	2456892.2989952597	14634794.253080064
81	484973.43106060615	257050.4523350422	2387535.6919718264	2115803.6396918665	2452037.500384566	14579219.66384811
82	496424.91800348274	263647.69457423186	2447755.681283333	2101642.4280195213	2446984.455790128	14521998.754577199
83	508054.4574942661	270386.88565314293	2509123.7798933336	2087213.4364655782	2441730.784175039	14463119.110046713
84	519860.57726482174	277269.2864201241	2571642.9979420067	2072516.864204637	2436274.1714785467	14402569.310235625
85	531841.5533843033	284296.0771824042	2635315.2912161453	2057553.1781155197	2430612.3763720235	14340338.987335218
86	543995.4026065423	291468.3525190693	2700141.51255255	2042323.1225180011	2424743.2361528217	14276418.883298457
87	556319.8750342701	298787.11603086	2766121.363534484	2026827.7286493026	2418664.6727425493	14210800.907473244
88	568812.4471141935	306253.2750330293	2833253.3465635343	2011068.3238645145	2412374.6987844324	14143478.194238944
89	581470.3150207563	313867.63520623755	2901534.717526576	1995046.540500055	2405871.423825097	14074445.160421696
90	594290.3884686853	321630.895218873	2970961.4392350637	1978764.3243564938	2399153.060567572	14003697.562304521
91	607269.2850035507	329543.64133617625	3041528.1358443163	1962223.9427476742	2392217.931180216	13931232.55201662
92	620403.3248166916	337606.34203212993	3113228.048459726	1945427.9920655203	2385064.4736455576	13857048.733085103
93	633688.5261327178	345819.34262117674	3186052.992147905	1928379.404807687	2377691.248131795	13781146.214919671
94	647120.6012172475	354182.85992769676	3259993.314575998	1911081.4560153696	2370096.9433686966	13703526.665993666
95	660694.95305263	362696.97701208276	3335037.8565088836	1893537.7690681142	2362280.3830085844	13624193.36547664
96	674406.6727287739	371361.63797309116	3411173.9143986455	1875752.320782723	2354240.531952067	13543151.253067002
97	688250.5375954135	380176.6428469364	3488387.205304636	1857729.445763756	2345976.5026172637	13460406.976767428
98	702221.0102209289	389141.64262432454	3566661.8343850886	1839473.8399539848	2337487.5611303374	13375968.938341185
99	716312.2382012851	398256.1344072728	3645980.2652026108	1820990.5633343477	2328773.1334143323	13289847.336184127
100	730518.0548607175	407519.4567281376	3726323.293085937	1802285.0417245599	2319832.811152569	13202054.205345169
