	A	I1	I2	S
0	500.0	10000.0	2000.0	2500.0
1	962.7881166936334	10779.11231872729	1921.1130292309376	2267.904081533498
2	1166.2366624967342	11348.01735549991	1860.3710494832528	2160.2754032761695
3	1263.3965637227304	11796.971049413332	1813.7453142062125	2105.414745507346
4	1321.219412717834	12170.331702981248	1778.1728084072472	2071.754116891524
5	1361.499084493065	12487.221490662894	1751.4755832716496	2048.6927973837555
6	1393.1179354170554	12758.967368934382	1731.9266111479478	2031.6015114351417
7	1418.877280529488	12992.719595420866	1718.1604192501968	2018.7000684460686
8	1440.9476290025445	13194.531541480144	1709.026668579832	2008.5972852206467
9	1460.223792438438	13369.752939761125	1703.4442645257448	2000.489311998707
10	1477.0726947144412	13521.752546896629	1700.7416561512487	1993.983339469262
11	1491.830153751907	13653.437569866466	1700.347372584952	1988.8027763948653
12	1504.7819479218222	13767.514477364759	1701.751008799229	1984.6885387160096
13	1516.1659375150216	13866.372498183897	1704.5209375177412	1981.4255424343437
14	1526.18229855108	13952.083907090813	1708.3010057050803	1978.8403849359324
15	1535.002029352127	14026.433592927599	1712.8012632995087	1976.7964732287805
16	1542.7727718287608	14090.956868896443	1717.7878869011877	1975.1865168774345
17	1549.622792623986	14146.975152556182	1723.073931753681	1973.9258973948727
18	1555.6639103269804	14195.627232983294	1728.51131392069	1972.9472901891359
19	1560.993811868777	14237.895803930604	1733.9840117429005	1972.1966328571032
20	1565.6979708793415	14274.629826148592	1739.4023542701757	1971.6301619975332
21	1569.8512697392043	14306.56339621456	1744.6982429704442	1971.2122401892038
22	1573.5193828148354	14334.331742996626	1749.8211635498458	1970.9137361414357
23	1576.7599614069384	14358.484856605062	1754.7348632491019	1970.710789161161
24	1579.6236528209263	14379.499149390567	1759.4145876321847	1970.583843888051
25	1582.1549802165578	14397.787464660014	1763.8447874134067	1970.5168808914502
26	1584.393105020826	14413.707686356272	1768.0172199420156	1970.4967942573103
27	1586.3724895951311	14427.570156656671	1771.9293818069	1970.5128831038007
28	1588.1234745741324	14439.64407349115	1775.5832189784933	1970.556433589554
29	1589.6727827590807	14450.16301273507	1778.9840692867672	1970.6203739864027
30	1591.0439594977206	14459.329697924719	1782.139799106888	1970.6989893392642
31	1592.2577579584008	14467.32012229099	1785.060102101702	1970.787685014119
32	1593.3324764838005	14474.287112785354	1787.755932927	1970.8827905093233
33	1594.2842542044325	14480.363412982575	1790.2390530851158	1970.9813965199273
