	Tstar	V	Vin	Vni
0	15061.32075	1860000.0	1860000.0	0.0
1	15011.958212014657	1859672.3180181899	1577397.7376077885	282274.5804104026
2	14877.146300990951	1857615.8741488454	1337733.130436983	519882.74371186335
3	14673.726583437949	1852656.958033402	1134482.3728383537	718174.5851950478
4	14415.821586165246	1844089.2739705872	962112.8646638803	881976.4093067062
5	14115.254568152002	1831556.059738692	815932.6107850147	1015623.4489536767
6	13781.905237716783	1814957.358272217	691962.5023087704	1122994.8559634467
7	13424.011158374004	1794377.515214651	586828.0030414481	1207549.5121732024
8	13048.423106687442	1770028.8918453206	497667.29267205036	1272361.599173269
9	12660.821388678423	1742208.5351207163	422053.36642172374	1320155.1686989914
10	12265.8990568322	1711265.162376459	357927.9706157168	1353337.1917607414
11	11867.517066439412	1677574.3223104482	303545.5758488409	1374028.7464616075
12	11468.83564391526	1641520.0057627347	257425.86269179432	1384094.1430709406
13	11072.425490266969	1603481.3158391279	218313.42656718596	1385167.8892719392
14	10680.361892047815	1563823.0807138814	185143.60492418043	1378679.4757896971
15	10294.304344891527	1522889.5151528523	157013.49652771992	1365876.0186251288
16	9915.563898657443	1481000.2175654047	133157.38397723844	1347842.8335881624
17	9545.160097211507	1438447.9358883072	112925.89044726056	1325522.0454410426
18	9183.869100988035	1395497.654027424	95768.30328467378	1299729.3507427464
19	8832.264338885769	1352386.646101751	81217.58329948022	1271169.062802267
20	8490.750831168772	1309325.2225686929	68877.65169432276	1240447.5708743662
21	8159.594151301843	1266497.9539348905	58412.60857835903	1208085.34535653
22	7838.944847346406	1224065.2070185551	49537.58958114927	1174527.6174374043
23	7528.859018579918	1182164.8679672875	42011.011683213816	1140153.856284071
24	7229.315637060764	1140914.157350101	35627.997195838645	1105286.16015426
25	6940.231114093873	1100411.467209567	30214.796867155517	1070196.6703424093
26	6661.471535256315	1060738.1692315412	25624.06033381319	1035114.1088977263
27	6392.862923161027	1021960.3582327757	21730.82516084203	1000229.5330719325
28	6134.199832313317	984130.5067990724	18429.115293133582	965701.3915059381
29	5885.25253398151	947289.0158305181	15629.056328022725	931659.9595024948
30	5645.7730096396435	911465.6525171548	13254.429082155422	898211.2234349988
31	5415.499938133944	876680.8723244322	11240.594864257935	865440.277460174
32	5194.16283344962	842947.0252851209	9532.735972251017	833414.2893128695
33	4981.485465927194	810269.4495518395	8084.363524755215	802185.0860270833
34	4777.188679450729	778647.4570087829	6856.052007548754	771791.4050012336
35	4580.992699877301	748075.2169521804	5814.366088975041	742260.850863205
36	4392.619015358159	718542.5445786912	4930.950491649083	713611.5940870414
37	4211.791896811234	690035.601389088	4181.7581450575635	685853.8432440293
38	4038.239616292845	662537.5147081374	3546.3956114906273	658991.1190966455
39	3871.6954121252875	636028.9234273345	3007.5679646575786	633021.3554626757
40	3711.898242081006	610488.4568354539	2550.6080124921377	607937.8488229609
41	3558.5933595403317	585893.1530736578	2163.0770475579116	583730.0760260993
42	3411.5327421148136	562218.8233577522	1834.4262586488503	560384.3970991028
43	3270.4753976445163	539440.3676866603	1555.7095861549255	537884.6581005049
44	3135.187568587447	517532.04731531505	1319.3402051602466	516212.70711015456
45	3005.4428525263147	496467.7188297509	1118.884007948892	495348.8348218018
46	2881.02225373171	476221.03423300374	948.884463878276	475272.1497691254
47	2761.714178358029	456765.61103668186	804.7140895693987	455960.8969471124
48	2647.314383851488	438075.1759627938	682.4484861920362	437392.72747660184
49	2537.625891458072	420123.68549428706	578.7595151391785	419544.9259791481
50	2432.458869289026	402885.4261734847	490.82470419723444	402394.60146928736
51	2331.630492191229	386335.0972348897	416.25041826416884	385918.8468166251
52	2234.9647836471854	370447.87787305686	353.006703253941	370094.8711698026
53	2142.2924440648794	355199.481186095	299.37202961256486	354900.1091564821
54	2053.4506690875946	340566.19659996865	253.88643129973087	340312.31016866845
55	1968.2829609373255	326524.9223663946	215.31176470091222	326309.6106016932
56	1886.6389352855365	313053.1895366466	182.5980056576633	312870.59153098863
57	1808.3741257063668	300129.17864287924	154.8546672142248	299974.3239756648
58	1733.349787398168	287731.7301663784	131.3265600668375	287600.40360631136
59	1661.43270154826	275840.3497367171	111.37323588093051	275728.97650083626
60	1592.4949814545726	264435.20888555364	94.45155393026941	264340.7573316233
61	1526.41388129815	253497.1420723797	80.10089649779306	253417.0411758819
62	1463.0716082767215	243007.64060551024	67.93063060070027	242939.70997490952
63	1402.3551386551674	232948.84399865256	57.60947474352332	232891.23452390908
64	1344.1560381602178	223303.52923051166	48.85648124998784	223254.6727492617
65	1288.3702870391692	214055.09831077678	41.43338870534085	214013.66492207142
66	1234.8981100132598	205187.56449966726	35.13813634782571	205152.42636331936
67	1183.6438112822339	196685.5374790726	29.799363859908098	196655.7381152126
68	1134.5156146755476	188534.2077303595	25.271746846709927	188508.93598351275
69	1087.4255089952421	180719.33033646052	21.432041022552742	180697.8982954378
70	1042.2890985544138	173227.20839322242	18.17572743095647	173209.03266579125
71	999.0254588817091	166044.67618663146	15.414167381472216	166029.26201924964
72	957.5569975351511	159159.08226791298	13.0721896532787	159146.01007825942
73	917.8093199470726	152558.27253716558	11.086044292880807	152547.1864928724
74	879.7111002047808	146230.5734277379	9.40166730466545	146221.17176043295
75	843.1939566583002	140164.77526762482	7.973208998002133	140156.80205862652
76	808.1923322364468	134350.11588042622	6.761785932800299	134343.35409449306
77	774.6433793450246	128776.26447661279	5.734422490741772	128770.53005412169
78	742.4868492155908	123433.3058756993	4.863153259953048	123428.44272243897
79	711.6649855698521	118311.72509126374	4.124261801084263	118307.60082946227
80	682.1224224627633	113402.39230334177	3.4976350722318834	113398.89466826906
81	653.8060861666562	108696.5482364183	2.9662159408878566	108693.58202047694
82	626.6651009589741	104185.78995588548	2.515538878767778	104183.27441700625
83	600.6506986773888	99862.05709132407	2.133336202254329	99859.92375512132
84	575.7161319076946	95717.61849114185	1.8092041392478702	95715.8092870021
85	551.8165906721877	91745.05930991385	1.5343196323513038	91743.52499028106
86	528.9091224889374	87937.26852710906	1.3012001703792964	87935.96732693825
87	506.9525556753436	84287.42689368696	1.1035001101961484	84286.32339357633
88	485.90742577258607	80788.99530123288	0.935837944794123	80788.05946328766
89	465.73590497096234	77435.70356682556	0.7936498155404027	77434.90991700959
90	446.401734419717	74221.53962565924	0.6730652814548402	74220.86656037737
91	427.8701593084466	71140.7391224878	0.5708019635745653	71140.16832052378
92	410.1078666109158	68187.7753922485	0.4840761967576206	68187.29131605131
93	393.0829253856843	65357.349819662966	0.41052725678051044	65356.93929240576
94	376.76472953161147	62644.38256722172	0.34815310004410793	62644.034414121255
95	361.12394289990925	60044.00366069302	0.2952558668696067	60043.70840482574
96	346.1324466678996	57551.54442112611	0.2503956647482403	57551.294025460964
97	331.76328888320097	55162.52923226363	0.21235137370914578	55162.31688088953
98	317.99063609036136	52872.667632265904	0.18008740670735446	52872.48754485881
99	304.7897269553759	50677.8467187321	0.15272552039222007	50677.69399321132
100	292.13682780667256	48574.12385610862	0.12952090879103292	48573.99433519945
