	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_7	species_8	species_9
0	6.69999967736e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	6.303703525533358e-05	7.6143769653679e-08	5.447400959265236e-07	1.5118936924807933e-07	8.494106675898727e-08	7.196594877598852e-08	1.9995038275768757e-06	7.576418346941207e-07	1.421307239043351e-07	1.3801132853673564e-07
2	5.930836938611843e-05	1.477858165805567e-07	1.0572744200455062e-06	2.934402183428956e-07	1.648603026786709e-07	1.3967717325038038e-07	4.664944834155231e-06	7.388835768372792e-07	2.23315217073776e-07	2.6786324052428223e-07
3	5.580023423315948e-05	2.1519061820924692e-07	1.5394950701672972e-06	4.272776877627091e-07	2.400527416800441e-07	2.0338363962745726e-07	7.231411610542779e-06	6.957205622090509e-07	2.6653988654050137e-07	3.900351038932924e-07
4	5.2499587737178147e-05	2.786087627811292e-07	1.9931947794763455e-06	5.531993399256595e-07	3.107979238047524e-07	2.6332218698972067e-07	9.6675891422175e-06	6.54477615899848e-07	2.8633640588103787e-07	5.049811122864737e-07
5	4.9394170195525196e-05	3.38275806450419e-07	2.4200587401115087e-06	6.716728898731785e-07	3.773586202698199e-07	3.19715447106063e-07	1.1972939172841622e-05	6.155832176978089e-07	2.917836688642079e-07	6.131282135412672e-07
6	4.647243665525394e-05	3.9441357227388385e-07	2.8216738962675898e-06	7.831387845149729e-07	4.399822825365978e-07	3.727730721491214e-07	1.4149966901566755e-05	5.792526473342684e-07	2.886074076801609e-07	7.148784641214366e-07
7	4.372351317373026e-05	4.472309906131596e-07	3.199534956517031e-06	8.880118713131021e-07	4.98901979809256e-07	4.2269252898679084e-07	1.6203565920852254e-05	5.449387186966604e-07	2.8041652035698023e-07	8.106105523544992e-07
8	4.113717963494329e-05	4.969244292996718e-07	3.5550467558425794e-06	9.866820538500772e-07	5.543367673454249e-07	4.696594112318108e-07	1.813873869646403e-05	5.128797460780578e-07	2.6944719598557944e-07	9.006803968588815e-07
9	3.8703820809860264e-05	5.436786339539025e-07	3.889530982774775e-06	1.079516158905805e-06	6.064927354155779e-07	5.138483279680324e-07	1.9961875125252362e-05	4.823564377989603e-07	2.5706326724017274e-07	9.85422850881803e-07
10	3.6414390062584426e-05	5.876674253300248e-07	4.204231168264776e-06	1.1668593210895273e-06	6.555637872156228e-07	5.554235628334723e-07	2.167805219962427e-05	4.5406812907493195e-07	2.441068653726592e-07	1.0651529662432586e-06
11	3.42603755771962e-05	6.290543482284932e-07	4.500317328069526e-06	1.2490362713061757e-06	7.017323627518356e-07	5.945396873286699e-07	2.3294106379877883e-05	4.268929232087092e-07	2.3109061490533493e-07	1.1401671694964476e-06
12	3.2233768779996024e-05	6.679932782265049e-07	4.7788903033617764e-06	1.3263525414668304e-06	7.451701156701382e-07	6.313421342573441e-07	2.4814366457338155e-05	4.020539126861049e-07	2.1832165147716552e-07	1.210744361632678e-06
13	3.0327034602381445e-05	7.046289930427803e-07	5.040985848330508e-06	1.3990955989778733e-06	7.860385506337085e-07	6.659677377417969e-07	2.624597912009917e-05	3.777397117195436e-07	2.0597727904002138e-07	1.277146953685629e-06
14	2.8533083499847844e-05	7.390977101604364e-07	5.287578476388411e-06	1.4675359142329654e-06	8.244896230603022e-07	6.985452413477458e-07	2.7591898026414387e-05	3.5608694357831766e-07	1.941538798518263e-07	1.3396218411780791e-06
15	2.6845245122216e-05	7.71527592723429e-07	5.519585079405299e-06	1.5319279651097272e-06	8.606663034676161e-07	7.291957762234758e-07	2.8859923900255288e-05	3.3412885398907075e-07	1.8289746820445263e-07	1.3984013210641615e-06
16	2.5257243538517148e-05	8.020392255620283e-07	5.737868333241686e-06	1.5925111821552985e-06	8.947031084965349e-07	7.58033311006971e-07	3.0050973396942198e-05	3.155251380031302e-07	1.722231232355021e-07	1.4537039545302042e-06
17	2.3763173587757056e-05	8.307460695858193e-07	5.943239948521468e-06	1.6495108508189352e-06	9.267266078025854e-07	7.851650812874908e-07	3.117565023953469e-05	2.939958237723953e-07	1.6212727038630074e-07	1.505735390586494e-06
18	2.235747977650829e-05	8.577548672423129e-07	6.136463571323122e-06	1.7031389165215764e-06	9.568558763593511e-07	8.106919728176679e-07	3.222885276339641e-05	2.7872178021711344e-07	1.5259506755095163e-07	1.5546891009649827e-06
19	2.1034935799693235e-05	8.8316603600166e-07	6.318257598208459e-06	1.7535947659503098e-06	9.852029334045798e-07	8.347088934086859e-07	3.322285648050759e-05	2.6127229067461045e-07	1.43605249574533e-07	1.6007470933141864e-06
20	1.979062292791832e-05	9.07074083619287e-07	6.489298147052797e-06	1.80106605159459e-06	1.0118732056803338e-06	8.57305165408478e-07	3.415493538801561e-05	2.4799586600008755e-07	1.351338182848292e-07	1.6440806638667816e-06
21	1.8619914075078157e-05	9.295679142586467e-07	6.650221247077537e-06	1.845729299576739e-06	1.0369658689237392e-06	8.785648150282772e-07	3.503684805488622e-05	2.305448959530699e-07	1.27154960489839e-07	1.6848509522900888e-06
22	1.751845570486116e-05	9.507311761370029e-07	6.801625325942667e-06	1.8877505999296564e-06	1.0605742356781493e-06	8.985669009139347e-07	3.5860305503056804e-05	2.204193663895111e-07	1.1964268671304222e-07	1.7232095717974652e-06
23	1.648215175693819e-05	9.70642570365318e-07	6.944073419218006e-06	1.9272862198224044e-06	1.082786099814956e-06	9.173858060405239e-07	3.6643136917512756e-05	2.0281238329355305e-07	1.125713565791362e-07	1.7592991689236259e-06
24	1.5507148191525392e-05	9.893761479067888e-07	7.0780952948540855e-06	1.964483193194448e-06	1.1036840678013336e-06	9.35091518377493e-07	3.736379332835185e-05	2.021173315057165e-07	1.059161451168774e-07	1.7932539617648991e-06
25	1.4589819005572651e-05	1.0070015782597783e-06	7.204189375366553e-06	1.9994798542464888e-06	1.1233458584255496e-06	9.517498848296288e-07	3.806669479899099e-05	1.7659073307825055e-07	9.965322666085009e-08	1.825200226969675e-06
26	1.3726753181154598e-05	1.0235844002295457e-06	7.322824531882041e-06	2.0324063353672087e-06	1.1418445825416907e-06	9.674228482495578e-07	3.870570443005664e-05	1.748876752761192e-07	9.3759891430694e-08	1.8552567542646193e-06
27	1.2914740970850517e-05	1.0391862854389725e-06	7.434441969320105e-06	2.0633850903542918e-06	1.1592490370251962e-06	9.821686964902907e-07	3.932181402044202e-05	1.583861272247289e-07	8.82146013513598e-08	1.88353532407045e-06
