time	CIS	CISRNA	CISnRNA1	CISnRNA2	CISnRNA3	CISnRNA4	CISnRNA5	Epo	EpoRJAK2	EpoRJAK2_CIS	EpoRpJAK2	SHP1	SHP1Act	SOCS3	SOCS3RNA	SOCS3nRNA1	SOCS3nRNA2	SOCS3nRNA3	SOCS3nRNA4	SOCS3nRNA5	STAT5	npSTAT5	p12EpoRpJAK2	p1EpoRpJAK2	p2EpoRpJAK2	pSTAT5
30.0.	0.5693523982789991	0.028776376034822002	1524.968278740549	1231.4076638919023	866.5280020705451	533.1528805077417	289.1497906726695	1.24997e-07	3.5910214956959248	1.464210969301572e-28	0.15565328177082602	26.60531773788839	0.119782262111589	3.291615769976206	0.018955253821953	0.0018762791233120002	0.0018770180248690001	0.0018749407492230001	0.0018697694636950002	0.00186120458638	31.688327606601796	19.14126382920881	0.078010920293129	0.026938545156253	0.12459575708386601	34.90555351080407
33.0.	0.9249521554459541	0.040078535410001004	1567.6165717766773	1343.734583444893	1017.175228344249	679.5413339485397	402.7066394124211	1.24997e-07	3.615646468349983	7.804688951930373e-29	0.15225684171378	26.600830736227696	0.124269263772283	3.9146506963942143	0.022543067196927002	0.001855040945743	0.0018628276876890002	0.0018685300378100001	0.0018719287892710003	0.0018727871011570002	34.01797397757103	18.859109604992423	0.067327147642278	0.025457225272828003	0.11553231702113001	32.7698881689838
36.0.	1.400092606153879	0.052516578668115	1583.8841370247865	1426.371923009003	1148.6722245161404	823.946655273568	527.6737041984791	1.24997e-07	3.636252839790452	3.625295130127377e-29	0.149078761511414	26.59690005762408	0.12819994237589902	4.521538357748719	0.0260378929294	0.00181640490859	0.001829318542728	0.001840722809263	0.0018504456044680002	0.0018583006733180001	36.30552023069511	18.417295335630907	0.058969699665627005	0.024144837019851	0.10777386201265501	30.786089226046062
39.0.	2.000811322968204	0.065489669035293	1578.998499270204	1481.4870623058578	1257.6767155630464	959.6196796277791	658.0143119607003	1.24997e-07	3.653658674323683	1.684546267244413e-29	0.146134861661832	26.593440906407857	0.13165909359212302	5.1042137375447965	0.029393288274779	0.001765397591221	0.001781934508209	0.0017974117599740002	0.001811694871658	0.0018246380711100002	38.528310909735005	17.86322683692969	0.052326053815052	0.022984941593136	0.10111546860629601	28.944220639863637
42.0.	2.726489511540112	0.078401768706594	1557.6138742546796	1512.221404548432	1342.991026049413	1081.4314699243046	787.7402321381899	1.24997e-07	3.668466224396748	1.0234427634664319e-29	0.143428428735646	26.590384509769123	0.13471549023085802	5.657115337514762	0.032577227151441006	0.001705937484449	0.0017249266758240002	0.0017432060796570001	0.0017606711795410002	0.001777208468892	40.670443724896586	17.233793818555238	0.04697685922803	0.021961448266493003	0.095387039373082	27.23482302483494
45.0.	3.57039946239144	0.090719148533419	1523.7288277267437	1522.126308320496	1405.0370378789228	1185.9593387199432	911.4894017802834	1.24997e-07	3.681135745320968	6.913610281952256e-30	0.140954884523566	26.587674243732707	0.13742575626727901	6.176623169642961	0.035568863785117005	0.001641061961973	0.0016615967822020002	0.0016816923808750002	0.0017012680342960002	0.001720235881685	42.72122116972528	16.5575307508726	0.042623277738784	0.021059203626635003	0.090446888790045	25.648976439038535
48.0.	4.520741084965332	0.10200635290184201	1480.691619372023	1514.7868672108627	1445.354156969739	1271.3598639275767	1024.8871917535519	1.24997e-07	3.69202744260505	4.493419505706785e-30	0.13870476432755702	26.58526296341471	0.13983703658527702	6.660611963256904	0.038355959820024	0.0015731093368850002	0.0015944928002100001	0.0016156447319170002	0.0016365032632340002	0.001657000871679	44.67395306069181	15.85634802106694	0.039046767394096	0.020264282489420003	0.08617674318387501	24.178307674813876
51.0.	5.561930929024197	0.111942558024005	1431.2506118369067	1493.5895726592757	1466.1700346853302	1337.1226258110396	1124.7106980391814	1.24997e-07	3.701427988434788	3.3180802439457464e-30	0.136665728809464	26.583111063427822	0.14198893657216002	7.108097145624888	0.040932845675199	0.0015038644836720002	0.001525565524249	0.0015471929844210002	0.00156869990471	0.0015900348568980002	46.525021170662804	15.146915626514861	0.036084448591603	0.019564104579129	0.08247772958501501	22.81497433609792
54.0.	6.675947476115339	0.120322463515037	1377.624413603314	1461.5938685773265	1470.0613612801521	1383.7763127637759	1208.8976555077165	1.24997e-07	3.7095684807538882	2.7120487622474603e-30	0.134823937371393	26.581185020812434	0.14391497918755802	7.518955143224633	0.043298809881287	0.0014346751094380002	0.0014562936661600002	0.0014779573392740002	0.0014996309304900002	0.0015212757180200001	48.27314517707385	14.441767428446262	0.033613064992654006	0.018947440698444	0.07926707618362	21.551639715859505
57.0.	7.843590416383397	0.127046472740855	1321.5772129304924	1421.474958353451	1459.7032046484583	1412.5958116437735	1276.4477523578935	1.24997e-07	3.716637178390867	1.9960298756907694e-30	0.133164976339122	26.579456275124517	0.145643724875476	7.893703045106044	0.045456830257779	0.0013665444703780001	0.0013877836505390001	0.0014091557465200002	0.001430634812341	0.0014521921316950001	49.91880561486084	13.750181360530192	0.031538124865147	0.018404351446124	0.07647536895873801	20.381444699765296
60.0.	9.045565095317148	0.132104564175928	1264.4913943041638	1375.5129486871633	1437.695880255791	1425.3392240704702	1327.2605720319275	1.24997e-07	3.722788823373085	1.47197442419491e-30	0.131674472682958	26.57790035311937	0.14719964688063802	8.23332558793909	0.047412577595369	0.00130020522629	0.0013208491362240002	0.00134168951853	0.0013627076821520001	0.0013838827652150002	51.46379034298451	13.078880329883326	0.029786347604591003	0.017926088730211003	0.074044267609153	19.29797943021179
63.0.	10.263348700305613	0.13555742600908502	1207.4335320472387	1325.610222412534	1406.4547623915178	1424.0288675	1361.9460495016936	1.24997e-07	3.728151622699211	1.271788190075828e-30	0.130338486322498	26.576496175626314	0.148603824373701	8.539139807089512	0.049173636240645004	0.0012361782111	0.0012560743179350002	0.0012762115042330002	0.0012965767453140002	0.0013171553223780001	52.91083865691517	12.432589775900114	0.028300301639657	0.017504980537893	0.071924608800738	18.295255872145027
66.0.	11.47982908237322	0.13751745650365801	1151.2122085337594	1273.3244178230757	1368.1482834009123	1410.7801250437249	1381.6335859196313	1.24997e-07	3.732832567434081	1.148640016766102e-30	0.12914374805088302	26.575225502786342	0.14987449721367802	8.812689627190835	0.05074889708935101	0.0011748191510250001	0.00119386426445	0.0012131803211060002	0.0012327587006960002	0.0012525894674320001	54.26336280106162	11.814480723343987	0.027034535899564	0.017134312053812002	0.070074836561656	17.36768170163136
69.0.	12.679730334045297	0.13813132307581902	1096.4274340208335	1219.908566093816	1324.6709427267813	1387.6757140756056	1387.7968279232425	1.24997e-07	3.736921539660784	9.269250681743366e-31	0.128077791263209	26.57407248594243	0.15102751405759202	9.055664217781288	0.052148087432349007	0.001116355758484	0.0011344849029720002	0.0011529034491900001	0.001171606179941	0.0011905868628680001	55.525230904809746	11.226521414300361	0.025952750749768	0.016808210956205	0.06845970737003	16.510035622851113
