[AA]	[5-HPETE]	[5-HETE]	[LTA4]	[LTB4]	[w-LTB4]	[PLA2]	[15-LOX]	[12-LOX]	[COX-2]	[PGES]	[15-HPETE]	[TXAS]	[5-LOX]	[LTA4H]	[CYP4F3]	[PHGPx]	[exo-AA]	[15-HETE]	[12-HPETE]	[12-HETE]	[PGH2]	[PGE2]	[TXA2]	[TXB2]
0.001	0.001	0.001	0.001	0.001	0.001	1.5	1.5	0.5	0.2	0.5	0.001	0.5	5.0	0.76	0.07	0.8	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.001
0.1436311079246634	-7.148052236219457e-181	0.031761637193569794	4.459204551278838e-134	8.322212995897741e-136	90.09628029216496	1.5	14.999999999999956	0.0	0.2	0.5	32.85045691815052	0.0	-1.8519446156493786e-179	0.002054075479542113	0.07	0.8	0.0	2718.242719113383	0.0	0.26352141558395675	0.36996491783175073	432.174726812352	-4.480029672264227e-139	0.012596385101550348
0.1436993152777827	2.2474940223039294e-231	7.872922763923867e-05	5.828077631980893e-172	7.446945727989334e-174	90.09628029216496	1.5	14.99999999999998	0.0	0.2	0.5	32.875995456354396	0.0	6.255293038274004e-230	0.002054075479542113	0.07	0.8	0.0	2719.346008084132	0.0	0.26352141558395675	0.2648671770949421	618.508093254104	1.0202945138499712e-178	3.122331711201105e-05
0.143735336387841	1.6391831199778184e-260	1.9515029622866474e-07	-5.864403932265398e-189	-7.491025643474028e-191	90.09628029216496	1.5	14.999999999999984	0.0	0.2	0.5	32.889524778501865	0.0	4.6141229248178024e-259	0.002054075479542113	0.07	0.8	0.0	2719.932867831045	0.0	0.26352141558395675	0.21757386350093094	762.1849860566682	-7.359071569058493e-197	7.739488581764798e-08
0.143756953823342	-3.46346567002179e-282	4.837304873274868e-10	7.212175332485365e-201	9.212595662336995e-203	90.09628029216496	1.5	14.999999999999988	0.0	0.2	0.5	32.8976359157049	0.0	-5.760068054670721e-280	0.002054075479542113	0.07	0.8	0.0	2720.2840557983614	0.0	0.26352141558395675	0.18920041627079168	883.5518378591644	-2.6853679429269656e-210	1.918432436779818e-10
0.1437717537443836	1.0125597632380093e-297	1.199063797229056e-12	-7.844053609038681e-211	-1.0019736627417652e-212	90.09628029216496	1.5	14.99999999999999	0.0	0.2	0.5	32.903185971680664	0.0	2.509063553416789e-296	0.002054075479542113	0.07	0.8	0.0	2720.5241088327216	0.0	0.26352141558395675	0.16976948611923762	990.5953953258401	-4.3364034814030674e-221	4.755381235285416e-13
0.14378270081601913	-5.821601477965376e-309	2.9722741648240605e-15	-4.591125447684887e-220	-5.864552961032068e-222	90.09628029216496	1.5	14.999999999999993	0.0	0.2	0.5	32.90728978892322	0.0	8.980001487428025e-307	0.002054075479542113	0.07	0.8	0.0	2720.701492185723	0.0	0.26352141558395675	0.15539418867371696	1087.4375264031987	-1.0843773282148338e-230	1.1787777115939313e-15
0.14379122085470256	-2.62117e-319	7.367691410770932e-18	-5.023516686972189e-226	-6.416875338610293e-228	90.09628029216496	1.5	14.999999999999995	0.0	0.2	0.5	32.910483028080634	0.0	-1.307752e-317	0.002054075479542113	0.07	0.8	0.0	2720.8394537490335	0.0	0.26352141558395675	0.14420441027129474	1176.535988677155	-3.927214642865179e-237	2.92196141382298e-18
0.1437980957641942	0.0	1.8267159791407978e-20	1.2406492565057764e-234	1.584764640791018e-236	90.09628029216496	1.5	14.999999999999993	0.0	0.2	0.5	32.91305925842894	0.0	5e-324	0.002054075479542113	0.07	0.8	0.0	2720.9507204175547	0.0	0.26352141558395675	0.1351742930949224	1259.4961745748847	2.1502613225696918e-246	7.2445944156404e-21
0.14380379486869194	0.0	4.5287991864446494e-23	-3.999501964205094e-242	-5.1088325410337474e-244	90.09628029216496	1.5	14.999999999999995	0.0	0.2	0.5	32.91519461283769	0.0	5e-324	0.002054075479542113	0.07	0.8	0.0	2721.0429218594677	0.0	0.26352141558395675	0.1276879482365986	1337.435215548897	9.823721734515924e-254	1.7960818031003205e-23
