	Amadori	CML	Glucose	Glyoxal	Lysine	Schiff
0	0.0	0.0	0.25	0.0	0.0034	0.0
1	2.3323478113421035e-06	3.441029877271498e-07	0.24996720386089002	5.5473993816489905e-06	0.0033731267487720155	1.697110132704768e-05
2	5.135782350299606e-06	1.0237037625355806e-06	0.24994190330260438	1.1063170929419259e-05	0.0033541146032815823	1.8278746129041516e-05
3	8.10079613792148e-06	1.7237181358132824e-06	0.24991955780736083	1.6513041604577567e-05	0.0033380729471720588	1.6091406639241918e-05
4	1.1160795468978832e-05	2.0535449354641723e-06	0.24989919060869542	2.185447971304656e-05	0.003323591146189374	2.05215205938891e-05
5	1.4297407852480527e-05	2.5395105710566046e-06	0.2498804899376507	2.714702675523528e-05	0.003310942208844541	1.9678756931593234e-05
6	1.7426239271361512e-05	3.0990300972738696e-06	0.24986221733335967	3.238237749831062e-05	0.003298796018350251	1.680269341268921e-05
7	1.9925244446964643e-05	4.033239429135518e-06	0.2498353657165803	3.7594304739743103e-05	0.003278480392703287	1.4523622697712227e-05
8	2.2734511253944652e-05	4.417056175990338e-06	0.24981363841773432	4.26809894364941e-05	0.00326267106226189	1.9676030606652317e-05
9	2.5929010781503418e-05	4.838354626163011e-06	0.24979803914734264	4.770904860533783e-05	0.0032530247039798377	1.7535663850842574e-05
10	2.8475324147009345e-05	5.6352840463934e-06	0.2497735547336395	5.271636010393922e-05	0.0032349041099144988	1.6292370532799663e-05
11	3.1746457159702656e-05	5.581553519354819e-06	0.24976016496849532	5.756787555805225e-05	0.003226926674554958	2.306841613612187e-05
12	3.432839658364527e-05	6.67728854928838e-06	0.24973722325796327	6.248650072415293e-05	0.003210667933126354	1.3482621421067562e-05
13	3.71505872191277e-05	7.0198376150114975e-06	0.2497183572368935	6.726132129269414e-05	0.003197642108418105	1.714932911347499e-05
14	3.940603628083723e-05	7.991096930044596e-06	0.24969179201786762	7.204652618338111e-05	0.0031776097357962257	1.4561040485271289e-05
15	4.215389561231129e-05	8.28701134004043e-06	0.249672958731452	7.669819678858708e-05	0.0031645532419909907	1.950645823322718e-05
16	4.492649371443655e-05	8.936255978243607e-06	0.24965497755459595	8.133156726854946e-05	0.0031527354934718305	1.5451208324707865e-05
17	4.729931724516955e-05	9.570154149535897e-06	0.24963171433937295	8.59060370070718e-05	0.0031356131258675982	1.7508390972955704e-05
18	5.0374382761933086e-05	9.695991907890717e-06	0.24961916718412874	9.036808915833447e-05	0.003128636648505086	2.0022561736376546e-05
19	5.310012175621053e-05	1.0292399001555575e-05	0.24960197990548927	9.482708799134584e-05	0.003117537065002949	1.6679748979301015e-05
20	5.564915283591914e-05	1.0835188638273402e-05	0.24958272099190032	9.922525819856711e-05	0.0031043008769231634	1.6903721444945865e-05
21	5.818050789993181e-05	1.1383558286403516e-05	0.24956370099602113	0.00010356989180312177	0.003091304506260956	1.6848962719808107e-05
22	6.066813712194918e-05	1.1934942248152808e-05	0.2495447789470355	0.00010783516796631924	0.0030784016833839546	1.6775530761518403e-05
23	6.312577154468966e-05	1.2488615835588169e-05	0.24952590414908313	0.00011204854042219622	0.0030655436237417817	1.6700308790429593e-05
24	6.555358510568926e-05	1.3044506440032806e-05	0.24950707530666955	0.00011621065185769537	0.0030527290444185714	1.66249027728662e-05
25	6.795182097436205e-05	1.3602546113146285e-05	0.24948829216049268	0.00012032213724661782	0.0030399577024570437	1.6549722003104456e-05
26	7.03207271104589e-05	1.4162679242748774e-05	0.24946955454857936	0.00012438362479367965	0.0030272294645405824	1.6474804009311655e-05
27	7.266054695365978e-05	1.4724855077329472e-05	0.24945086227102028	0.00012839573520587465	0.003014544163449018	1.640013239985605e-05
28	7.497152062266494e-05	1.528902429560583e-05	0.2494322151074434	0.0001323590814152342	0.0030019016117440634	1.632569757196418e-05
29	7.725388606780909e-05	1.5855138239889306e-05	0.2494136128336395	0.00013627426859650827	0.002989301617564326	1.6251496489374682e-05
30	7.950787943231049e-05	1.6423148868610566e-05	0.24939505522662156	0.00014014189426328567	0.0029767439896523336	1.6177528128965044e-05
31	8.173373511465793e-05	1.6993008787524038e-05	0.24937654206532947	0.00014396254837145908	0.002964228538113896	1.6103791758203893e-05
32	8.393168577489475e-05	1.7564671258276086e-05	0.24935807313052064	0.0001477368134188376	0.0029517550743380495	1.6030286611573722e-05
33	8.610196234130556e-05	1.813809019270425e-05	0.2493396482046688	0.00015146526454186467	0.002939323410909004	1.5957011893163097e-05
34	8.824479402128864e-05	1.871322014346525e-05	0.2493212670719255	0.00015514846961063675	0.0029269333615762456	1.588396680125837e-05
35	9.036040831373101e-05	1.929001629440994e-05	0.24930292951810457	0.00015878698932262014	0.002914584741247313	1.5811150537510715e-05
36	9.244903102159052e-05	1.9868434451230406e-05	0.24928463533067124	0.00016238137729514097	0.0029022773659849303	1.5738562308632224e-05
37	9.451088626438773e-05	2.0448431032328537e-05	0.24926638429873108	0.00016593218015666038	0.0028900110530041077	1.5666201326372296e-05
38	9.654619649058862e-05	2.1029963059847054e-05	0.2492481762130188	0.000169439937636845	0.0028777856206688773	1.5594066807382014e-05
39	9.855518248989335e-05	2.1612988150842756e-05	0.24923001086588703	0.0001729051826554473	0.0028656008884888552	1.5522157973160044e-05
40	0.00010053806340543798	2.2197464508596976e-05	0.24921188805129493	0.00017632844141001166	0.0028534566771157236	1.5450474050037312e-05
41	0.00010249505674591142	2.2783350914061225e-05	0.2491938075647972	0.0001797102334624222	0.002841352808339662	1.5379014269170104e-05
42	0.00010442637839758817	2.3370606717436157e-05	0.2491757692035329	0.00018305107182430827	0.0028292891050857266	1.5307777866533363e-05
43	0.00010633224263627728	2.3959191829881724e-05	0.2491577727662145	0.00018635146304132286	0.002817265391410184	1.5236764082913139e-05
44	0.000108212862139188	2.454906671535642e-05	0.24913981805311694	0.00018961190727630957	0.0028052814924967966	1.5165972163898467e-05
45	0.00011006844799671266	2.51401923825835e-05	0.24912190486606672	0.00019283289839137292	0.002793337234653059	1.5095401359872799e-05
46	0.00011189920972412711	2.57325303771421e-05	0.24910403300843123	0.0001960149240288673	0.002781432445306395	1.5025050926005076e-05
47	0.00011370535527320957	2.632604277368123e-05	0.24908620228510792	0.00019915846569131882	0.0027695669530003082	1.495492012224045e-05
48	0.00011548709104377801	2.692069216825462e-05	0.24906841250251377	0.00020226399882029475	0.0027577405873904933	1.4885008213290647e-05
49	0.00011724462189514681	2.751644167077448e-05	0.24905066346857468	0.00020533199287423482	0.002745953179240906	1.4815314468623997e-05
50	0.00011897815115750307	2.811325489758223e-05	0.24903295499271502	0.0002083629114052584	0.002734204560419798	1.4745838162455133e-05
51	0.00012068788064320317	2.8711095964134256e-05	0.24901528688584712	0.0002113572121349614	0.0027224945638957103	1.4676578573734397e-05
52	0.00012237401065798994	2.9309929477800923e-05	0.248997658960361	0.00021431534702921675	0.0027108230237334373	1.4607534986136906e-05
53	0.00012403674001213108	2.9909720530776883e-05	0.24898007103011405	0.0002172377623719917	0.00269918977508995	1.4538706688051324e-05
54	0.00012567626603147928	3.051043469310096e-05	0.24896252291042084	0.0002201248988381953	0.0026875946542102933	1.4470092972568372e-05
