	A	E	G	R
0	1.0	0.0	100000000.0	0.0
1	4.526586922797173	6118.247405513055	2216609.9485307382	1561.553872139558
2	4.012834153312086	9624.512685109868	3710154.2533595557	2870.3251674598114
3	4.024198091387179	11715.933270448653	4593194.090587831	3887.204929813729
4	4.25811719500194	13309.135679904555	5245669.560920295	4796.184605132252
5	4.594649060342006	14765.524473580937	5831073.150132328	5702.091493734074
6	4.9863134080032125	16227.458876724424	6413827.817642382	6663.196419269265
7	5.413629584831482	17750.33963507689	7019085.5527573265	7715.209496886572
8	5.8675418923417295	19354.08465288001	7656060.816040715	8882.69305221826
9	6.342460130222134	21043.002136800013	8327059.313139234	10183.803228305791
10	6.8335060233545395	22813.290385042186	9030892.210697055	11631.889258786827
11	7.335437771880923	24655.76697513394	9764131.578135917	13235.604997496499
12	7.8422885364430455	26556.879742249494	10521567.314570595	14998.314983203416
13	8.347355870056086	28499.144624498054	11296397.869105812	16917.205819727442
14	8.843393281027407	30461.590175452042	12080403.13082648	18982.401236264184
15	9.322945634430377	32420.413875503404	12864192.751383128	21176.341442774326
16	9.778776389853478	34349.930853532205	13637571.741268862	23473.69910935461
17	10.204339955512154	36223.81725774239	14390018.01627626	25841.983457934948
18	10.59422347337982	38016.545328296284	15111262.680744803	28242.94683654796
19	10.944505275069284	39704.882675828965	15791873.21504	30634.719647597118
20	11.252966325821815	41269.26941526732	16423820.841504654	32974.48980495229
21	11.519130991696464	42694.902302186994	17000939.148176104	35221.3784985174
22	11.744131826530133	43972.379422770944	17519189.153018143	37339.15106149999
23	11.930445528024743	45097.869517198305	17976762.426681977	39298.36850864167
24	12.08154210245448	46072.81917716534	18373985.9845087	41077.84677771389
25	12.20150550619112	46903.23347161091	18713048.06939523	42665.06882832236
26	12.294684818663795	47598.75926189958	18997643.897355735	44055.98091117725
27	12.365395346010814	48171.59935351473	19232544.867897127	45253.9722413255
28	12.417698993367525	48635.4642377407	19423175.31572721	46268.493892565886
29	12.455260603909501	49004.632747815696	19575231.492657766	47113.474683854714
30	12.481277896795895	49293.186284879244	19694365.16816736	47805.721137041626
31	12.49845757349563	49514.43510417067	19785944.759184077	48363.5064563065
32	12.50903229640888	49680.53378840013	19854892.682581022	48805.386183197166
33	12.514801063679494	49802.26377315581	19905586.98270131	49149.29536443783
34	12.517178588054445	49888.940067284915	19941838.837410353	49411.903154928325
35	12.517262513498808	49948.46233693094	19966856.580237772	49608.26132834657
36	12.515875282620504	49987.35815540269	19983325.068689898	49751.567404662565
37	12.51362520136527	50010.94470856305	19993439.035685617	49853.15597102621
38	12.510945715844406	50023.445751526764	19998922.23819566	49922.52706616826
39	12.508137654632339	50028.175508992674	20001148.468326118	49967.51943346949
40	12.50539976297809	50027.674753375584	20001168.761523135	49994.46938066557
41	12.50285518765876	50023.85425410573	19999777.26489168	50008.41277844848
42	12.500572097497221	50018.11575872186	19997557.676009104	50013.27549773607
43	12.49858004998749	50011.46351252127	19994928.889460146	50012.07108388505
44	12.496881881566685	50004.58602329988	19992180.536298383	50007.04836013992
45	12.49546342976614	49997.935635737784	19989503.973606274	49999.85213976751
46	12.494300665559376	49991.79040162502	19987018.150772937	49991.65467290847
47	12.493364216258719	49986.29963479865	19984788.47463521	49983.25736589877
48	12.492623204156027	49981.524754594895	19982843.317395505	49975.18698324771
49	12.492047246856464	49977.46610114583	19981185.702191748	49967.76207280096
50	12.491607428267969	49974.085351566675	19979813.43376531	49961.15190857046
51	12.491281668786568	49971.320489220525	19978641.698556278	49955.41937068351
52	12.491041747315526	49969.1002393465	19977746.96214606	49950.559615621874
53	12.490871931534974	49967.347957833554	19977037.918480895	49946.52038790173
54	12.49075708189067	49965.98964825431	19976469.056937713	49943.22431007992
55	12.490682732672095	49964.957061930625	19976037.21616306	49940.58207027651
56	12.490637969994438	49964.18865015817	19975721.725503467	49938.50091619068
57	12.490614854157345	49963.62913771091	19975488.348882385	49936.88811650137
58	12.490606782451431	49963.23384954646	19975322.822124522	49935.66222511709
59	12.490608970628733	49962.96640175108	19975210.17394207	49934.75274565795
60	12.490617608392162	49962.795320514655	19975137.50768714	49934.09521240766
61	12.490629907232183	49962.69522409267	19975094.37690822	49933.63467648045
62	12.4906438824619	49962.64600919117	19975072.50175443	49933.325264896426
63	12.490658172741757	49962.63204292989	19975065.42045719	49933.129405092666
64	12.490671946280402	49962.64225726444	19975068.5518362	49933.01911083752
65	12.490684562778362	49962.666486450216	19975077.67223855	49932.96738617913
66	12.490695733318619	49962.69816165556	19975090.04717768	49932.95547743642
67	12.490705399864389	49962.7330803559	19975103.914143875	49932.970061022665
68	12.490713582203695	49962.76818853531	19975117.983865514	49933.00080786315
69	12.490720370278636	49962.801510487785	19975131.421439998	49933.040225062156
70	12.490725900053164	49962.831894306284	19975143.731540896	49933.08307079936
71	12.49073032627904	49962.85875818413	19975154.652172904	49933.12579937386
72	12.49073381997438	49962.881930194155	19975164.100442115	49933.16604864015
