	s1	s16	s17	s19	s2	s3	s4	s42	s45	s5
12	1.1293332161996097e-15	7.11720087920112e-06	2.8827991167041537e-06	5.093406475335201e-07	5.412411554276871e-16	5.500053653309063e-06	9.233791021495158e-09	2.1078065766879636e-06	4.094725162775883e-15	1.6051149166062814e-10
13	-7.828216691094195e-16	7.120310740273183e-06	2.8796892553726045e-06	4.1872205411737713e-07	-4.863440482569392e-16	5.596943399361416e-06	1.5494436167055997e-08	2.104645288063557e-06	4.354210450478626e-15	1.7101604257032467e-10
14	5.423078650513173e-16	7.121778469797818e-06	2.87822152559887e-06	3.4220797840704345e-07	4.442209019567566e-16	5.676384494756966e-06	1.8407056753773493e-08	2.103185995647281e-06	4.6033104438047804e-15	1.8541739676309302e-10
15	-3.7537877263784163e-16	7.120554696533745e-06	2.8794452986238077e-06	2.7519063077501135e-07	-4.111113063269992e-16	5.7408409095555725e-06	1.5831577575465972e-08	2.1045231569896535e-06	4.842445023301359e-15	1.9996196862615396e-10
16	2.595325137797395e-16	7.116102147529186e-06	2.8838978473987937e-06	2.1492526584206598e-07	3.8439941083533014e-16	5.7920090091623954e-06	6.724731759559921e-09	2.109167871880795e-06	5.072018835232355e-15	2.0954388883167293e-10
17	-1.7914777816507026e-16	7.108530291469645e-06	2.8914697032379333e-06	1.6031141813112914e-07	-3.62264138358422e-16	5.831183718969198e-06	-8.713562474631495e-09	2.117035154910733e-06	5.292420688554226e-15	2.0869903354391054e-10
18	1.233799152722324e-16	7.098414554081179e-06	2.9015854404147963e-06	1.1135433168113507e-07	3.4343634788814026e-16	5.859545623249598e-06	-2.9292598618764547e-08	2.1275145986836333e-06	5.5040229780271655e-15	1.9255401631143592e-10
19	-8.470034903878276e-17	7.086592740045336e-06	2.91340725424748e-06	6.848768778170539e-08	-3.2703024412850835e-16	5.878321130081519e-06	-5.3348630570660904e-08	2.1397839225938465e-06	5.707181680295318e-15	1.5744802215176801e-10
20	5.788260316201798e-17	7.073816222638489e-06	2.9261837714592724e-06	3.195196080146831e-08	3.1242633137953244e-16	5.888807029393602e-06	-7.934209043849046e-08	2.153057232073113e-06	5.90223681687728e-15	1.0108100386708057e-10
21	-3.929837463749905e-17	7.060538660237434e-06	2.9394613336730505e-06	1.3492508106576292e-09	-2.991901509843075e-16	5.892283675885908e-06	-1.0638925596983842e-07	2.1669057338793603e-06	6.089513607498939e-15	2.2182327912822528e-11
22	2.6428850515710448e-17	7.046662892150817e-06	2.9533371015798567e-06	-2.4619052484004083e-08	2.8701586084459436e-16	5.88985430859121e-06	-1.3468451776818033e-07	2.1814276357301695e-06	6.269323843040351e-15	-8.022581117108775e-11
23	-1.752545186716961e-17	7.031401755935619e-06	2.968598237622411e-06	-4.833595622475258e-08	-2.7568706113655617e-16	5.8822378056820165e-06	-1.6589024086731188e-07	2.1974999067715712e-06	6.441967657179675e-15	-2.0790996863944475e-10
24	1.1374313840741721e-17	7.012963807833199e-06	2.987036185559063e-06	-7.358417598939366e-08	2.650495929792546e-16	5.86950934387886e-06	-2.037099157189555e-07	2.217038639667313e-06	6.6077354100973545e-15	-3.64916115157291e-10
25	-7.132781903107678e-18	6.9880270938923956e-06	3.0119728993406925e-06	-1.0638330916543819e-07	-2.5499264922669005e-16	5.8507207384286954e-06	-2.551027512627799e-07	2.243689664891267e-06	6.766910237935075e-15	-5.598197360911321e-10
26	4.21590350550799e-18	6.950319048565527e-06	3.0496809445146993e-06	-1.5725738555346523e-07	2.4543565593868245e-16	5.823196649900042e-06	-3.3325098300136797e-07	2.2843797839693027e-06	6.919771713075771e-15	-8.09752402406542e-10
27										
28										
29										
30										
31										
32										
33										
34										
35										
36										
37										
38										
39										
40										
41										
42										
43										
44										
45										
46										
47										
48										
49										
50										
51										
52										
53										
54										
55										
56										
57										
58										
59										
60										
61										
62										
63										
64										
65										
66										
67										
68										
69										
70										
71										
72										
73										
74										
75										
76										
77										
78										
79										
80										
81										
82										
83										
84										
85										
86										
87										
88										
89										
90										
91										
92										
93										
94										
95										
96										
97										
98										
99										
100										
