time	RCC1	RCC1_Ran	RCC1_RanGDP	RCC1_RanGTP	RanBP1	RanGAP	RanGDP_cy	RanGDP_nuc	RanGTP_RanBP1	RanGTP_cy	RanGTP_nuc
0.0.	0.7000000000000001	0.0	0.0	0.0	2.0	0.7000000000000001	5.0	0.0	-4.276423536147513e-50	2.242077542919707e-44	0.0
0.0.3.0	0.613197321481412	0.0050166493503760005	0.027874891143916003	0.053911138024293	1.9999996495932542	0.7000000000000001	4.882197910374354	0.04533266888433601	3.504067452005877e-07	4.8559176779352035e-05	0.044494422660043005
0.0.6.0	0.5336718389471611	0.009541055953952	0.032531573837754	0.12425553126113001	1.999998650576222	0.7000000000000001	4.768024459527643	0.05861140293791701	1.3494237772642517e-06	0.000176301063713	0.122757270986122
0.0.8999999999999999.0	0.467311644581871	0.013309166138121001	0.035091914509562006	0.18428727477044501	1.9999974531165101	0.7000000000000001	4.657318096919316	0.070560615690874	2.5468834891459097e-06	0.000327868512653	0.21027826041718903
1.0.2.0	0.41259864900861704	0.016415066128801	0.037027576319121	0.23395870854345902	1.999996155232105	0.7000000000000001	4.550049344330533	0.082891221823625	3.844767893660157e-06	0.000491854165615	0.30388986228811404
1.0.5.0	0.36764157532151104	0.018966637634640002	0.038529078205138005	0.274862708838709	1.999994786924536	0.7000000000000001	4.446179802005443	0.09552441562658001	5.213075462928733e-06	0.0006645725668820001	0.401842778222243
1.0.7999999999999998.0	0.33064426261947105	0.021065919359533003	0.039687987201900005	0.30860183081909504	1.999993370745254	0.7000000000000001	4.345657557001399	0.108261295925358	6.629254745064569e-06	0.000843201256507	0.502621885423948
2.0.1.0	0.300047418595694	0.022801502668134	0.040575647571172005	0.33657543116499905	1.999991926005448	0.7000000000000001	4.248418724100774	0.120927593133465	8.073994550698053e-06	0.0010253253698190002	0.604941640263152
2.0.4.0	0.274565690816234	0.024246435435980002	0.041249483408597	0.359938390339188	1.9999904685765602	0.7000000000000001	4.154389964793775	0.13338838721850302	9.531423439830121e-06	0.0012089644474700002	0.707764612599177
2.0.6999999999999997.0	0.253171126348119	0.025459147503881	0.041754968596116	0.379614757551882	1.9999890109810101	0.7000000000000001	4.063491068769659	0.145545338756809	1.0989018988869331e-05	0.001392558463058	0.810283863212059
3.0.	0.235054678997059	0.02648562953502	0.042127692667366004	0.39633199880055403	1.9999875628192942	0.7000000000000001	3.9756372291290223	0.15733035019556402	1.2437180706315142e-05	0.0015749128002670002	0.911887460134655
3.0.3.0	0.219583765642363	0.027361841558222	0.042395379681387006	0.41065901311802605	1.9999861313039022	0.7000000000000001	3.890740894891832	0.168698972870955	1.3868696098910122e-05	0.0017551308157970002	1.012119951163815
3.0.5999999999999996.0	0.20626401576112002	0.028115885876868002	0.042579633888154	0.423040464473856	1.999984721766568	0.7000000000000001	3.808713210084463	0.17962465452766202	1.527823343440031e-05	0.001932550249734	1.110647803379863
3.0.9.0	0.19470777874104503	0.028769797038414	0.042697348930803	0.433825075289737	1.9999833380872492	0.7000000000000001	3.729465098907927	0.19009409897286902	1.666191275378503e-05	0.002106689638941	1.2072310040764531
4.0.2.0	0.184609360748606	0.029340949702693003	0.042761804629152	0.443287884919547	1.999981983036408	0.7000000000000001	3.652908067408006	0.200103674807588	1.80169635954551e-05	0.0022772056427240004	1.301700750917103
4.0.5.0	0.17572600893172602	0.029843139905397	0.042783504919788	0.45164734624308805	1.999980658539926	0.7000000000000001	3.578954786042647	0.20965669894023	1.93414600782225e-05	0.002443860046223	1.393942328665513
4.0.8.0	0.167863471260459	0.030287406193188003	0.042770812866464	0.45907830967988705	1.999979365881059	0.7000000000000001	3.507519506175489	0.218761407490035	2.063411894519991e-05	0.002606494617998	1.483882111399092
5.0.1.0	0.16086507191944502	0.030682650854671003	0.042730430993973	0.46572184623190904	1.999978105853435	0.7000000000000001	3.438518351962419	0.22742945029900702	2.1894146570061122e-05	0.0027650120665700002	1.57147773435429
5.0.3999999999999995.0	0.15460343978222701	0.031036110274072003	0.042667765335973	0.471692684607726	1.999976878876839	0.7000000000000001	3.371869519196008	0.23567477786594102	2.312112316573066e-05	0.002919361627631	1.656710658993148
5.0.7.0	0.14897422312365402	0.031353712325686005	0.042587202537623006	0.477084862013037	1.999975685085055	0.7000000000000001	3.307493404811453	0.24351282010004202	2.4314914949823663e-05	0.0030695281299080003	1.739580531236099
6.0.	0.14389128826521	0.031640349375549	0.042492321983453006	0.48197604037578706	1.9999745243927671	0.7000000000000001	3.245312684750277	0.250959881473165	2.5475607237562492e-05	0.0032155236648400004	1.820100880755354
6.0.3.0	0.139283028615903	0.031900088135231	0.042386059244811	0.486430824004054	1.999973396546797	0.7000000000000001	3.1852523533762342	0.258032696664374	2.6603453207424093e-05	0.00335738120637	1.898295824894544
6.0.6.0	0.13508950779883402	0.032136332083178	0.042270832891838	0.49050332722614903	1.9999723011655641	0.7000000000000001	3.127239734295389	0.264748105447766	2.7698834441218e-05	0.0034951496960550004	1.9741975281088702
6.0.8999999999999995.0	0.131260232598593	0.03235194807133	0.042148643579385005	0.49423917575069104	1.9999712377696532	0.7000000000000001	3.071204469958885	0.27112281640844604	2.8762230352388704e-05	0.0036288902345290005	2.047844232551027
7.0.199999999999999.0	0.12775240439093902	0.03254936572428	0.042021152017022	0.49767707786775806	1.999970205805643	0.7000000000000001	3.017078495595353	0.277173237017929	2.9794194362737103e-05	0.0037586731131760004	2.119278723015106
7.0.5.0	0.12452953646910402	0.032730656033942006	0.041889740749893004	0.50085006674706	1.9999692046647701	0.7000000000000001	2.964796001660166	0.28291535341518803	3.0795335235415564e-05	0.0038845754879580003	2.188547124325216
7.0.8.0	0.12156035307641301	0.032897593937612005	0.041755563442863006	0.503786489543111	1.999968233697631	0.7000000000000001	2.914293387974968	0.28836464749746504	3.176630237373411e-05	0.0040066795472510006	2.255697954838308
8.0.1.0	0.11881790681449501	0.033051708480805006	0.041619584452170004	0.506510800252528	1.999967292225815	0.7000000000000001	2.86550921197128	0.29353604205184003	3.2707774190493665e-05	0.004125071062279001	2.320781378547193
8.0.4.0	0.11627886648838001	0.033194323290859	0.041482610797471	0.509044199423289	1.999966379551135	0.7000000000000001	2.818384132879914	0.29844386696381403	3.3620448870352326e-05	0.0042398382357900005	2.383848612173781
8.0.7.0	0.11392293886367101	0.03332658943812	0.041345318148193005	0.511405153550015	1.999965494962997	0.7000000000000001	2.772860853274505	0.30310184124716	3.4505037009188305e-05	0.004351070784716	2.44495145396816
9.0.	0.11173239632545201	0.033449512277319	0.041208272065067005	0.513609819332161	1.999964637744271	0.7000000000000001	2.728884059047504	0.307523066911218	3.536225573481358e-05	0.0044588592075370005	2.504141908643987
9.0.299999999999999.0	0.10969168881732601	0.033563973498424	0.041071945457102	0.515672392227146	1.999963807176003	0.7000000000000001	2.686400358644348	0.311720031634292	3.6192824003691663e-05	0.004563294198294	2.561471888678906
9.0.6.0	0.107787123263735	0.033670749341902	0.040936733001859	0.5176053943925021	1.99996300254117	0.7000000000000001	2.6453582221871548	0.31570461792881804	3.6997458836476224e-05	0.004664466177712	2.616992976595129
9.0.9.0	0.10600659734444101	0.033770525724878	0.040802963115066	0.519419913815613	1.9999622231277001	0.7000000000000001	2.605707920969132	0.319488117026737	3.777687230696115e-05	0.004762464918287	2.67075623617381
10.0.2.0	0.104339377293285	0.033863910865296006	0.040670907931612	0.521125803909806	1.9999614682308682	0.7000000000000001	2.5674014676843058	0.323081246126361	3.853176913861338e-05	0.004857379245194001	2.722812063114591
10.0.5.0	0.10277591154971401	0.033951445868570004	0.040540791664313	0.522731850917401	1.999960737155214	0.7000000000000001	2.530392557666461	0.32649416795768205	3.926284479330417e-05	0.004949296798585001	2.773210067622831
10.0.799999999999999.0	0.10130767376083501	0.034033613646332006	0.040412797632654006	0.524245914960177	1.9999600292160462	0.7000000000000001	2.4946365113402362	0.32973651186538805	3.9970783960420275e-05	0.005038303845859	2.821998982935858
11.0.1.0	0.099927029931236	0.034110846462978	0.040287074195784006	0.5256750494100001	1.9999593437406342	0.7000000000000001	2.4600902180318522	0.33281739579578	4.0656259372885086e-05	0.005124485134711	2.869226594991983
11.0.4.0	0.098627125535495	0.034183532347889005	0.040163739778631004	0.527025602337983	1.9999586800691151	0.7000000000000001	2.426712081243398	0.33574544871836903	4.1319930890991144e-05	0.005207923779600001	2.914939689381667
