time	RCC1	RCC1_Ran	RCC1_RanGDP	RCC1_RanGTP	RanBP1	RanGAP	RanGDP_cy	RanGDP_nuc	RanGTP_RanBP1	RanGTP_cy	RanGTP_nuc
11.0.7.0	0.09740178920953001	0.034252020565634006	0.04004288714412901	0.5283033030807051	1.9999580375552002	0.7000000000000001	2.39446196546041	0.33852883312519105	4.1962444806265337e-05	0.005288701175671	2.9591840124583273
12.0.	0.09624545027133001	0.034316626300414	0.039924587036102	0.529513336392152	1.99995741556668	0.7000000000000001	2.363301144535724	0.34117526733831405	4.258443332655559e-05	0.005366896935275	3.002004244071791
12.0.299999999999999.0	0.095153067826361	0.034377634682317006	0.039808891294665	0.530660406196655	1.999956813485797	0.7000000000000001	2.333192251671462	0.343692047424139	4.318651421066526e-05	0.005442588843156001	3.043443979854193
12.0.6.0	0.094120069616706	0.034435304259987004	0.039695835527844	0.5317487905954611	1.999956230709481	0.7000000000000001	2.30409923100464	0.34608606856635604	4.3769290526578375e-05	0.005515852827035	3.083545721362211
12.0.9.0	0.093142299097449	0.034489870005901	0.039585441408441	0.532782389488207	1.999955666649496	0.7000000000000001	2.275987290789065	0.348363845791041	4.433335051191287e-05	0.005586762940955	3.122350872680723
13.0.2.0	0.092215969485818	0.034541545925515005	0.039477718653365	0.5337647659353011	1.999955120732489	0.7000000000000001	2.248822858156248	0.350531533969888	4.4879267518955584e-05	0.0056553913591490005	3.159899742336617
13.0.5.0	0.091337623741087	0.034590527329511005	0.03937266673301	0.534699182196391	1.9999545923999782	0.7000000000000001	2.222573535430458	0.35259494705298605	4.540760002964791e-05	0.005721808378643001	3.196231549569415
13.0.799999999999999.0	0.090504099606386	0.034636992818491	0.039270276350412005	0.535588631224709	1.999954081108279	0.7000000000000001	2.197208057967308	0.35455957650228603	4.591889172835169e-05	0.005786082429037	3.231384434166954
14.0.1.0	0.089712498985137	0.034681106021459004	0.039170530723478	0.5364358642699231	1.999953586328386	0.7000000000000001	2.172696253480905	0.356430608912278	4.641367162223894e-05	0.005848280088222001	3.265395469206655
14.0.399999999999999.0	0.08896016104120401	0.034723017122785	0.039073406698302005	0.537243415137707	1.9999531075458081	0.7000000000000001	2.149009002821544	0.358212942816221	4.689245420080687e-05	0.005908466102958001	3.2983006761518068
14.0.7.0	0.088244638507741	0.034762864206925	0.038978875717182004	0.53801362156815	1.999952644260381	0.7000000000000001	2.126118202163693	0.35991120468532	4.735573962738666e-05	0.005966703413430001	3.330135041842131
15.0.	0.087563676769127	0.034800774445634	0.038886904661364005	0.538748644123874	1.9999521959860522	0.7000000000000001	2.103996726562635	0.36152976413512805	4.7804013956648606e-05	0.0060230531810310005	3.360932536992362
15.0.299999999999999.0	0.086915195346331	0.034836865148685	0.038797456585481005	0.539450482919501	1.9999517622506362	0.7000000000000001	2.082618394837267	0.363072748358554	4.823774937304953e-05	0.0060775748187350005	3.3907261358744742
15.0.6.0	0.08629727147105101	0.034871244695954005	0.038710491358183004	0.54012099247481	1.999951342595563	0.7000000000000001	2.061957935736263	0.364544055808582	4.8657404445954516e-05	0.006130326023537001	3.419547836910825
15.0.899999999999999.0	0.08570812547994201	0.034904013366152	0.038625966221292	0.5407618949326121	1.999950936575611	0.7000000000000001	2.041990955344789	0.36594736915645903	4.906342439782483e-05	0.006181362810506	3.447428683948636
16.0.2.0	0.08514610779888401	0.034935264075253006	0.038543836278106	0.541374791847755	1.9999505437586262	0.7000000000000001	2.022693905689312	0.36728616755285803	4.945624138241685e-05	0.006230739548069001	3.474398788022537
16.0.5.0	0.08460968731971501	0.034965083035862	0.038464054919912005	0.541961174724509	1.999950163725238	0.7000000000000001	2.004044054498651	0.368563738220607	4.9836274770403785e-05	0.006278508994198	3.500487349442297
16.0.8.0	0.084097440999315	0.034993550347171005	0.038386574198567	0.5425224344549451	1.999949796068568	0.7000000000000001	1.986019456080055	0.36978318740812605	5.0203931440225215e-05	0.0063247223332430005	3.525722680068667
17.0.099999999999998.0	0.083608044534171	0.035020740523848	0.038311345151895	0.543059869790083	1.999949440393936	0.7000000000000001	1.9685989232700911	0.37094745073282004	5.0559606072303965e-05	0.006369429213155001	3.550132225661928
17.0.4.0	0.08314026398331101	0.035046722971089	0.03823831808775	0.543574694957848	1.999949096318563	0.7000000000000001	1.951762000421062	0.372059302943471	5.090368144505321e-05	0.006412677782925	3.573742588206215
17.0.7.0	0.08269294822928701	0.035071562412081	0.038167442831817	0.5440680465268131	1.9999487634712771	0.7000000000000001	1.935488937384703	0.373121367130236	5.1236528731337543e-05	0.006454514730061	3.596579548128303
18.0.	0.08226502218129801	0.035095319273347005	0.038098668943561	0.5445409896017921	1.9999484414922142	0.7000000000000001	1.919760664456076	0.37413612341017305	5.1558507794258624e-05	0.006494985317958	3.618668086342848
18.0.3.0	0.081855480636813	0.035118050032695004	0.038031945904161	0.544994523426329	1.999948130032527	0.7000000000000001	1.9045587682416811	0.375105917115478	5.1869967481310805e-05	0.006534133423061	3.640032406067439
18.0.599999999999998.0	0.08146338272862101	0.035139807533951004	0.037967223279771006	0.545429586457654	1.9999478287540922	0.7000000000000001	1.889865468416982	0.37603296651066803	5.21712459161042e-05	0.0065720015716960005	3.660695954360473
18.0.9.0	0.08108784689334901	0.035160641272088004	0.037904450863046	0.545847060971516	1.999947537329221	0.7000000000000001	1.875663595339717	0.37691937006405	5.2462670786981076e-05	0.00660863097651	3.680681443343164
19.0.2.0	0.08072804630529401	0.03518059765194	0.037843578795488005	0.546247777247277	1.999947255440376	0.7000000000000001	1.8619365684865201	0.37776711329774604	5.2744559631963256e-05	0.0066440615724280006	3.700010871074041
19.0.5.0	0.08038320472623	0.035199720223319006	0.037784557672861006	0.546632517377588	1.999946982779889	0.7000000000000001	1.848668375681529	0.37857807523957204	5.301722011956324e-05	0.006678332052087001	3.718705542050392
19.0.8.0	0.080052592727698	0.03521804989499	0.03772733863566	0.547002018741651	1.9999467190496831	0.7000000000000001	1.835843553086816	0.37935403449898103	5.328095032507536e-05	0.006711479900689	3.736786087316286
20.0.099999999999998.0	0.079735524247401	0.035235625129687004	0.03767187344635	0.5473569771765601	1.999946463961006	0.7000000000000001	1.823447165925547	0.38009667498827304	5.3536039002032395e-05	0.006743541430241	3.754272484161235
20.0.4.0	0.079431353445781	0.035252482122101005	0.037618114554939006	0.5476980498771771	1.999946217234159	0.7000000000000001	1.811464789909926	0.38080759130923303	5.378276584857683e-05	0.006774551813142	3.771184075397443
20.0.7.0	0.079139471832693	0.035268654961539005	0.037566015154204005	0.548025858051562	1.9999459785982392	0.7000000000000001	1.7998824933469861	0.38148829382437105	5.4021401768546854e-05	0.0068045451151	3.78753958820679
21.0.	0.078859305637514	0.035284175780778006	0.037515529225789004	0.548340989355917	1.999945747790881	0.7000000000000001	1.7886868198963461	0.382140213430925	5.4252209127123863e-05	0.006833554327365001	3.803357152551562
21.0.3.0	0.07859031339894701	0.035299074892458	0.037466611578221	0.5486440001303721	1.9999455245580071	0.7000000000000001	1.777864771955064	0.38276470605487906	5.4475442000928116e-05	0.0068616113982460005	3.818654319145314
21.0.599999999999998.0	0.07833198375342601	0.035313380914206	0.037419217877776	0.5489354174545901	1.9999453086535852	0.7000000000000001	1.767403794645661	0.383363056881297	5.4691346422482214e-05	0.00688874726392	3.8334480769823163
21.0.9.0	0.078083833403256	0.035327120883572004	0.037373304673041	0.549215741040129	1.9999450998393882	0.7000000000000001	1.757291760384331	0.38393648433641103	5.4900160618992546e-05	0.006914991878527001	3.847754870425804
22.0.2.0	0.07784540524769	0.035340320363723005	0.037328829413885004	0.5494854449747011	1.999944897884762	0.7000000000000001	1.747516954007285	0.384486143836039	5.5102115245423666e-05	0.006940374243529001	3.861590615856718
22.0.5.0	0.077616266661858	0.035353003540753006	0.037285750465519005	0.5497449793318681	1.9999447025663961	0.7000000000000001	1.738068058433997	0.38501313131410503	5.5297433611862795e-05	0.006964922436357	3.874970717885943
22.0.8.0	0.077396007910097	0.035365193313380006	0.037244027118207006	0.549994771658314	1.999944513668103	0.7000000000000001	1.72893414084701	0.38551848654427	5.548633190519016e-05	0.006988663638335	3.887910085134072
23.0.099999999999998.0	0.07718424068153501	0.0353769113757	0.037203619593156004	0.550235228349607	1.999944330980603	0.7000000000000001	1.720104639368724	0.38600319626691904	5.5669019405086965e-05	0.0070116241618880006	3.9004231455836953
23.0.4.0	0.07698059673709601	0.035388178293644004	0.03716448904504	0.550466735924218	1.9999441543013132	0.7000000000000001	1.7115693502164042	0.386468197133072	5.5845698694427006e-05	0.007033829477036	3.9125238615099143
23.0.7.0	0.07678472665811101	0.035399013575658	0.037126597561577004	0.5506896622046521	1.999943983434144	0.7000000000000001	1.7033184153173542	0.38691437847610705	5.601656586410946e-05	0.0070553042371910004	3.924225743995465
24.0.	0.07659629868773	0.035409435738137006	0.037089908160517	0.550904357413614	1.9999438181892961	0.7000000000000001	1.695342310366951	0.38734258492155405	5.618181071239965e-05	0.007076072304262	3.935541867037349
24.0.3.0	0.076414997657183	0.035419462366051	0.037054384784368004	0.5511111551923961	1.999943658383069	0.7000000000000001	1.6876318333128961	0.387753618844623	5.634161693885483e-05	0.007096156773066	3.946484881252259
24.0.599999999999998.0	0.07624052398969701	0.035429110169164	0.037019992293162	0.5513103735479751	1.999943503837676	0.7000000000000001	1.680178093249717	0.38814824268455406	5.6496162332916866e-05	0.007115579995077	3.9570670271884882
24.0.9.0	0.076072592775573	0.035438395034232004	0.036986696455504	0.551502315734689	1.9999433543810512	0.7000000000000001	1.6729724997081892	0.38852718112435003	5.6645618957261025e-05	0.007134363601507001	3.9673001482522663
25.0.2.0	0.075910932912544	0.0354473320735	0.036954463938148004	0.5516872710758061	1.9999432098466832	0.7000000000000001	1.6660067523249311	0.38889112314393504	5.679015332599459e-05	0.007152528525739001	3.977195703256628
25.0.5.0	0.07575528630606701	0.035455935669803006	0.036923262294309006	0.551865515729819	1.9999430700734302	0.7000000000000001	1.659272830878035	0.389240723954318	5.69299265778025e-05	0.007170095025119	3.986764778601149
25.0.8.0	0.075605407124711	0.035464219518553004	0.036893059950885	0.552037313405849	1.9999429349053641	0.7000000000000001	1.652762985675152	0.38957660681987405	5.7065094644140706e-05	0.007187082702133	3.996018100090928
26.0.099999999999998.0	0.075461061106249	0.035472196666853	0.036863826194759	0.552202916032137	1.999942804191595	0.7000000000000001	1.646469728280957	0.389899364775437	5.719580841258008e-05	0.0072035105249580005	4.004966044403296
26.0.4.0	0.07532202491042801	0.035479879549970006	0.036835531158338	0.5523625643812621	1.9999426777861231	0.7000000000000001	1.640385822571468	0.39020956224449405	5.7322213885405844e-05	0.007219396847426	4.013618650210729
26.0.7.0	0.075188085514794	0.035487280025374004	0.03680814580444	0.55251648865539	1.999942555547674	0.7000000000000001	1.6345042761031752	0.390507736564405	5.744445233357771e-05	0.007234759428399001	4.021985628968483
27.0.	0.07505903965023501	0.035494409404525	0.036781641910667004	0.55266490903457	1.9999424373395622	0.7000000000000001	1.6288183317853862	0.39079439942418603	5.756266044615862e-05	0.007249615450574001	4.030076375375387
27.0.3.0	0.07493469327321	0.035501278482593004	0.036755992053355	0.5528080361908401	1.9999423230295321	0.7000000000000001	1.6233214598446861	0.391070038220095	5.76769704753175e-05	0.007263981538728001	4.037899977516217
27.0.599999999999998.0	0.074814861071891	0.035507897566248	0.036731169591196	0.552946071770662	1.999942212489631	0.7000000000000001	1.618007350070804	0.391335117333917	5.7787510377014395e-05	0.007277873777421001	4.045465226694001
27.0.9.0	0.07469936600369201	0.035514276499693	0.036707148648624004	0.553079208847989	1.9999421055960602	0.7000000000000001	1.612869904333614	0.39159007933855805	5.7894403947473945e-05	0.007291307728165001	4.052780626960464
28.0.2.0	0.07458803886185	0.035520424689038	0.036683904099017006	0.5532076323500931	1.999942002229052	0.7000000000000001	1.6079032293614062	0.39183534613528503	5.7997770955552715e-05	0.007304298446081001	4.059854404352814
28.0.5.0	0.07448071786895201	0.035526351125160005	0.036661411547812	0.553331519458074	1.999941902272736	0.7000000000000001	1.6031016297709142	0.392071320026667	5.809772727110682e-05	0.007316860496048001	4.06669451584484
28.0.799999999999997.0	0.074377248295438	0.035532064405150006	0.036639647315558	0.553451039983852	1.999941805615017	0.7000000000000001	1.598459601339983	0.39229838472905004	5.8194384989463004e-05	0.007329007968363	4.073308658020285
29.0.099999999999998.0	0.07427748210130701	0.035537572752452	0.036618588420977004	0.553566356725263	1.999941712147455	0.7000000000000001	1.5939718245140941	0.392516906328147	5.828785255209582e-05	0.007340754493918001	4.07970427547621
29.0.4.0	0.07418127759937401	0.035542884035777	0.036598212564078005	0.5536776258007691	1.9999416217651431	0.7000000000000001	1.5896331581383052	0.39272723418111405	5.837823486361372e-05	0.0073521132589220006	4.085888568964013
29.0.7.0	0.074088499138571	0.035548005786898006	0.036578498109353	0.553784996965177	1.999941534366601	0.7000000000000001	1.585438633406489	0.392929701768289	5.8465633405152666e-05	0.007363097019163001	4.09186850327558
30.0.	0.073999016805893	0.035552945217376	0.036559424069099004	0.55388861390763	1.999941449853662	0.7000000000000001	1.5813834480200941	0.393124627497541	5.8550146344275646e-05	0.007373718113832001	4.097650814881827
