time	TFPI	VIIa_TF	VIIa_TF_X	VIIa_TF_Xa	X	Xa	Xa_TFPI	Xa_TFPI_VIIa_TF
0.0.	2.4	0.9999996999999999	0.0	0.0	169.9999	0.0	0.0	0.0
0.0.16.0	2.189835644939965	0.47523975020802506	0.29649276662003604	0.225895472418658	148.3745598581965	20.892787547704803	0.207792644306755	0.0023717107532790003
0.0.32.0	1.6889762830413422	0.469025718231497	0.256118467411215	0.25800831319214	129.85855863836292	38.916190864075034	0.694176515793514	0.016847201165143003
0.0.48.0	1.129857245646122	0.45496956792102905	0.218079200332041	0.27910766410610605	113.97959900090187	54.25297138030611	1.222299486713057	0.04784326764082
0.0.64.0	0.670983485533831	0.434311158183301	0.18363883822620602	0.289795427366771	100.54032377367798	67.25712544626289	1.63676223824245	0.09225427622371701
0.0.8.0	0.36159634494042403	0.409974112691296	0.153895102731509	0.292286056487889	89.25680624082717	78.25850894489388	1.8945592269702742	0.143844428089301
0.0.96.0	0.18093428528462102	0.384673414010456	0.1290966660906	0.289178521407495	79.80007795481674	87.5624811429698	2.022014616223935	0.197051098491443
1.0.12.0	0.086501114539226	0.360153913607952	0.10882254638720201	0.282634368441868	71.84974192879297	95.44520227091716	2.065110013897801	0.24838887156297101
1.0.28.0	0.041234782810139	0.33725929076884503	0.092364315960738	0.27416016724643905	65.12558175302391	102.14902854657903	2.062549291165887	0.296215926023972
1.0.44.0	0.020925358121790003	0.31626158926497605	0.07899152575597501	0.26471326116931104	59.39677380576891	107.88034676542753	2.039041318068476	0.340033323809732
1.0.6.0	0.012215188702153	0.29714510627323604	0.06806892922284401	0.25487832282211903	54.478626355062545	112.81054158159452	2.007877469616053	0.379907341681794
1.0.76.0	0.008544623607630001	0.279777100691778	0.059083925872589003	0.24500945728853402	50.22489958319642	117.07945165724996	1.975326160245277	0.41612921614709303
1.0.92.0	0.006958722940937001	0.26399174918010304	0.051635862833054005	0.23532189856090002	46.519819926874085	120.80008103467277	1.9439910876331261	0.44905018942593605
2.0.08.0	0.006210914390423001	0.24962534328802102	0.045414800995237	0.225946226021276	43.271275860620364	124.06347402675343	1.914775755914119	0.479013329695458
2.0.24.0	0.005800354470352	0.236528451163822	0.040180870489693	0.21695985986257302	40.40545329297796	126.94310633114002	1.887869127045743	0.5063305184839051
2.0.4.0	0.005532066122565	0.224568532671714	0.035747413999462005	0.20840580013960702	37.8627334501246	129.49854540185876	1.863189980688225	0.531277953189209
2.0.56.0	0.005330803970708	0.21362910326256102	0.031968089217533004	0.20030426169061302	35.59458377114603	131.77837468191643	1.8405709502000072	0.554098245829285
2.0.72.0	0.0051667406291090005	0.20360791192755	0.028727229036639	0.19266021849818402	33.56119823148218	133.82248106161194	1.8198289188332701	0.5750043405376201
2.0.88.0	0.005027066857706	0.19441502863121501	0.025932674045076	0.185468464174982	31.72969581253165	135.66383011610583	1.800789399993573	0.5941835331487201
3.0.04.0	0.004905458675829	0.185971119398637	0.023510426093849002	0.17871708397122102	30.072734443104867	137.32984350550578	1.783293470787886	0.6118010705362851
3.0.2.0	0.00479822155862	0.17820596531524902	0.021400633372654	0.17238986824187402	28.567435819951367	138.84347189999255	1.767198545371163	0.628003233070216
3.0.36.0	0.004702861477276	0.17105721074462102	0.019554551144040002	0.166468000397117	27.194544592516426	140.2240357174195	1.752377200808509	0.6429199377142141
3.0.52.0	0.004617527157114	0.16446930853384	0.017932221931716	0.160931238531028	25.937765683596417	141.48788838309773	1.7387155418394782	0.656666931003407
3.0.68.0	0.004540768422421001	0.158392629643359	0.01650069044589	0.15575873967428902	24.78323812490772	142.64894321339426	1.726111591341125	0.6693476402364541
3.0.84.0	0.004471414671291	0.152782708921875	0.015232619264503	0.150929630008832	23.71911434664214	143.71909481875554	1.7144738435239262	0.6810547418047831
4.0.	0.004408503574034	0.147599603604208	0.014105207330201002	0.146423393726954	22.735221548196026	144.70855835432056	1.703720001087337	0.69187149533863
4.0.16.0	0.0043512339337630004	0.142807345413683	0.013099339071841002	0.142220132142933	21.82278742007614	145.62614434264256	1.693775882694702	0.7018728833715351
