time	C3	C3_star	C8	C8_star	FL	FS	IKK	L	L_RF	L_RF_C8	L_RF_C8_FS	L_RF_FL	L_RF_FL_FL	L_RF_FL_FS	L_RF_FS	L_RF_FS_FS	NF_kB_IkB	NF_kB_IkB_P	NF_kB_star	RF	p43_FLIP	p43_FLIP_IKK_star	p43_p41
46.0.800000000000004.0	1.419966165860736	0.009615667673592001	32.6190085037717	0.6788055623505881	-1.035463124058794e-48	4.718346815008147e-22	5.623424261002748	21.95408000000012	63.51870343881042	11.128777952816439	0.293643402189373	0.434962943917644	0.46548358372427706	4.788854525412447	0.000194953250251	0.000615059573965	2.203855520993191	0.021942497176015003	2.27349716629169	3.4540911402961314e-45	1.094376624224085	0.10181404324398201	8.911193762586336
50.0.4.0	1.411235287845125	0.012405781487182	30.76071574208697	0.8472282082351631	6.559353358659083e-50	-2.946741123163982e-23	5.607390549083425	21.95408000000012	62.600044854700734	11.287098022030332	0.293656186833605	0.40643894401016	0.46548358372427706	4.788854525412447	0.000182168606019	0.000615059573965	1.9227554899781412	0.020594515770923003	2.500744918302717	7.903260306829951e-47	1.106866912212247	0.109368091553284	9.574600426029674
54.0.	1.400547127037517	0.015547027304094001	28.975566368141486	1.032845824586109	1.2847769671197229e-51	6.797771797845882e-26	5.591247202518446	21.95408000000012	61.74636290348012	11.41502370265091	0.29366746806765404	0.38126922374846606	0.46548358372427706	4.788854525412447	0.00017088737197000001	0.000615059573965	1.6617302364275721	0.018975478912195	2.703218663761505	9.49693320189155e-49	1.11589328590896	0.11644444503764301	10.197560539869311
57.0.6.0	1.387763564325879	0.018998141551421002	27.25994850947701	1.233861511237195	-6.856513510707244e-53	2.1216044450981692e-26	5.575041792933587	21.95408000000012	60.95335341927373	11.517883801651815	0.293677448960312	0.359000713489924	0.46548358372427706	4.788854525412447	0.00016090647931200002	0.000615059573965	1.423519317997271	0.017195804225483002	2.878669744294495	-6.580882567471053e-51	1.121956386582644	0.12303429053912102	10.779026355707677
61.0.2.0	1.372783726466464	0.022706180100997002	25.611152281222324	1.44818684818056	-1.404028381845857e-54	-4.140152896196832e-27	5.558814726737312	21.95408000000012	60.21708292884262	11.600076529112561	0.293686300369985	0.339252208633717	0.46548358372427706	4.788854525412447	0.000152055069639	0.000615059573965	1.209500871779486	0.015351703206138002	3.026260358469774	-6.723302426485749e-52	1.125477825242579	0.129136371953349	11.317984878261875
64.0.8.0	1.355547924776942	0.026608400179471	24.027349747769428	1.673486364544619	5.463529686678055e-56	2.490743702716449e-28	5.5426003678818585	21.95408000000012	59.53393137071488	11.665243210274074	0.293694166855595	0.321701181733522	0.46548358372427706	4.788854525412447	0.000144188584029	0.000615059573965	1.019909323751684	0.013521743132527	3.146319435500527	-1.9012406806986532e-53	1.126814493287323	0.134755329830259	11.813390937054033
68.0.4.0	1.336040301601661	0.030634357644207	22.507508818153035	1.907218152560664	1.267435965988096e-57	-1.057449706121943e-29	5.526427961432297	21.95408000000012	58.90054154258583	11.716406061417315	0.293701171408402	0.306073225258279	0.46548358372427706	4.788854525412447	0.00013718403122200002	0.000615059573965	0.85407917904645	0.011765878647852002	3.24007592416047	-3.0450596213473742e-55	1.126270043313003	0.139900360185608	12.2641751513327
72.0.	1.3142900756821692	0.034708213680699006	21.051259100264886	2.146675050719015	-3.06891581348226e-59	1.7188722709077313e-31	5.510322396642254	21.95408000000012	58.31377586947988	11.756077971341718	0.29370741924757005	0.292133583246298	0.46548358372427706	4.788854525412447	0.00013093619205400002	0.000615059573965	0.710686991357046	0.010126308847919001	3.309398215035745	-9.241556509447315e-58	1.124104120534939	0.144584130769528	12.669304556039753
75.0.60000000000001.0	1.290371291238186	0.038751235975119	19.6587262335634	2.3890299477108212	-8.969666548825604e-61	2.0455556438123952e-32	5.494304840427596	21.95408000000012	57.770680664804125	11.7863504861461	0.293713000871454	0.279680343542619	0.46548358372427706	4.788854525412447	0.00012535456817	0.000615059573965	0.587972273665617	0.008629515264794	3.356559194202225	1.155304221901638e-58	1.12053980402396	0.14882190529282902	13.027875306682805
79.0.2.0	1.26440101742325	0.042684452334627004	18.330350031079767	2.631387339695266	1.012959607105876e-62	-1.9619669305095824e-33	5.478393265916932	21.95408000000012	57.26845772233259	11.808964814611281	0.293717994516337	0.268538952072649	0.46548358372427706	4.788854525412447	0.00012036092328700002	0.000615059573965	0.48392610018713206	0.007288918491732001	3.384038005622067	4.252315546594681e-60	1.115769620983265	0.152630835890594	13.339218945313146
82.0.8.0	1.2365360137606	0.046431378197118005	17.06670058015087	2.8708415977684822	4.757674229914099e-64	8.8142209234331e-35	5.462602895817309	21.95408000000012	56.804442804696805	11.825369583729783	0.29372246814274	0.258557781162884	0.46548358372427706	4.788854525412447	0.000115887296884	0.000615059573965	0.396442691409826	0.006107714403721	3.394362760880199	8.481194965385715e-62	1.109960421793406	0.156029391906667	13.603006229175856
86.0.4.0	1.206967966035416	0.04992070315738201	15.868304975997253	3.104540738652968	-2.6561310389770662e-67	-3.018529985387875e-37	5.44694657640077	21.95408000000012	56.37609037145578	11.83676821948537	0.293726481044641	0.24960453918195302	0.46548358372427706	4.788854525412447	0.00011187439498300001	0.000615059573965	0.32343408655649003	0.005081582800669	3.3899934537732612	7.575230569488885e-64	1.103257344357798	0.15903689931803	13.819335535787975
90.0.	1.1759174940256911	0.053088794763600004	14.735495383869207	3.3297530768712242	-1.809901485129286e-67	-2.6903597408329414e-37	5.431435094780193	21.95408000000012	55.98096371557115	11.844158158955755	0.29373008515756704	0.24156335204519802	0.46548358372427706	4.788854525412447	0.00010827028205800001	0.000615059573965	0.26291114746085104	0.004201080946902001	3.373241135296201	-1.568804305977109e-65	1.095787049873976	0.161673170109041	13.988796322731806
93.0.60000000000001.0	1.143627222977069	0.055881867637688	13.668286583944749	3.543933157758199	-1.5499315630153048e-69	2.074689461910542e-38	5.416077449634172	21.95408000000012	55.616729555305625	11.84836357836657	0.293733326126262	0.23433238111759802	0.46548358372427706	4.788854525412447	0.000105029313362	0.000615059573965	0.213035858946819	0.003453631138227	3.346217700194704	-8.80467275162049e-67	1.087660375655554	0.16395820490861202	14.112501881355904
97.0.2.0	1.110354280721658	0.058257676341852006	12.666288154543402	3.744782941677168	4.665402185568604e-71	-6.112423590216735e-40	5.400881083530268	21.95408000000012	55.281156064885025	11.850062918204694	0.293736244180612	0.22782186893678202	0.46548358372427706	4.788854525412447	0.00010211125901300001	0.000615059573965	0.172150529280189	0.002825081929678	3.310810066197534	-2.1508394450926824e-68	1.078974521732467	0.165911955419645	14.192089416563233
100.0.8.0	1.076362620732269	0.060186621159865006	11.728653239853408	3.930304356704614	8.184815494456776e-73	-2.6877193066906297e-41	5.385852083382921	21.95408000000012	54.97211332500615	11.849812177516974	0.29373887485884803	0.22195252565136503	0.46548358372427706	4.788854525412447	9.948058077659185e-05	0.000615059573965	0.13878938777864802	0.0023008687368280003	3.268672729958794	-2.870071304088198e-70	1.069814864870537	0.167554135756798	14.229688983220132
104.0.4.0	1.041915572324749	0.06165220289524401	10.854062753865557	4.098839996498884	-7.256116740101426e-75	3.993150556176829e-42	5.370995354289127	21.95408000000012	54.68757523165672	11.848064716264439	0.293741249609321	0.21665418640623402	0.46548358372427706	4.788854525412447	9.71058303036688e-05	0.000615059573965	0.111677518307116	0.0018668254480010001	3.221233348131096	8.495562168080001e-73	1.060256475021876	0.168904073889105	14.227865693293465
108.0.	1.007268982975178	0.062650818696192	10.040741219774384	4.249099775265137	-2.228400501657083e-76	-2.012924326206998e-43	5.356314770950798	21.95408000000012	54.425622010902394	11.845188131558558	0.293743396295762	0.21186468403642	0.46548358372427706	4.788854525412447	9.49591438625855e-05	0.000615059573965	0.08972128570849601	0.001509709558185	3.169706876463209	1.656222140702226e-73	1.05036539405336	0.169980596055295	14.189541632541765
111.0.60000000000001.0	0.9726652503736261	0.06319094718450201	9.286498489792798	4.380172582199245	3.9564431592359753e-79	8.399151910642462e-46	5.341813310069686	21.95408000000012	54.18444263509521	11.841478647681363	0.293745339625794	0.20752889301563401	0.46548358372427706	4.788854525412447	9.301581383014778e-05	0.000615059573965	0.07199356916119401	0.0012175040089720001	3.115114734590288	5.053476943734582e-75	1.040199724193035	0.170801938359454	14.117904973403181
115.0.2.0	0.9383284536479141	0.06329181961374	8.588790470645323	4.4915232156020455	3.584834221044037e-80	6.601001949219493e-46	5.327493166450044	21.95408000000012	53.96233660582534	11.837173369834845	0.293747101518171	0.203597910105507	0.46548358372427706	4.788854525412447	9.125392145350265e-05	0.000615059573965	0.057716315314427	0.0009795534452510001	3.058306342092668	8.720997339323611e-77	1.02981056348352	0.17138568082583602	14.016313866521287
118.0.8.0	0.9044606963413641	0.062981708245766	7.944791696989337	4.582975960099196	8.11209845870799e-83	-5.0135797604201945e-47	5.313355855033339	21.95408000000012	53.757714743605895	11.832460688145266	0.29374870142075904	0.20002834489512503	0.46548358372427706	4.788854525412447	8.965401886529545e-05	0.000615059573965	0.046242221884266	0.000786584041834	2.9999811343886673	4.524573083366678e-79	1.019242817277197	0.171748700045795	13.88820198807325
122.0.4.0	0.8712396800002221	0.06229598040879301	7.351473033807447	4.6546869865667695	-3.1638222591609202e-84	1.386665007345476e-48	5.299402300691434	21.95408000000012	53.56909878830293	11.827489073786058	0.293750156588494	0.196781699654927	0.46548358372427706	4.788854525412447	8.819885113011163e-05	0.000615059573965	0.037036782959104	0.0006306465297870001	2.940709792193106	-2.689629707561993e-80	1.008535908175489	0.171907137229937	13.736991348320116
126.0.	0.838817446135789	0.061275066721001005	6.80567875701903	4.707108249887913	-1.9484141699058132e-86	7.143210817399522e-50	5.285632917296135	21.95408000000012	53.395119755932036	11.82237447700901	0.29375148232831505	0.193823822860046	0.46548358372427706	4.788854525412447	8.687311131004489e-05	0.000615059573965	0.029661472497091	0.00050501288686	2.880953905576815	-1.103750609721152e-81	0.997724401575071	0.171876379020259	13.566016394088724
129.0.6.0	0.807320162046245	0.059962477298273004	6.304198536644591	4.740945736345966	6.749528929808145e-89	-1.040339344762687e-50	5.27204767734452	21.95408000000012	53.234515109491326	11.817206512745543	0.293752692216378	0.19112442455268003	0.46548358372427706	4.788854525412447	8.56632232469284e-05	0.000615059573965	0.02375850158154	0.00040404907094100006	2.821083656251214	-2.34963688363755e-83	0.986838559930821	0.17167104884994802	13.37846181170969
133.0.20000000000002.0	0.776848785098733	0.05840297467359801	5.843831218503449	4.757114814442041	1.6695607107818962e-90	5.088587674837127e-52	5.2586461732343555	21.95408000000012	53.08612488143256	11.812053599990936	0.293753798291577	0.188656644590068	0.46548358372427706	4.788854525412447	8.45571480482392e-05	0.000615059573965	0.019037340942584	0.00032307947054	2.7613933589308903	-2.454961542707863e-85	0.975904835783268	0.171305006986696	13.177314952259346
136.0.8.0	0.7474804200253491	0.056640981521782006	5.42143859985639	4.756695139425689	1.578118388972572e-92	-1.1109724695689811e-54	5.24542767113886	21.95408000000012	52.948886934492265	11.80696720430002	0.293754811228415	0.18639666693605703	0.46548358372427706	4.788854525412447	8.354421121004228e-05	0.000615059573965	0.015263034270639	0.00025825345443000004	2.702114875439635	3.171407826981031e-87	0.9649463113417851	0.17079135767837703	12.965332583953831
140.0.4.0	0.7192701817335051	0.054719269680802006	5.033988508084188	4.740887130226656	-2.681597718502752e-95	-1.659413477322929e-54	5.232391158314421	21.95408000000012	52.82183156993962	11.801985317187782	0.29375574049163905	0.18432337466151802	0.46548358372427706	4.788854525412447	8.261494798591112e-05	0.000615059573965	0.012246222001875001	0.00020642040301900003	2.643429023398068	2.2227391293436336e-88	0.953983090791886	0.170142462052846	12.74502078493469
144.0.	0.6922533879346591	0.052677948017719	4.678587361164083	4.710971550003663	-1.641273955691083e-96	1.304061978992455e-55	5.219535384580376	21.95408000000012	52.704075693382926	11.797135291468157	0.293756594474545	0.182418041367389	0.46548358372427706	4.788854525412447	8.176096508070798e-05	0.000615059573965	0.009834733834096	0.00016501670387900001	2.585475162059491	5.8081122116493145e-90	0.943032650351969	0.16936995561831902	12.518626224655943
147.0.6.0	0.666447927029238	0.050553742787315004	4.352503002265118	4.668273236877707	-6.517315027774656e-99	-3.890747757877416e-57	5.206858898630747	21.95408000000012	52.59481673406896	11.792436137415125	0.293757380622557	0.180664055458806	0.46548358372427706	4.788854525412447	8.097481706843491e-05	0.000615059573965	0.007906578274239	0.000131966180317	2.528359165244185	8.4928687669817e-92	0.932110150310921	0.168484769375836	12.28813680575012
151.0.20000000000002.0	0.6418566729175861	0.048379546417022	4.053178978790912	4.614129591190704	4.0218327887857034e-101	-1.6967012694515244e-58	5.194360079769369	21.95408000000012	52.49332648970837	11.787900371155256	0.29375810554347603	0.17904667418182701	0.46548358372427706	4.788854525412447	8.024989614987906e-05	0.000615059573965	0.006364148833951	0.00010559409260100001	2.472159996392698	1.541554875928919e-95	0.9212287127265221	0.16749715369725202	12.055289591541516
154.0.8.0	0.618469846221943	0.04618419922321	3.778241618123991	4.549864054504726	4.867768135329536e-103	2.58420701953021e-59	5.182037165599452	21.95408000000012	52.398945040000015	11.78353549405558	0.29375877510561205	0.17755280466512702	0.46548358372427706	4.788854525412447	7.958033401405896e-05	0.000615059573965	0.005129471381835	8.455402996405942e-05	2.416935091802837	-4.021241361340116e-95	0.9103996680733021	0.16641670424551902	11.821584061910652
158.0.4.0	0.5962672481866711	0.043992462782979004	3.525501284944026	4.4767645238452545	3.2348228435776377e-105	-1.375875451096437e-60	5.169888276144189	21.95408000000012	52.311074841874714	11.779345170218411	0.29375939452495203	0.176170809446064	0.46548358372427706	4.788854525412447	7.896091467373201e-05	0.000615059573965	0.004140330035877	6.776655300229822e-05	2.362724741122783	-1.333254906589651e-96	0.899632773837103	0.165252389322035	11.588298960791285
162.0.	0.5752203175566181	0.04182514248855	3.292949134110773	4.396066431953158	-1.901035847219279e-108	1.379299087832706e-62	5.157911434825628	21.95408000000012	52.22917509061503	11.775330158658868	0.29375996844239805	0.17489033414444502	0.46548358372427706	4.788854525412447	7.83869972276416e-05	0.000615059573965	0.0033471259256	5.436823665202237e-05	2.309555633304326	-2.4678802591387867e-98	0.888936407820165	0.164012578120819	11.356511271136352
165.0.6.0	0.5552939810841441	0.039699318978539004	3.078750538568473	4.308940083075258	-2.2889891132228623e-109	3.8324915119665187e-63	5.146104586683572	21.95408000000012	52.1527564050551	11.771489047386455	0.29376050099205303	0.173702155104313	0.46548358372427706	4.788854525412447	7.785444757256544e-05	0.000615059573965	0.002710341549546	4.366971780613899e-05	2.257443714237536	-1.744425349847321e-100	0.87831773871824	0.16270506945295402	11.127116139113099
169.0.20000000000002.0	0.5364482846653941	0.037628652493948006	2.881236205201775	4.216481752822325	-1.194187738060176e-111	-3.335323010977281e-64	5.134465614174763	21.95408000000012	52.081375872864	11.767818828445924	0.29376099586147203	0.172598044969899	0.46548358372427706	4.788854525412447	7.73595781535738e-05	0.000615059573965	0.0021985016353040002	3.512140620055604e-05	2.206396480922751	6.0810928207981635e-102	0.8677828763438451	0.161337120578289	10.900846842172273
172.0.8.0	0.518639804570819	0.03562372973241	2.698891816212504	4.119708027264768	-2.917274862689861e-115	1.2117813742920919e-65	5.122992350854646	21.95408000000012	52.01463247373804	11.764315345951864	0.293761456344721	0.17157065430450402	0.46548358372427706	4.788854525412447	7.68990949048342e-05	0.000615059573965	0.0017865383948600002	2.82856283954083e-05	2.156414817285975	2.841425740651774e-103	0.857337003689125	0.159915475845992	10.678294139573023
176.0.4.0	0.5018228471989731	0.033692428677773	2.530346864914507	4.019552858493904	3.8249191728028704e-116	2.3165279020354507e-67	5.111682593209165	21.95408000000012	51.95216288404536	11.760973643197024	0.29376188538902903	0.17061340750366802	0.46548358372427706	4.788854525412447	7.647005059720903e-05	0.000615059573965	0.0014544843480990002	2.281411263723499e-05	2.107494459105412	6.4529105703482305e-105	0.8469844928444821	0.158446394901783	10.459924551201173
180.0.	0.48595045177073004	0.031840282597733	2.374363202153595	3.91686684049057	4.484383462506413e-118	-6.0704799475343895e-68	5.100534110872704	21.95408000000012	51.89363765571818	11.757788229925126	0.293762285635753	0.16972041139670102	0.46548358372427706	4.788854525412447	7.60698038728632e-05	0.000615059573965	0.0011864292644050002	1.842986773244574e-05	2.059627160155174	7.652454164189142e-107	0.8367290066149851	0.15693568026867102	10.2460972791923
183.0.6.0	0.47097521396094005	0.030070829569798	2.229823677451832	3.81241825128829	1.4411427659346309e-120	3.786163400968287e-69	5.089544655439833	21.95408000000012	51.83875775449273	11.754753286722142	0.293762659456316	0.16888637507213403	0.46548358372427706	4.788854525412447	7.569598331050073e-05	0.000615059573965	0.000969689246373	1.4912649891463402e-05	2.012801618547175	-5.708426923302708e-109	0.8265735875066791	0.155388704150091	10.03707961883254
187.0.20000000000002.0	0.45684995018280605	0.028385938323818003	2.09572114877098	3.706895458005353	-7.698634532793327e-123	-7.900859228603531e-71	5.078711968053096	21.95408000000012	51.787251437430506	11.75186282008227	0.2937630089837	0.168106539600823	0.46548358372427706	4.788854525412447	7.53464559268024e-05	0.000615059573965	0.0007941456659750001	1.20873411604147e-05	1.967004211204806	-5.551269873693469e-110	0.816520735591251	0.15381043434052302	9.833060804473739
190.0.8.0	0.44352822258571306	0.026786104811522	1.97114804569898	3.600910335069072	-9.07141139513348e-125	-6.978148012765791e-72	5.068033785926285	21.95408000000012	51.738871446514985	11.749110778936156	0.293763336140047	0.167376616463488	0.46548358372427706	4.788854525412447	7.501929957923984e-05	0.000615059573965	0.000651719737892	9.814678337392563e-06	1.922219575214332	-1.556635516950455e-111	0.8065724766017771	0.152205459159326	9.63416430774004
194.0.4.0	0.430964744212944	0.025270716750505	1.855286600882867	3.495002399147965	-5.882132553807866e-127	8.183942056902901e-73	5.057507847942491	21.95408000000012	51.69339249354599	11.74649114118921	0.29376364266083405	0.16669273361542503	0.46548358372427706	4.788854525412447	7.471277879192839e-05	0.000615059573965	0.00053595517678	7.98387123476872e-06	1.8784310672330071	-2.47079815470039e-113	0.7967304214660461	0.150578011349416	9.440458654257787
198.0.	0.41911568252532605	0.023838285514934002	1.747399811084931	3.389643414500048	-1.0123340176417309e-129	-3.8322423336209765e-74	5.047131899448369	21.95408000000012	51.65060901115489	11.74399797701688	0.293763930116047	0.16605138823901303	0.46548358372427706	4.788854525412447	7.442532357898734e-05	0.000615059573965	0.00044168683641100003	6.50673419326031e-06	1.8356211259501252	-6.830049308491433e-116	0.7869958183483401	0.148931990904064	9.25196685633007
201.0.6.0	0.40793887788891103	0.022486646258379	1.6468231496050532	3.285242268180764	1.7199489339958388e-131	1.041803693351958e-76	5.036903696350356	21.95408000000012	51.610333145210355	11.74162549422361	0.29376419992873803	0.16544940534336702	0.46548358372427706	4.788854525412447	7.41555108886352e-05	0.000615059573965	0.00036477765819000006	5.313026051368662e-06	1.793771557578848	9.594745646139902e-117	0.7773695981459771	0.14727098680299403	9.068674576644172
205.0.20000000000002.0	0.397393991841807	0.021213128164529003	1.5529570233875911	3.182149955107601	1.3936971854715442e-133	1.2329993777911828e-76	5.026821008604756	21.95408000000012	51.57239296490981	11.73936806982576	0.29376445339129104	0.16488390146991402	0.46548358372427706	4.788854525412447	7.390204833578821e-05	0.000615059573965	0.000301909835723	4.346752843365285e-06	1.752863760305313	3.4910114414593697e-118	0.7678524142738281	0.145598297653658	8.89053714581608
208.0.8.0	0.38744259813466503	0.020014697334915	1.465259948575469	3.08066454814197	6.469639233917614e-136	-9.945164512952384e-78	5.016881623181569	21.95408000000012	51.536630868251244	11.73722027111006	0.29376469167969504	0.16435225285256	0.46548358372427706	4.788854525412447	7.366375993123751e-05	0.000615059573965	0.000250418980331	3.563235980863417e-06	1.7128789003658111	6.910003909424605e-120	0.758444677467994	0.14391695124546502	8.717485557235603
212.0.4.0	0.37804822777409003	0.018888075134469003	1.3832424055715982	2.9810360582603	3.113564496565028e-139	3.384833536603917e-79	5.007083346571457	21.95408000000012	51.50290216219377	11.735176868701416	0.293764915866075	0.16385206746185402	0.46548358372427706	4.788854525412447	7.343957355166177e-05	0.000615059573965	0.00020816237809200003	2.92678815439117e-06	1.673798049816119	6.044996333633151e-122	0.7491465862485861	0.14222972303421802	8.549431558555373
216.0.	0.36917637764739303	0.017829834907319	1.306461327139804	2.883471114898403	-2.480537596519003e-140	8.404592257748163e-81	4.997424006896006	21.95408000000012	51.471073798527236	11.73323284360881	0.293765126929699	0.16338116043453502	0.46548358372427706	4.788854525412447	7.322850992698808e-05	0.000615059573965	0.000173414269983	2.4088711428011035e-06	1.635602293976579	-1.3200078271581122e-123	0.739958153600448	0.140539153581513	8.38627195200584
219.0.6.0	0.360794490803925	0.016836479913701	1.234515169362173	2.788137417138088	-1.74483227765953e-142	-1.804326028153608e-81	4.987901455673531	21.95408000000012	51.44102324819802	11.731383389774432	0.293765325766676	0.162937532453604	0.46548358372427706	4.788854525412447	7.30296729501969e-05	0.000615059573965	0.000144782552844	1.986635438244069e-06	1.5982728148799992	-7.250653283391678e-125	0.730879230358901	0.138847564979544	8.227892206808892
223.0.20000000000002.0	0.352871915127903	0.015904505176989003	1.167039514287585	2.695167923085876	-6.809116403815075e-145	1.112029242912395e-82	4.978513569285784	21.95408000000012	51.41263749851961	11.72962391330363	0.29376551319848704	0.16251935070029802	0.46548358372427706	4.788854525412447	7.284224113987161e-05	0.000615059573965	0.00012114246397800001	1.641762210851299e-06	1.561790955733375	-1.757746145446721e-126	0.7219095257244591	0.13715707629607501	8.07416947723771
226.0.8.0	0.345379845962311	0.015030445708295	1.10370315401867	2.604664758099514	1.6708289976086078e-148	-2.3679839780245003e-84	4.969258250184868	21.95408000000012	51.3858121592971	11.727950029282301	0.293765689979519	0.162124932048719	0.46548358372427706	4.788854525412447	7.266546010792322e-05	0.000615059573965	0.00010158373653100001	1.359544602445684e-06	1.5261382703603732	-2.319088125776048e-128	0.71304862527512	0.135469618077376	7.9249751099807195
