	APC	HC	HC3	HC36	HC5	HC53	HC536	HC56	LC	LC_APC	Va	Va3	Va36	Va36_APC	Va3_APC	Va5	Va53	Va536	Va536_APC	Va53_APC	Va56	Va56_APC	Va5_APC	VaA3	VaA36	VaA53	VaA536	VaLCA1	VaLCA1_APC	Va_APC
0	1e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	3.5469133683497817e-10	3.51215038989558e-11	9.864851574649628e-14	2.8510262293852824e-17	3.6345010394264084e-12	3.7125721980679693e-13	3.9848215738729936e-16	2.148942344736147e-15	3.7550451236706984e-11	1.678035371992923e-12	1.4946609190546383e-07	8.214437495167799e-10	2.572893632402886e-13	4.460014096702679e-14	1.3040055499983712e-10	3.5114983244422426e-08	3.9353409869537625e-09	4.940592142354095e-12	1.2402525336962505e-12	8.336028483733437e-10	2.4300675121665726e-11	4.726236355343605e-12	5.555769419898089e-09	2.0801287840014224e-10	6.091271278833014e-14	8.165940574222314e-10	9.051428209511229e-13	9.497824426142393e-10	7.579054874187384e-11	3.0420561667498744e-09
2	3.546913404268348e-10	6.23529672376866e-11	3.017185227893635e-13	9.54929619117806e-17	1.38495855370093e-11	1.5574175918886391e-12	2.1086169509543116e-15	1.0242832598444829e-14	7.452000420629597e-11	3.5541316255892402e-12	1.1583870949159268e-07	1.0847069304112341e-09	3.7219487178105784e-13	4.1126035547323514e-14	1.1052288285321533e-10	6.247110103146189e-08	7.376825036353037e-09	1.1628660721816829e-11	1.8453160822897757e-12	1.0163722517951411e-09	5.433186042540583e-11	6.3921435904958296e-12	5.947829738163211e-09	5.790746604724428e-10	1.844308130085147e-13	3.0601955250063946e-09	4.2089170492787495e-12	3.442496130382704e-09	2.0116740295842055e-10	2.357583666469249e-09
3	3.546913403518303e-10	8.345616920168156e-11	5.292379904669352e-13	1.761700694505148e-16	2.89201853205039e-11	3.3498378284581188e-12	5.1832987979712894e-15	2.462856283836467e-14	1.1088458181937184e-10	5.4008365534444676e-12	8.97787555837643e-08	1.0901884327148959e-09	3.983265070216855e-13	3.581197262937257e-14	9.092700171164656e-11	8.247006510963516e-08	9.845402444924916e-09	1.8106061604878993e-11	2.3882800729858447e-12	1.1374401651987452e-09	8.513589800130072e-11	7.997893069485933e-12	6.195643780380404e-09	9.831286639246572e-10	3.286771504102273e-13	6.340644897773656e-09	9.926091043951577e-12	6.9557549013799656e-09	3.7827342851271045e-10	1.8272014621761144e-09
4	3.546913403880733e-10	9.981126577981027e-11	7.445485037725826e-13	2.5682961300831884e-16	4.750879966235993e-11	5.569894486813038e-12	9.549855560631045e-15	4.538769145155171e-14	1.464803073436562e-10	7.2093954657248215e-12	6.958189459929252e-08	9.84286347670644e-10	3.7759631138698185e-13	3.011351507182775e-14	7.341478153435271e-11	9.680982375615737e-08	1.1553577864470086e-08	2.4117583402516468e-11	2.8693921580302332e-12	1.2131476857945858e-09	1.15986232913639e-10	9.532484687994625e-12	6.333625829180718e-09	1.3608306410357409e-09	4.709413199246848e-13	1.034825740207357e-08	1.791557782888973e-11	1.1138147052826261e-08	5.89327509431867e-10	1.4161514678435764e-09
5	3.546913403697517e-10	1.1248509198138722e-10	9.33278650873482e-13	3.3067667228864907e-16	6.858992985263904e-11	8.080189288699096e-12	1.5099369033727306e-14	7.247126955072648e-14	1.81202175711801e-10	8.974215377054636e-12	5.393070357033006e-08	8.406417772544283e-10	3.3532630316376216e-13	2.4745513795399157e-14	5.854379563745354e-11	1.0680133921048013e-07	1.268328403053955e-08	2.9560389792309e-11	3.291938413581426e-12	1.255756255941446e-09	1.4635071322746912e-10	1.0988215179241706e-11	6.388394199155652e-09	1.689497329877439e-09	6.001282121346644e-13	1.4844922470784886e-08	2.7976899503983495e-11	1.5741274146730856e-08	8.2172268164759e-10	1.0976126127644262e-09
6	3.5469134036400917e-10	1.2230975006575562e-10	1.0916742523826238e-12	3.948655524141858e-16	9.1371540402052e-11	1.077651790392352e-11	2.1711433202317857e-14	1.0573829759859649e-13	2.1498554188748387e-10	1.0691785332983294e-11	4.179763194195462e-08	6.955869481943837e-10	2.8628893001259614e-13	2.0022071106458684e-14	4.630426735118347e-11	1.1346593509654474e-07	1.3382212050498701e-08	3.441410000700929e-11	3.661779883209625e-12	1.2746127303120307e-09	1.7584047406872456e-10	1.236110511244697e-11	6.3804983519596404e-09	1.963822870807432e-09	7.117379909449523e-13	1.9649854518969447e-08	3.9891473442212023e-11	2.0587798898278345e-08	1.0664817029316937e-09	8.506769146816892e-10
7	3.546913403709262e-10	1.2992410228295502e-10	1.2213666637261807e-12	4.48925596449097e-16	1.1525352403852e-10	1.3582626739705678e-11	2.926666212275597e-14	1.449774953678112e-13	2.477960941677405e-10	1.236021864025345e-11	3.2393767466263004e-08	5.642306764403862e-10	2.381622934225856e-13	1.602478192251787e-14	3.641840649280387e-11	1.1758635195518485e-07	1.3764837415200904e-08	3.870700069158016e-11	3.985019478779499e-12	1.27652130426015e-09	2.0418429986805755e-10	1.3649017186424872e-11	6.325710182090851e-09	2.1872410875584417e-09	8.05213300332568e-13	2.4630450024377033e-08	5.3443594711390984e-11	2.5554578270261007e-08	1.317361649686192e-09	6.592868370116896e-10
8	3.546913403726307e-10	1.358249398718169e-10	1.3259118355519971e-12	4.935046644188534e-16	1.3977661056387067e-10	1.6442768997352013e-11	3.7653902443385047e-14	1.8993132489144308e-13	2.796196199761738e-10	1.3978690024417043e-11	2.510564136908648e-08	4.5183620413842063e-10	1.9464696675281563e-13	1.2727104672558014e-14	2.8533207462287034e-11	1.1977002085775007e-07	1.3918687062473385e-08	4.2488215957322545e-11	4.267589058083035e-12	1.2665025896847696e-09	2.3119599514064077e-10	1.4851407594915758e-11	6.2362339762377105e-09	2.3662332687802034e-09	8.818329844906744e-13	2.9689432618427547e-08	6.843236653382918e-11	3.0555007368883434e-08	1.5699727178426512e-09	5.1095575461783e-10
9	3.54691340293283e-10	1.403970542254638e-10	1.4097070418840112e-12	5.298763566282363e-16	1.6459236981769044e-10	1.931706216811377e-11	4.6771629535340734e-14	2.4030949390648746e-13	3.1045663889545524e-10	1.5547165357494235e-11	1.9458096816601014e-08	3.5782292214779513e-10	1.5685526807575404e-13	1.0041739684571405e-14	2.2276425133430082e-11	1.204861605566484e-07	1.3909678222725778e-08	4.581731946051736e-11	4.5148796990967415e-12	1.2481721852022657e-09	2.567557582541925e-10	1.596867908007982e-11	6.121508598420788e-09	2.508556599656226e-09	9.438898509699507e-13	3.475687487394137e-08	8.467395478298595e-11	3.5529746250292425e-08	1.8213030679393497e-09	3.960076171341091e-10
