	C1	C2	C3	C4	C5	C6	C7	C8	C9	MAPK	MAPKMEKpp	MAPKPH	MAPKp	MAPKpMAPKPH	MAPKpMEKpp	MAPKpp	MAPKppMAPKPH	MEK	MEKPH	MEKRAFp	MEKp	MEKpMEKPH	MEKpRAFp	MEKpp	MEKppMEKPH	RAF	RAFK	RAFPH	RAFRAFK	RAFp	RAFpRAFPH
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.3	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39999848219181794	1.413094075973631e-06	0.2999999539177174	5.863169872983265e-08	4.608228140062276e-08	1.2130830422614566e-13	3.1813059130523083e-15	1.4936111783521356e-15	0.18872153421480475	0.19904798348553246	0.009606428258639966	0.0006964821542381057	0.0009516977144298435	2.1811571348022704e-05	3.141923043758797e-07	3.1880003766751183e-07	0.2153293115864209	0.13947859331285561	0.2979160289334231	0.0605214066871444	0.012437070829869881	0.002083971066576783
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39994836609238027	4.45454748135996e-05	0.29999589480768785	2.9833019894426202e-06	4.105186372450617e-06	-6.3332185983982e-11	1.836498194286354e-12	5.940052252122972e-12	0.169613061254444	0.1949018302195925	0.022071134960703308	0.0028881906357048296	0.005088509556520176	0.00027917628032058837	5.7216769383596694e-06	9.660223887330291e-06	0.191540986866762	0.1433117736276727	0.29496224633564233	0.05668822637232731	0.024382721855529293	0.005037753664357487
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39967694956677274	0.0002595567948897596	0.2999596063121811	2.3085700246517916e-05	4.0392927763900646e-05	1.3520987306886201e-08	7.292845322024057e-10	7.600553601160832e-10	0.15087627365927395	0.18917295645241877	0.031277105647071014	0.005748076742194548	0.010776095820258439	0.000980655062150284	3.127502585193856e-05	5.0947727322853066e-05	0.17182151699782075	0.14762346222092976	0.2921903883700279	0.05237653777907016	0.03573457288391625	0.007809611629971555
4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3989246823490294	0.0008099641800049972	0.29982289938962975	8.809542301606836e-05	0.00017708428874178134	1.4655290513831434e-07	1.0884673846344532e-08	1.6321628827948616e-08	0.13411903740365705	0.18337152229046577	0.0375513187835843	0.008675192212608594	0.016475528835575935	0.0021250841295959084	9.077902810964952e-05	0.0001529488739584469	0.15508561380609934	0.15152634138181773	0.2896228728556149	0.04847365861818214	0.046387197518153456	0.010377127144384888
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3974322279774812	0.001825832821458997	0.29949079317590727	0.0002317768687400597	0.00050907462662308	8.791011701421543e-07	7.640705667739131e-08	1.3219746987193218e-07	0.11979404474375159	0.1782446293002669	0.041536695511765094	0.011316813098666962	0.021422642313255	0.0035775017127414577	0.00019286231071263772	0.00033272838647821376	0.14098536857245675	0.15499508501360154	0.2872872113041304	0.04500491498639838	0.05618273052076926	0.012712788695869294
6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3950161120030448	0.0033627745434292007	0.2988676867313036	0.00048492135131354854	0.0011316435156063021	3.5268818075375528e-06	3.5195170824067417e-07	6.697530904076522e-07	0.10781053708943589	0.17404287324437592	0.04385391106476541	0.01350808265727082	0.0253607982764669	0.005160558907263003	0.000343482100404042	0.0005963284791572904	0.1291884001958775	0.15803504699488127	0.28519892039887024	0.04196495300511864	0.06503109722584625	0.014801079601129414
7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3915975655844408	0.005405014061614811	0.29788253080011834	0.0008682634599266957	0.0021150590742540915	1.0507212430493575e-05	1.1804817052649504e-06	2.410125627935625e-06	0.09785672763872447	0.17075166473481382	0.04500827252360488	0.015211615999281987	0.028306851781162976	0.006718285615078456	0.0005412416840787068	0.0009414834840233275	0.11938138430641616	0.16066528594355578	0.2833569216041735	0.03933471405644412	0.07291426510263038	0.01664307839582622
8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38720077954128473	0.00788170610966976	0.296501131683483	0.001390180215326768	0.0034920502642237484	2.5301297759333636e-05	3.1645194422226705e-06	6.818052293590857e-06	0.08957486440732355	0.16824510869541623	0.045375226422044036	0.016463095267523962	0.030394902800348116	0.008143737010853738	0.0007811781802418321	0.0013599885042357572	0.11127469796674071	0.1629150395676435	0.2817475018217044	0.03708496043235643	0.07986887998971001	0.01825249817829531
9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38193171826373445	0.010690673270572127	0.2947286615965155	0.002047053892682889	0.005255244071669247	5.2044053318414474e-05	7.172116207392483e-06	1.6094331815608968e-05	0.08263861533621787	0.16636729073601997	0.04521773542141612	0.01733176218906842	0.03179226681550361	0.009379857322453082	0.0010566031429739607	0.0018404424484764978	0.10460999506613426	0.16481911320290363	0.2803501431884803	0.03518088679709628	0.085961668581381	0.019649856811519456
