	D_1	E_1	RS_1	R_1	X_1	theta_1
0	0.22982726335358564	0.3314336378707295	1.444993802457206	0.5809552346759478	10.950135537275912	0.4072974981199112
1	0.40551134088928203	0.1180007138410843	1.518732071920438	0.6481362786528755	6.882203523411346	0.3399447425765848
2	0.533006605328774	0.2965731870988293	1.4961424388920066	0.6194477223063412	1.6381215187208176	0.3770822756642903
3	0.5288937609434631	0.6226683294267781	1.429519197582702	0.4976268588740267	0.43838736670393885	0.464251540751193
4	0.4032211878785012	1.0177279039058682	1.3483959402427528	0.34700779551181987	0.3103786930895948	0.5725787332346555
5	0.26599234707702946	1.3834796903780402	1.2792694515437075	0.26255320423996015	0.3839040490681185	0.6547112086829949
6	0.18316966799666845	1.6495138799588698	1.242077436969123	0.24759231215309724	0.5112181355421652	0.6854462851015439
7	0.14796556561581878	1.7648301262396122	1.2420143261297611	0.27718864780111724	0.6918803227833022	0.6661324922604424
8	0.14031116602177116	1.6856840443059415	1.276309584371292	0.3380484783995384	0.9959521695629543	0.6079295265022672
9	0.15456133290998267	1.3370082153652034	1.3406195217324064	0.4330010745343836	1.8053075354343269	0.5221258276635834
10	0.22050909399869104	0.4138701531138996	1.4355916029732259	0.5732902761937304	9.366872702770774	0.4135490111517375
11	0.3935226949733209	0.11224252648736427	1.5154553786144676	0.6490121089245896	7.452183533381686	0.33916998347028526
12	0.5270763145002535	0.2807957736569985	1.4977495598347679	0.6256549975904231	1.797855134268849	0.37162442716998473
13	0.5327799401488177	0.5990347205360343	1.4333199972238566	0.5090836453586741	0.46374645521146385	0.4562249954236963
14	0.41225794588153347	0.9927958258647431	1.3527763950182181	0.3561186989144195	0.30834009209690005	0.5644928942226589
15	0.27309829736085556	1.3627013030341943	1.28242642814117	0.2662294626116913	0.37638725718258237	0.6494319677774439
16	0.18668926781622408	1.6369245017532306	1.2429666859422728	0.24729372090092883	0.50070808752588	0.6838419377696007
17	0.149171038515672	1.7636729068404025	1.240456593955638	0.2743948491973429	0.6762982474996387	0.6678150199299977
18	0.14007457568373918	1.6994753128345523	1.2724883340877222	0.33314003315093615	0.9661917240162612	0.6121469884938174
19	0.1525425482631253	1.3749193616200344	1.334724311006849	0.4252092574115184	1.6995595612823384	0.5282510205730394
20	0.21156972973461746	0.5046020474237728	1.4270883334632605	0.563276028853894	7.895171479475276	0.4215975907516894
21	0.3808946958357156	0.1062613275562005	1.5129883161275215	0.6480640423880336	8.150406957856504	0.33983991360019494
22	0.5207607133290745	0.2635987341733695	1.50064045033021	0.6306369060150598	2.0012516516991177	0.3668698776205007
23	0.5372280507669991	0.5726084574634436	1.4384163337438074	0.5205287828129223	0.498273132298705	0.448595741536132
24	0.42275719780778925	0.9645313670328639	1.3582894612585446	0.3658356088498335	0.30761515812305174	0.5566271714556881
25	0.2815250486896209	1.338802976064623	1.2864436294521484	0.2701943637914515	0.36894879481202164	0.6445404876816486
26	0.19094842084216757	1.6217844872266245	1.244445382782099	0.24693502964195632	0.4901428571654755	0.6828319916805708
27	0.15070200321724797	1.7606427260150528	1.2392982329748607	0.2713609298741478	0.6608417246325607	0.6701953266013257
28	0.14000462428227975	1.7119365360649947	1.2689606662377149	0.3279249085652815	0.9374825100306615	0.6170583812535168
29	0.1506987815170246	1.411089528954644	1.3290880278529937	0.4171309343982912	1.6047958883932651	0.5349860401667973
30	0.20345923330816063	0.5976081096035748	1.4189216077681444	0.5523880243086652	6.619191095070504	0.4301132980159632
31	0.3678853496187865	0.10105118190104737	1.5102329857576324	0.6462360237925141	8.918637242263994	0.3414271349922027
32	0.5137708072540778	0.24672704808866788	1.503673604305425	0.6348882173597884	2.234846633026452	0.3625039694263797
33	0.5411937558787968	0.5458203073788801	1.4437872983411695	0.531749003724775	0.5400609594399761	0.44118530685720014
34	0.4335246046496926	0.9353073034443599	1.3641512387327959	0.37600042405225315	0.3080491051660694	0.5487074079130769
35	0.29053967738999925	1.3137059161866818	1.2908310070373483	0.27454225105573116	0.3617323563055313	0.6395224123018775
36	0.19561260233714858	1.605380802379356	1.2462427054908092	0.24675297301756813	0.47975082374472916	0.6817598841871401
37	0.15244118019712727	1.756353231331247	1.2383970686906394	0.26839167054285556	0.6457931955312776	0.6725878638288737
38	0.14006006267139218	1.7230466537495717	1.2656401672559663	0.32276089686015735	0.9102610659954693	0.6220324310069981
39	0.14903661606966978	1.4449967830977892	1.3236430567775073	0.40918320798243024	1.5205830806861205	0.5417866510179071
40	0.19623641918255455	0.6882944891819611	1.4110209313954434	0.5411923227650218	5.576890415157951	0.4386482109344924
41	0.35463274946135986	0.09701170041233463	1.5069138194453728	0.6437677326357406	9.73502168043931	0.34379158051319825
