	E	E_M	E_P2	E_P_1	E_P_2	M	P	P2	T
0	0.00015	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1	7.991251922155048e-05	2.4925852493283344e-06	1.8898406973339273e-08	6.031815036011534e-05	7.257846762031909e-06	0.04327362404170926	0.9520955557425904	0.002148624017742045	0.0024121087171797132
2	8.048695455001641e-05	4.695793808147082e-06	3.752667340165508e-08	5.7815972090060514e-05	6.963752878373615e-06	0.08026760654214009	0.9062313307555395	0.004203662847161841	0.00922788680970842
3	8.121276248222965e-05	6.539500110106048e-06	5.5224435273657904e-08	5.551312294063951e-05	6.679390031751187e-06	0.1116736792946706	0.8622286347724266	0.006167901668569106	0.01986099702681578
4	8.202310644444076e-05	8.166182662591019e-06	7.277092944110824e-08	5.332207184454036e-05	6.415868118987329e-06	0.13808940603859846	0.8199809331641688	0.008046279459437955	0.03381540444423924
5	8.293153824466311e-05	9.575428865664268e-06	9.00923386326516e-08	5.123745083836441e-05	6.165489712677723e-06	0.1600676005635566	0.7793886432248359	0.009843430772938627	0.05063325697691354
6	8.393530469176139e-05	1.0655417197436322e-05	1.0669799279051177e-07	4.936983647701104e-05	5.932743641003064e-06	0.17807744185612065	0.7403723484283535	0.011563020614721769	0.06992112440549576
7	8.500785326605312e-05	1.1804789075106597e-05	1.2385227135438516e-07	4.736457898063665e-05	5.698926406851694e-06	0.19254658707578795	0.7028600944954878	0.013208391726470722	0.09131993455551955
8	8.616554540173742e-05	1.2668504106743509e-05	1.40500245521059e-07	4.5545382010922534e-05	5.480068235077749e-06	0.2038576670948708	0.6667888160569033	0.014782439758926224	0.11450724263470165
9	8.739563258373466e-05	1.3384485372482389e-05	1.570125319358487e-07	4.3793558418987475e-05	5.269311092861918e-06	0.2123545461244265	0.6321038531226911	0.016287686415084504	0.1391913099703818
10	8.87003273752536e-05	1.3876551625362077e-05	1.7327365123709913e-07	4.2180759420421546e-05	5.069087927728598e-06	0.2183491783025868	0.5987565131235026	0.017726368524545406	0.16510664037674053
11	9.005652499093295e-05	1.4425036915815768e-05	1.8972677655219067e-07	4.046048882982732e-05	4.868222486874749e-06	0.22212701915861194	0.5667032380634578	0.01910049859382836	0.192009300709093
12	9.148342730185177e-05	1.483823009546426e-05	2.0603473120383372e-07	3.879869839054582e-05	4.673609480936998e-06	0.22394286183401912	0.5359062857654117	0.02041180168200972	0.21968053414586156
13	9.295939838928013e-05	1.5020180652378246e-05	2.2214347130701873e-07	3.730910910061279e-05	4.4891683864240844e-06	0.22403124684477602	0.5063324676885936	0.021661792152370657	0.24791745271264917
14	9.448693357453754e-05	1.5040294558950807e-05	2.3811594097445096e-07	3.5923096662587875e-05	4.311559262951776e-06	0.2226134974385764	0.4779470239011614	0.022852086684611285	0.2765318789092256
15	9.605029648984186e-05	1.521252457214524e-05	2.540625557965942e-07	3.435149824492321e-05	4.13161813729627e-06	0.21988762814702323	0.4507215223959706	0.023984007163917097	0.305352892589579
16	9.76806545666362e-05	1.5228239890308497e-05	2.70053018258708e-07	3.2865670420342e-05	3.955382104458259e-06	0.21603241638341875	0.42463064750681845	0.025058716327199547	0.33422590043712996
17	9.932684199589284e-05	1.5132266885333164e-05	2.857434735524144e-07	3.1468697636819655e-05	3.7864500084053277e-06	0.2112179948060911	0.3996470422702265	0.026077497796945074	0.36300679196873337
18	0.00010101136609524989	1.4974564689965846e-05	3.0130587381824415e-07	3.0092136991051846e-05	3.6206263499180692e-06	0.20559670116636183	0.37574722200463	0.027041460581302232	0.39156562761380137
19	0.00010272188265506344	1.4765796819564495e-05	3.1675086895162743e-07	2.8737748235331976e-05	3.457821421092949e-06	0.19930882126714305	0.352907778116498	0.027951719135875838	0.41978440336313844
20	0.00010445143439550591	1.4497425152710594e-05	3.3194916233652326e-07	2.7420064531454824e-05	3.2991267579969665e-06	0.19248252118836978	0.331105680396709	0.028809380592643756	0.4475568692566733
21	0.00010619770267374295	1.4187170426691222e-05	3.4696048867997365e-07	2.612472604445438e-05	3.1434403664353745e-06	0.18523430246258266	0.3103183449827486	0.029615543546746136	0.47478800671059673
22	0.00010795167866683963	1.3832604979223475e-05	3.6169264139083747e-07	2.486246320911054e-05	2.9915605034388807e-06	0.1776701473782283	0.29052281318062084	0.03037133567326738	0.5013936554465506
23	0.00010971184434150327	1.3356624355152386e-05	3.7602339486698357e-07	2.3709518429124367e-05	2.8459894793552422e-06	0.16988551211344816	0.2716960332947613	0.03107789856459345	0.527300267871539
24	0.00011146302489154263	1.30197014047923e-05	3.902443090616028e-07	2.2428376515170346e-05	2.698652879436119e-06	0.16196646065303472	0.25381459278972657	0.031736414142511785	0.5524439954396189
25	0.00011320900318324075	1.2571164627921738e-05	4.039980500523777e-07	2.1258060379353456e-05	2.5577737594356063e-06	0.15398913694687652	0.23685445948483527	0.03234808850976783	0.576771524061704
26	0.00011493935410993521	1.2103967076062094e-05	4.173550156345417e-07	2.0118583868087792e-05	2.4207399302836266e-06	0.14602083192641535	0.22079152669876326	0.032914152521838554	0.6002384282070932
27	0.00011664921295457966	1.1618585203289271e-05	4.3027647850384076e-07	1.9014136435499096e-05	2.287788928129768e-06	0.13812112114324895	0.2055996999321056	0.03343594381980088	0.6228098843177995
28	0.00011833270588693838	1.1190968468591995e-05	4.4283316000730077e-07	1.787686223700466e-05	2.156630247457586e-06	0.1303407841916468	0.19125347424450542	0.03391478054198428	0.6444592937277509
29	0.00011998609588762503	1.061913255186166e-05	4.547191603907987e-07	1.6905893464401806e-05	2.0341589357203305e-06	0.12272415587823933	0.17772529292221076	0.0343520832275413	0.6651684540678968
30	0.0001216025186663542	1.0111947641933195e-05	4.661754845342139e-07	1.5905545774162244e-05	1.913812433015668e-06	0.11530749400858922	0.16498671035931964	0.03474933743831216	0.6849280607124459
31	0.00012316782618627145	9.612557533258187e-06	4.770123450011286e-07	1.4943991772482277e-05	1.7986121629858317e-06	0.10812136869170852	0.15301294065980703	0.035107839432026416	0.703731019042645
32	0.00012470924155142014	9.10048576721154e-06	4.874490808628947e-07	1.4016338271712197e-05	1.6864853287926359e-06	0.10119055395873922	0.1417726664288229	0.03542922670768552	0.7215822621463044
33	0.0001261562859551096	8.583866847530026e-06	4.969514073468753e-07	1.3179773653381186e-05	1.5831221366320547e-06	0.09453350249556931	0.13123071128445105	0.035715330625375	0.7384966118805604
34	0.0001276212478215701	8.114147398095637e-06	5.063957152594794e-07	1.2280562408908764e-05	1.4776466561663025e-06	0.08816476001739189	0.12137120278418431	0.03596701981792666	0.7544746386283192
35	0.0001289768705516661	7.626416153839469e-06	5.14649028325824e-07	1.1498916623104566e-05	1.3831476430644205e-06	0.08209418330977665	0.11215462899877798	0.0361863459559229	0.7695438186060747
36	0.00013031815407231305	7.169899261396804e-06	5.229521696846217e-07	1.0701482920102387e-05	1.287511576503004e-06	0.07632640472507501	0.10355184831468903	0.03637485541357706	0.7837272097007313
37	0.00013157868153707103	6.739461972223485e-06	5.303825502335547e-07	9.952912249094641e-06	1.1985616913769761e-06	0.07086256990091444	0.09553169468195281	0.03653418249061631	0.7970531316080537
38	0.00013278445076137944	6.293215094721004e-06	5.371385902746946e-07	9.269732089621201e-06	1.1154634640040088e-06	0.06570205980131322	0.08806551970470204	0.036665841731293856	0.8095493632134523
39	0.0001339282664646181	5.885380643296827e-06	5.433368318056199e-07	8.606781964859447e-06	1.0362340954207889e-06	0.06084131519113726	0.08112420403476785	0.036771372683310606	0.8212470363572488
40	0.00013501632742269972	5.480048291888897e-06	5.489470043224677e-07	7.992891760390389e-06	9.617855206993418e-07	0.056274356331242475	0.07467874156225252	0.03685230523651261	0.8321796131974152
41	0.00013604524989989505	5.061193506136763e-06	5.53945086984526e-07	7.446767120169637e-06	8.928443868146152e-07	0.0519932707535646	0.0687004907430224	0.036910149675749425	0.8423821340775637
42	0.00013700286462803548	4.971110374061682e-06	5.587414779696601e-07	6.64894241429345e-06	8.183411056396829e-07	0.04798919445802987	0.06316213265015932	0.036946360140925096	0.851889315615514
43	0.0001379267409982177	4.399920079258009e-06	5.624517694983065e-07	6.3472474155059155e-06	7.636397375202324e-07	0.04425123818165034	0.05803657332647393	0.0369623385068031	0.8607377767260711
44	0.0001387830612853743	4.079319409898156e-06	5.659000477405446e-07	5.865978245221487e-06	7.057410117658493e-07	0.04076868230537326	0.053298072153266186	0.03695946718431656	0.8689625614183295
45	0.0001395875195596745	3.776861880727287e-06	5.688697027768874e-07	5.4152429029818215e-06	6.515059538396923e-07	0.03752937370765096	0.04892128389582353	0.03693907297713545	0.8765998569389498
46	0.00014033770763149703	3.608561036091287e-06	5.714524139083199e-07	4.88472949899211e-06	5.97549419511334e-07	0.034521378229417504	0.04488250650238193	0.03690240964416079	0.8836840433316713
47	0.0001410421751011584	3.2271394750183863e-06	5.734259192691589e-07	4.603404454766256e-06	5.538550497876582e-07	0.03173194806116461	0.04115848336038547	0.03685068972807551	0.8902499210254757
48	0.0001416983310106862	2.979230273623246e-06	5.750715391944396e-07	4.237438381111753e-06	5.099287953840037e-07	0.02914911571809066	0.03772779220010935	0.03678505272397007	0.8963297376888408
49	0.00014230798309878146	2.7467799497697e-06	5.763136281000754e-07	3.8996474800426305e-06	4.692758433056429e-07	0.0267604188207274	0.034569511168773784	0.03670659281078913	0.9019557851828087
50	0.00014287551196259161	2.5291606261633803e-06	5.771885039470458e-07	3.5866198548962607e-06	4.315190524011742e-07	0.0245540033942282	0.03166428638832538	0.03661632814364	0.9071582575857694
51	0.00014338911498071536	2.3927846579216514e-06	5.777011133197527e-07	3.2448024427930837e-06	3.955968052494859e-07	0.02251802372906034	0.028993375504953883	0.036515242834252226	0.9119667470467148
52	0.0001438886123243266	2.1422451976549233e-06	5.779180477889336e-07	3.0269638232793935e-06	3.642606069494031e-07	0.020641050216228134	0.026539309512917397	0.036404249101132304	0.916409279782047
53	0.00014432501054123122	2.0828696312880827e-06	5.778050896131947e-07	2.682195065372559e-06	3.3211967249419493e-07	0.01891257310372694	0.02428609181723831	0.03628419215164454	0.9205114679379319
54	0.00014475867695361573	1.8074872010447287e-06	5.774434743705599e-07	2.549638459139155e-06	3.0675391182907777e-07	0.017321808561567096	0.022218094447765468	0.03615587802119947	0.9242989776464221
55	0.00014515518052864198	1.560020147145226e-06	5.768209836141559e-07	2.4245059643334416e-06	2.8347237626441237e-07	0.015858942650395363	0.020320954240155766	0.0360200623155467	0.9277951959744314
