time	a1	a2	a3	x1	x2	x3
9.0.5.0	6.3698465308301215e-06	0.021929107383899003	1803132461619501.0	5.104280592256483	9.294729202386815	9.304243152487528
10.0.	2.021851855217061e-06	0.0034326684632020005	2177796126888974.5	4.132598161478696	9.50739041316938	9.566124405977714
10.0.5.0	7.878025781000518e-07	0.000527686552524	2495299573474878.5	3.446187550225827	9.382348493094938	9.732270559943077
11.0.	3.553394225727526e-07	9.221658193171163e-05	2765882767430002.5	2.948235162926781	8.390713127990333	9.835885044567409
11.0.5.0	1.785580900752075e-07	2.2926516037039194e-05	3003420023517705.0	2.573703773206187	6.726055926845833	9.89981229368636
12.0.	9.744575151364341e-08	8.479016644254771e-06	3220385248930263.5	2.282764288544109	5.305514828009805	9.938992588352246
12.0.5.0	5.6750089457898786e-08	4.239182716784925e-06	3426425866572648.5	2.05060253114029	4.300675506890423	9.962908096943131
13.0.	3.48288654731821e-08	2.618531588196155e-06	3628503448070424.0	1.861188093726815	3.592823334036773	9.977469741740448
13.0.5.0	2.23182635300854e-08	1.881429544999247e-06	3831493744479918.0	1.70377580590048	3.077448475184851	9.986322582400977
14.0.	1.4828014139998312e-08	1.5119428585035699e-06	4038794616930560.0	1.5709189148658762	2.688835977465863	9.991699759851686
14.0.5.0	1.015886139231514e-08	1.3237130679003761e-06	4252808112124616.5	1.457303693935125	2.386784670966427	9.994964005082236
15.0.	7.146264238625979e-09	1.2397589136957968e-06	4475286401331484.0	1.359041054125288	2.146052687511052	9.996944909259016
15.0.5.0	5.143793677188491e-09	1.225914579986373e-06	4707568008905260.0	1.273221068541817	1.950221129840524	9.998146770998979
16.0.	3.777750342906373e-09	1.26743405108482e-06	4950734928955768.0	1.197624025125004	1.788243177698583	9.99887587778865
16.0.5.0	2.824330939814433e-09	1.359868854131172e-06	5205715698651815.0	1.130527730962289	1.652465389649211	9.999318155235397
17.0.	2.145280321558293e-09	1.505364467166919e-06	5473352619770058.0	1.070575781162111	1.537457191056067	9.999586429137668
17.0.5.0	1.6528136192759103e-09	1.71130906376566e-06	5754445597336491.0	1.016685486108545	1.439296428722546	9.999749152502794
18.0.	1.28981098720761e-09	1.990176764999027e-06	6049780885355033.0	0.9679822280871531	1.35512146643091	9.999847851795911
18.0.5.0	1.0182806433771022e-09	2.36010935824154e-06	6360150159173004.0	0.92375181789838	1.282844999292736	9.999907716894267
19.0.	8.124478055874052e-10	2.8460597015029677e-06	6686363422909606.0	0.8834053540171121	1.220969960429764	9.999944027262138
19.0.5.0	6.545091398500047e-10	3.481428157585415e-06	7029258010658527.0	0.846452922043319	1.168472753647007	9.999966050742628
20.0.	5.319645197297673e-10	4.310139685048324e-06	7389705131253251.0	0.8124836471276501	1.124733132589338	9.999979408706425
20.0.5.0	4.359049456178464e-10	5.3890455811856066e-06	7768614886001689.0	0.7811503799734081	1.089498179647489	9.999987510738642
21.0.	3.598929645609882e-10	6.7903657475220355e-06	8166940355260277.0	0.752157808489435	1.062872436351317	9.999992424876128
21.0.5.0	2.992177018087633e-10	8.603562455562333e-06	8585681136454912.0	0.725253133808722	1.04532842617925	9.999995405453616
22.0.	2.503911586008058e-10	1.0935482908948831e-05	9025886580011228.0	0.7002186881014281	1.037731927457958	9.999997213266166
22.0.5.0	2.1080256474105782e-10	1.3906760539847761e-05	9488658882863388.0	0.6768660384479821	1.041374169094366	9.999998309760251
23.0.	1.7847791726433662e-10	1.7641343341311453e-05	9975156143951956.0	0.655031239243379	1.057997960427203	9.999998974817672
23.0.5.0	1.519105510675864e-10	2.2244898836556304e-05	1.048659545100445e+16	0.6345709804225	1.089795704872977	9.999999378195442
24.0.	1.2994033356652142e-10	2.7767569745900202e-05	1.102425604563238e+16	0.61535944037945	1.139343651023644	9.999999622856452
24.0.5.0	1.116665688316884e-10	3.414888217258584e-05	1.158948259972952e+16	0.597285697661265	1.209419562894342	9.999999771250863
25.0.	9.638454993221618e-11	4.1150192040186654e-05	1.2183688627349948e+16	0.580251589044503	1.302635359133479	9.999999861256631
25.0.5.0	8.353888638124198e-11	4.829495973203074e-05	1.280836005079086e+16	0.564169926709947	1.420815334902709	9.99999991584789
26.0.	7.268885582941024e-11	5.4856571739627184e-05	1.346505893629676e+16	0.54896300620117	1.564088859927523	9.999999948959161
26.0.5.0	6.348245954930233e-11	5.9943596643781614e-05	1.415542741287061e+16	0.534561351308894	1.7297763016580712	9.999999969042165
27.0.	5.563683666568312e-11	6.270855757323781e-05	1.488119178663367e+16	0.5209026531273251	1.911346293020756	9.999999981223127
27.0.5.0	4.892336460693234e-11	6.263347395812166e-05	1.564416686270718e+16	0.507930869122592	2.09796441353132	9.999999988611252
28.0.	4.315624177651406e-11	5.9757110045215084e-05	1.644626048649692e+16	0.49559545475201106	2.275268670033351	9.999999993092377
28.0.5.0	3.818367807276359e-11	5.4693359226351884e-05	1.7289478316421612e+16	0.48385070542936404	2.427730353908205	9.999999995810313
29.0.	3.388105296019873e-11	4.8405254510411086e-05	1.817592884045614e+16	0.47265519078259105	2.5421631613427973	9.999999997458826
29.0.5.0	3.014556848876377e-11	4.186625974322402e-05	1.91078286493121e+16	0.46197126644843006	2.6110092988721982	9.999999998458703
30.0.	2.689204580296264e-11	3.580036280503787e-05	2.0087507979619108e+16	0.45176465128415405	2.633815943141632	9.999999999065153
30.0.5.0	2.4049601901084337e-11	3.059827808437585e-05	2.1117416541080696e+16	0.44200405999411	2.616284821324076	9.999999999432985
31.0.	2.1559008133228818e-11	2.6374706706635654e-05	2.220012964224813e+16	0.43266088287907806	2.567699342940728	9.999999999656087
31.0.5.0	1.937057976462533e-11	2.3076974760175453e-05	2.333835463027573e+16	0.42370890580470905	2.498178166027886	9.999999999791406
32.0.	1.744248152947373e-11	2.0579620083787693e-05	2.45349376607899e+16	0.415124064617409	2.416771417796631	9.999999999873483
32.0.5.0	1.573936076660202e-11	1.874336652432613e-05	2.5792870814818652e+16	0.40688422916356	2.330613644521122	9.999999999923263
33.0.	1.4231239828965728e-11	1.744332862801238e-05	2.7115299580589612e+16	0.39896901283106906	2.244845474327318	9.999999999953458
33.0.5.0	1.2892614702470818e-11	1.657828054931108e-05	2.8505530718912532e+16	0.39135960416277304	2.1629198120285418	9.99999999997177
34.0.	1.170171839631138e-11	1.607062397151767e-05	2.9967040531818824e+16	0.384038617614176	2.087017040963732	9.999999999982876
34.0.5.0	1.0639916584373581e-11	1.5862753431130224e-05	3.150348355513688e+16	0.37698996096353704	2.018428340108566	9.999999999989614
35.0.	9.69120985297306e-12	1.591257470602152e-05	3.311870169674131e+16	0.370198717246213	1.957857744408159	9.999999999993701
35.0.5.0	8.84182223885275e-12	1.6189263879135303e-05	3.481673384332778e+16	0.36365103939042104	1.905639589263558	9.999999999996177
36.0.	8.079859891326717e-12	1.666955840420641e-05	3.660182595973589e+16	0.357334055988396	1.861885140656665	9.999999999997682
36.0.5.0	7.395026939748496e-12	1.7334553296432912e-05	3.84784417060745e+16	0.35123578685377205	1.826575256301231	9.999999999998595
37.0.	6.778388199995204e-12	1.816689089134429e-05	4.04512735991981e+16	0.345345067199647	1.79961356768909	9.999999999999147
37.0.5.0	6.222170368858116e-12	1.9148255747548753e-05	4.2525254746443704e+16	0.339651479427778	1.780851092884102	9.999999999999483
38.0.	5.719594952936099e-12	2.025715894409525e-05	4.470557118096929e+16	0.334145291652235	1.770090055896432	9.999999999999686
38.0.5.0	5.264737450508816e-12	2.1467090374710353e-05	4.699767482953808e+16	0.32881740219438804	1.767072516129566	9.99999999999981
39.0.	4.852408321346808e-12	2.274521409559463e-05	4.9407297145175496e+16	0.32365928938334104	1.7714582557912442	9.999999999999885
39.0.5.0	4.478052094876321e-12	2.40518572126586e-05	5.194046343878715e+16	0.31866296607946204	1.782796120198651	9.999999999999929
40.0.	4.137661623710798e-12	2.5341066630692243e-05	5.460350794557473e+16	0.313820938410575	1.800493455453128	9.999999999999954
40.0.5.0	3.827705020120119e-12	2.656244666535078e-05	5.740308966392393e+16	0.30912616827248	1.823789143194774	9.999999999999972
41.0.	3.545063242941039e-12	2.7664320862140393e-05	6.034620900647565e+16	0.304572039199	1.851736567323254	9.999999999999984
41.0.5.0	3.286976654270176e-12	2.8597989879833342e-05	6.344022530437677e+16	0.30015232525450103	1.88320310808464	9.999999999999986
42.0.	3.0509991452099656e-12	2.9322538591745274e-05	6.669287521007608e+16	0.295861162638816	1.916891854660536	9.999999999999988
42.0.5.0	2.83495867340946e-12	2.9809377607094192e-05	7.0112292042568056e+16	0.29169302373564704	1.9513887031187722	9.999999999999988
43.0.	2.636923237426056e-12	3.0045609142857182e-05	7.370702612502859e+16	0.287642693360385	1.985233849802473	9.999999999999988
43.0.5.0	2.4551714769926353e-12	3.0035463130577423e-05	7.74860661650773e+16	0.28370524699377003	2.017011509634879	9.999999999999988
44.0.	2.288167216914573e-12	2.9799450630960844e-05	8.145886173122827e+16	0.27987603081022	2.0454467721803242	9.999999999999988
44.0.5.0	2.1345373807910903e-12	2.9371411174266073e-05	8.563534688173373e+16	0.276150643330527	2.069495464443305	9.999999999999991
45.0.	1.993052790596007e-12	2.879410760607037e-05	9.002596500491378e+16	0.272524918546859	2.088413019986354	9.999999999999991
45.0.5.0	1.862611442919388e-12	2.8114284254674702e-05	9.464169493319456e+16	0.26899491038397805	2.101791986001954	9.999999999999991
46.0.	1.742223915537624e-12	2.737808528809704e-05	9.949407839530352e+16	0.265556878375247	2.10956399534379	9.999999999999991
46.0.5.0	1.6310006088167679e-12	2.6627479634219234e-05	1.045952488775556e+17	0.26220727444303304	2.111968898700992	9.999999999999991
47.0.	1.528140572797593e-12	2.5897984790356114e-05	1.09957961963234e+17	0.258942730686791	2.109499279119633	9.999999999999991
47.0.5.0	1.432921705035912e-12	2.5217653267784993e-05	1.155956272283654e+17	0.255760048089322	2.102831403087408	9.999999999999991
48.0.	1.344692136970119e-12	2.460706862108836e-05	1.215223417726413e+17	0.252656186062066	2.092753584544727	9.999999999999991
48.0.5.0	1.262862652241999e-12	2.4080010342610713e-05	1.2775292546951e+17	0.249628252757524	2.080100663306856	9.999999999999991
49.0.	1.186900002686324e-12	2.364446194861282e-05	1.3430295802358002e+17	0.246673496083943	2.065699996451526	9.999999999999991
49.0.5.0	1.116321006532705e-12	2.3303708826129184e-05	1.41188817927996e+17	0.24378929536357602	2.050331107882551	9.999999999999991
50.0.	1.050687329374242e-12	2.3057361248497722e-05	1.484277234194063e+17	0.240973153581398	2.034698619612163	9.999999999999991
