time	species_1	species_10	species_11	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
0.0.	300.0	1000	20	0.0	1199.99994221	0.0	0.0	1199.99994221	0.0	0.0	100
40.0.	73.11275111022778	1000	20	226.88724888977214	1197.0447486322948	2.7530179099431953	0.20217566776200402	1199.9974666029902	0.0024748236338050004	7.83377969744075e-07	100
80.0.	54.41954611937501	1000	20	245.58045388062487	1196.7268516267159	3.029935018558131	0.243155564725711	1199.9968850593089	0.0030559298504	1.2208435363907359e-06	100
120.0.	53.83655952111854	1000	20	246.16344047888137	1196.7166136972082	3.038806654056435	0.24452185873415702	1199.9968651255394	0.0030758466735570002	1.23778805440485e-06	100
160.0.	53.8202681122219	1000	20	246.17973188777805	1196.7163272757703	3.039054811875806	0.24456012235321403	1199.996864566709	0.0030764050272050003	1.238265042365897e-06	100
200.0.	53.81981441801368	1000	20	246.18018558198622	1196.7163192990593	3.039061722924714	0.244561188015565	1199.996864551145	0.003076420577992	1.238278328570209e-06	100
240.0.	53.81980177527972	1000	20	246.1801982247201	1196.716319076773	3.039061915534494	0.24456121769171202	1199.9968645507115	0.0030764210113930004	1.2382786988254119e-06	100
280.0.	53.81980142111677	1000	20	246.18019857888308	1196.7163190705608	3.03906192085869	0.24456121857987703	1199.996864550699	0.0030764210233680004	1.238278709148646e-06	100
320.0.	53.819801411161855	1000	20	246.180198588838	1196.716319070372	3.039061921077866	0.24456121854950502	1199.9968645506985	0.003076421023866	1.2382787094863098e-06	100
360.0.	53.819801410883294	1000	20	246.18019858911654	1196.7163190703666	3.039061921084583	0.24456121854819002	1199.9968645506985	0.0030764210238810002	1.2382787094961568e-06	100
400.0.	53.81980141087514	1000	20	246.1801985891247	1196.7163190703666	3.039061921084703	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.2382787094963929e-06	100
440.0.	53.81980141087474	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
480.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
520.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
560.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
600.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
640.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
680.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
720.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
760.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
800.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
840.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
880.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
920.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
960.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
1000.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
1040.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
1080.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
1120.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
1160.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
1200.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
1240.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
1280.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
1320.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
1360.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
1400.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
1440.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
1480.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
1520.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
1560.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
1600.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
1640.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
1680.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
1720.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
1760.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
1800.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
1840.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
1880.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
1920.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
1960.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
2000.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
2040.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
2080.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
2120.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
2160.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
2200.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
2240.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
2280.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
2320.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
2360.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
2400.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
2440.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
2480.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
2520.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
2560.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
2600.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496401e-06	100
2640.0.	53.81980141087473	1000	20	246.18019858912498	1196.7163190703666	3.039061921084708	0.24456121854821203	1199.9968645506985	0.0030764210238820003	1.238278709496402e-06	100
