time	AC_PKA_cyto_mem	AC_active_cyto_mem	AC_cyto_mem	AMP_cyto	ATP_cyto	BAR_G_cyto_mem	BAR_cyto_mem	B_Raf_active_cyto	B_Raf_cyto	GRK_bg_cyto	GRK_cyto	G_GDP_cyto	G_a_s_cyto	G_protein_cyto	MAPK_active_cyto	MAPK_cyto	MEK_active_cyto	MEK_cyto	PDE4_P_cyto	PDE4_cyto	PDE_high_km_cyto	PKA_cyto	PP2A_cyto	PP_PDE_cyto	PTP_PKA_cyto	PTP_PP_cyto	PTP_cyto	R2C2_cyto	bg_cyto	c2_R2C2_cyto	c3_R2C2_cyto	cAMP_cyto	c_R2C2_cyto	iso_BAR_G_cyto_mem	iso_BAR_cyto_mem	iso_BAR_p_cyto_mem	iso_extra
315.0.	0	255.77197955415488	44.22802044584461	3117486.4578521894	2902357.103090669	0.5887179696663191	0.011722994629294001	101.24460760226042	19.155392397739828	0.168994572466338	0.43300542753366905	0.792825938605585	6.962843887746293	2089.5611130232323	21.57779218666065	195.14220781333898	78.69884455620476	29.66115544379514	123.2837968350424	117.51620316495719	301	5.490393025265014	60.2	120.4	8.06717988076145	60.2	112.33282011923878	86.39024117797943	58.7410711647166	0.020980893984847003	0.08223075200537501	105.7726768335225	28.41615415076517	93.05538822823272	0.33645780301486605	0.007713004456939	5851.880793735728
322.0.	0	255.78936058443333	44.21063941556615	3120520.231139925	2899323.1883605258	0.58871660958463	0.011722992106985	101.8864922191816	18.51350778081862	0.16901039782777202	0.43298960217223503	0.7931117454603851	6.966039395165274	2089.554198730124	21.68645062997074	195.03354937002885	78.88793138821926	29.47206861178065	125.97051072515151	114.82948927484807	301	5.693329843781033	60.2	120.4	8.376550293803483	60.2	112.02344970619674	85.82455480600187	58.74801285968465	0.021281182332883	0.085433053046178	104.73291752304854	28.77540111483785	93.05517345220521	0.33645814118493905	0.007928804918383001	5851.880791283042
329.0.	0	255.8032372825954	44.196762717404006	3123554.1164519805	2896289.116002462	0.588715251153144	0.011722984642402	102.4875830401204	17.912416959879838	0.16902303801957103	0.43297696198043606	0.7933400895065371	6.9685924189171455	2089.548685207292	21.7910986086594	194.9289013913402	79.0618152970618	29.298184702938087	128.56214949541786	112.23785050458176	301	5.896794923199726	60.2	120.4	8.6862319481944	60.2	111.71376805180583	85.26954741434476	58.75355692692329	0.021574166914502	0.08865690712820701	103.7478202077898	29.123426588412606	93.05495888764524	0.33645825428924503	0.008144622270134001	5851.880788824427
336.0.	0	255.8143126260407	44.1856873739587	3126588.080477737	2893254.9224573644	0.588713894042397	0.011722973224446001	103.051659289109	17.34834071089121	0.16903313052034202	0.432966869479665	0.7935224444530221	6.97063118692536	2089.5442921661283	21.89225419370056	194.827745806299	79.2223067054311	29.1376932945688	131.0623023748938	109.73769762510572	301	6.100768741623108	60.2	120.4	8.996178540325412	60.2	111.40382145967483	84.72473750027696	58.75798302606626	0.021860168090993	0.091900984506997	102.81383402298307	29.460732605501757	93.0547444923548	0.33645818736134403	0.008360453017174	5851.8807863610755
343.0.	0	255.82314859698164	44.17685140301777	3129622.097000927	2890220.636865232	0.5887125379886861	0.011722958644598	103.58204497840757	16.81795502159266	0.169041185482215	0.43295881451779206	0.793668002034223	6.972258445181964	2089.540795279273	21.990352434897655	194.72964756510189	79.37093058894547	28.98906941105441	133.4745073896544	107.3254926103451	301	6.305234012620484	60.2	120.4	9.306349202116477	60.2	111.09365079788377	84.18967572280647	58.76151498113037	0.022139483936635	0.09516405941676201	101.92763990825104	29.787786721219398	93.05453023255848	0.33645797644423703	0.008576294364128	5851.880783893934
350.0.	0	255.83019445270068	44.169805547298715	3132656.1454416006	2887186.282529611	0.5887111827810021	0.011722941536166001	104.08167570494831	16.318324295051937	0.16904761106891	0.43295238893109705	0.7937841226058461	6.973556481790278	2089.538015052257	22.08576189372998	194.63423810626952	79.50898237697174	28.851017623028174	135.8022314785708	104.99776852142865	301	6.510175275485622	60.2	120.4	9.616707515053928	60.2	110.78329248494633	83.66394247214554	58.764331883867406	0.02241239214122	0.098445000925222	101.08614302519072	30.105024859302077	93.05431608122953	0.33645765037796305	0.008792144075468	5851.880781423765
357.0.	0	255.83580933084048	44.16419066915891	3135690.2096940633	2884151.8780883686	0.5887098282505321	0.011722922405793	104.55315395625848	15.846846043741794	0.169052733785333	0.43294726621467405	0.7938766979500971	6.9745911749184355	2089.53580789196	22.17879726792936	194.54120273207013	79.6375708578097	28.722429142190236	138.0488555816781	102.75114441832135	301	6.7155785591784145	60.2	120.4	9.927220702908759	60.2	110.47277929709149	83.1471455992133	58.76657700525136	0.022679151745600003	0.10174276449144301	100.28646279437348	30.41285392537088	93.05410201674582	0.33645723223440704	0.009008000363558	5851.880778951177
364.0.	0	255.8402803236374	44.15971967636203	3138724.2772009852	2881117.438449685	0.588708474262247	0.011722901658727001	104.99879519106115	15.40120480893911	0.169056814776419	0.43294318522358805	0.7939504429625691	6.975415249021894	2089.5340589440675	22.269729157353957	194.45027084264555	79.75765153481478	28.602348465185173	140.21766375582507	100.58233624417441	301	6.921431106715523	60.2	120.4	10.237858970961378	60.2	110.16214102903886	82.63891830612017	58.76836494193557	0.022940004721089	0.105056384209375	99.5259215268477	30.711654198233482	93.05388802181213	0.336456740467982	0.009223861799019	5851.8807764766525
371.0.	0	255.84383692852677	44.15616307147267	3141758.338215964	2878082.975540311	0.588707120708153	0.01172287961907	105.42066645469897	14.979333545301307	0.169060062886586	0.43293993711342105	0.794009129886554	6.976070890825263	2089.5326763529174	22.358791713346463	194.36120828665312	79.87005287622517	28.48994712377479	142.3118355417756	98.48816445822382	301	7.127721149176391	60.2	120.4	10.548594965313514	60.2	109.85140503468674	82.13891719420732	58.769787343530616	0.023195177404388003	0.10838496570882501	98.80203234781126	31.001781513502728	93.05367408259603	0.33645618983784403	0.009439727239004	5851.880774000583
378.0.	0	255.84666260111717	44.153337398882286	3144792.3852164173	2875048.4989037234	0.5887057675018871	0.011722856546002	105.82061891080394	14.579381089196332	0.16906264511861202	0.432937354881395	0.79405577623571	6.976591848804946	2089.531586663624	22.44618870086378	194.27381129913582	79.9754972072555	28.384502792744478	144.3344409464167	96.46555905358277	301	7.334437720455427	60.2	120.4	10.859403330625655	60.2	109.54059666937457	81.64682046339543	58.770917500145515	0.023444881799906003	0.11172767967847101	98.11248690492536	31.283569254670365	93.05346018803581	0.33645559214660403	0.009655595769799	5851.88077152328
385.0.	0	255.8489039912599	44.15109600873955	3147826.4124363866	2872014.0161783053	0.588704414574393	0.011722832646766001	106.2003153830525	14.199684616947744	0.169064695006613	0.43293530499339405	0.794092795449827	6.9770051167836815	2089.5307311407364	22.532098354903788	194.1879016450958	80.07461751080591	28.285382489194063	146.28843751846534	94.51156248153414	301	7.541570505496312	60.2	120.4	11.170260348535741	60.2	109.22973965146448	81.16232625488195	58.771814015478924	0.023689316761046002	0.11508375597136901	97.45514320246579	31.557330166888953	93.05324632928622	0.33645495683180504	0.009871466660914001	5851.880769044991
392.0.	0	255.85067832666917	44.14932167333031	3150860.415494956	2868979.5334795914	0.5887030618704551	0.011722808087066001	106.56125378003362	13.838746219966655	0.169066319317096	0.43293368068291105	0.794122117602796	6.97733228314897	2089.530062821679	22.61667730958313	194.10332269041646	80.1679710655523	28.192028934447666	148.17666909040264	92.62333090959682	301	7.749109716055643	60.2	120.4	11.481143642230004	60.2	108.9188563577702	80.6851511282905	58.77252374676855	0.023928669061493	0.11845247825141401	96.82801379146403	31.823358008340595	93.05303249927486	0.336454291439356	0.010087339328358001	5851.880766565916
399.0.	0	255.8520793155121	44.14792068448733	3153894.391100911	2865945.0557058314	0.588701709345926	0.011722782999384	106.90478710498869	13.495212895011608	0.16906760341062202	0.43293239658938504	0.794145286070404	6.977590611549177	2089.529544158934	22.700063805537745	194.0199361944619	80.25605061142167	28.103949388578293	150.00186583693375	90.79813416306574	301	7.957045989114139	60.2	120.4	11.792031935270963	60.2	108.60796806472925	80.2150286639866	58.77308415731144	0.024163114366859	0.12183317913885101	96.22925446491695	32.081929053393175	93.05281869234716	0.336453602002365	0.010303213305269001	5851.880764086213
406.0.	0	255.853181864964	44.14681813503547	3156928.336818163	2862910.586782252	0.588700356965511	0.011722757489642001	107.23214061819199	13.167859381808293	0.16906861553097602	0.432931384469031	0.79416353491678	6.977793906153893	2089.5291451337434	22.782380329555533	193.93761967044412	80.33929356159666	28.020706438403327	151.76664536406125	89.03335463593824	301	8.165370303928855	60.2	120.4	12.102904854942278	60.2	108.29709514505794	79.75170818125207	58.773525198532546	0.024392818116238002	0.125225235813719	95.65715354836821	32.33330346088876	93.05260490398229	0.336452893344228	0.010519088218432001	5851.880761606011
413.0.	0	255.8540458531924	44.14595414680706	3159962.250879592	2859876.129856308	0.588699004700994	0.011722731642517002	107.54442661406351	12.855573385936772	0.16906941023584102	0.43293058976416604	0.794177850826821	6.977953204198916	2089.5288417472784	22.863735803041443	193.85626419695822	80.41808965638226	27.941910343617725	153.47351459533027	87.32648540466923	301	8.374073914435249	60.2	120.4	12.413742772131727	60.2	107.98625722786845	79.29495356323928	58.77387081542842	0.024617936322456003	0.12862806603763002	95.11012183395215	32.57772651996502	93.05239113056604	0.33645216932106103	0.010734963769494002	5851.88075912541
420.0.	0	255.8547191446295	44.145280855369805	3162996.13203947	2856841.6874537673	0.5886976525298161	0.011722705525704001	107.84265719118743	12.557342808812832	0.16907003114045802	0.43292996885954904	0.7941890226589351	6.9780773301471495	2089.5286148139144	22.944227408682984	193.7757725913167	80.49278736340472	27.867212636595298	155.12487226496785	85.67512773503164	301	8.583148294293167	60.2	120.4	12.724526671212919	60.2	107.67547332878732	78.84454218001457	58.77414015059159	0.024838616299000003	0.132041124556381	94.5866831760557	32.81542978483655	93.05217736920902	0.33645143301559505	0.010950839719957	5851.88075664449
427.0.	0	255.8552400003204	44.14475999967891	3166029.9794565886	2853807.2616034746	0.588696300433944	0.01172267919332	108.12775532632006	12.272244673680195	0.16907051311165402	0.43292948688835303	0.794197681085116	6.978173339024925	2089.528448996212	23.023942124560172	193.6960578754395	80.56369926109312	27.796300738906897	156.7230118631617	84.07698813683788	301	8.79258509234998	60.2	120.4	13.035238044562595	60.2	107.36476195543766	78.40026390148026	58.77434850706252	0.025054997320884002	0.135463899848229	94.08546574588405	33.04663210900027	93.05196361760142	0.336450686892237	0.011166715879166001	5851.88075416332
434.0.	0	255.85563900469444	44.1443609953049	3169063.7926018382	2850772.853937085	0.5886949483989631	0.011722652688628	108.4005645095256	11.999435490474664	0.169070884022187	0.43292911597782	0.794204330296519	6.978246871038247	2089.5283320332587	23.102958019888977	193.61704198011074	80.6311065916249	27.72889340837514	158.2701249079492	82.52987509205037	301	9.002376096686659	60.2	120.4	13.345858807312048	60.2	107.05414119268819	77.96192019250094	58.77450811825151	0.025267211225978	0.13889591118521802	93.60519392802833	33.27154058840086	93.05174987389671	0.336449932921056	0.011382592094717	5851.880751681949
441.0.	0	255.8559406057718	44.14405939422751	3172097.5711852345	2847738.4657687857	0.5886935964133461	0.011722626046210001	108.66185715395255	11.738142846047701	0.16907116615344803	0.43292883384655906	0.794209373359633	6.978302435185918	2089.5282541236843	23.18134535519646	193.5386546448032	80.69526313090935	27.6647368690907	159.76830444224117	81.03169555775838	301	9.212513205734647	60.2	120.4	13.65637122871734	60.2	106.74362877128286	77.52932328310895	58.7746287635465	0.025475382962701004	0.142336705977466	93.14468083283012	33.49035142221588	93.0515361366188	0.33644917267692304	0.011598468244782001	5851.880749200419
448.0.	0	255.8561643463555	44.143835653643734	3175131.315098406	2844704.098159029	0.588692244467884	0.011722599293712001	108.91234195830664	11.487658041693592	0.169071377316937	0.43292862268307003	0.794213132492639	6.978343636062148	2089.5282074323527	23.259167521014376	193.46083247898528	80.7563984935253	27.603601506474767	161.21954867428622	79.58045132571327	301	9.42298840521566	60.2	120.4	13.966757877176583	60.2	106.43324212282357	77.10229540721946	58.77471826050902	0.025679631089374003	0.145785857372861	92.70282139259464	33.70325069910231	93.05132240458772	0.336448407418775	0.011814344231973	5851.880746718762
455.0.	0	255.85632584820453	44.14367415179472	3178165.024369369	2841669.7519654683	0.588690892555211	0.011722572453234001	109.15267037111126	11.24732962888899	0.169071531750866	0.43292846824914205	0.794215865278392	6.978373355213071	2089.5281856959737	23.336481842448265	193.38351815755135	80.81472096752324	27.545279032476817	162.62576469615254	78.17423530384698	301	9.63379374987407	60.2	120.4	14.277001576449623	60.2	106.12299842355053	76.68066810381698	58.77478285838158	0.025880068229984003	0.149242962087057	92.27858600652367	33.91041511599158	93.05110867686018	0.336447638152985	0.012030219978445	5851.880744237007
462.0.	0	255.8564375987461	44.1435624012531	3181198.69912705	2838635.427883683	0.58868954066944	0.011722545542441001	109.38344228208193	11.016557717918294	0.169071640836952	0.43292835916305605	0.7942177776275101	6.978393896143686	2089.528183907798	23.413340271734405	193.30665972826523	80.8704199560038	27.489580043996238	163.9887722281693	76.81122777183015	301	9.844921349150031	60.2	120.4	14.58708537106735	60.2	105.81291462893284	76.26428157508988	58.77482755268354	0.026076801490614	0.15270763844093302	91.87101469788661	34.112012635828194	93.0508949526822	0.33644686568402704	0.012246095421967002	5851.880741755173
469.0.	0	255.8565095799452	44.14349042005393	3184232.339573556	2835601.126479724	0.588688188805866	0.011722518575455	109.60521104635366	10.794788953646593	0.169071713673452	0.43292828632655606	0.794219034142512	6.978407100254676	2089.528198065551	23.489789986773907	193.23021001322564	80.92366808818718	27.436331911812832	165.31030734824589	75.48969265175356	301	10.056363356089175	60.2	120.4	14.896992499272438	60.2	105.5030075007278	75.85298409646809	58.77485633671286	0.02626993284038	0.15617952458488002	91.47921174687481	34.30820309001716	93.05068123145098	0.33644609065497605	0.012461970512797	5851.880739273278
476.0.	0	255.85654977099833	44.14345022900074	3187265.9459625618	2832566.8482161397	0.5886868369607281	0.011722491563564	109.81848793109016	10.581512068910076	0.169071757533255	0.43292824246675204	0.794219766403747	6.978414439532882	2089.528224969922	23.56587391036725	193.15412608963234	80.97462305140935	27.38537694859069	166.5920261739804	74.20797382601907	301	10.268111958905873	60.2	120.4	15.20670637212436	60.2	105.19329362787593	75.44663147396882	58.774872402603144	0.026459559460279003	0.15965827689124001	91.10234076338831	34.49913873077349	93.05046751268473	0.33644531357988805	0.012677845211173001	5851.880736791335
483.0.	0	255.85656455016758	44.14343544983144	3190299.518582555	2829532.59347277	0.588685485131017	0.011722464515793	110.02374606053753	10.37625393946272	0.169071778230088	0.432928221769919	0.7942200795936111	6.978417090654019	2089.5282620634807	23.641631162267863	193.0783688377318	81.0234291864564	27.336570813543638	167.8355084728365	72.96449152716293	301	10.480159374717438	60.2	120.4	15.516210557640903	60.2	104.88378944235942	75.04508654467031	58.77487830205117	0.026645774063023	0.163143568498088	90.73962016538846	34.684964738050866	93.05025379599829	0.336444534869683	0.01289371948531	5851.880734309355
490.0.	0	255.8565590159911	44.14344098400794	3193333.057743915	2826498.3625633754	0.588684133314331	0.011722437439353	110.22142392435198	10.178576075648285	0.169071780411257	0.43292821958875105	0.7942200577921851	6.978415994223498	2089.528307301894	23.717097454080964	193.00290254591866	81.0702188813857	27.28978111861432	169.04226118168052	71.75773881831897	301	10.69249784504966	60.2	120.4	15.825488769045352	60.2	104.574511230955	74.64821871651458	58.77487607480275	0.026828665186619003	0.166635087989239	90.39031903019733	34.865819685259574	93.05004008108376	0.336443754852837	0.013109593309800001	5851.8807318273475
497.0.	0	255.8565372440459	44.14346275595322	3196366.5637690173	2823464.1557489266	0.5886827815087481	0.011722410340012	110.41192850463179	9.988071495368452	0.16907176779166103	0.43292823220834703	0.7942197682106691	6.978411902135052	2089.5283590509916	23.7923054353441	192.92769456465544	81.11511379309927	27.244886206900752	170.21372182187184	70.58627817812766	301	10.9051196327824	60.2	120.4	16.134524856350854	60.2	104.26547514364952	74.25590354399044	58.774867351363326	0.027008317464152002	0.170132538196861	90.05375328808127	35.04183596756584	93.04982636769509	0.336442973791922	0.013325466664336	5851.880729345318
504.0.	0	255.85650249219375	44.14349750780534	3199400.036984717	2820429.973248227	0.5886814297127321	0.011722383222378	110.59563806918806	9.804361930812178	0.169071743340864	0.43292825665914403	0.7942192645756171	6.9784054154297355	2089.5284160044735	23.867284997752428	192.85271500224712	81.15822592114675	27.201774078853255	171.35126180008044	69.44873819991908	301	11.11801702026101	60.2	120.4	16.44330280064724	60.2	103.95669719935313	73.86802233656614	58.774853435103324	0.027184811871986	0.173635635114488	89.72928222950542	35.213140196186075	93.04961265563549	0.336442191896828	0.013541339532682	5851.8807268632745
511.0.	0	255.85645736464713	44.143542635351935	3202433.477716703	2817395.815246409	0.5886800779250561	0.011722356090135002	110.77290467193487	9.627095328065376	0.16907170943263	0.432928290567377	0.7942185898342851	6.978397014560425	2089.5284771181277	23.942063543370452	192.7779364566291	81.19965855431657	27.160341445683414	172.4561895882239	68.34381041177564	301	11.331182308346198	60.2	120.4	16.75180671056616	60.2	103.64819328943419	73.48446179703227	58.77483536789161	0.027358225958371	0.177144106909493	89.41630529951406	35.37985356175339	93.04939894474771	0.336441409335336	0.013757211901862002	5851.880724381218
518.0.	0	255.8564039431163	44.14359605688276	3205466.8862853255	2814361.681901717	0.588678726144737	0.011722328946229	110.9440563956569	9.455943604343327	0.16907166796446302	0.43292833203554404	0.794217778317253	6.978387083585008	2089.5285415572507	24.016666221751038	192.7033337782486	81.23950710735053	27.12049289264947	173.52975377851013	67.27024622148943	301	11.544607816214171	60.2	120.4	17.060020820491577	60.2	103.33997917950877	73.10511368717822	58.77481398256116	0.027528634054251003	0.18065769302515702	89.11425915472046	35.54209216952799	93.04918523490608	0.33644062624156	0.013973083761503	5851.880721899153
525.0.	0	255.85634389164343	44.14365610835561	3208500.2630025586	2811327.573350939	0.588677374370992	0.011722301793014001	111.10939936764231	9.290600632357895	0.16907162045315802	0.43292837954685	0.7942168574671931	6.978375929506047	2089.528608654609	24.09111614012309	192.62888385987662	81.27785986245578	27.082140137544187	174.57314601164504	66.2268539883545	301	11.758285881751291	60.2	120.4	17.367929490158193	60.2	103.03207050984213	72.72987451846473	58.77478994484886	0.027696107467857	0.184176143363551	88.82261496034474	35.69996734895231	93.04897152601008	0.33643984272270805	0.014188955103313002	5851.880719417088
532.0.	0	255.8562785404029	44.14372145959613	3211533.6081698574	2808293.4897137424	0.5886760226031941	0.011722274632372002	111.26921957461346	9.130780425386734	0.169071568111186	0.432928431888821	0.794215849220803	6.978363797730516	2089.5286778768386	24.165434550180553	192.55456544981922	81.31479862808011	27.045201371919894	175.5875037779154	65.21249622208417	301	11.972208862414437	60.2	120.4	17.67551720534309	60.2	102.72448279465726	72.35864526557188	58.774763786920786	0.027860714664557	0.187699217541297	88.54087590659663	35.853585939807495	93.0487578179794	0.336439058864478	0.014404825920666001	5851.880716935013
539.0.	0	255.85620895268775	44.14379104731134	3214566.922076712	2805259.431096142	0.588674670840841	0.011722247465807	111.42378449992903	8.976215500071175	0.16907151190775402	0.43292848809225304	0.794214771113491	6.978350884427919	2089.5287487975907	24.239641014481464	192.48035898551834	81.35039932557525	27.00960067442471	176.5739130921518	64.22608690784777	301	12.186369136450683	60.2	120.4	17.982768579407242	60.2	102.41723142059311	71.9913311008961	58.774735934171254	0.028022521433243002	0.191226684211141	88.26857492544686	36.0030505570085	93.04854411074984	0.336438274735374	0.014620696208264	5851.880714452938
546.0.	0	255.85613597845602	44.14386402154302	3217600.204999718	2802225.397593273	0.588673319083532	0.011722220294521002	111.5733446030729	8.826655396927318	0.16907145261761	0.43292854738239706	0.7942136371624241	6.978337346409028	2089.5288210760546	24.313753555029123	192.40624644497063	81.38473251283762	26.975267487162387	177.53341104458852	63.26658895541103	301	12.400759104388538	60.2	120.4	18.28966835548701	60.2	102.11033164451335	71.62784114824862	58.77470672664512	0.02818159104044	0.19475832044295602	88.00527259046116	36.14845983587911	93.04833040427006	0.336437490390154	0.014836565961873	5851.880711970864
553.0.	0	255.85606029713415	44.143939702864934	3220633.4572020653	2799191.3892916045	0.5886719673309471	0.011722193119477002	111.71813465890853	8.681865341091688	0.169071390860059	0.432928609139948	0.7942124585724181	6.978323309022644	2089.5288944398	24.387788786240716	192.33221121375894	81.41786385272071	26.942136147279257	178.46698823040927	62.33301176959026	301	12.615371190728613	60.2	120.4	18.596201409170796	60.2	101.80379859082957	71.26808825416667	58.774676436161926	0.028337984373189	0.198293911158471	87.75055518388213	36.28990865957268	93.04811669849902	0.33643670587259	0.015052435178107	5851.880709488794
560.0.	0	255.85598245183138	44.1440175481677	3223666.678933328	2796157.406270715	0.5886706155828301	0.011722165941441001	111.85837497199677	8.541625028003427	0.16907132713015302	0.43292867286985404	0.7942112443001921	6.978308872468003	2089.528968671055	24.461762034200135	192.25823796579942	81.44985453293059	26.910145467069366	179.37559106134717	61.424408938652356	301	12.830197845774423	60.2	120.4	18.902352751526088	60.2	101.49764724847428	70.91198877539316	58.77464528000443	0.028491760071671004	0.20183324861460902	87.50403291653893	36.42748837014578	93.04790299340392	0.336435921217673	0.015268303854263001	5851.880707006729
567.0.	0	255.85590287669038	44.144097123308676	3226699.870429487	2793123.4486047053	0.588669263838977	0.011722138761029	111.99427247939583	8.405727520604382	0.169071261823616	0.43292873817639105	0.7942100015054211	6.9782941168407	2089.5290435957436	24.53568744383165	192.18431255616775	81.48076164319195	26.879238356808045	180.26012396313115	60.53987603686828	301	13.045231547554849	60.2	120.4	19.208107532366242	60.2	101.19189246763412	70.55946238121136	58.77461343186071	0.028642974652428002	0.20537613193081702	87.26533828744579	36.561286964650186	93.04768928895858	0.33643513645337203	0.015484171988177002	5851.880704524663
574.0.	0	255.85582191874983	44.14417808124927	3229733.0319131203	2790089.516363332	0.5886679120992231	0.011722111578731001	112.12602175373814	8.273978246262057	0.16907119525677802	0.43292880474322903	0.79420873591129	6.978279106166221	2089.529119074711	24.60957807540986	192.11042192458945	81.51063851469655	26.84936148530345	181.1214514628646	59.67854853713485	301	13.26046480379879	60.2	120.4	19.513451043667068	60.2	100.8865489563333	70.21043186943966	58.77458103057083	0.028791682622961	0.20892236665625202	87.03412457112485	36.69138927748199	93.04747558514204	0.33643435160204505	0.015700039578122	5851.880702042605
581.0.	0	255.85573985542044	44.144260144578695	3232766.1635937146	2787055.6096129124	0.588666560363439	0.011722084394939	112.2538059169738	8.146194083026378	0.16907112768250201	0.43292887231750404	0.794207452092704	6.9782638916242075	2089.529194996726	24.68344599163431	192.03655400836493	81.5395350261814	26.820464973818574	181.96040017061196	58.8395998293875	301	13.475890153929951	60.2	120.4	19.818368723059944	60.2	100.5816312769404	69.86482299499697	58.77454818711863	0.028937936588433	0.21247176437311302	86.81006442176098	36.817877150111244	93.0472618819375	0.33643356668156404	0.015915906622717	5851.880699560548
588.0.	0	255.85565690845493	44.144343091544165	3235799.2656680704	2784021.7284170496	0.588665208631518	0.011722057209968	112.37779747394903	8.022202526051124	0.16907105930291702	0.43292894069708904	0.794206153706679	6.978248514125805	2089.5292712728706	24.757302336336956	191.96269766366225	81.56749788041832	26.792502119581577	182.77776065958014	58.02223934041935	301	13.691500171056028	60.2	120.4	20.122846157342494	60.2	100.27715384265784	69.52256431004697	58.774514990220695	0.029081787351098003	0.21602414233274503	86.59284858427503	36.94082958921293	93.04704817933161	0.33643278170621504	0.016131773120858003	5851.8806970785
595.0.	0	255.85557325511513	44.14442674488397	3238832.3383207577	2780987.872837211	0.5886638569033791	0.011722030024069002	112.49815907392768	7.9018409260724765	0.16907099027959802	0.43292900972040804	0.794204843676501	6.9782330063739035	2089.52934783207	24.83115740575378	191.8888425942454	81.59457085441356	26.765429145586342	183.57428924931838	57.22571075068111	301	13.907287463931633	60.2	120.4	20.426869085959225	60.2	99.97313091404109	69.18358701481579	58.77448151079398	0.029223284003053	0.219579323121524	86.38218470329318	37.06032291412789	93.04683447731365	0.336431996687418	0.016347639071663003	5851.8806945964525
602.0.	0	255.85548903709815	44.14451096290096	3241865.381724608	2777954.042933188	0.588662505178953	0.011722002837441	112.61504420723843	7.784955792761697	0.16907092074170302	0.43292907925830304	0.794203524338942	6.978217394510034	2089.529424617507	24.905020713174853	191.81497928682427	81.62079502620013	26.73920497379981	184.3507096963523	56.44929030364717	301	14.12324467887867	60.2	120.4	20.73042340441454	60.2	99.66957659558577	68.847824818257	58.77444780552706	0.029362474012841002	0.223137134353791	86.17779622180007	37.17643089449765	93.04662077587507	0.336431211634302	0.016563504474427	5851.880692114414
609.0.	0	255.8554043676721	44.14459563232707	3244898.3960412284	2774920.23876347	0.588661153458188	0.011721975650245001	112.72859784342289	7.671402156577267	0.16907085079247602	0.43292914920753106	0.7942021975619351	6.9782016994307945	2089.529501583766	24.97890104768619	191.7410989523129	81.64620898074979	26.713791019250166	185.1077147966135	55.6922852033859	301	14.33936450165149	60.2	120.4	21.03349516758824	60.2	99.36650483241208	68.5152138078097	58.774413919734826	0.029499403306397002	0.226697408389388	85.97942136199951	37.28922487884301	93.046407075009	0.33643042655416305	0.016779369328589002	5851.8806896323795
616.0.	0	255.85531933737968	44.144680662619486	3247931.3814215264	2771886.460385538	0.588659801741041	0.011721948462609	112.83895701655163	7.561042983448518	0.16907078051444702	0.43292921948556	0.794200864838639	6.978185937840189	2089.5295786945417	25.052806527629926	191.6671934723691	81.67084899722248	26.689151002777475	185.8459679039416	54.95403209605777	301	14.555639659237013	60.2	120.4	21.336070592930554	60.2	99.06392940706975	68.18569232755905	58.77437988964049	0.029634116342753	0.230259982073574	85.78681218157614	37.398773914787554	93.04619337470997	0.33642964145283505	0.016995233633696	5851.88068715035
623.0.	0	255.85523401859794	44.144765981401214	3250964.338006227	2768852.707856102	0.5886584500274781	0.011721921274636001	112.94625136275708	7.453748637243016	0.169070709973587	0.43292929002642	0.7941995273626371	6.978170123090825	2089.529655920813	25.126744649333798	191.59325535066523	81.69474921950525	26.66525078049469	186.5661043688267	54.23389563117275	301	14.772062921582581	60.2	120.4	21.63813606351908	60.2	98.76186393648122	67.85920086416883	58.77434574419964	0.029766656184933002	0.23382469649734203	85.599733699157	37.50514486156619	93.04597967497368	0.33642885633498104	0.017211097389392003	5851.880684668329
630.0.	0	255.85514846918272	44.144851530816354	3253997.2659263774	2765818.9812312885	0.588657098317471	0.011721894086407001	113.05060361448562	7.349396385514505	0.16907063922263302	0.43292936077737404	0.794198186088034	6.978154265856296	2089.5297332393834	25.200722331596396	191.51927766840262	81.71794181176223	26.642058188237684	187.2687329014333	53.53126709856616	301	14.98862710324623	60.2	120.4	21.939678130964538	60.2	98.46032186903575	67.53568194000745	58.77431150655843	0.029897064566386	0.23739139677631402	85.41796308332428	37.60840249540342	93.04576597579657	0.33642807120432805	0.017426960595388	5851.880682186312
637.0.	0	255.85506273538232	44.144937264616736	3257030.165303853	2762785.280566796	0.5886557466109991	0.011721866897987002	113.15213005549255	7.247869944507625	0.169070568303738	0.432929431696268	0.794196841777511	6.978138374668723	2089.529810631707	25.27474595635771	191.44525404364123	81.74045710051662	26.619542899483257	187.95443686280757	52.845563137191945	301	15.20532506496587	60.2	120.4	22.24068351815608	60.2	98.1593164818442	67.21508001293807	58.774277195219156	0.030025381953288	0.240959931846586	85.24128890002751	37.7086096082959	93.04555227717586	0.336427286063855	0.017642823251455	5851.880679704301
644.0.	0	255.85497685416607	44.14502314583299	3260063.03625183	2759751.6059180135	0.588654394908044	0.01172183970943	113.25094094018182	7.149059059818371	0.16907049725060203	0.43292950274940506	0.7941954950407311	6.978122456348384	2089.529888082961	25.348821405935404	191.37117859406348	81.76232370461119	26.59767629538863	188.62377548801925	52.17622451198033	301	15.422149715145057	60.2	120.4	22.54113912183992	60.2	97.85886087816034	66.89734138228724	58.77424282497192	0.030151647603041003	0.24453015427604402	85.06951041369946	37.80582710068824	93.04533857910933	0.336426500915944	0.017858685357412002	5851.880677222297
