time	AC_PKA_cyto_mem	AC_active_cyto_mem	AC_cyto_mem	AMP_cyto	ATP_cyto	BAR_G_cyto_mem	BAR_cyto_mem	B_Raf_active_cyto	B_Raf_cyto	GRK_bg_cyto	GRK_cyto	G_GDP_cyto	G_a_s_cyto	G_protein_cyto	MAPK_active_cyto	MAPK_cyto	MEK_active_cyto	MEK_cyto	PDE4_P_cyto	PDE4_cyto	PDE_high_km_cyto	PKA_cyto	PP2A_cyto	PP_PDE_cyto	PTP_PKA_cyto	PTP_PP_cyto	PTP_cyto	R2C2_cyto	bg_cyto	c2_R2C2_cyto	c3_R2C2_cyto	cAMP_cyto	c_R2C2_cyto	iso_BAR_G_cyto_mem	iso_BAR_cyto_mem	iso_BAR_p_cyto_mem	iso_extra
140.0.	0	233.82990835355454	66.17009164644514	3042778.3658527965	2977054.6459420803	0.588760279177116	0.011697903621033	35.301219837583	85.0987801624172	0.152003921931208	0.44999607806879904	0.545283708821386	4.266321154871421	2096.8922975721357	6.934816879292497	209.78518312070702	29.049606986977324	79.31039301302272	24.645063721089066	216.15493627891095	301	0.8685851448545271	60.2	120.4	1.066427486885393	60.2	119.33357251311472	106.1412626109135	51.42558261247251	0.009526061929743	0.016244572092354	150.08169708488393	13.364381610209842	93.06181918810586	0.335303418027718	0.0024192110684860004	5851.880824729035
147.0.	0	237.93701986079378	62.062980139205926	3045581.8398550213	2974250.112503073	0.5887575330124241	0.011702132552885	40.92367076976294	79.47632923023724	0.154868223970827	0.44713177602918003	0.579011961940998	4.626266261680954	2095.6772807612965	8.313323410137167	208.40667658986231	34.4403508725584	73.91964912744163	28.723477897975222	212.07652210202482	301	1.008317269773528	60.2	120.4	1.260959662767626	60.2	119.13904033723246	105.08205372151092	52.637813971809884	0.010189634355134002	0.018030259677602002	149.65849365474358	14.281409114682782	93.0614276815848	0.33549657929195403	0.00261607355816	5851.880827398017
154.0.	0	241.34513613947877	58.65486386052095	3048429.4107674584	2971402.129228619	0.5887549710061161	0.011705787140184	46.5723218004259	73.8276781995743	0.157325937806118	0.44467406219388905	0.610395604595947	4.963116196134491	2094.627498073378	9.735782375895857	206.98421762410362	39.89040993248311	68.46959006751693	33.01015417312543	207.78984582687463	301	1.156493555819133	60.2	120.4	1.470949201477345	60.2	118.92905079852277	104.04089143565571	53.685213090820056	0.010835967901512	0.019912297538651	148.58075411869277	15.17186674308495	93.06105951895405	0.335663553516697	0.002816169383192	5851.880829364661
161.0.	0	244.14659365834183	55.85340634165793	3051313.368730868	2968518.2658330756	0.5887525820015721	0.011708906850652	52.10617679791766	68.29382320208249	0.159412629639334	0.442587370360673	0.638898578708295	5.270716311154669	2093.7311731942714	11.153378947200336	205.56662105279915	45.20696592513203	63.15303407486796	37.456527261078115	203.3434727389219	301	1.312116571071041	60.2	120.4	1.6949849760389801	60.2	118.70501502396114	103.02153132587033	54.57952099189196	0.011463175662535002	0.021889284646599002	146.9953759142717	16.032999642749484	93.06071333896843	0.33580614400701103	0.0030190281725880003	5851.880830679931
168.0.	0	246.43230332891514	53.56769667108463	3054227.0820269682	2965605.0238194047	0.5887503512878091	0.011711540409773001	57.40151183296713	62.998488167033045	0.161167351466387	0.44083264853362003	0.664229406663962	5.545473529581986	2092.9740088659164	12.51828214742489	204.2017178525746	50.21442027004953	58.14557972995046	42.01527082738964	198.7847291726104	301	1.474230325044602	60.2	120.4	1.931572860738455	60.2	118.46842713926165	102.02657633318783	55.33499625056256	0.01207013293498	0.023959022571444003	145.0380507972695	16.863164186261102	93.06038730896637	0.33592657550841704	0.003224223827904	5851.880831405052
175.0.	0	248.28667857986187	51.71332142013788	3057164.955521567	2962667.8846842134	0.588748262078846	0.011713741582599002	62.36164743936959	58.0383525606306	0.162630385907463	0.43936961409254405	0.6863198324368831	5.78619710375734	2092.3403818320116	13.789509752598148	202.9304902474014	54.775119916907784	53.584880083092216	46.642311325312285	194.15768867468773	301	1.641952609545605	60.2	120.4	2.179217171258336	60.2	118.22078282874175	101.05763804649995	55.96722226625909	0.012656342421848	0.026118606875029003	142.82668087389123	17.66163439465754	93.06007931701366	0.336027301555677	0.0034313777694940004	5851.880831606587
182.0.	0	249.78481173700183	50.215188262997884	3060122.339707508	2959711.4036272517	0.5887462968631151	0.011715565364129	66.92227092103587	53.477729078964316	0.16384123438463602	0.43815876561537104	0.705277278765251	5.993641113459197	2091.8144125714903	14.937503384662856	201.78249661533664	58.802413098959306	49.557586901040686	51.298132881643696	189.50186711835627	301	1.814492516551836	60.2	120.4	2.436483055065234	60.2	117.96351694493485	100.11551987207086	56.49203950524015	0.013221795153953001	0.028364563034919	140.4587566335671	18.428401253188394	93.05978714753947	0.33611083074692405	0.003640159486661	5851.880831352004
189.0.	0	250.9914531309061	49.0085468690936	3063095.4151782645	2956739.3249849803	0.5887444384734131	0.011717064993029	71.05184003847351	49.34815996152668	0.164837078311663	0.43716292168834303	0.72132898732822	6.16993304878435	2091.3807967258167	15.946317364819716	200.77368263517977	62.26334426801469	46.0966557319853	55.948438912902866	184.85156108709714	301	1.9911564525288	60.2	120.4	2.702038880856986	60.2	117.69796111914307	99.20039666304403	56.92471558398211	0.013766842250689	0.030692997279290004	138.01161121602718	19.163987044897148	93.05950862095227	0.336179590740096	0.003850284841455	5851.880830706235
196.0.	0	251.96119661968717	48.038803380312416	3066081.071124009	2953754.7019359046	0.5887426708301831	0.011718289912086	74.74771505302931	45.65228494697087	0.16565177969059602	0.43634822030941106	0.734770481044651	6.318026322133446	2091.0253670005127	16.813109928306137	199.90689007169337	65.17167356465272	43.18832643534728	60.56430401531637	180.2356959846836	301	2.1713462408238042	60.2	120.4	2.974680662165226	60.2	117.42531933783481	98.31197548907288	57.27938434742495	0.014292085502742	0.033099741890283	135.5443852750582	19.86928644271025	93.05924169100608	0.336235835489653	0.004061512762257	5851.880829729332
203.0.	0	252.7393433702482	47.260656629751345	3069076.789570912	2950760.0096786353	0.588740979382371	0.011719284596970001	78.02949106270313	42.37050893729704	0.166315372103696	0.43568462789631	0.74592463191057	6.441251392899054	2090.7354102046647	17.54550286567298	199.1744971343265	67.57473195035409	40.78526804964589	65.12196774682289	175.6780322531771	301	2.35455242275304	60.2	120.4	3.25334207560807	60.2	117.14665792439196	97.44963069692297	57.56872932675559	0.014798289266586	0.035580483578858006	133.10076461826756	20.545438107478486	93.05898450297515	0.336281592072716	0.004273640973055001	5851.8808284751585
210.0.	0	253.36306291223454	46.636937087765034	3072080.541486281	2947757.24657843	0.5887393513058901	0.011720088075331	80.93130327634104	39.46869672365911	0.166853936029341	0.435146063970666	0.755112762631517	6.542988658155808	2090.4997910424286	18.157907497417188	198.5620925025822	69.53862188055079	38.82137811944923	69.60240788860764	171.19759211139228	301	2.540345110285089	60.2	120.4	3.537094003279794	60.2	116.86290599672023	96.61251218360607	57.8038600672049	0.015286312712943001	0.038130870240864	130.7118640808925	21.193725523154967	93.05873542036066	0.336318638952317	0.004486501306026	5851.880826990883
217.0.	0	253.86261375369472	46.13738624630488	3075090.6970454645	2944748.0213379352	0.588737775528414	0.011720733935869001	83.49464998757169	36.90535001242852	0.16728974039541	0.434710259604597	0.762636464873034	6.62645489887064	2090.3089397246076	18.667915631953367	198.052084368046	71.13539149860489	37.22460850139513	73.99080193123285	166.80919806876707	301	2.72836399748611	60.2	120.4	3.825137180276112	60.2	116.57486281972392	95.79962907432039	57.994324374087206	0.015757059737457002	0.040746595585689	128.3989034224683	21.815503272870274	93.05849302900059	0.336348506531001	0.004699955004356	5851.880825317034
224.0.	0	254.26249397496707	45.737506025032495	3078105.95007546	2941733.626338318	0.588736242642363	0.011721250648487001	85.76271612202667	34.6372838779735	0.167641545995312	0.43435845400469403	0.768767745722109	6.694581098051394	2090.1547538873824	19.09347058557196	197.6265294144274	72.4340005902043	35.92599940979576	78.27595403712253	162.52404596287735	301	2.918308530671209	60.2	120.4	4.116790847054089	60.2	116.28320915294597	95.00991244689924	58.148206092771616	0.016211443269909	0.043423463370853004	126.17551469721988	22.4121441157887	93.05825612658532	0.336372491840775	0.004913888283297	5851.880823487922
231.0.	0	254.5824627884788	45.41753721152074	3081125.255512703	2938715.0983570307	0.588734744754813	0.011721662055544	87.77655046761241	32.62344953238778	0.16792499017318002	0.434075009826827	0.7737450417512121	6.749956653199998	2090.0304540576185	19.45105994262601	197.26894005737336	73.49523218543206	34.864767814568	82.44973715024899	158.35026284975083	301	3.109928795472735	60.2	120.4	4.411479554546979	60.2	115.98852044545309	94.24226106652347	58.27226926247381	0.016650360812006	0.046157433957288004	124.04963970705094	22.985002343234413	93.05802370389054	0.33639168099703504	0.005128208302308	5851.880821532258
238.0.	0	254.83841539759067	45.16158460240897	3084147.7782281637	2935693.2682894804	0.5887332753091861	0.011721987934746	89.57295898016632	30.82704101983386	0.168152996527229	0.43384700347277805	0.7777730250566981	6.794817861749604	2089.930420394159	19.75482701072237	196.965172989277	74.3697347958909	33.990265204109136	86.50657867194394	154.29342132805579	301	3.303017382993427	60.2	120.4	4.708719592235586	60.2	115.69128040776448	93.4955738184961	58.372120969797216	0.017074678440455	0.048944656150511	122.02504002306028	23.5353894639194	93.05779492224916	0.33640697489105903	0.0053428396160780005	5851.880819473838
245.0.	0	255.04311532104254	44.95688467895713	3087172.851481087	2932668.8015654106	0.5887318289016641	0.011722244568696001	91.18371065278501	29.216289347215177	0.168336173869292	0.433663826130715	0.7810246371403721	6.831063412174609	2089.8500287026413	20.016343178712066	196.70365682128735	75.09809862309211	33.26190137690788	90.44300320479282	150.35699679520692	301	3.497402312504685	60.2	120.4	5.008105964827757	60.2	115.39189403517231	92.76877199619028	58.45237493965421	0.017485221017358003	0.051781487159459	120.10247035349373	24.064558983128105	93.05756909024667	0.336419115168118	0.005557721115068	5851.880817332244
252.0.	0	255.20679837874368	44.79320162125602	3090199.9433695637	2929642.2308358783	0.588730401106203	0.011722445282442	92.63559033354433	27.764409666455826	0.16848318407746601	0.43351681592254004	0.7836442619927311	6.860284504190709	2089.7854963495524	20.244772516590004	196.47522748340944	75.7120050145652	32.64799498543482	94.25723621165919	146.54276378834058	301	3.692940981416702	60.2	120.4	5.309300439747652	60.2	115.09069956025239	92.06081401215974	58.516805257854735	0.017882766840356	0.05466450319829701	118.28057383993415	24.573697736384755	93.0573456414452	0.33642870873504205	0.005772803431304	5851.880815123499
259.0.	0	255.33766596510299	44.66233403489668	3093228.629837436	2926613.9823177103	0.588728988315498	0.011722600928856	93.95089987078798	26.449100129212155	0.16860106914271	0.433398930857296	0.7857513298567881	6.883801317718997	2089.733743538914	20.447219167539057	196.2727808324604	76.23577506622482	32.124224933775174	97.94886669878417	142.8511333012155	301	3.8895150577488913	60.2	120.4	5.612020908058534	60.2	114.78797909194151	91.37070455110687	58.56848477145371	0.018268045390726	0.057590502891701006	116.55655516807224	25.06392184286167	93.05712411410677	0.336436249882672	0.0059880467663790005	5851.880812860638
266.0.	0	255.44228526416916	44.557714735830515	3096258.573010587	2923584.3969755764	0.588727587601083	0.011722720313839	95.14812699752335	25.251873002476827	0.168695534586096	0.43330446541391104	0.787443921153779	6.902700647860057	2089.6922720339603	20.62912221450783	196.09087778549167	76.68792005141405	31.67207994858588	101.5185639869652	139.28143601303447	301	4.087026206690008	60.2	120.4	5.916032119746584	60.2	114.48396788025347	90.69749971380568	58.609906087261606	0.018641737184350003	0.060556505282574	114.92668017032568	25.536275837037234	93.05690413333248	0.336442139662041	0.006203419090713	5851.880810554245
273.0.	0	255.52591252122176	44.4740874787779	3099289.503840386	2920553.747525196	0.5887261965930091	0.011722810560864001	96.24261636869623	24.15738363130396	0.168771190530929	0.43322880946907805	0.788802130893627	6.917871707838341	2089.659061338561	20.794624536803838	195.92537546319573	77.08250144100138	31.277498558998566	104.96784232221405	135.8321576777856	301	4.285392537913491	60.2	120.4	6.221137744543641	60.2	114.17886225545647	90.04030931965256	58.643085152445444	0.019004475001632	0.063559743909578	113.38664214866627	25.99173392352257	93.05668539569103	0.33644670249327	0.006418894661974	5851.880808212874
280.0.	0	255.59275337152766	44.40724662847199	3102321.208214644	2917522.252066344	0.588724813378101	0.011722877418564	97.24716384474735	23.152836155252807	0.16883175392638602	0.43316824607362103	0.7898910781528681	6.930038559331301	2089.632481194287	20.94688431409625	195.77311568590332	77.43023671718	30.92976328281995	108.29886680664099	132.5011331933587	301	4.484545665610327	60.2	120.4	6.527173649643413	60.2	113.87282635035677	89.3982972357622	58.66964855786336	0.019356845978593003	0.066597658132068	111.93182707690231	26.431202594516627	93.0564676562119	0.33645020017820704	0.006634452813386001	5851.8808058434315
287.0.	0	255.6461720429078	44.3538279570918	3105353.5158527424	2914490.085004782	0.588723436414989	0.011722925517178	98.1725092879199	22.22749071208029	0.16888021640507	0.433119783594937	0.790763521998824	6.9397885526501835	2089.6112186859777	21.088322493230734	195.63167750676885	77.73935625195166	30.620643748048263	111.51429443793556	129.28570556206407	301	4.684428283461792	60.2	120.4	6.834002258722335	60.2	113.56599774127785	88.77068037020196	58.69090626682556	0.019699394194901	0.06966788263274601	110.55750282467262	26.855524069508412	93.05625071751811	0.33645284358244604	0.006850076967416001	5851.880803451475
294.0.	0	255.68885922778688	44.31114077221275	3108386.291432244	2911457.385797177	0.588722064463817	0.011722958580435	99.02773126442031	21.372268735579887	0.16891898249251502	0.43308101750749206	0.7914620898571071	6.947596711109626	2089.5942180564116	21.22081178473201	195.4991882152676	78.01624682906633	30.34375317093361	114.61714463636137	126.18285536363821	301	4.884992168879576	60.2	120.4	7.141507850225702	60.2	113.25849214977448	88.15672679278677	58.70791166403164	0.020032623507168	0.072768235822061	109.25895175846985	27.26548017900424	93.05603442083383	0.33645480228614505	0.007065753835903001	5851.880801041478
301.0.	0	255.72296665185956	44.27703334814003	3111419.4275017832	2908424.2659500204	0.588720696528521	0.011722979599369	99.82055830325031	20.579441696749903	0.16894998269477302	0.433050017305234	0.792021148023475	6.953846299374101	2089.5806313552007	21.34581739535727	195.3741826046423	78.26592555353619	30.09407444646375	117.61069433396905	123.18930566603053	301	5.086196543039107	60.2	120.4	7.4495926583568615	60.2	112.95040734164333	87.55575331670227	58.72151079507478	0.020357000457267002	0.07589670769821301	108.0315614558443	27.66179643210296	93.05581863859784	0.33645621250108704	0.007281472773303	5851.880798617029
308.0.	0	255.75021486751925	44.24978513248027	3114452.8388226293	2905390.81461945	0.588719331809705	0.011722990974148001	100.55761351929803	19.842386480702203	0.16897476557955002	0.43302523442045804	0.7924683546740531	6.9588459640628635	2089.569778187706	21.46450025350881	195.2554997464908	78.49238513690251	29.8676148630974	120.49839340079929	120.3016065992003	301	5.288006724612768	60.2	120.4	7.758173651943684	60.2	112.64182634805651	86.96712277784908	58.73238252666128	0.020672957143656003	0.07905144757835901	106.87088466110455	28.04514609281597	93.05560326843123	0.336457183530108	0.007497225254948001	5851.880796181008
