time	AA	Cn	DFG	E1	E2	FA	Fru	Glu	Gly	MG	Man	Mel	_1DG	_3DG
72.0.	4.714332993843549	0.8270730333713391	0.636115312798061	0.016015269350306	0.052476926258129004	1.530866522424106	0.207203677215808	0.50798119320459	6.714758578628873	1.434411654274995	0.331003614563712	1.580633912964624	0.0059578700104980006	0.024751328270261
74.0.	4.761931949889586	0.7879036289858381	0.590978629194405	0.014878878127142002	0.048753352187098004	1.557868772614311	0.20855955096554502	0.5097655552318371	6.72785370956581	1.460086132278384	0.33265589595945605	1.617535430925538	0.005535121208087	0.023719366989530002
76.0.	4.806751662973099	0.750122950114663	0.5490446985598221	0.013823121362153001	0.045293984060812004	1.5835928181514052	0.20981921670720302	0.511297324843078	6.739096282996488	1.484537050040038	0.334150746263755	1.652741913020717	0.005142368431169	0.022756245552151003
78.0.	4.848946937652503	0.7137453695324201	0.510086263910369	0.012842277570789	0.042080077159376006	1.6080867293599952	0.21098950090259003	0.512594914127546	6.748689016135666	1.50780882855274	0.335499400510458	1.686302365223794	0.004777483571916001	0.021857509030976
80.0.	4.888665027698805	0.6787744644338961	0.47389219368209506	0.011931031215582	0.039094215926469	1.6313986193607999	0.212076745683333	0.5136754266813051	6.756813830308802	1.529946169520973	0.33671229643739004	1.718268728867046	0.004438489412344	0.021018930121898
82.0.	4.926045875149942	0.6452046794444031	0.44026633752343103	0.011084443914118001	0.036320219983762	1.6535763403392232	0.21308684319794502	0.514554750457028	6.763633941133501	1.550993739066914	0.33779913105665205	1.748695057445182	0.004123548959025	0.020236511596193
84.0.	4.961222359707553	0.613022788113698	0.40902646327685105	0.010297927684820001	0.033743056695165	1.674667229451707	0.21402526752880802	0.515247644027648	6.76929574117011	1.5709959010575592	0.33876891321226704	1.777636811173049	0.0038309555195390004	0.019506484666446
86.0.	4.994320555150631	0.582209174094886	0.380003269388873	0.00956722008805	0.031348759859451	1.6947178981112492	0.214897104348915	0.515767816730318	6.773930494710896	1.589996493986476	0.33963001240933205	1.8051502559527242	0.0035591234734940005	0.018825304378541
88.0.	5.025459989909131	0.552738951459766	0.353039467396253	0.008888361129327001	0.029124354123947004	1.7137740590935642	0.21570707847714002	0.51612800312435	6.777655862835543	1.6080386459900762	0.34039020417890203	1.8312919545149242	0.0033065796923110002	0.01818964289045
90.0.	5.054753909360451	0.5245829418797671	0.327988929515983	0.008257671800332001	0.027057784730886002	1.731880386538003	0.216459579480084	0.516340032166289	6.780577275344362	1.625164623169335	0.34105671222421	1.856118338608431	0.00307195556396	0.017596381300929
92.0.	5.082309537786077	0.49770852474431204	0.304715896719546	0.007671734141954001	0.025137852229188	1.74908040448644	0.217158685458466	0.516414891476778	6.7827891647209	1.6414157069251072	0.341636247576502	1.8796853521884072	0.0028539795811270002	0.017042600536298
94.0.	5.10822833825764	0.47208037472009906	0.283094242999664	0.007127372721620001	0.023354151806438003	1.765416400113661	0.21780818514643802	0.516362787047384	6.7843760758926965	1.656832096501059	0.342135044972599	1.902048156579578	0.002651470453723	0.016525571682205
96.0.	5.132606269014793	0.447661099789588	0.26300679184228404	0.006621637424715001	0.021697016917766	1.780929358258874	0.218411598443279	0.516193198710875	6.785413664264411	1.671452833365931	0.34255889665128403	1.9232608895508192	0.002463330709118	0.016042746052523
98.0.	5.155534035154898	0.424411791451886	0.24434468119951402	0.006151787466939	0.020157466909589	1.795658914274675	0.218972195488528	0.515914931675523	6.7859695932971125	1.685315744459519	0.34291318375164304	1.9433764711268422	0.002288540745835	0.015591745213636002
100.0.	5.177097334679618	0.40229249752600105	0.227006773522011	0.005715276541012001	0.018727158356602002	1.8096433225715511	0.21949301438378702	0.515536164402701	6.786104341802496	1.698457401678336	0.343202905483501	1.962446449777875	0.002126153308776	0.015170351124891
102.0.	5.197377098139489	0.38126262686342904	0.21089910765357	0.0053097390172830005	0.017398339849697003	1.822919438557257	0.21997687765717402	0.515064493087217	6.785871930109751	1.7109130952905	0.343432706228029	1.9805208833696932	0.001975288356208	0.014776496511444002
104.0.	5.216449721287297	0.36128129424985	0.19593438961749501	0.004932977123468	0.016163809990682003	1.8355227119551252	0.220426407559586	0.5145069729814511	6.78532057334197	1.722716819248844	0.343606900715388	1.9976482499263781	0.00183512829081	0.014408255551298
106.0.	5.234387290297325	0.34230761284885103	0.182031519535121	0.004582949034059001	0.015016878366738002	1.847487189737406	0.220844040275633	0.513870156787225	6.784493269203686	1.733901266619458	0.343729497415853	2.0138753838603902	0.001704913528997	0.014063834931849001
108.0.	5.25125779923298	0.324300940707124	0.169115152112666	0.004257757804854	0.013951329293467	1.858845527132503	0.221232039126245	0.5131601303234841	6.783428326925792	1.744497833563297	0.343804220271179	2.029247433863214	0.0015839383845760002	0.013741565310992
110.0.	5.2671253595523755	0.307221087093696	0.15711528831451702	0.003955641092663001	0.012961388130295001	1.869629005361705	0.22159250683448803	0.5123825456630821	6.782159843332639	1.7545366305036172	0.343834528883987	2.043807839129876	0.00147154724443	0.013439893202491001
112.0.	5.282050401532102	0.291028483777987	0.145966896010053	0.003674961604457	0.012041689985793	1.8798675549344641	0.22192739692104302	0.511542651918245	6.780718131382827	1.764046499284838	0.34382363727456505	2.05759832101686	0.0013671310155460002	0.013157373293711002
114.0.	5.296089867565968	0.27568432575601004	0.13560955753814502	0.003414198224216	0.011187250643450001	1.889589783484194	0.22223852429111102	0.510645323841575	6.7791301059838975	1.773055035281047	0.34377453130676	2.070658887610285	0.001270123824126	0.012892661195197
116.0.	5.309297397359397	0.261150685403844	0.125987142279334	0.0031719377693870004	0.010393439550359	1.8988230072611292	0.222527575070112	0.509695088397571	6.777419631386453	1.781588613547199	0.343689984877378	2.083027849014458	0.001179999948911	0.012644506615305001
118.0.	5.321723505093353	0.24739060356637801	0.117047502461237	0.0029468673322760003	0.009655954722491	1.9075932855171782	0.222796115741472	0.508696149448692	6.775607834019589	1.789672418224951	0.343572574956841	2.0947418414644012	0.001096270972101	0.012411746948515
120.0.	5.333415748675197	0.23436816067109	0.10874219054860201	0.002737767164867	0.008970799430572001	1.915925457121774	0.22304560163603002	0.5076524106897471	6.77371338423198	1.797330474519841	0.343424695562601	2.105835858623971	0.0010184831324280001	0.012193301262944002
122.0.	5.344418891229364	0.222048530585975	0.10102619668646601	0.002543504068517	0.008334260540233	1.923843178839103	0.223277384819064	0.506567496954885	6.77175275004719	1.8045856826587632	0.34324857074105203	2.116343288657588	0.0009462148660470001	0.011988164670454
124.0.	5.354775055009123	0.21039801961236002	0.09385770477348301	0.002363025252687	0.007742888389055001	1.931368964777278	0.223492721417679	0.5054447740126911	6.769740425722967	1.811459853317841	0.343046266628284	2.126295955861801	0.0008790745219110001	0.011795403061474
126.0.	5.364523867932905	0.199384092712934	0.08719786584350701	0.0021953526294510002	0.007193478091473001	1.938524226590363	0.223692778428268	0.504287366956638	6.767689137619295	1.8179737440821042	0.342819702655046	2.1357241658162662	0.0008166982392630001	0.011614148185970001
128.0.	5.373702602965793	0.18897538881841902	0.081010587527285	0.0020395775128330003	0.006683052170210001	1.945329314075715	0.22387864004093702	0.503098177290588	6.765610029624622	1.8241470965609832	0.34257066195664104	2.144656753165043	0.0007587479757250001	0.011443593061775
130.0.	5.382346310579336	0.179141726829427	0.07526233845325901	0.0018948556942730002	0.006208844420127001	1.951803555863041	0.22405131351517502	0.5018798988019151	6.763512830161372	1.82999867383862	0.34230080104416605	2.153121131270961	0.0007049096753070001	0.011282987691616
132.0.	5.390487944531723	0.16985410372962	0.069921966527462	0.001760402867519	0.005768284917042001	1.957965299938718	0.224211734638596	0.5006350323083011	6.761406002587341	1.835546297986086	0.342011658789514	2.161143343100629	0.0006548915664200001	0.011131635070524
134.0.	5.398158481215983	0.16108468604945	0.064960530107683	0.001635490378152	0.005358986090268	1.963831953790063	0.224360772798354	0.49936589935809805	6.7592968806264935	1.8408068874048191	0.341704664772831	2.168748112797397	0.0006084225806380001	0.01098888746588
136.0.	5.4053870328267255	0.152806795763685	0.060351141156961004	0.001519441274711	0.004978729783406	1.9694200239901982	0.22449923569270602	0.49807465495853903	6.757191790298776	1.8457964938074092	0.34138114703766004	2.17595889748614	0.0005652508836740001	0.010854142952986002
138.0.	5.412200954596703	0.144994891568373	0.056068819526408006	0.001411626640019	0.004625455233251001	1.974745155075432	0.22462787370825602	0.49676329940074704	6.755096159671584	1.850530338674132	0.341042339295804	2.18279793892873	0.0005251425105860001	0.010726842189806001
140.0.	5.418625946353302	0.137624546361585	0.05209035757764301	0.0013114621828290002	0.004297247901685001	1.9798221675942882	0.22474738398660002	0.49543368924565206	6.7530146176238475	1.85502284905169	0.340689387620964	2.18928631471399	0.00048788009782900005	0.010606465415303001
142.0.	5.424686148642218	0.130672421645423	0.048394194411186	0.001218405071306	0.003992329100015	1.984665095231018	0.22485841420242703	0.49408754753035605	6.750951082695637	1.8592876925851192	0.34032335666740704	2.195443988721848	0.00045326170526900004	0.010492529656624
144.0.	5.4304042336616565	0.124116239472653	0.044960299019196	0.001131950991207	0.003709046349542	1.989287220926852	0.22496156607352402	0.49272647325023805	6.748908842990181	1.863337811695097	0.33994523544738203	2.201289860649867	0.00042109972179100004	0.010384586131168001
146.0.	5.435801491245381	0.11793475247847801	0.041770061729311005	0.001051631412796	0.003445864426105	1.993701111940066	0.22505739862173302	0.49135195016822103	6.746890628000064	1.8671854568313861	0.339555942698591	2.206841814431718	0.000391219848558	0.010282217830411
148.0.	5.4408979101271004	0.11210771246501601	0.038806193351284005	0.000977011051688	0.0032013570400820004	1.997918653801174	0.22514643120251301	0.489965354998919	6.7448986731439575	1.87084221874912	0.339156331870797	2.212116765412983	0.00036346015441400005	0.010185037273132
150.0.	5.4457122547122	0.106615837941922	0.036052631479845006	0.0009076855098720001	0.002974199106744	2.001951083132781	0.22522914631954402	0.48856796501203603	6.7429347777233755	1.8743190597684842	0.3387471957586	2.217130706180158	0.000337670198313	0.010092684416452
152.0.	5.450262137575955	0.10144078097022001	0.033494453446011	0.000843279084108	0.0027631595650850003	2.005809019314889	0.225305992239605	0.48716096509621504	6.741000356939957	1.877626343990262	0.338329270805492	2.221898750964834	0.00031371021401900004	0.010004824713816
154.0.	5.454564087900048	0.09656509360682401	0.031117795445090003	0.000783442729845	0.002567094706204	2.009502494986134	0.22537738542191502	0.485745454321629	6.739096488551542	1.880773866449946	0.33790324110249403	2.226435178567314	0.000291450352657	0.009921147309779001
156.0.	5.458633616051767	0.091972194203779	0.028909777403094004	0.0007278521696	0.0023849419750830003	2.013040985379633	0.225443712775095	0.484322452036877	6.737223954689499	1.8837708812018341	0.337469742103082	2.230753473762724	0.00027076997900500003	0.009841363362082
158.0.	5.462485274502508	0.08764633377802	0.026858433174394004	0.0006762061355740001	0.002215714212165	2.016433436499073	0.22550533375398402	0.48289290353323405	6.735383279309164	1.8866261283320631	0.337029364074501	2.234866367168702	0.00025155701772900003	0.009765204482163
160.0.	5.466132715274621	0.083572562634044	0.024952645692326	0.0006282247369530001	0.002058494303544	2.019688292146541	0.22556258230766602	0.48145768530695005	6.73357476170009	1.889347859905756	0.336582655304186	2.23878587356709	0.00023370734599700003	0.009692421285827
162.0.	5.469588744097795	0.079736697392535	0.023182086721289002	0.000583647943071	0.0019124302107460002	2.022813519818443	0.225615768689283	0.48001760994811904	6.731798506441543	1.891943864858872	0.33613012507867	2.2425233286833572	0.000217124229194	0.009622782046368001
164.0.	5.472865371448638	0.076125288552359	0.021537160883851002	0.0005422341741950001	0.0017767303531890002	2.025816635489948	0.22566518113741502	0.47857343068261904	6.730054450151998	1.894421492849734	0.33567224645111504	2.246089424436773	0.00020171779668300003	0.009556071442948
166.0.	5.475973860639439	0.072725588690946	0.020008953659505002	0.00050375899231	0.0016506593182880002	2.028704727311682	0.225711087438167	0.47712584559174404	6.728342385347826	1.8967876770889212	0.33520945881246805	2.249494242682076	0.000187404554755	0.009492089397543
168.0.	5.4789247731147235	0.0695255213885	0.018589183073262003	0.00046801388479500005	0.0015335338759530001	2.031484478245024	0.22575373637640903	0.47567550153238003	6.726661981696337	1.8990489561692492	0.334742170280176	2.252747287469661	0.000174106934145	0.009430649994223
170.0.	5.481728011106919	0.06651365094447201	0.017270154812273	0.00043480513440700004	0.0014247192758930001	2.03416218766455	0.22579335908403902	0.474222997779	6.725012804921038	1.901211494919978	0.334270759917405	2.255857515856397	0.000161752869651	0.009371580474967
172.0.	5.484392857795385	0.06367915293990101	0.016044720527224002	0.000403952769457	0.001323625807639	2.036743791957711	0.225830170292588	0.472768889407194	6.7233943335924575	1.903281104311314	0.333795579794793	2.25883336730323	0.00015027540958600002	0.009314720306604001
174.0.	5.486928015106093	0.061011785686386	0.014906239092528	0.00037528958846	0.0012297056046710001	2.039234884153117	0.22586436949693	0.47131369043708604	6.72180597401551	1.905263260436819	0.333316956905901	2.261682791698837	0.00013961235293700002	0.009259920313874001
176.0.	5.489341639282727	0.05850186259133001	0.013848540615375	0.000348660254009	0.0011424496753030002	2.041640732609581	0.22589614203642802	0.469857876753673	6.720247073404309	1.907163122602384	0.332835194946758	2.264413276051008	0.00012970591227300001	0.009207041873922
178.0.	5.491641374353332	0.056140225459489004	0.012865892998579001	0.000323920450935	0.0010613851442500002	2.043966298798682	0.22592566009936602	0.468401888819916	6.718716931517108	1.908985550551272	0.33235057596912504	2.267031869889134	0.00012050240057300001	0.00915595616789
180.0.	5.493834383610583	0.05391821874260701	0.011952970876014001	0.00030093610421	0.00098607268993	2.046216254213817	0.225953083656102	0.46694613419728404	6.717214810907502	1.910735120855204	0.33186336191646104	2.269545209422351	0.000111951940273	0.009106543485569
182.0.	5.495927379217619	0.051827664741847	0.0111048267523	0.000279582652332	0.0009161041635950001	2.048394996438801	0.225978561326017	0.46549098988742404	6.715739945933205	1.912416142501717	0.331373796050888	2.271959540498579	0.00010400819296000001	0.009058692579351001
184.0.	5.497926650045791	0.049860839761671	0.010316864190312	0.000259744372282	0.0008511003774130001	2.050506664408919	0.22600223118294202	0.464036804507635	6.7142915506500085	1.914032671708119	0.330882104278914	2.274280740409997	9.662810824403206e-05	0.009012300063993001
186.0.	5.499838087844992	0.048010451208725005	0.009584812901228	0.00024131375237100003	0.0007907090494930001	2.052555152896996	0.226024221503435	0.46258390031195	6.712868825706437	1.9155885259921641	0.33038849638308004	2.276514338590482	8.977169045109135e-05	0.008967269858950001
188.0.	5.501667211842085	0.046269615624955004	0.008904705602097001	0.00022419090959300002	0.0007346028947260001	2.054544126256645	0.226044651461964	0.461132575068784	6.711470964343424	1.917087297529378	0.329893167166217	2.278665536250171	8.340178187172882e-05	0.008923512670254001
190.0.	5.503419191857828	0.044631837640547005	0.008272856515526	0.00020828304831400002	0.000682477851095	2.056477031454258	0.22606363177676403	0.459683103805306	6.710097157593271	1.9185323658264921	0.32939629751450705	2.280739224991802	7.748386138689309e-05	0.008880945509151
192.0.	5.505098870027813	0.043090989829334	0.007685841394954001	0.000193503957381	0.0006340514318410001	2.058357110420663	0.22608126530986203	0.458235740428021	6.708746598763087	1.919926909739985	0.328898055385113	2.282740004452742	7.198585738440182e-05	0.008839491244875
194.0.	5.50671078120852	0.041641293446814005	0.007140478967274001	0.00017977354290300002	0.00058906119455	2.060187411752656	0.22609764762452803	0.45679071922831804	6.707418487279552	1.9212739188681152	0.328398596723734	2.28467219901572	6.687797394986309e-05	0.008799078189148001
196.0.	5.50825917214494	0.040277300028968004	0.006633813692221001	0.00016701739419400002	0.000547263318871	2.061970801793787	0.22611286750317203	0.45534825628117004	6.706112031964464	1.922576204344168	0.32789806631704704	2.286539873630249	6.213252939052611e-05	0.008759639710158001
198.0.	5.509748019472192	0.038993873828505006	0.006163099745099001	0.000155166380508	0.000508431285158	2.063709975122979	0.226127007428492	0.45390855074454606	6.70482645380359	1.92383640905792	0.327396598584663	2.288346848785646	5.772380621695689e-05	0.008721113873916001
200.0.	5.511181046619561	0.037786175063933	0.005725786136055001	0.000144156276393	0.000472354646866	2.065407464478648	0.22614014403047802	0.45247178606659905	6.703560988265377	1.925057017331573	0.326894318314893	2.290096714675314	5.3627911769586806e-05	0.008683443111062
