time	IKK	IkBaIKK	IkBaIKKNFkB	IkBaNFkB_cytoplasm	IkBaNFkB_nucleus	IkBa_cytoplasm	IkBa_mRNA	IkBa_nucleus	IkBbIKK	IkBbIKKNFkB	IkBbNFkB_cytoplasm	IkBbNFkB_nucleus	IkBb_cytoplasm	IkBb_mRNA	IkBb_nucleus	IkBeIKK	IkBeIKKNFkB	IkBeNFkB_cytoplasm	IkBeNFkB_nucleus	IkBe_cytoplasm	IkBe_mRNA	IkBe_nucleus	NFkB_cytoplasm	NFkB_nucleus
2280.0.	0.000319529761788	6.0960227412587174e-05	0.000422101434101	0.051758505078307	0.000165601679993	0.02085418470194	0.011756549060133	0.0018048904959750002	2.8465258468225636e-06	0.000127226413391	0.031113085467177004	3.8824412101232784e-05	0.00315020133258	0.002542857142857	0.000211603094939	2.755252466675047e-06	6.458038499266567e-05	0.013716971940041001	2.7665624814289334e-05	0.002244781134183	0.0018142857142850002	0.000150784829372	3.273828808997478e-05	0.002532699276989
2320.0.	0.000319553328995	6.096295206831972e-05	0.00042196358862500006	0.051737828857995	0.00016557365074600002	0.020853569834648002	0.011756190374404	0.001804983063103	2.846758163688843e-06	0.000127261634563	0.031119356641372	3.881834309966232e-05	0.0031502066547180003	0.002542857142857	0.000211616729134	2.7554994834178207e-06	6.465623810038244e-05	0.013732005522255002	2.766133994983024e-05	0.002244788134683	0.0018142857142850002	0.00015079476127600002	3.2732832620377936e-05	0.0025321413506710004
2360.0.	0.000319575795187	6.0965549564218036e-05	0.00042183215669600006	0.051718118231798005	0.00016554693012100003	0.020852983818171	0.011755848516579001	0.001805071328825	2.8469795928820007e-06	0.000127295141129	0.031125317098976004	3.8812556915160676e-05	0.0031502117229910004	0.002542857142857	0.00021162972745000002	2.755735010348408e-06	6.472864281996411e-05	0.013746354857049002	2.7657254861036676e-05	0.002244794813793	0.0018142857142850002	0.000150804230611	3.2727631876188675e-05	0.0025316094977570003
2400.0.	0.00031959721123300003	6.0968025758896524e-05	0.000421706842839	0.0516993284289	0.000165521457707	0.020852425306616	0.011755522701963	0.0018051554897500002	2.847190638290093e-06	0.000127327014268	0.031130981757978002	3.880704053786067e-05	0.0031502165492850003	0.002542857142857	0.000211642119156	2.755959576735195e-06	6.479775568386361e-05	0.013760051155196	2.7653360356357053e-05	0.00224480118623	0.0018142857142850002	0.000150813258652	3.2722674098623387e-05	0.0025311025124320004
2440.0.	0.00031961762568600004	6.097038624578753e-05	0.000421587365008	0.051681416737344006	0.000165497175839	0.020851893016603	0.011755212182276	0.001805235733728	2.847391780841497e-06	0.00012735733141	0.031136364835896	3.8801781545395495e-05	0.0031502211449390004	0.002542857142857	0.000211653932198	2.7561736878022096e-06	6.486372618125398e-05	0.013773124207142001	2.7649647659253003e-05	0.0022448072660380004	0.0018142857142850002	0.00015082186571100002	3.2717948063556824e-05	0.0025306192439100003
2480.0.	0.00031963708488300005	6.0972636364775225e-05	0.00042147345398000003	0.051664342410538	0.000165474029477	0.020851385724375	0.011754916243972001	0.0018053122402220002	2.847583479524443e-06	0.000127386166398	0.031141479881970004	3.879676807724146e-05	0.0031502255207730002	0.002542857142857	0.00021166519325700002	2.756377825794735e-06	6.49266970681243e-05	0.013785602447061	2.764610839008646e-05	0.0022448130666260003	0.0018142857142850002	0.000150830071184	3.271344305783723e-05	0.002530158593981
2520.0.	0.00031965563304800005	6.0974781213351376e-05	0.00042136485279300003	0.051648066577912	0.000165451966091	0.02085090226304	0.011754634206632001	0.0018053851806620002	2.847766172363551e-06	0.000127413589657	0.031146339807919	3.8791988810104883e-05	0.003150229687105	0.002542857142857	0.00021167592780700002	2.75657245100004e-06	6.498680466437771e-05	0.01379751301409	2.764273454874264e-05	0.0022448186007910003	0.0018142857142850002	0.00015083789358700001	3.2709148856597236e-05	0.002529719514655
2560.0.	0.00031967331238400004	6.0976825657309036e-05	0.00042126131619800005	0.051632552159544	0.00016543093555	0.020850441519939002	0.011754365421439001	0.0018054547187940002	2.847940277354941e-06	0.000127439668341	0.031150956917327003	3.878743293431715e-05	0.003150233653777	0.002542857142857	0.00021168616016400003	2.756758002724868e-06	6.50441791384146e-05	0.013808881810848002	2.7639518497963762e-05	0.0022448238807450003	0.0018142857142850002	0.00015084535059600002	3.2705055701522726e-05	0.0025293010059170003
2600.0.	0.000319690163164	6.09787743409912e-05	0.00042116261013600004	0.051617763784595004	0.00016541089001	0.020850002434136	0.011754109269712001	0.0018055210110060002	2.848106193361522e-06	0.000127464466484	0.031155342933702004	3.8783090131203734e-05	0.0031502374301800003	0.002542857142857	0.00021169591353800002	2.756934900231365e-06	6.509894477967271e-05	0.013819733559364	2.7636452947369225e-05	0.002244828918147	0.0018142857142850002	0.000150852459083	3.270115428004438e-05	0.002528902113568
2640.0.	0.00031970622381700004	6.0980631697110076e-05	0.00042106851123900006	0.051603667713376	0.000165391783818	0.020849583994023	0.011753865161517002	0.0018055842066480002	2.848264300969967e-06	0.000127488045142	0.031159509027287	3.8778950551392197e-05	0.003150241025268	0.002542857142857	0.000211705210085	2.757103543633001e-06	6.515122025958283e-05	0.013830091854514	2.7633530938138023e-05	0.002244833724122	0.0018142857142850002	0.00015085923515400002	3.2697435705416464e-05	0.002528521927167
2680.0.	0.00031972153101000005	6.0982401956152966e-05	0.00042097880634800006	0.051590231762914	0.00016537357341	0.020849185235035	0.011753632534335002	0.0018056444483360002	2.8484149633108567e-06	0.000127510462524	0.031163465840647	3.8775004794026064e-05	0.0031502444475790003	0.002542857142857	0.00021171407095000002	2.7572643147520545e-06	6.520111888138667e-05	0.013839979215092	2.7630745828329964e-05	0.002244838309288	0.0018142857142850002	0.00015086569418200002	3.269389149764867e-05	0.002528159578061
2720.0.	0.000319736119731	6.0984089155390675e-05	0.00042089329206200006	0.051577425235837006	0.000165356217216	0.020848805237472002	0.011753410851794	0.001805701872243	2.848558526843469e-06	0.00012753177412600002	0.031167223513120002	3.8771243886851326e-05	0.0031502477052600003	0.002542857142857	0.000211722516314	2.757417577940178e-06	6.524874881925089e-05	0.013849417132587001	2.7628091278822253e-05	0.0022448426837780003	0.0018142857142850002	0.000150871850838	3.2690513565258015e-05	0.0025278142374990003
2760.0.	0.000319750023359	6.09856971475021e-05	0.00042081177429200003	0.051565218852467	0.00016533967557700002	0.020848443124420003	0.011753199602462001	0.0018057566083830002	2.848695322106545e-06	0.00012755203285	0.031170791704146	3.8767659267142956e-05	0.0031502508060750004	0.002542857142857	0.00021173056543700002	2.7575636808634455e-06	6.529421334709643e-05	0.013858426117797001	2.762556123983882e-05	0.002244846857262	0.0018142857142850002	0.000150877719124	3.2687294187808304e-05	0.0025274851148270002
2800.0.	0.000319763273741	6.0987229608831626e-05	0.00042073406784600006	0.051553584685950005	0.00016532391064900002	0.020848098059767003	0.011752998298686	0.00180580878088	2.848825664436488e-06	0.000127571289126	0.031174179615551002	3.8764242763440884e-05	0.0031502537574320004	0.002542857142857	0.00021173823669700002	2.757702955253388e-06	6.53376110575533e-05	0.01386702574535	2.762314993805049e-05	0.002244850838968	0.0018142857142850002	0.00015088331240100002	3.268422599920632e-05	0.002527171455767
2840.0.	0.000319775901259	6.098869004729164e-05	0.000420659996028	0.051542496100319	0.00016530888633100002	0.020847769246312	0.011752806475500002	0.0018058585082240002	2.848949854654195e-06	0.00012758959102100002	0.031177396012811002	3.876098657806383e-05	0.0031502565663930004	0.002542857142857	0.000211745547633	2.757835717625297e-06	6.537903607143342e-05	0.013875234696232001	2.7620851864224234e-05	0.0022448546377030003	0.0018142857142850002	0.00015088864342000001	3.2681301971724116e-05	0.002526872540769
2880.0.	0.000319787934897	6.0990081809925225e-05	0.000420589390252	0.051531927691343	0.00016529456818	0.020847455923962	0.011752623689566002	0.0018059059035230001	2.849068179721882e-06	0.000127606984352	0.031180449245358004	3.8757883270371464e-05	0.0031502592396900004	0.002542857142857	0.000211752514977	2.7579622699651736e-06	6.541857823810483e-05	0.013883070798411001	2.7618661761400302e-05	0.002244858261869	0.0018142857142850002	0.00015089372434800002	3.267851540071831e-05	0.0025265876834300004
2920.0.	0.00031979940230500003	6.099140809014172e-05	0.000420522089679	0.05152185523004801	0.00016528092333800002	0.020847157368009003	0.011752449518177001	0.0018059510747360002	2.849180913371072e-06	0.000127623512783	0.031183347265951	3.8754925740746114e-05	0.0031502617837450004	0.002542857142857	0.00021175915469800002	2.758082900386575e-06	6.545632332713609e-05	0.013890551065628	2.761657461357717e-05	0.002244861719485	0.0018142857142850002	0.00015089856679500002	3.2675859890018e-05	0.002526316228998
2960.0.	0.00031981032985900005	6.099267193463874e-05	0.000420457940862	0.051512255608791004	0.00016526792046000002	0.020846872887491003	0.011752283558299001	0.0018059941249040001	2.8492883167029628e-06	0.00012763921793	0.031186097649174002	3.8752107215265425e-05	0.003150264204678	0.002542857142857	0.00021176548203000002	2.7581978837586215e-06	6.549235321156797e-05	0.013897691734457	2.7614585634884293e-05	0.002244865018202	0.0018142857142850002	0.000150903181838	3.267332933795406e-05	0.0025260575529220002
3000.0.	0.000319820742717	6.099387625002286e-05	0.000420396797417	0.051503106789779006	0.000165255529645	0.020846601823625	0.011752125425661002	0.0018060351523690001	2.849390638762308e-06	0.000127654139451	0.03118870760908	3.874942123103874e-05	0.003150266508324	0.002542857142857	0.000211771511505	2.758307482306328e-06	6.552674604315692e-05	0.013904508299682001	2.7612690259223192e-05	0.002244868165323	0.0018142857142850002	0.000150907580044	3.267091792400322e-05	0.002525811059485
3040.0.	0.00031983066487800005	6.0995023809141055e-05	0.00042033851969300003	0.051494387755913	0.000165243722372	0.020846343548314	0.011751974753883001	0.0018060742509800002	2.849488117085904e-06	0.00012766831513500002	0.031191184016038	3.874686162218096e-05	0.003150268700249	0.002542857142857	0.00021177725699200002	2.758411946184429e-06	6.555957641992187e-05	0.013911015548090001	2.7610884130358662e-05	0.0022448711678120003	0.0018142857142850002	0.00015091177149600003	3.2668620096021616e-05	0.002525576180486
3080.0.	0.000319840119231	6.0996117257135015e-05	0.00042028297447800004	0.051486078463875005	0.000165232471434	0.020846097462722	0.011751831193647	0.001806111510295	2.8495809782267647e-06	0.000127681780994	0.031193533412794003	3.874442250639782e-05	0.003150270785754	0.002542857142857	0.000211782731716	2.758511514025796e-06	6.559091554631583e-05	0.013917227590735002	2.7609163092441563e-05	0.0022448740323180003	0.0018142857142850002	0.00015091576581400002	3.266643055804307e-05	0.0025253523739840003
3120.0.	0.00031984912760800005	6.0997159117229394e-05	0.00042023003469600004	0.051478159799328	0.000165221750882	0.020845862995918	0.011751694411906	0.0018061470157730002	2.849669438254994e-06	0.000127694571339	0.031195762029811003	3.874209827215817e-05	0.0031502727698970003	0.002542857142857	0.000211787948298	2.7586064134655276e-06	6.562083138633007e-05	0.013923157893742	2.7607523180946044e-05	0.002244876765183	0.0018142857142850002	0.00015091957217300002	3.266434425861861e-05	0.0025251391231010003
3160.0.	0.000319857710834	6.099815179626518e-05	0.000420179579132	0.05147061353417601	0.00016521153596500002	0.020845639603578003	0.011751564091131001	0.001806180848957	2.849753703236339e-06	0.00012770671886100002	0.031197875799893002	3.8739883566428894e-05	0.003150274657496	0.002542857142857	0.000211792918774	2.7586968616417235e-06	6.56493888098286e-05	0.013928819307726001	2.7605960614004114e-05	0.002244879372458	0.0018142857142850002	0.000150923199328	3.266235637967407e-05	0.002524935934873
3200.0.	0.000319865888767	6.099909758998868e-05	0.00042013149216600003	0.051463422285746005	0.00016520180307700002	0.020845426766752002	0.011751439928585001	0.0018062130876490001	2.849833969689401e-06	0.000127718254708	0.031199880372140002	3.873777328294968e-05	0.0031502764531460004	0.002542857142857	0.00021179765462500002	2.75878306567395e-06	6.567664973239897e-05	0.013934224095874002	2.7604471784121303e-05	0.0022448818599180003	0.0018142857142850002	0.000150926655628	3.2660462325864464e-05	0.002524742339161
3240.0.	0.00031987368034800003	6.09999986881061e-05	0.00042008566351500005	0.051456569477848005	0.000165192529703	0.020845223990683	0.011751321635646001	0.0018062438060790001	2.849910425022367e-06	0.00012772920855	0.031201781125263003	3.8735762551025045e-05	0.003150278161224	0.002542857142857	0.00021180216680500002	2.758865223120331e-06	6.570267324899457e-05	0.013939383960753001	2.7603053250257702e-05	0.0022448842330700003	0.0018142857142850002	0.000150929949039	3.2658657714403094e-05	0.002524557887599
3280.0.	0.00031988110364	6.1000857179114186e-05	0.00042004198799000005	0.051450039303602	0.00016518369437100002	0.020845030803685	0.011751208937142	0.001806273075067	2.849983247950194e-06	0.00012773960865700002	0.031203583180282	3.873384672481219e-05	0.003150279785905	0.002542857142857	0.00021180646575800002	2.7589435224142e-06	6.572751576163357e-05	0.013944310069911	2.7601701730259104e-05	0.0022448864971720004	0.0018142857142850002	0.00015093308715800001	3.2656938365346004e-05	0.0025243821526010003
3320.0.	0.00031988817587000004	6.1001675054915634e-05	0.000420000365265	0.051443816689961	0.00016517527660300002	0.020844846756069003	0.011751101570733	0.0018063009621740002	2.8500526088930417e-06	0.000127749481955	0.031205291412639002	3.8732021373083765e-05	0.0031502813311660004	0.002542857142857	0.000211810561448	2.7590181432811735e-06	6.575123110140815e-05	0.013949013080308001	2.7600414093623503e-05	0.002244888657238	0.0018142857142850002	0.00015093607723200002	3.2655300292311537e-05	0.0025242147264060003
3360.0.	0.00031989491346600004	6.100245421522892e-05	0.00041996069965100004	0.051437887263861004	0.00016516725686800001	0.020844671419123002	0.011750999286314	0.0018063275318500002	2.850118670356799e-06	0.000127758854093	0.031206910463749002	3.873028226944583e-05	0.0031502828007990004	0.002542857142857	0.000211814463378	2.759089257137508e-06	6.577387064504951e-05	0.013953503161645	2.7599187354589225e-05	0.002244890718052	0.0018142857142850002	0.000150938926173	3.2653739693616634e-05	0.0025240552201670004
3400.0.	0.000319901332094	6.100319647180107e-05	0.00041992289988800004	0.05143223731991001	0.000165159616543	0.020844504384139	0.011750901845442	0.0018063528455770001	2.850181587296463e-06	0.000127767749504	0.031208444752022002	3.8728625382991364e-05	0.0031502841984160004	0.002542857142857	0.00021181818061000003	2.759157027470528e-06	6.579548342628281e-05	0.013957790018626001	2.75980186655306e-05	0.002244892684179	0.0018142857142850002	0.00015094164057200002	3.265225294381172e-05	0.002523903263084
3440.0.	0.000319907446691	6.100390355243191e-05	0.00041988687893800003	0.051426853789565005	0.00016515233786800002	0.020844345261478003	0.011750809020803001	0.0018063769620000002	2.850241507463109e-06	0.000127776191457	0.031209898483370004	3.8727046869371174e-05	0.0031502855274600002	0.002542857142857	0.000211821721788	2.7592216102019378e-06	6.581611624219745e-05	0.013961882912217002	2.7596905310648473e-05	0.002244894559974	0.0018142857142850002	0.000150944226716	3.26508365855968e-05	0.0025237585015730002
3480.0.	0.000319913271505	6.1004577104817785e-05	0.00041985255379500006	0.051421724211709006	0.000165145403907	0.020844193679687	0.011750720595687	0.001806399937059	2.850298571735204e-06	0.000127784202113	0.031211275661231004	3.8725543062263953e-05	0.0031502867912120004	0.002542857142857	0.00021182509515300002	2.759283154034736e-06	6.583581375484988e-05	0.013965790679929	2.7595844699942662e-05	0.002244896349593	0.0018142857142850002	0.000150946690603	3.264948732210234e-05	0.002523620598473
3520.0.	0.000319918820117	6.1005218700222675e-05	0.000419819845297	0.051416836704589006	0.000165138798509	0.020844049284653002	0.011750636363499	0.001806421824111	2.850352914434902e-06	0.00012779180258100001	0.031212580096119002	3.872411046522883e-05	0.0031502879928	0.002542857142857	0.00021182830856700003	2.759341800784456e-06	6.58546185883055e-05	0.013969521755183002	2.7594834363454714e-05	0.0022448980569970004	0.0018142857142850002	0.000150949037949	3.2648202009518755e-05	0.0025234892322930002
3560.0.	0.00031992410548100004	6.100582983698415e-05	0.00041978867795000005	0.051412179939027004	0.000165132506274	0.020843911738795	0.011750556127287001	0.0018064426740440002	2.8504046636300213e-06	0.000127799012959	0.031213815414746004	3.872274574392353e-05	0.0031502891352030004	0.002542857142857	0.000211831369525	2.759397685695435e-06	6.587257142131964e-05	0.013973084185792002	2.7593871945768763e-05	0.0022448996859710003	0.0018142857142850002	0.00015095127420900001	3.264697765005945e-05	0.0025233640964860003
3600.0.	0.000319929139947	6.100641194386113e-05	0.000419758979763	0.051407743112872	0.00016512651252000002	0.020843780720299	0.011750479699297002	0.0018064625353940002	2.850453941422307e-06	0.00012780585239000001	0.031214985068706003	3.872144571867252e-05	0.0031502902212600004	0.002542857142857	0.00021183428517400002	2.7594509377427503e-06	6.588971107584865e-05	0.013976485651601001	2.7592955200759885e-05	0.0022449012401200004	0.0018142857142850002	0.000150953404583	3.264581138524268e-05	0.0025232448987640003
3640.0.	0.00031993393529	6.100696638323079e-05	0.00041973068208	0.051403515926617	0.00016512080324300002	0.02084365592238	0.011750406900541	0.001806481454452	2.850500864222609e-06	0.00012781233910000002	0.031216092342759003	3.872020735737009e-05	0.0031502912536770004	0.002542857142857	0.000211837062332	2.7595016799204697e-06	6.590607460157332e-05	0.013979733481325002	2.7592081986578753e-05	0.0022449027228880003	0.0018142857142850002	0.000150955434029	3.264470048947797e-05	0.0025231313604380003
3680.0.	0.000319938502738	6.10074944541406e-05	0.00041970371943300005	0.051399488560139005	0.000165115365094	0.020843537052587003	0.011750337560393	0.0018064994753620002	2.850545543013526e-06	0.000127818490444	0.031217140362734003	3.871902776870325e-05	0.00315029223503	0.002542857142857	0.00021183970749700002	2.7595500295168118e-06	6.592169735661102e-05	0.01398283466861	2.7591250260862686e-05	0.002244904137558	0.0018142857142850002	0.000150957367277	3.2643642363943984e-05	0.0025230232157920003
3720.0.	0.000319942852997	6.100799739522259e-05	0.000419678029394	0.051395651650508	0.000165110185343	0.020843423832131003	0.011750271516198	0.0018065166402250002	2.8505880836000986e-06	0.000127824322946	0.031218132103059	3.871790419568126e-05	0.0031502931677750002	0.002542857142857	0.000211842226866	2.759596098376801e-06	6.593661308458451e-05	0.013985795887377	2.7590458076162842e-05	0.002244905487262	0.0018142857142850002	0.00015095920883600002	3.2642634530744615e-05	0.002522920211483
3760.0.	0.000319946996273	6.100847638747517e-05	0.000419653552431	0.051391996270814005	0.00016510525185300002	0.020843315995255	0.011750208612901	0.001806532989189	2.850628586849079e-06	0.000127829852339	0.031219070393942002	3.8716834009457646e-05	0.003150294054253	0.002542857142857	0.00021184462634900002	2.759639993152984e-06	6.595085398820844e-05	0.013988623506449001	2.758970357557852e-05	0.002244906774989	0.0018142857142850002	0.000150960963006	3.264167462733136e-05	0.002522822105967
3800.0.	0.00031995094229700003	6.1008932556918924e-05	0.00041963023178	0.051388513909974	0.000165100553054	0.020843213288623003	0.011750148702695001	0.0018065485605370001	2.85066714891726e-06	0.00012783509360100002	0.031219957928211004	3.8715814703432244e-05	0.0031502948966930003	0.002542857142857	0.00021184691157900002	2.7596818155447123e-06	6.596445079954756e-05	0.013991323603523	2.7588984988589072e-05	0.00224490800359	0.0018142857142850002	0.000150962633887	3.264076040117946e-05	0.002522728668961
3840.0.	0.000319954700346	6.1009366977131475e-05	0.000419608013312	0.051385196453461006	0.000165096077912	0.020843115470744	0.011750091644683	0.0018065633907770001	2.850703861469389e-06	0.00012784006099200002	0.031220797267845	3.8714843887620837e-05	0.0031502956972180004	0.002542857142857	0.00021184908792900003	2.759721662526518e-06	6.597743284709468e-05	0.013993901978494	2.75883006270749e-05	0.002244909175785	0.0018142857142850002	0.00015096422538800003	3.2639889704707094e-05	0.002522639680913
3880.0.	0.00031995827926600004	6.1009780671667324e-05	0.00041958684541700003	0.051382036164924004	0.00016509181591	0.02084302231142	0.011750037304556002	0.00180657751472	2.850738811886117e-06	0.000127844768086	0.031221590850194002	3.8713919283280426e-05	0.003150296457852	0.002542857142857	0.00021185116051900002	2.759759626566085e-06	6.598982811981027e-05	0.013996364166179002	2.7587648881519204e-05	0.002244910294169	0.0018142857142850002	0.000150965741237	3.263906049042665e-05	0.002522554932511
3920.0.	0.00031996168748900004	6.1010174616367176e-05	0.000419566678883	0.051379025668658006	0.00016508775702	0.02084293359122	0.011749985554287001	0.0018065909655590002	2.85077208346242e-06	0.00012784922780300002	0.031222340993902004	3.871303871777902e-05	0.0031502971805210003	0.002542857142857	0.000211853134233	2.7597957958322513e-06	6.600166332825797e-05	0.013998715448450001	2.7587028217382473e-05	0.0022449113612160003	0.0018142857142850002	0.000150967184987	3.2638270806317334e-05	0.0025224742242110003
3960.0.	0.00031996493305300004	6.1010549741562074e-05	0.00041954746678700004	0.051376157932875005	0.00016508389168000002	0.020842849100978	0.011749936271836	0.0018066037749430001	2.8508037555969296e-06	0.000127853452444	0.031223049904566	3.8712200119698974e-05	0.003150297867062	0.002542857142857	0.00021185501372600002	2.759830254393498e-06	6.601296396296679e-05	0.014000960865821001	2.758643717164193e-05	0.00224491237929	0.0018142857142850002	0.000150968560027	3.2637518791409605e-05	0.0025223973657780003
4000.0.	0.00031996802362300005	6.1010906934177044e-05	0.00041952916439	0.051373426253753005	0.00016508021077800002	0.020842768641317	0.011749889340876	0.0018066159730490002	2.850833903972605e-06	0.000127857453714	0.031223719680117	3.8711401514163595e-05	0.0031502985192240003	0.002542857142857	0.00021185680343700002	2.7598630824073866e-06	6.602375435014313e-05	0.014003105228499001	2.75858743494888e-05	0.002244913350641	0.0018142857142850002	0.00015096986958700002	3.263680267157184e-05	0.00252232417586
