	species_0	species_1	species_10	species_11	species_12	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
0	999.999903689	0.0	499.999951844	99.9999903689	0.0	3999.99961476	0.0	0.0	999.999903689	0.0	0.0	99.9999903689	499.999951844
1	896.6723648845935	103.32753880440687	499.999951844	97.36850114919885	2.631489219701143	3923.7930433683387	75.02588264476458	1.180688746898063	999.7922531791927	0.20761178414761994	3.8725660334211796e-05	99.9999903689	499.999951844
2	871.8945808219988	128.1053228670014	499.999951844	95.71652562813411	4.283464740765881	3781.2848032668153	209.25067448440828	9.464137008776728	998.0989379682798	1.8975805639516239	0.0033851567691462856	99.9999903689	499.999951844
3	861.8688161993781	138.13108748962202	499.999951844	94.6397025624344	5.360287806465572	3606.1965321128473	364.10583827582394	29.69724437132992	992.5058801594529	7.441504027195712	0.052519502351898714	99.9999903689	499.999951844
4	848.9884606935093	151.0114429954908	499.999951844	93.82255078806814	6.177439580831835	3423.4269498158706	513.6941919471737	62.87847299695734	975.2421480032041	24.207749585670495	0.5500061001260905	99.9999903689	499.999951844
5	739.8587807367235	260.1411229522767	499.999951844	92.05740551369509	7.942584855204886	3229.6558929594876	659.7091777607505	110.63454403976345	910.5184674499334	83.08654338802002	6.394892851047333	99.9999903689	499.999951844
6	-585.0610459095418	1585.0609495985416	499.999951844	78.56867969631925	21.431310672580683	2967.7370074163287	839.9471229239164	192.31548441975673	695.1400698278869	239.11161096676605	65.74822289434798	99.9999903689	499.999951844
7	-8563.061440327594	9563.061344016593	499.999951844	23.612286614192072	76.38770375470786	2606.59529844626	1051.5804520584572	341.8238642552837	250.5922889949755	327.5448508384635	421.86276385556215	99.9999903689	499.999951844
8	-26421.84528002407	27421.845183713067	499.999951844	2.7457149100581733	97.25427545884182	2288.1912413263453	1193.683711879844	518.1246615538121	0.022151406286292065	4.681225493811096	995.2965267889036	99.9999903689	499.999951844
9	-46009.74789174906	47009.74779543806	499.999951844	2.5961037835623992	97.4038865853376	1616.8146517853938	1376.6341138524106	1006.5508491221968	0.004707775596577797	2.162488303699813	997.8327076097049	99.9999903689	499.999951844
10	-65606.2834597564	66606.2833634454	499.999951844	2.5945661504073505	97.40542421849266	706.3764837250109	1177.5726857238772	2116.0504453111134	0.000950150911773057	0.9724905746899977	999.0264629633996	99.9999903689	499.999951844
11	-85206.38239772037	86206.38230140937	499.999951844	2.5940606622718905	97.4059297066281	0.00237223171232104	2.981500950960539	3997.015741577329	0.00025277891407284877	0.5026446259391695	999.4970062841478	99.9999903689	499.999951844
12	-104806.76685073703	105806.76675442602	499.999951844	2.594022425420956	97.40596794347908	0.0013915759278827365	2.357164186649899	3997.641058997425	0.0002526975478406378	0.5025638572954356	999.4970871341576	99.9999903689	499.999951844
13	-124406.51976211897	125406.51966580797	499.999951844	2.594023073061175	97.40596729583886	0.0009530851114385782	1.952028491406457	3998.0466331834846	0.0002526449738388541	0.5025115987579951	999.497139445269	99.9999903689	499.999951844
14	-144005.8218877657	145005.82179145465	499.999951844	2.594023032462813	97.40596733643721	0.0006957405669671583	1.6661739570431677	3998.332745062393	0.00025260790073840353	0.5024747431224041	999.4971763379777	99.9999903689	499.999951844
15	-163604.79099784928	164604.79090153825	499.999951844	2.5940230068717978	97.40596736202822	0.000528358816460442	1.4532213931006697	3998.5458650080855	0.00025258029305450197	0.5024472949371741	999.4972038137706	99.9999903689	499.999951844
16	-183203.4692941647	184203.46919785367	499.999951844	2.5940229872973943	97.40596738160262	0.0004152308312506754	1.2885139418541356	3998.7106855873176	0.00025255894475123997	0.5024260690514821	999.4972250610047	99.9999903689	499.999951844
17	-202801.94876755483	203801.9486712438	499.999951844	2.5940229716929837	97.40596739720701	0.0003347584884789823	1.1572758259215679	3998.842004175593	0.0002525419394024149	0.502409160044124	999.4972419870173	99.9999903689	499.999951844
18	-222400.28130234467	223400.28120603363	499.999951844	2.59402295901766	97.40596740988234	0.00027608314416640884	1.0505766452323637	3998.9487620316268	0.0002525281171181583	0.502395415242326	999.4972557456414	99.9999903689	499.999951844
