	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_7	species_8	species_9
0	6.69999967736e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	6.305391754105863e-05	7.581939585657051e-08	5.42419493542946e-07	1.5054529987761754e-07	8.457921632157953e-08	7.16593725692528e-08	1.991243052697886e-06	7.573576038756413e-07	1.383247612359346e-07	1.3742339785133538e-07
2	5.932513231151932e-05	1.4746373615545987e-07	1.054970224673235e-06	2.9280070264070465e-07	1.6450101057881367e-07	1.3937276458398925e-07	4.58942313482734e-06	8.014683141256322e-07	2.2398853396966215e-07	2.67279466598123e-07
3	5.588770493022097e-05	2.1350996888227357e-07	1.527471537844715e-06	4.239406279766228e-07	2.3817791794423243e-07	2.0179520338473542e-07	7.1627034512234e-06	7.066732581842813e-07	2.6030236753957304e-07	3.8698891052153107e-07
4	5.265949857249909e-05	2.7553625911091174e-07	1.971213782847714e-06	5.470986452263377e-07	3.073704373464881e-07	2.6041826401938964e-07	9.554220094103145e-06	6.598574209745966e-07	2.7733594144996244e-07	4.99412169280508e-07
5	4.9616286389718304e-05	3.340080980083773e-07	2.3895271297554956e-06	6.631990232597754e-07	3.7259784063765687e-07	3.1568189730247793e-07	1.1815275801938116e-05	6.194338475473504e-07	2.8309767410079414e-07	6.053929501760241e-07
6	4.671630738116598e-05	3.89727875404628e-07	2.7881519551599945e-06	7.738349694113526e-07	4.347552220378325e-07	3.683444679126042e-07	1.3974259955025922e-05	5.822893309150927e-07	2.828634635737517e-07	7.063855926365118e-07
7	4.396289368885209e-05	4.4263156800483974e-07	3.1666302300468516e-06	8.788793604560746e-07	4.937711612983915e-07	4.1834546535525604e-07	1.6028247138744226e-05	5.479296730401226e-07	2.776151495148388e-07	8.022740538128165e-07
8	4.136442480100662e-05	4.925581735336539e-07	3.5238101281363574e-06	9.78012513870083e-07	5.494660546896818e-07	4.655327211529077e-07	1.7970455157125642e-05	5.156419003629389e-07	2.6871752338861496e-07	8.927665155033867e-07
9	3.891587430238158e-05	5.396042688069344e-07	3.86038256956784e-06	1.0714261904230493e-06	6.019476370638258e-07	5.09997513189686e-07	1.980345665585963e-05	4.851342813574016e-07	2.575669631196128e-07	9.780380241332144e-07
10	3.6610861221884345e-05	5.83892456880705e-07	4.177224668789441e-06	1.1593638280061153e-06	6.513526764638809e-07	5.518557175942577e-07	2.1530872657400377e-05	4.5638218025965857e-07	2.452353581853248e-07	1.058310798942579e-06
11	3.444174446087534e-05	6.255695527194895e-07	4.4753867546491e-06	1.2421169391354527e-06	6.978449501727365e-07	5.912460939560747e-07	2.315760309131892e-05	4.2933541247522046e-07	2.3246314074012411e-07	1.1338509434931395e-06
12	3.240088239505555e-05	6.647823813877558e-07	4.755919228250763e-06	1.3199770563814571e-06	7.41588246740127e-07	6.283074114103745e-07	2.4688860628275827e-05	4.0389726704530525e-07	2.1972491278211374e-07	1.2049245796528034e-06
13	3.0482696767040377e-05	7.016381227163968e-07	5.0195888647570895e-06	1.3931569936237468e-06	7.827021290562594e-07	6.631409690950236e-07	2.612856936209472e-05	3.799890024413365e-07	2.0725633815447194e-07	1.2717259719151875e-06
14	2.867923762936364e-05	7.362895258466375e-07	5.2674884467059314e-06	1.4619600461472817e-06	8.21356994187909e-07	6.958911351825327e-07	2.7482426965133075e-05	3.575089862453816e-07	1.9527750580353414e-07	1.3345319795953633e-06
15	2.6982898018741597e-05	7.688827498712099e-07	5.500663610773243e-06	1.5266764241838444e-06	8.57715887769796e-07	7.266960493766301e-07	2.8755985475219886e-05	3.363635215616167e-07	1.838952787269279e-07	1.3936075174809419e-06
16	2.5386944314676107e-05	7.995471736008296e-07	5.720039945829668e-06	1.5875630194118368e-06	8.919231364388624e-07	7.55677991791723e-07	2.9954232258264055e-05	3.164694726499502e-07	1.7313169889190376e-07	1.4491870859339695e-06
17	2.38853371024345e-05	8.283988374770019e-07	5.92644761672683e-06	1.644850239141512e-06	9.241081874096795e-07	7.829466360164358e-07	3.108167727226511e-05	2.977515432365697e-07	1.629705003709546e-07	1.5014810093916123e-06
18	2.2472505180919996e-05	8.555447857521255e-07	6.120652428685373e-06	1.6987506280508575e-06	9.54390452329852e-07	8.086031530489988e-07	3.214249276147869e-05	2.8014013296228117e-07	1.533848930724398e-07	1.5506833066101386e-06
19	2.1143222834420875e-05	8.8108542457236e-07	6.303372697254149e-06	1.7494635503422969e-06	9.828819378048149e-07	8.32742439997924e-07	3.314059440521179e-05	2.6357007869776466e-07	1.443474598051317e-07	1.5969759647132193e-06
20	1.9892562898511587e-05	9.051154237626172e-07	6.47528569976968e-06	1.7971769803068363e-06	1.0096882513708707e-06	8.554539723882767e-07	3.4079674830477025e-05	2.479800007801271e-07	1.358316340631689e-07	1.6405305736860603e-06
21	1.8715879845965903e-05	9.27724041811379e-07	6.6370300003298445e-06	1.8420681476066665e-06	1.0349089640272414e-06	8.768221113153788e-07	3.496321679272645e-05	2.3331201819180934e-07	1.278111783471457e-07	1.68150891541357e-06
22	1.7608798568214242e-05	9.489953414221556e-07	6.789206991870431e-06	1.8843039652693247e-06	1.0586378506913402e-06	8.969263071694895e-07	3.579450175212287e-05	2.1951160338571813e-07	1.2025996047916774e-07	1.7200633543694877e-06
23	1.6567201742559862e-05	9.690084322379668e-07	6.9323826326402e-06	1.924041511636006e-06	1.0809631609665106e-06	9.158413290425926e-07	3.657661901106078e-05	2.065274386695031e-07	1.131522017585776e-07	1.756337277556885e-06
24	1.5587215732198946e-05	9.878377417563169e-07	7.067089384353545e-06	1.9614285682842933e-06	1.1019679213572584e-06	9.336375207789359e-07	3.731247582249144e-05	1.9431124531870656e-07	1.0646285497556572e-07	1.790465585544213e-06
25	1.4665181643257885e-05	1.005553571435097e-06	7.193830190627384e-06	1.996604724219617e-06	1.1217305556250434e-06	9.503813265687722e-07	3.800481870888648e-05	1.8281742139924205e-07	1.001678221048257e-07	1.8225757004126968e-06
26	1.3797662786782777e-05	1.0222219533189969e-06	7.3130774512722575e-06	2.029701091195863e-06	1.1403247248499737e-06	9.661351554413278e-07	3.865622770868042e-05	1.7200313397270385e-07	9.424415651569177e-08	1.8527873058903029e-06
27	1.2981445395583621e-05	1.0379046362661637e-06	7.425272923756488e-06	2.0608402763673343e-06	1.157819312066158e-06	9.809573682471703e-07	3.9269115691985695e-05	1.618283267605691e-07	8.867021515439384e-08	1.8812123223874251e-06
28	1.2213506324397131e-05	1.0526597065526054e-06	7.530832163071749e-06	2.0901376145469973e-06	1.174279114567854e-06	9.94902864211578e-07	3.9845752484504146e-05	1.5225531918606228e-07	8.342556593760609e-08	1.9079560318484437e-06
29	1.1490996267549361e-05	1.0665419103255932e-06	7.630146828596764e-06	2.117701808462762e-06	1.1897652036176394e-06	1.0080233856957202e-06	4.0388277430100086e-05	1.4324859751971862e-07	7.849091188059351e-08	1.933117662201678e-06
30	1.0811228715647658e-05	1.0796028657881865e-06	7.723586202086483e-06	2.143635350066337e-06	1.2043351611457494e-06	1.02036771873914e-06	4.089870767837732e-05	1.3477467668675796e-07	7.384802092382651e-08	1.956790771945918e-06
31	1.0171673968941596e-05	1.0918911782256503e-06	7.8114980105825e-06	2.168034748927117e-06	1.2180432080661118e-06	1.0319818017749557e-06	4.137894267713184e-05	1.268020255203503e-07	6.94796880124878e-08	1.979063458636928e-06
