time	species_0	species_1	species_10	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
0.0.	999.999903689	0.0	499.999951844	3999.99961476	0.0	0.0	999.999903689	0.0	0.0	99.9999903689	499.999951844
30.0.	936.7696369696846	63.230266719315125	499.999951844	3975.9637438238733	23.91202299405541	0.12384794206651802	999.964401859012	0.035500852898456	9.770897973443264e-07	99.9999903689	499.999951844
60.0.	886.380546005964	113.6193576830357	499.999951844	3947.951456575411	51.43206787353104	0.616090311052449	999.7915682086785	0.20829760225523503	3.787806650491233e-05	99.9999903689	499.999951844
90.0.	843.3249468900894	156.6749567989099	499.999951844	3918.1732819361914	80.28325219174774	1.5430806320560682	999.4515046299247	0.548125606809592	0.000273452266097	99.9999903689	499.999951844
120.0.	805.1891626765805	194.81074101241813	499.999951844	3885.6704903856676	111.31209118052298	3.017033193804683	998.9010137320539	1.097770585166453	0.0011193717801450001	99.9999903689	499.999951844
150.0.	770.6643901673154	229.335513521683	499.999951844	3849.5909495397154	145.20558640816316	5.203078812117014	998.0741024077855	1.9223273917750792	0.003473889439684	99.9999903689	499.999951844
180.0.	738.957414662728	261.0424890262704	499.999951844	3809.065586574588	182.60438235135166	8.329645834055418	996.8762983158397	3.114413029752834	0.009192343407732001	99.9999903689	499.999951844
210.0.	709.5649834861847	290.4349202028136	499.999951844	3763.1606523146465	224.13390443391665	12.70505801143087	995.1744094298795	4.80349259830499	0.022001660816001002	99.9999903689	499.999951844
240.0.	682.1827741459829	317.8171295430156	499.999951844	3710.8693553048724	270.3926507865432	18.737608668578755	992.78131116403	7.16932154661023	0.049270978360031005	99.9999903689	499.999951844
270.0.	656.6844861603703	343.3154175286279	499.999951844	3651.139296931505	321.904682393147	26.95563543534209	989.4342181966796	10.460254741518902	0.10543075080177301	99.9999903689	499.999951844
300.0.	633.1571684997654	366.8427351892329	499.999951844	3582.94331631917	379.0352285132774	38.021069927546925	984.7640452098756	15.017306241449097	0.218552237675767	99.9999903689	499.999951844
