time	CYCDcdk4	CYCDcdk4p27	CYCEcdk2p27	E2F	aCYCEcdk2	aCYCEcdk20	aCYCEcdk21	iCYCEcdk2	p27	pRB	pRBE2F
360.0.	0.001509973623468	0.008360721465322001	0.11232641157556	0.02244823188084	0.00470709452832	1.991035731881457	1.583587611343047	4.350876667684319	0.15056707189148003	1.922007528518435	0.006170701374055
365.0.	0.001509640886228	0.008009321519631001	0.10040154093669901	0.020686208583528	0.004032931856447	1.991054238320669	1.575852606600745	4.094341147089714	0.15545775289462502	1.925215255913471	0.006214431975794001
370.0.	0.001509327414058	0.007676757791608001	0.089685029297785	0.019068890722424	0.0034675604199590005	1.991071655997068	1.568149964873079	3.849567192101686	0.15986901502296302	1.928244369443296	0.0062484623570770005
375.0.	0.0015090320678730002	0.0073619409748030004	0.08006240624286301	0.01758421167633	0.002990601738888	1.991088051680237	1.5604798057764562	3.616498758155693	0.163831908474685	1.931102504993147	0.006273779329671001
380.0.	0.001508753767845	0.007063846333427001	0.071428960057367	0.016221115974247	0.0025861439957330003	1.9911034893326771	1.5528422349681361	3.3949937992494252	0.16737691577458502	1.9337970246726282	0.006291282285757
385.0.	0.001508491492291	0.006781510270328001	0.06368905228440801	0.014969476055070001	0.0022416110259280003	1.991118029871935	1.545237346274852	3.184840659447574	0.170533682210355	1.936335022478554	0.006301788965201001
390.0.	0.001508244276171	0.006514026978178	0.056755459720663	0.013820015138009002	0.001946955238037	1.991131731061214	1.537665222945139	2.9857720498598432	0.173330810093757	1.93872333024463	0.006306041522344001
395.0.	0.0015080112093000001	0.00626054519102	0.05054874654409	0.012764236039723001	0.00169407156321	1.9911446474846881	1.53012593837946	2.797476969569127	0.17579570609217401	1.9409685238294112	0.006304712573306
400.0.	0.001507791434353	0.00602026504892	0.044996668002603005	0.011794355659148001	0.0014763652293390001	1.991156830579303	1.5226195565587282	2.619610863370445	0.177954473104457	1.943076929496744	0.006298411037995001
405.0.	0.001507584144727	0.0057924350850020005	0.040033606346984	0.010903244793251	0.001288428492624	1.991168328704573	1.515146132308196	2.451804260348814	0.17983183950931	1.9450546304461622	0.006287687673673
410.0.	0.0015073885823030002	0.0055763493412450005	0.035600039188513004	0.010084372923475	0.0011257957790800001	1.991179187237997	1.507705711480878	2.293670099625269	0.181451119583133	1.946907473454111	0.00627304024842
415.0.	0.0015072040351540002	0.00537134461697	0.031642040087269	0.009331757609626	0.0009847560669700001	1.991189448687594	1.500298331111011	2.144809919599426	0.18283419966729803	1.948641075590377	0.006254918334915
420.0.	0.001507029835231	0.005176797851933	0.028110810881195002	0.008639918136948001	0.000862207604588	1.991199152815531	1.492924019566713	2.004819062549394	0.184001545344844	1.950260830977462	0.006233727724633001
425.0.	0.0015068653560550002	0.0049921236441950005	0.024962245026979003	0.008003833078058001	0.000755544314407	1.9912083367685152	1.485582796717452	1.873291026106548	0.18497222549577103	1.951771917563899	0.006209834474415
430.0.	0.0015067100104420002	0.004816771901577001	0.022156521030936002	0.007418901450912001	0.000662566174301	1.991217035211674	1.478274674123462	1.7498210759532071	0.18576394965167	1.9531793038855991	0.006183568604141001
435.0.	0.00150656324827	0.004650225624309	0.019657724894978003	0.006880907175079	0.0005814079263910001	1.991225280463513	1.470999655249067	1.634009219433692	0.18639311556962002	1.954487755792199	0.0061552274677280005
440.0.	0.0015064245543100002	0.004491998815616001	0.017433500384902	0.006385986550116	0.000510481927002	1.991233102630054	1.46375773569882	1.525462627146697	0.186874864395064	1.9557018431180682	0.006125078821186
445.0.	0.00150629344613	0.004341634516237001	0.015454725841614001	0.0059305985009220005	0.00044843200294300003	1.991240529736731	1.45654890347367	1.423797578645523	0.187223141186199	1.9568259462801452	0.006093363611556
450.0.	0.001506169472084	0.0041987029583390005	0.013695216196818	0.005511497355146	0.00039409594427300003	1.991247587856952	1.4493731392435691	1.3286409988417631	0.187450758930771	1.957864262787039	0.006060298509956001
455.0.	0.0015060522093790002	0.004062799833897001	0.012131448819663	0.005125707936909	0.000346474825786	1.99125430123649	1.442230416632682	1.239631643375587	0.18756946450285603	1.958820813645977	0.006026078210791001
460.0.	0.001505941262239	0.003933544672347	0.010742311806401	0.004770502778951	0.00030470776669300003	1.991260692413105	1.4351207025134292	1.156420983911504	0.18759000528521003	1.959699449656049	0.005990877517847001
465.0.	0.0015058362601640001	0.0038105793221540002	0.009508873328309	0.004443381271975	0.000268051050429	1.991266782330956	1.428043957305848	1.078673837903379	0.187522195425218	1.960503857578031	0.005954853236482
470.0.	0.001505736856275	0.0036935665308770005	0.008414170670939001	0.004142050585346	0.000235860762587	1.991272590449532	1.421000135279155	1.006068781730783	0.18737498090245203	1.961237566172576	0.005918145889616
475.0.	0.001505642725757	0.0035821886183130002	0.007443017627648001	0.0038644082074270002	0.000207578284736	1.9912781348469322	1.4139891848527602	0.9382983811430351	0.187156502766494	1.9619039521000912	0.00588088127374
480.0.	0.001505553564391	0.003476146237368	0.006581828949944001	0.0036085259669	0.000182718119808	1.991283432317429	1.407011048894428	0.8750692685744651	0.186874158057898	1.962506245676852	0.0058431718697860005
485.0.	0.001505469087179	0.0033751572174160003	0.005818460604355	0.0033726354083020004	0.000160857631322	1.9912884984633412	1.400065665013643	0.8161020930431281	0.18653465805582	1.963047536483121	0.005805118122308
490.0.	0.001505389027047	0.0032789554850640003	0.005142064638457001	0.0031551144059510003	0.000141628361629	1.991293347781285	1.393152965848635	0.7611313649535091	0.18614408360560902	1.963530778820085	0.005766809599271
495.0.	0.001505313133641	0.0031872900574130003	0.004542957515746	0.0029544749104280003	0.000124708659312	1.991297993742939	1.386272879345789	0.7099052151378681	0.185707937370926	1.9639587970133592	0.0057283260435560006
500.0.	0.001505241172195	0.003099924103111	0.0040125008388650005	0.002769351730888	0.00010981739696800001	1.9913024488705051	1.379425329030518	0.662185084843886	0.18523119293011	1.964334290561648	0.005689738326265001
