time	species_0	species_1	species_10	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
0.0.	999.999903689	0.0	499.999951844	3999.99961476	0.0	0.0	999.999903689	0.0	0.0	99.9999903689	499.999951844
30.0.	918.1498490536499	81.85005463535097	499.999951844	3963.835833749606	35.89399747846057	0.269783531933598	999.9555991100866	0.044302902408052	1.6765047386437158e-06	99.9999903689	499.999951844
60.0.	889.3704457917645	110.62945789723604	499.999951844	3899.649149495483	98.31995231127728	2.030512953241493	999.6337005608838	0.366081121447207	0.00012200666843600002	99.9999903689	499.999951844
90.0.	875.0378089883443	124.96209470065638	499.999951844	3812.7932383466928	180.31225429642356	6.8941221168845725	998.6607169876908	1.337515970177869	0.00167073113071	99.9999903689	499.999951844
120.0.	867.0603207236868	132.93958296531423	499.999951844	3712.4573141550113	271.5453780239519	15.996922581036866	996.5504533832989	3.438276126937403	0.011174178762877001	99.9999903689	499.999951844
150.0.	861.8639695928127	138.1359340961884	499.999951844	3605.753644117556	364.49514325024603	29.75082739219709	992.487010932627	7.4600758972033	0.052816859168675005	99.9999903689	499.999951844
180.0.	856.234126320599	143.76577736840235	499.999951844	3496.617480834145	455.24464484224524	48.137489083610376	984.6326253105792	15.150086707886384	0.21719167053315203	99.9999903689	499.999951844
210.0.	842.3478029236697	157.652100765332	499.999951844	3385.9166071895916	542.915528040505	71.16747952990528	968.2032771989363	30.902304836207122	0.894321653855615	99.9999903689	499.999951844
240.0.	786.5818314012042	213.41807228779763	499.999951844	3270.8371349229833	629.6194967200547	99.5429831169638	931.0791055836833	64.9976969687523	3.9231011365634902	99.9999903689	499.999951844
270.0.	528.3768618744439	471.6230418145581	499.999951844	3139.1478278042155	724.0564481987911	136.7953387569948	849.9492001850213	132.98691943635546	17.063784067622592	99.9999903689	499.999951844
300.0.	2.11072129667351	997.8891823923292	499.999951844	2998.285059961005	818.1007557422724	183.61379905672297	697.7404569557931	237.28342570960942	64.97602102359862	99.9999903689	499.999951844
330.0.	0.9834813419777281	999.0164223470255	499.999951844	3048.4943322461468	772.3061673330831	179.19911518077114	531.6276483376465	311.30686439338655	157.0653909579682	99.9999903689	499.999951844
360.0.	0.7129800473276691	999.2869236416753	499.999951844	3183.003143566395	667.9658071217742	149.0306640718341	423.66088759066804	333.0234391304397	243.31557696789312	99.9999903689	499.999951844
390.0.	0.636371182689322	999.3635325063134	499.999951844	3342.127596743985	545.3858734595685	112.48614455644967	377.00280162860554	334.39525765266336	288.6018444077316	99.9999903689	499.999951844
420.0.	0.645304308922925	999.3545993800798	499.999951844	3505.8934896664723	417.8379857551776	76.26813933835099	386.60105920777477	331.08341882349777	282.3154256577277	99.9999903689	499.999951844
450.0.	0.7379421369883911	999.2619615520146	499.999951844	3659.843514984173	295.8388658352198	44.31723394060617	450.85340875199944	318.0523333457465	231.09416159125453	99.9999903689	499.999951844
480.0.	0.9970095122276711	999.0028941767755	499.999951844	3781.404635298732	197.89920298919793	20.695776472066935	569.1617009071996	277.18923126564505	153.64897151615574	99.9999903689	499.999951844
510.0.	1.825619280394022	998.1742844086094	499.999951844	3815.098935199461	174.4067994755315	10.493880085004175	732.1362125151913	193.07108247127894	74.79260870253053	99.9999903689	499.999951844
540.0.	7.049118573941052	992.9507851150622	499.999951844	3551.8708289969954	414.35475809796515	33.774027665037416	896.5466402649495	85.15389554751448	18.299367876538312	99.9999903689	499.999951844
570.0.	5.504285046589708	994.4956186424143	499.999951844	2812.0079155166454	966.1338950735778	221.85780416977593	803.8565452062892	169.26927064907827	26.87408783363449	99.9999903689	499.999951844
600.0.	0.919435128304226	999.0804685607	499.999951844	2799.2504405642203	950.7938332211248	249.9553409746563	503.02295184682265	325.282470190715	171.694481651464	99.9999903689	499.999951844
630.0.	0.5548175573022901	999.4450861317019	499.999951844	2955.9622060226875	830.8340856387489	213.20332309856758	301.5969863227347	337.5112687068707	360.8916486593956	99.9999903689	499.999951844
660.0.	0.460438194421512	999.539465494583	499.999951844	3142.8706545954465	690.4531712181023	166.6757889464538	189.82026306655683	302.3901356792231	507.78950494322135	99.9999903689	499.999951844
690.0.	0.432222664065508	999.5676810249389	499.999951844	3339.7941733867665	540.7711418835133	119.43429948972428	142.79392797955552	278.8373929080151	578.3685828014309	99.9999903689	499.999951844
720.0.	0.43667187081608005	999.5632318181883	499.999951844	3539.201905974421	385.8298179186299	74.96789086695277	146.01248340840448	288.19007351278776	565.7973467678094	99.9999903689	499.999951844
750.0.	0.4725387342892	999.5273649547148	499.999951844	3734.305229177533	229.5646451396525	36.129740442816605	197.28658706074535	320.5912316862442	482.1220849420116	99.9999903689	499.999951844
780.0.	0.5596680490740831	999.4402356399304	499.999951844	3909.891018719605	82.29070170187187	7.817894338527654	302.2579548963152	342.79206376700336	354.94988502568225	99.9999903689	499.999951844
810.0.	0.752833043427226	999.2470706455773	499.999951844	3987.4118989914627	12.527511743359298	0.060204025183264	456.13314478174243	319.447655228315	224.41910367894374	99.9999903689	499.999951844
840.0.	1.227820648362995	998.7720830406422	499.999951844	3971.749139325959	28.0770673597071	0.173408074337794	637.1741928597107	244.34678256341797	118.47892826587261	99.9999903689	499.999951844
870.0.	3.269381556051863	996.7305221329527	499.999951844	3859.2735271978745	137.28108601225952	3.445001549867636	833.6833382483558	126.44608150801695	39.87048393262859	99.9999903689	499.999951844
900.0.	28.59196511131853	971.4079385776859	499.999951844	3065.485812087741	804.5171316935011	129.99667097875906	930.221352398425	64.44535479728566	5.333196493289768	99.9999903689	499.999951844
930.0.	1.3351370196985601	998.6647666693058	499.999951844	2685.6660139446926	1031.928162091137	282.40543872417624	597.690629506687	293.6324420848756	108.67683209743733	99.9999903689	499.999951844
960.0.	0.5790488576931451	999.420854831311	499.999951844	2822.4571437213854	924.5822252336932	252.96024580492957	321.6949152943138	342.1684319860218	336.13655640866443	99.9999903689	499.999951844
990.0.	0.44302795792091004	999.5568757310837	499.999951844	3008.639841050972	786.811091307226	204.5486824018096	163.52821628668184	287.1519381267797	549.3197492755379	99.9999903689	499.999951844
1020.0.	0.39994110702505803	999.5999625819793	499.999951844	3208.715046754578	637.6201869413458	153.66438106408242	85.96771972171847	225.71456904880284	688.3176149184782	99.9999903689	499.999951844
1050.0.	0.38980127000912	999.6101024189956	499.999951844	3414.1857000537484	481.2211879116914	104.59272679456646	62.16516578200297	205.95324063459836	731.8814972723978	99.9999903689	499.999951844
1080.0.	0.401261013089291	999.5986426759158	499.999951844	3620.1789604912624	319.99170981931996	59.828944449423965	77.68296024951948	239.58198176407848	682.7349616754017	99.9999903689	499.999951844
1110.0.	0.43809898669843605	999.561804702307	499.999951844	3819.627896316115	157.876298272202	22.495420171687844	135.48766541000433	302.7484351779953	561.7638031010002	99.9999903689	499.999951844
1140.0.	0.5179003563305681	999.482003332675	499.999951844	3978.2586562163497	20.731723220157686	1.009235323498822	244.83274501138825	348.93728802809557	406.2298706495155	99.9999903689	499.999951844
1170.0.	0.672562153263587	999.3273415357413	499.999951844	3991.077754178004	8.902948805734837	0.018911776271932003	394.44747126068836	340.7498878320175	264.8025445962934	99.9999903689	499.999951844
1200.0.	1.009224062777246	998.9906796262277	499.999951844	3980.524297683813	19.389859737312612	0.08545733888422401	569.507818025393	279.2943462097881	151.197739453818	99.9999903689	499.999951844
1230.0.	2.111133147668384	997.8887705413373	499.999951844	3925.310238795412	73.62245692249833	1.066919042098193	763.5520670209575	172.8108570131507	63.63697965489176	99.9999903689	499.999951844
1260.0.	13.35101733781008	986.6488863511956	499.999951844	3479.3497972153323	479.90841011248165	40.741407432192325	936.8110097417791	53.99138155558468	9.197512391636298	99.9999903689	499.999951844
1290.0.	2.817475362142995	997.1824283268625	499.999951844	2687.267533630173	1040.6799469003192	272.0521342295091	727.0306955905814	223.78873593972676	49.18047215869131	99.9999903689	499.999951844
1320.0.	0.6967969081513921	999.3031067808545	499.999951844	2765.7082920069543	967.3575697621416	266.93375299090303	403.8541029840312	344.03567655240596	252.11012415256243	99.9999903689	499.999951844
