	A	E	G	R
0	1.0	0.0	100000000.0	0.0
1	4.5265871351630045	6118.248011258045	2216611.7126919855	1561.5492960697163
2	4.012871833649526	9624.505239489135	3709453.592052472	2870.315409929059
3	4.024237862008149	11715.809565868827	4593195.558430916	3887.182212803705
4	4.258516276348387	13307.971564431651	5245130.999741354	4795.874812565606
5	4.5950624286893795	14764.448953573661	5830555.396729636	5701.563095759449
6	4.986690047422664	16226.518748979126	6413379.4753004955	6662.648593959272
7	5.413546046105574	17750.6374757396	7019243.810403765	7715.1936048375455
8	5.867417169238239	19354.24739901602	7656127.531952582	8883.011679984289
9	6.34201025250849	21042.50970915518	8326880.479736109	10184.899632008923
10	6.832698033564893	22811.47866348571	9030205.157148663	11632.944106499097
11	7.334145823183053	24652.215013489098	9762741.703598442	13235.958730505165
12	7.840911479973702	26552.464426485774	10519837.84678246	14997.243656405684
13	8.345877672746923	28494.010703765907	11294349.619011106	16914.583124536726
14	8.841858411185473	30456.12974308784	12078225.412368149	18978.34681493126
15	9.32140677379926	32414.722575337484	12861944.573880544	21171.176860757238
16	9.777282568936123	34344.222902364156	13635279.329199431	23467.92493075284
17	10.202947960636457	36218.218620333544	14387774.238942288	25835.64481995557
18	10.593019135767689	38011.10402366965	15109140.457721261	28235.951632085984
19	10.943479345055975	39699.775178898315	15789769.304438299	30627.520729602817
20	11.252087905064673	41264.651188393094	16421855.50944051	32967.39589325244
21	11.51840625406287	42690.716686244676	16999446.36995068	35214.51651647947
22	11.74355745377005	43968.63399108678	17517666.647442576	37332.73064446924
23	11.929976069849968	45094.63729585732	17974963.83746186	39292.58306835534
24	12.08110249914698	46070.011938170974	18373354.80265796	41072.67511971655
25	12.201262891313009	46901.0442435787	18712725.538180776	42660.59981858168
26	12.29472625451093	47597.13523063594	18996236.118646212	44051.95085659571
27	12.36546130904513	48170.552829736196	19232296.792388342	45250.90471397292
28	12.417787819515537	48634.88555263885	19423580.256748285	46266.200216885
29	12.455375500744081	49004.34312373937	19574945.719899613	47112.102212134865
30	12.481312606620211	49293.07606123379	19694503.405154396	47805.0944449307
31	12.498891711505266	49515.572985364364	19786670.40892739	48363.95915101852
32	12.5099577856923	49683.05374570848	19855592.622105487	48806.901213523655
33	12.51593509995137	49806.10010648872	19907540.52787885	49152.679543457096
34	12.518532264852682	49893.77350860116	19943088.30749838	49416.95359453866
35	12.518544291981533	49954.0327877732	19970105.013363738	49615.088585532496
36	12.517299746544568	49993.28147503862	19984163.783523306	49759.47992052233
37	12.515027795583357	50016.90967255051	19993387.89987229	49861.57591553331
38	12.512312586650634	50029.268734575504	19998421.306303322	49931.01414157288
39	12.509045327964428	50033.86045961679	20005836.919578407	49976.65119688897
40	12.50656040651568	50032.89046464822	19999599.19500462	50003.12666518385
41	12.503222314661567	50028.695421163226	20007532.225389622	50017.48146611597
42	12.500183117528048	50022.21471367581	20008366.836830422	50023.66466980642
43	12.497567960387283	50014.2345189361	20006697.265179466	50022.43461711256
44	12.497156160643371	50005.80386436119	19983850.81916979	50013.27098406819
45	12.496744781682173	49998.60776421518	19975105.722630177	50000.81284259488
46	12.496401283728224	49993.01837834748	19970271.328328483	49989.477755907035
47	12.49595456594154	49988.74632315861	19969753.7897595	49979.99164352539
48	12.493447332534963	49985.391660187226	19993402.022722237	49975.98001501446
