	s1	s16	s17	s19	s2	s3	s4	s42	s45	s5
20	-1.2109475804409148e-45	7.112697312917314e-06	2.8873026811809688e-06	9.480250164655439e-08	-1.39755687728753e-46	5.905368433434498e-06	7.529757824608649e-12	2.1125263778362654e-06	5.9017032820257276e-15	1.6340532323473636e-10
21	-2.395192365915595e-46	7.112698042852596e-06	2.8873019510585027e-06	7.694005067161035e-08	-2.7642960087442117e-47	5.92323258620666e-06	9.228505759545786e-12	2.112525405974329e-06	6.088887541481348e-15	1.6340837251816793e-10
22	-6.21221203461862e-48	7.112693262809264e-06	2.8873067309221393e-06	6.243291875386312e-08	-7.169525578462215e-49	5.937730235779889e-06	-2.5671882186152314e-13	2.1125301082755166e-06	6.268584539529659e-15	1.6341125257903013e-10
23	1.1919754053418418e-49	7.112693441737383e-06	2.8873065518215097e-06	5.0668227134918654e-08	1.375661054367225e-50	5.9494951156856085e-06	-6.81823041253911e-14	2.112530098916862e-06	6.44109375575118e-15	1.6341100283591595e-10
24	-9.198212070390868e-50	7.112693312628019e-06	2.887306680765266e-06	4.111951214220112e-08	-1.0615673828788747e-50	5.959043572865681e-06	-3.2588025494831707e-13	2.1125302276201414e-06	6.6067027715527916e-15	1.6341088814324869e-10
25	-3.4902478476120923e-50	7.11269340357532e-06	2.8873065896589806e-06	3.337116231868973e-08	-4.0281015971734817e-51	5.966792103535723e-06	-1.4488978007458246e-13	2.112530137720911e-06	6.7656874539304625e-15	1.6341074419953961e-10
26	3.252313504556987e-50	7.1126935029375495e-06	2.8873064901441243e-06	2.7083505320900295e-08	3.7535011249066156e-51	5.973079958595095e-06	5.3227174101338014e-14	2.112530039021559e-06	6.91831273695711e-15	1.6341068882797315e-10
27	-2.2196286051516982e-50	7.112693499591581e-06	2.8873064933435714e-06	2.198038745398392e-08	-2.5616775426594895e-51	5.978183071930411e-06	4.8643476147903304e-14	2.1125300402071913e-06	7.064833103452953e-15	1.634107409259554e-10
28	2.243938310355105e-50	7.112693502217659e-06	2.887306490576834e-06	1.7838879210656713e-08	2.589733419099221e-51	5.9823245838426345e-06	5.227495909829749e-14	2.1125300391643734e-06	7.205492733899804e-15	1.6341077833865992e-10
29	-3.3212463439680074e-50	7.112693556153815e-06	2.8873064365056456e-06	1.4476913391673294e-08	-3.833056644357537e-51	5.985686664502515e-06	1.670411336321436e-13	2.1125299782596323e-06	7.340526323820976e-15	1.634108530605859e-10
30	4.98594519982989e-50	7.1126936097756845e-06	2.887306382754144e-06	1.1749497581098794e-08	5.754288720955716e-51	5.988414182487854e-06	2.690216339521663e-13	2.112529929706738e-06	7.470158346429485e-15	1.6341104732388903e-10
31	-7.760850221052615e-51	7.112693692828191e-06	2.8873062995771906e-06	9.535622433218793e-09	-8.956811818459903e-52	5.990628230418167e-06	4.4154089391211853e-13	2.1125298399768124e-06	7.594605316800462e-15	1.634113104963631e-10
32	8.023342284013486e-51	7.112693456935066e-06	2.8873065353508465e-06	7.738327428015654e-09	9.259754401400447e-52	5.992425040216746e-06	-4.3898967222346906e-14	2.1125300892903115e-06	7.714074483080396e-15	1.634115437333406e-10
33	1.5664216548420205e-51	7.112693277131044e-06	2.8873067150401762e-06	6.279758397050292e-09	1.807810174292691e-52	5.993883250935743e-06	-4.019329764166547e-13	2.11253026779826e-06	7.828765010260553e-15	1.634112657737576e-10
34	3.6288687359084585e-53	7.112693272869818e-06	2.887306719191299e-06	5.096337506095403e-09	4.188084224746627e-54	5.995066656051991e-06	-4.1739614100145893e-13	2.1125302793117407e-06	7.938867990241793e-15	1.634109542312749e-10
35	-6.310321345891519e-52	7.112693115951389e-06	2.8873068760040283e-06	4.135658394164187e-09	-7.282753718895097e-53	5.996027025339697e-06	-7.267416031204852e-13	2.112530432217538e-06	8.044566903915701e-15	1.634104754683822e-10
36	1.1867337414547332e-51	7.112693349620987e-06	2.88730664223296e-06	3.356753034277891e-09	1.3696116402288698e-52	5.99680640174456e-06	-2.551915820929102e-13	2.112530194842158e-06	8.146037919302318e-15	1.6340997042487497e-10
37	1.2127618959274598e-51	7.112693492833692e-06	2.8873064989228428e-06	2.7244393643435736e-09	1.3996507821984011e-52	5.997439006294618e-06	3.5708367279399706e-14	2.1125300471747403e-06	8.243450154941821e-15	1.6340995059860072e-10
38	-1.086490398064384e-50	7.1126933800989595e-06	2.8873066115640602e-06	2.2109695590884155e-09	-1.2539206093203439e-51	5.997952245413507e-06	-1.949177465451008e-13	2.1125301651263732e-06	8.336965772477564e-15	1.634098903467004e-10
39	4.5295192805155794e-52	7.112693299287883e-06	2.8873066922853624e-06	1.794429231594199e-09	5.227526710103151e-53	5.998368624748202e-06	-3.5565229506591204e-13	2.112530245308096e-06	8.426740647987638e-15	1.634096320953991e-10
40	-4.856650880978851e-53	7.112693326326299e-06	2.887306665160762e-06	1.456418322367054e-09	-5.60506990469662e-54	5.998706689756763e-06	-3.01265461014766e-13	2.112530218247178e-06	8.512924767818342e-15	1.6340934459561144e-10
41	-4.845074874107433e-53	7.112693332489932e-06	2.8873066589143925e-06	1.1820856289622016e-09	-5.591710013423287e-54	5.998981035565282e-06	-2.8790096316148207e-13	2.112530211295696e-06	8.595661503099259e-15	1.6340909521207118e-10
42	1.2455398230327208e-53	7.11269333622164e-06	2.8873066551032575e-06	9.593962175521612e-10	1.437479849443927e-54	5.99920373193361e-06	-2.8070317660904377e-13	2.112530208070485e-06	8.675088900041902e-15	1.634088543438331e-10
43	-4.940143786167396e-52	7.112693339281837e-06	2.88730665196681e-06	7.787025898559363e-10	-5.701429223412563e-53	5.999384432725548e-06	-2.7330358763964555e-13	2.112530203966441e-06	8.75133912447624e-15	1.6340861899649068e-10
44	4.1130392941787585e-52	7.112693342477687e-06	2.8873066486977598e-06	6.319909511571227e-10	4.746866375536756e-53	5.9995311498255015e-06	-2.676126678614269e-13	2.1125302017010378e-06	8.824539577135943e-15	1.6340838933008862e-10
45	-9.850915183534861e-52	7.112693344019503e-06	2.887306647085672e-06	5.129880429326122e-10	-1.1368959717736488e-52	5.999650157072834e-06	-2.6304824125387423e-13	2.112530198903745e-06	8.89481177152243e-15	1.634081640110118e-10
46	1.792430664326632e-51	7.112693346543788e-06	2.887306644493925e-06	4.1633190434776137e-10	2.0686475966847928e-52	5.999746816699529e-06	-2.593382750978806e-13	2.11253019793992e-06	8.962273441031125e-15	1.6340794215463557e-10
47	7.23822772657143e-51	7.112693344509053e-06	2.8873066464638967e-06	3.379543289162832e-10	8.353652215860357e-52	5.999825197072497e-06	-2.563217344173773e-13	2.1125301931076484e-06	9.027036271624696e-15	1.6340772315114166e-10
48	8.885874965463817e-51	7.112693346009094e-06	2.887306644901684e-06	2.7437974351724617e-10	1.025520498928353e-51	5.9998887739061065e-06	-2.5385684339034944e-13	2.112530192359479e-06	9.089208365129413e-15	1.6340750647021762e-10
49	2.057481135396515e-51	7.112693349033423e-06	2.88730664181767e-06	2.2273291173614152e-10	2.3745428432296883e-52	5.999940422542484e-06	-2.518374588014135e-13	2.112530193579212e-06	9.148893889627894e-15	1.6340729168195024e-10
50	-7.007175284377135e-52	7.1126933500927225e-06	2.8873066407010716e-06	1.8075585122334693e-10	-8.086994158304556e-53	5.999982401053664e-06	-2.501735575453064e-13	2.1125301931878446e-06	9.206192411974e-15	1.634070784476273e-10
51	8.074252510012345e-53	7.112693350609863e-06	2.887306640128924e-06	1.4666546319280272e-10	9.318509988858216e-54	6.000016492612449e-06	-2.487908565787456e-13	2.1125301925342304e-06	9.261199202733719e-15	1.6340686650133674e-10
52	2.2385087732614954e-52	7.11269335107627e-06	2.8873066396097103e-06	1.1900591669327683e-10	2.5834671801403837e-53	6.000044153106078e-06	-2.4763285721066644e-13	2.112530192053508e-06	9.314005748396741e-15	1.6340665563134503e-10
53	-6.042489538518231e-53	7.112693351438098e-06	2.887306639197188e-06	9.657053265598144e-11	-6.973648526898159e-54	6.000066589256055e-06	-2.46656952631496e-13	2.112530191649397e-06	9.364700012444368e-15	1.6340644566622643e-10
54	-4.78863311053473e-53	7.112693351724122e-06	2.8873066388624972e-06	7.836800788716616e-11	-5.526570468059876e-54	6.000084792399624e-06	-2.45828953068732e-13	2.112530191316622e-06	9.4133665132805e-15	1.6340623646614446e-10
55	2.0358125364537735e-53	7.112693351954623e-06	2.887306638585277e-06	6.359537208015464e-11	2.349535072486576e-54	6.000099565535525e-06	-2.451203096952807e-13	2.1125301910470273e-06	9.460086387894179e-15	1.6340602791750845e-10
56	6.727177388596227e-54	7.112693352138491e-06	2.8873066383565577e-06	5.160566249782085e-11	7.763848060822295e-55	6.000111555649814e-06	-2.445076138639383e-13	2.1125301908261885e-06	9.50493750526736e-15	1.634058199288307e-10
57	-6.297672593520595e-54	7.112693352284912e-06	2.887306638167079e-06	4.1875780407071046e-11	-7.26815577002413e-55	6.0001212858597354e-06	-2.439722813302573e-13	2.1125301906447794e-06	9.54799460821226e-15	1.6340561242667998e-10
58	-4.7524088317123264e-55	7.112693352401237e-06	2.887306638009419e-06	3.398065845746191e-11	-5.484763959825298e-56	6.000129181247253e-06	-2.4349963777730696e-13	2.1125301904955356e-06	9.589329451085739e-15	1.6340540535187714e-10
59	1.5854415759594488e-54	7.1126933524931995e-06	2.887306637877775e-06	2.7574396172791477e-11	1.829761100982209e-55	6.000135587724608e-06	-2.4307787234340874e-13	2.1125301903724282e-06	9.629010922492298e-15	1.6340519865643457e-10
60	-1.755586311946692e-55	7.112693352565526e-06	2.8873066377673544e-06	2.2375977534301383e-11	-2.026125460393067e-56	6.000140786317427e-06	-2.426973360747294e-13	2.112530190270574e-06	9.667105157532724e-15	1.634049923013516e-10
61	-3.4317119432910745e-55	7.112693352622066e-06	2.887306637674244e-06	1.8157516090238425e-11	-3.960545200039975e-56	6.000145004919992e-06	-2.423501692685346e-13	2.1125301901859933e-06	9.703675645633008e-15	1.634047862549912e-10
62	1.0533534030203864e-55	7.112693352665917e-06	2.8873066375952856e-06	1.4734278736151216e-11	1.2156771410940418e-56	6.000148428271719e-06	-2.4203003238270404e-13	2.11253019011547e-06	9.738783335878119e-15	1.6340458049174624e-10
63	6.231872606327817e-56	7.112693352699566e-06	2.8873066375279333e-06	1.1956410735850608e-11	7.192215881203162e-57	6.000151206232423e-06	-2.417318279058559e-13	2.1125301900564155e-06	9.772486739093746e-15	1.6340437499088504e-10
64	-3.6491356164491423e-56	7.11269335272502e-06	2.8873066374701246e-06	9.702272095416192e-12	-4.211474269650602e-57	6.000153460446199e-06	-2.4145143762782613e-13	2.112530190006734e-06	9.804842025784252e-15	1.63404169735589e-10
65	-8.103527468416708e-57	7.1126933527439034e-06	2.8873066374201793e-06	7.87311827105963e-12	-9.352296273343282e-58	6.000155289660919e-06	-2.4118551831392076e-13	2.1125301899647225e-06	9.835903119814378e-15	1.6340396471219122e-10
66	1.0164780315080014e-56	7.112693352757535e-06	2.8873066373767286e-06	6.388813521065939e-12	1.1731192055631389e-57	6.00015677401503e-06	-2.40931355458438e-13	2.1125301899289942e-06	9.865721788180696e-15	1.6340375990958164e-10
67	5.582143896619083e-59	7.112693352766979e-06	2.8873066373386583e-06	5.1843386030339794e-12	6.44236275686245e-60	6.000157978529962e-06	-2.406867505594592e-13	2.1125301898984244e-06	9.894347727212602e-15	1.634035553187298e-10
68	-2.4271397956830883e-57	7.112693352773092e-06	2.8873066373050637e-06	4.206939382623004e-12	-2.8011665974504604e-58	6.0001589559616204e-06	-2.4044992522797036e-13	2.112530189872099e-06	9.921828645388331e-15	1.6340335093229222e-10
69	4.3319148424942485e-58	7.112693352776568e-06	2.8873066372752058e-06	3.413808301970273e-12	4.999471056993357e-59	6.000159749118999e-06	-2.402194395139636e-13	2.112530189849277e-06	9.948210342865873e-15	1.6340314674429028e-10
70	4.9734112192068564e-58	7.112693352777964e-06	2.887306637248483e-06	2.7702063434815176e-12	5.739823230374291e-59	6.000160392742276e-06	-2.3999412588610827e-13	2.1125301898293543e-06	9.973536787827393e-15	1.634029427498493e-10
71	-1.9448399887296454e-58	7.112693352777731e-06	2.887306637224402e-06	2.247942463776144e-12	-2.244543484270992e-59	6.0001609150234395e-06	-2.3977303741346676e-13	2.1125301898118385e-06	9.997850189758306e-15	1.634027389449893e-10
72	-8.246096012904583e-59	7.112693352776233e-06	2.887306637202559e-06	1.824140379497915e-12	-9.516834898344798e-60	6.000161338839537e-06	-2.3955540649853836e-13	2.1125301897963285e-06	1.0021191069790652e-14	1.6340253532645592e-10
73	6.140837776398155e-59	7.112693352773761e-06	2.887306637182624e-06	1.4802370632293724e-12	7.087152412977166e-60	6.000161682754214e-06	-2.393406111468998e-13	2.1125301897824965e-06	1.004359832823403e-14	1.6340233189158356e-10
74	8.307664211610816e-60	7.112693352770551e-06	2.8873066371643232e-06	1.2011693998467043e-12	9.587890872124564e-61	6.000161961831088e-06	-2.3912814725636884e-13	2.112530189770076e-06	1.0065109309407457e-14	1.6340212863818366e-10
75	-1.6127908987760712e-59	7.11269335276679e-06	2.8873066371474343e-06	9.747140978560047e-13	-1.86132500581912e-60	6.000162188293857e-06	-2.3891760612040375e-13	2.112530189758847e-06	1.0085759863878745e-14	1.6340192556445426e-10
76	9.919181250209534e-61	7.112693352762628e-06	2.8873066371317713e-06	7.909522219658219e-13	1.1447745713517549e-61	6.000162372061788e-06	-2.387086563276747e-13	2.112530189748631e-06	1.010558440821406e-14	1.6340172266890676e-10
77	3.651861475224723e-60	7.112693352758187e-06	2.887306637117181e-06	6.418347991171994e-13	4.2146201883838235e-61	6.000162521184119e-06	-2.385010291666755e-13	2.112530189739281e-06	1.0124615982337154e-14	1.6340151995030663e-10
78	-9.076523946289601e-61	7.112693352753561e-06	2.887306637103537e-06	5.208303266138887e-13	-1.0475233336178521e-61	6.000162642192572e-06	-2.3829450678027716e-13	2.112530189730675e-06	1.0142886304594128e-14	1.6340131740762548e-10
79	-7.012356916503968e-61	7.112693352748827e-06	2.8873066370907317e-06	4.226386971419539e-13	-8.092974289675694e-62	6.0001627403874275e-06	-2.3808891253113693e-13	2.112530189722714e-06	1.0160425824615704e-14	1.6340111504000194e-10
80	3.447958169003021e-61	7.112693352744044e-06	2.8873066370786768e-06	3.429590346748968e-13	3.979294999651764e-62	6.000162820069706e-06	-2.3788410318469073e-13	2.112530189715315e-06	1.0177263774065105e-14	1.6340091284671012e-10
81	1.0328429775404642e-61	7.112693352739259e-06	2.887306637067297e-06	2.7830130079589434e-13	1.192006020519962e-62	6.00016288472956e-06	-2.3767996258231556e-13	2.112530189708409e-06	1.0193428215356067e-14	1.6340071082713396e-10
82	-1.0097483665101173e-61	7.11269335273451e-06	2.8873066370565286e-06	2.2583342670037314e-13	-1.1653524865477553e-62	6.000162937199154e-06	-2.3747639651953206e-13	2.11253018970194e-06	1.0208946088422148e-14	1.6340050898074652e-10
83	-5.97922425255875e-63	7.112693352729823e-06	2.8873066370463176e-06	1.8325726927613575e-13	-6.900633941533327e-64	6.000162979776706e-06	-2.3727332859330667e-13	2.112530189695859e-06	1.0223843255615281e-14	1.6340030730709305e-10
84	2.5106338379387864e-62	7.112693352725221e-06	2.8873066370366178e-06	1.4870795250070485e-13	2.897527228456884e-63	6.000163014327153e-06	-2.3707069683270036e-13	2.1125301896901267e-06	1.0238144544808403e-14	1.6340010580577747e-10
85	-3.197239571534557e-63	7.11269335272072e-06	2.8873066370273898e-06	1.2067218423503268e-13	-3.689940195351838e-64	6.000163042363838e-06	-2.3686845096643876e-13	2.112530189684709e-06	1.025187379077401e-14	1.633999044764512e-10
86	-5.380736555715305e-63	7.112693352716332e-06	2.8873066370185984e-06	9.792197195832045e-14	-6.209918166377634e-64	6.000163065114793e-06	-2.3666655020839763e-13	2.1125301896795773e-06	1.0265053874907602e-14	1.6339970331880419e-10
87	1.7500165192923045e-63	7.1126933527120635e-06	2.8873066370102132e-06	7.946083515511552e-14	2.0196973522279066e-64	6.000163083576532e-06	-2.364649614983056e-13	2.112530189674707e-06	1.0277706763362197e-14	1.633995023325577e-10
88	9.572999120777001e-64	7.112693352707922e-06	2.887306637002208e-06	6.448015866520729e-14	1.1048216267657364e-64	6.000163098557697e-06	-2.3626365796633064e-13	2.112530189670077e-06	1.0289853543657505e-14	1.6339930151745842e-10
89	-5.921722106663517e-64	7.112693352703911e-06	2.8873066369945588e-06	5.23237747117675e-14	-6.834270606939343e-65	6.000163110714477e-06	-2.3606261778163747e-13	2.112530189665669e-06	1.030151445982475e-14	1.6339910087327357e-10
90	-1.1865305435630588e-64	7.11269335270003e-06	2.887306636987245e-06	4.245922218867303e-14	-1.369377129160565e-65	6.000163120579351e-06	-2.358618232243902e-13	2.1125301896614673e-06	1.0312708946145705e-14	1.6339890039978713e-10
91	1.6261491507959516e-64	7.112693352696281e-06	2.8873066369802477e-06	3.445442436189733e-14	1.8767417895680283e-65	6.000163128584409e-06	-2.3566125991212557e-13	2.1125301896574575e-06	1.0323455659542211e-14	1.6339870009679675e-10
92	-1.7067502140244273e-66	7.112693352692663e-06	2.887306636973549e-06	2.795876349243366e-14	-1.9697636280435958e-67	6.000163135080281e-06	-2.3546091616131037e-13	2.112530189653628e-06	1.0333772510670113e-14	1.6339849996411105e-10
93	-3.834703425487621e-65	7.112693352689174e-06	2.887306636967134e-06	2.2687723450369648e-14	-4.4256384266410897e-66	6.000163140351492e-06	-2.3526078247110993e-13	2.1125301896499676e-06	1.0343676693769472e-14	1.6339830000154766e-10
94	7.460419265028464e-66	7.112693352685812e-06	2.8873066369609883e-06	1.841042764807455e-14	8.610083887768273e-67	6.000163144628926e-06	-2.35060851109412e-13	2.1125301896464664e-06	1.0353184715320767e-14	1.6339810020893146e-10
95	7.744366405367988e-66	7.112693352682574e-06	2.8873066369550985e-06	1.4939526434377385e-14	8.937787815814485e-67	6.000163148099939e-06	-2.3486111577931695e-13	2.112530189643116e-06	1.0362312421554889e-14	1.6339790058609337e-10
96	-3.198403271413344e-66	7.112693352679457e-06	2.8873066369494526e-06	1.2122991005680459e-14	-3.691283223567913e-67	6.000163150916565e-06	-2.3466157134848786e-13	2.1125301896399082e-06	1.0371075024862732e-14	1.6339770113286902e-10
97	-1.252785576247442e-66	7.1126933526764584e-06	2.887306636944039e-06	9.837454401244227e-15	-1.4458421868381162e-67	6.000163153202176e-06	-2.34462213628927e-13	2.112530189636835e-06	1.037948712914843e-14	1.6339750184909808e-10
98	9.908802170082713e-67	7.112693352673574e-06	2.887306636938848e-06	7.982807913860504e-15	1.1435767197648619e-67	6.0001631550568825e-06	-2.342630391980839e-13	2.112530189633891e-06	1.038756275416846e-14	1.6339730273462342e-10
99	1.1555383211736728e-67	7.112693352670801e-06	2.887306636933869e-06	6.477816234206686e-15	1.333608947083589e-68	6.000163156561923e-06	-2.340640452538803e-13	2.1125301896310686e-06	1.0395315358897224e-14	1.6339710378929053e-10
100	-2.568359329761528e-67	7.112693352668135e-06	2.8873066369290925e-06	5.2565592678518786e-15	-2.964148327003765e-68	6.000163157783219e-06	-2.338652294973126e-13	2.112530189628363e-06	1.0402757863957995e-14	1.6339690501294707e-10
