	species_0	species_1	species_2	species_3	species_4	species_5	species_6
0	0.0	1.0	1.0	2.5	1.4	1.5	1.6
1	0.18040450246098477	0.6285178038845128	1.1008268772581122	1.84677640331381	1.6210800433832153	0.9788663967982184	1.400279204793792
2	0.2688998285380262	0.4941940264022123	1.0318706161545228	1.5710093054392873	1.7248449026232109	1.4956513350044058	1.2781424927885725
3	0.31248242994262954	0.4394372401780279	0.9361814757945052	1.427063965680317	1.7868780668826896	2.0445436969746984	1.2963860936746054
4	0.3374596579366963	0.4221519649153765	0.855280570039025	1.3073943567856137	1.8621162918378475	2.5155144757112677	1.4184366490938967
5	0.35875577979313283	0.4306155980924796	0.8018704575036635	1.1763367818808577	1.9787114770959413	2.9249869057796154	1.6097843177278686
6	0.3842827533271308	0.46236685803058875	0.7805091495370958	1.034004710295384	2.147064734575472	3.2880425595690923	1.84349494922271
7	0.4175385961030932	0.5174590324986345	0.7936235634313388	0.8953605459411654	2.3656238910321643	3.5990183330269843	2.0937633137483416
8	0.45905050830384925	0.5957478252623037	0.8428285234739977	0.7762356333709661	2.6229999192338314	3.832620796937692	2.3305033006273503
9	0.5070485388970954	0.6953636419069364	0.9285646847782028	0.6862702829028524	2.898333048437949	3.9564284506050793	2.5182721142878957
10	0.5578013921029978	0.8116172808340418	1.0491155989979013	0.6282510993690713	3.1623587553882193	3.9499505657266845	2.621428411302975
11	0.606044252790155	0.9363521957936735	1.1994476454890746	0.6009217959005472	3.3812392931044646	3.8190597347725226	2.6146681854244074
12	0.6458232464016261	1.0579717089102612	1.3702848096091012	0.6019648878356145	3.5236247725712886	3.5949826624716366	2.493756114454418
13	0.6717645100859682	1.1624257706967958	1.5478355655754648	0.6295334988583617	3.568849121744068	3.3199650634113267	2.27931228045906
14	0.6803983472169834	1.2352819326672566	1.7145653549936855	0.6823532146902417	3.5125914595251855	3.0325260994675216	2.0102903446812945
15	0.6710066604368872	1.2646781092933779	1.851250387473011	0.7589626142201673	3.367288363105069	2.7608787365599636	1.7305787911428365
16	0.64563854838651	1.2444656676956687	1.9401768538918633	0.85664916559514	3.157387583032993	2.523120987918374	1.476201517134891
17	0.6083620932452878	1.1764583382617904	1.9688513184315604	0.9705391756533683	2.9121338330578608	2.329646231938492	1.2688529589343653
18	0.5641472749021514	1.0706247025051951	1.9331044494865206	1.093201189541169	2.6591028115970907	2.185563839682814	1.11655407340005
19	0.5178389061760594	0.9427357557893197	1.838359325438366	1.2148810802961398	2.4204054325169477	2.0927211950334543	1.018362478280912
20	0.4735017952913172	0.8102253362020474	1.6983643752616153	1.3242620674435206	2.211700597952338	2.051360940731334	0.9695168812488751
21	0.4341837303676612	0.6880510711396421	1.531787792405539	1.4095744167910573	2.043060948694747	2.061358649635248	0.9649927503485044
22	0.4019821327522934	0.5862204597960943	1.3580262458866095	1.4599910180381894	1.9205732927924903	2.122936954736383	1.0011915679292962
23	0.37826083620600803	0.5095498548099643	1.193768311613945	1.467322559730278	1.84790182828127	2.2367296546474202	1.0762674560356449
24	0.3638924401603107	0.45904295354387603	1.0512341319352252	1.4279201146878033	1.82742904409409	2.4030288276276086	1.189621645210351
25	0.359450010083921	0.43379488977553765	0.9381098960456278	1.344372663728361	1.8608269248698663	2.6199592909297453	1.3408223208933256
26	0.3653069241573885	0.43255017399286794	0.8585749725063732	1.2262152711821228	1.9489869143705487	2.8804603804306512	1.5279476951653987
27	0.38162039854785	0.4545247162363475	0.8146683457809881	1.0887854335126481	2.0912338575229565	3.168442280834297	1.7452984238757552
28	0.4081822389893541	0.49945510722303726	0.8074012023054228	0.9499606418968638	2.283790893051286	3.4556725089698808	1.980682261196786
29	0.4441367537836921	0.5670183066479713	0.8372814096839097	0.8257760824639744	2.5176535016221866	3.702524731765545	2.213159735330135
