	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_7	species_8	species_9
18	2.2357258225600048e-05	8.577591240894323e-07	6.1364940252304856e-06	1.7031473688221888e-06	9.568606250227935e-07	8.106959961020828e-07	3.2229029059059954e-05	2.787035312045513e-07	1.525991060762983e-07	1.5546968165420935e-06
19	2.1034714158972955e-05	8.831702945744149e-07	6.318288064461189e-06	1.7536032216773055e-06	9.852076839930294e-07	8.347129183240548e-07	3.322207116348228e-05	2.6221746235247014e-07	1.4360754580420436e-07	1.6007548120190284e-06
20	1.9790401993405904e-05	9.070783286230662e-07	6.489328516231727e-06	1.8010744803793305e-06	1.011877941132111e-06	8.57309177499367e-07	3.4156385307455886e-05	2.4670651313736515e-07	1.351348859324916e-07	1.6440883579777224e-06
21	1.8619694587966153e-05	9.295721314522837e-07	6.650251417299946e-06	1.8457376731422811e-06	1.0369705733523194e-06	8.785688008348978e-07	3.503544026566463e-05	2.3211301716424042e-07	1.2715520381692264e-07	1.6848585959948743e-06
22	1.7518238256136487e-05	9.507353541653603e-07	6.801655215972774e-06	1.887758895729494e-06	1.060578896416476e-06	8.985708497041782e-07	3.586250155407395e-05	2.183827150272185e-07	1.196423711041992e-07	1.7232171445147976e-06
23	1.648193674723363e-05	9.706467015306896e-07	6.944102973985665e-06	1.927294422572159e-06	1.0827907082759695e-06	9.173897105390409e-07	3.664064266801893e-05	2.0546455484568623e-07	1.1257073419563486e-07	1.7593066567013393e-06
24	1.550693646355433e-05	9.893802160174078e-07	7.078124398521779e-06	1.964491270744092e-06	1.1036886059225419e-06	9.350953632809163e-07	3.737275594477797e-05	1.9331050817586555e-07	1.0591525080097897e-07	1.793261335255256e-06
25	1.4589611236214335e-05	1.0070055703101838e-06	7.204217934891918e-06	1.9994877807726717e-06	1.1233503116989013e-06	9.51753657846075e-07	3.806156320488681e-05	1.818753804085607e-07	9.96521761201871e-08	1.8252074626001492e-06
26	1.3726549576490889e-05	1.0235883122601096e-06	7.322852518937508e-06	2.032414103007785e-06	1.1418489465500815e-06	9.674265456366544e-07	3.870962553845007e-05	1.7111665199121806e-07	9.375876214458675e-08	1.8552638448583467e-06
27	1.2914541769368171e-05	1.039190112867445e-06	7.4344693511238015e-06	2.0633926900108466e-06	1.1592533066569643e-06	9.821723139172047e-07	3.931935273583804e-05	1.6099431767581255e-07	8.8213429988322e-08	1.8835422613220582e-06
28	1.2150567942506229e-05	1.0538689955227236e-06	7.539483536553538e-06	2.092538751730827e-06	1.1756281191628368e-06	9.960458024778996e-07	3.98930121707648e-05	1.5147073790618512e-07	8.299576408622319e-08	1.910147879955124e-06
29	1.14317867805178e-05	1.0676795528490018e-06	7.638285636277952e-06	2.119960686061386e-06	1.1910342840685893e-06	1.0090986085791897e-06	4.043273718567841e-05	1.4251049823843485e-07	7.808652394342824e-08	1.9351796504217227e-06
30	1.0755525022464763e-05	1.0806731484954485e-06	7.731243110948157e-06	2.14576047951771e-06	1.205529099340594e-06	1.021379277673472e-06	4.094053499216525e-05	1.3408027850823305e-07	7.346755812577848e-08	1.9587306698392205e-06
31	1.0119267544746319e-05	1.0928981076832976e-06	7.818701683999843e-06	2.170034085580306e-06	1.2191664734714506e-06	1.0329334834962564e-06	4.1418294117549206e-05	1.2614872928690234e-07	6.912173649795913e-08	1.9808885281445837e-06
32	9.520648018298147e-06	1.1043998967170714e-06	7.90098662589439e-06	2.1928717811284765e-06	1.2319971257311047e-06	1.043804197728052e-06	4.186779137773914e-05	1.1868635548812695e-07	6.503292890038604e-08	2.0017356334602275e-06
33	8.957439997567792e-06	1.1152212941997188e-06	7.978403979009e-06	2.21435850640128e-06	1.2440687771633855e-06	1.0540318518153514e-06	4.229069855936983e-05	1.1166540534771072e-07	6.118595327509451e-08	2.0213495224231322e-06
34	8.427548819135031e-06	1.1254025466913531e-06	8.051241671234775e-06	2.234574174070043e-06	1.2554263242288296e-06	1.0636544840887584e-06	4.268858850654065e-05	1.0505976948767396e-07	5.756651677864105e-08	2.0398031423178297e-06
35	7.929003639162097e-06	1.134981521700532e-06	8.119770610491535e-06	2.253593973014432e-06	1.2661120094718641e-06	1.072707884360014e-06	4.3062941092697866e-05	9.88448817060554e-08	5.416116845859898e-08	2.057165128374598e-06
36	7.459950263152881e-06	1.143993845452227e-06	8.184245670333575e-06	2.2714886418714584e-06	1.2761655752058444e-06	1.0812257241309763e-06	4.341514860487958e-05	9.299762963628739e-08	5.095725004997619e-08	2.0735000534752556e-06
37	7.018644224163543e-06	1.1524730358820856e-06	8.244906641403811e-06	2.288324733105914e-06	1.285624411872857e-06	1.0892396822908159e-06	4.374652093920764e-05	8.749626849872973e-08	4.7942850666946026e-08	2.0888686692065644e-06
38	6.6034439819239405e-06	1.1604506333075264e-06	8.30197916626781e-06	2.304164872467983e-06	1.2945237038119446e-06	1.0967795686175103e-06	4.405829070703112e-05	8.232033635892044e-08	4.510676087887626e-08	2.1033281427028727e-06
39	6.212805304581095e-06	1.1679563083761112e-06	8.35567551168714e-06	2.319067973333117e-06	1.3028965496793292e-06	1.1038734258033538e-06	4.435161745281834e-05	7.74505841125034e-08	4.243843511254851e-08	2.1169322523035903e-06
40	5.8452752505854865e-06	1.1750179776967073e-06	8.406195395856249e-06	2.3330894662966964e-06	1.3107740914390665e-06	1.1105476387417256e-06	4.4627592172956956e-05	7.286890049952971e-08	3.992795064997494e-08	2.129731597135811e-06
41	5.499486877136844e-06	1.1816619055106495e-06	8.453726715768004e-06	2.346281501050011e-06	1.318185627780815e-06	1.1168270306198033e-06	4.4887241288838504e-05	6.855824615475055e-08	3.756597175948826e-08	2.1417737813942846e-06
42	5.174154087847371e-06	1.1879128026879917e-06	8.498446255442747e-06	2.358693142945012e-06	1.3251587245536582e-06	1.1227349564831353e-06	4.513153051556515e-05	6.450258940763516e-08	3.5343714604443244e-08	2.1531035937730946e-06
43	4.868066792379279e-06	1.1937939197295308e-06	8.540520351274016e-06	2.370370557657057e-06	1.3317193185131492e-06	1.1282933911348738e-06	4.536136849640262e-05	6.068684595310314e-08	3.3252914296652874e-08	2.1637631760327397e-06
44	4.580086539071131e-06	1.199327130680894e-06	8.580105492358265e-06	2.381357177802843e-06	1.3378918109304404e-06	1.1335230084457016e-06	4.557761008212185e-05	5.709682442804965e-08	3.128579511982761e-08	2.1737921750952357e-06
45	4.309142183675481e-06	1.2045330163527881e-06	8.617348915860782e-06	2.391693868180678e-06	1.3436991604274146e-06	1.138443260007992e-06	4.5781059583246195e-05	5.3719172430244504e-08	2.9435040986342823e-08	2.1832278938816346e-06
46	4.054225964436894e-06	1.2094309397338813e-06	8.652389146526964e-06	2.401419075508618e-06	1.34916296710242e-06	1.143072446410972e-06	4.59724737171977e-05	5.0541327602721915e-08	2.7693768653451682e-08	2.192105427998612e-06
47	3.8143897144484946e-06	1.214039118766038e-06	8.685356517323563e-06	2.4105689729253445e-06	1.3543035537136174e-06	1.1474277860229603e-06	4.615256445236782e-05	4.7551470428208564e-08	2.6055501872994138e-08	2.2004577976442923e-06
48	3.5887413635028706e-06	1.2183746935572493e-06	8.716373650286678e-06	2.4191775934466612e-06	1.3591400406573795e-06	1.1515254785164879e-06	4.632200163482028e-05	4.473848063026052e-08	2.4514147510150303e-08	2.2083160694323445e-06
49	3.3764416465473506e-06	1.2224537896248978e-06	8.745555908970361e-06	2.42727695553991e-06	1.3636904165183902e-06	1.1553807646415627e-06	4.6481415459856985e-05	4.20918961493262e-08	2.306397307368625e-08	2.215709471021019e-06
50	3.1767008909886277e-06	1.2262915796240215e-06	8.773011840056742e-06	2.4348971856902315e-06	1.3679716069297034e-06	1.159007984567055e-06	4.663139888438657e-05	3.96018731001919e-08	2.1699584776677377e-08	2.2226655029962297e-06
51	2.9887761699659775e-06	1.2299023380439115e-06	8.79884356466093e-06	2.4420666270049086e-06	1.371999535588731e-06	1.1624206295762285e-06	4.6772509764483635e-05	3.725915029202018e-08	2.041590810366194e-08	2.2292100380096748e-06
52	2.811968482029561e-06	1.2332994953973646e-06	8.823147166006312e-06	2.4488119468103383e-06	1.3757891847072716e-06	1.1656313932827605e-06	4.690527297313966e-05	3.505501407350309e-08	1.92081685432154e-08	2.235367418997388e-06
53	2.6456201877916677e-06	1.2364956874724958e-06	8.846013041776915e-06	2.4551582344453294e-06	1.3793546499536477e-06	1.168652218180231e-06	4.703018232503563e-05	3.298126638648051e-08	1.807187409073897e-08	2.2411605484491306e-06
54	2.489112549765553e-06	1.2395028026019191e-06	8.86752624228583e-06	2.4611290951177357e-06	1.382709193183147e-06	1.1714943403177595e-06	4.714770242384686e-05	3.103019409859827e-08	1.7002798448489217e-08	2.2466109740842446e-06
55	2.3418634361304332e-06	1.2423320257822753e-06	8.887766786110684e-06	2.4667467375072004e-06	1.3858652916549165e-06	1.174168330998802e-06	4.7258270386463884e-05	2.9194540383539182e-08	1.5996965334829973e-08	2.251738968818731e-06
56	2.203325121730679e-06	1.2449938809255162e-06	8.906809962363538e-06	2.472032057658367e-06	1.3888346851647618e-06	1.176684136714212e-06	4.736229749418032e-05	2.7467477312592086e-08	1.505063347922455e-08	2.25656360734611e-06
57	2.072982341480205e-06	1.2474982682605096e-06	8.92472659826568e-06	2.4770047132446695e-06	1.3916284177679616e-06	1.1790511144917126e-06	4.7460170654386065e-05	2.5842581586621244e-08	1.4160283313471874e-08	2.2611028339282065e-06
58	1.950350252083499e-06	1.2498545034962373e-06	8.941583339325042e-06	2.4816832013299065e-06	1.3942568814671993e-06	1.1812780689103053e-06	4.755225393106452e-05	2.431380913704738e-08	1.3322603064942761e-08	2.265373533378823e-06
59	1.8349727265721063e-06	1.2520713505903253e-06	8.957442883765519e-06	2.4860849234326994e-06	1.3967298527670158e-06	1.1833732830708722e-06	4.763888982542237e-05	2.2875473859205578e-08	1.2534477099194013e-08	2.269391590457024e-06
60	1.7264205955103003e-06	1.2541570555422628e-06	8.972364224287013e-06	2.4902262526255574e-06	1.3990565303713407e-06	1.1853445505352447e-06	4.772040059653333e-05	2.1522225696189516e-08	1.1792973914722951e-08	2.2731719511176763e-06
61	1.6242901107013792e-06	1.2561193759115282e-06	8.98640285924105e-06	2.494122592145406e-06	1.4012455681120044e-06	1.1871992032247414e-06	4.7797089414937677e-05	2.024903148231374e-08	1.109533564218381e-08	2.2767286760133408e-06
62	1.5282013679014836e-06	1.2579656111233373e-06	8.999611009441096e-06	2.497788435568007e-06	1.403305108755872e-06	1.1889441400631164e-06	4.7869241546989935e-05	1.905115528965066e-08	1.0438967282345178e-08	2.2800749954237397e-06
63	1.4377969613135522e-06	1.2597026283210011e-06	9.012037803112924e-06	2.501237418139822e-06	1.4052428128440639e-06	1.1905858514104617e-06	4.793712536520297e-05	1.7924141647820755e-08	9.821427505525392e-09	2.283223356113407e-06
64	1.352740613835099e-06	1.2613368886841488e-06	9.023729464177762e-06	2.5044823690348882e-06	1.4070658880508613e-06	1.1921304439374122e-06	4.8000993376763885e-05	1.6863798477210378e-08	9.240419304060362e-09	2.2861854690337262e-06
65	1.272715985391476e-06	1.2628744703252386e-06	9.034729476056236e-06	2.50753535681762e-06	1.4087811147255746e-06	1.193583662265384e-06	4.806108311835255e-05	1.5866182228691838e-08	8.69378184957747e-09	2.2889723508230783e-06
66	1.1974253895398764e-06	1.2643210929485439e-06	9.045078758081187e-06	2.510407738405139e-06	1.4103948734005145e-06	1.1949509122725805e-06	4.8117618119826625e-05	1.492758188870206e-08	8.17948172693227e-09	2.2915943685015004e-06
67	1.126588768114147e-06	1.2656821375511786e-06	9.054815806440778e-06	2.513110198185194e-06	1.4119131667681817e-06	1.1962372797140734e-06	4.8170808674148154e-05	1.4044506197140927e-08	7.695605932734331e-09	2.294061275178983e-06
68	1.0599426675604551e-06	1.2669626660916365e-06	9.063976834889176e-06	2.5156527870695705e-06	1.413341641622218e-06	1.1974475488111766e-06	4.82208526060434e-05	1.3213670886476419e-08	7.240354882443096e-09	2.2963822457048924e-06
69	9.972391674712644e-07	1.268167442076784e-06	9.072595922027943e-06	2.5180449633711656e-06	1.4146856118229249e-06	1.1985862217088808e-06	4.8267936076555045e-05	1.2431985325545098e-08	6.812035091854739e-09	2.298565913982095e-06
70	9.382450281944168e-07	1.269300946939576e-06	9.08070512847384e-06	2.5202956253232154e-06	1.4159500765671839e-06	1.1996575339549654e-06	4.831223422309287e-05	1.1696541893961745e-08	6.409053355539685e-09	2.3006204026517306e-06
71	8.827408399885083e-07	1.2703673963870621e-06	9.088334613814096e-06	2.5224131435395288e-06	1.4171397386252358e-06	1.20066546995103e-06	4.8353911798324184e-05	1.10046053757806e-08	6.0299109350146585e-09	2.3025533527241305e-06
72	8.30520129557809e-07	1.2713707575672954e-06	9.095512759420166e-06	2.5244053951007195e-06	1.4182590234909735e-06	1.201613779177496e-06	4.8393123841067435e-05	1.0353601821789921e-08	5.673197455998671e-09	2.3043719546940093e-06
73	7.813886477408138e-07	1.2723147627555806e-06	9.10226626636053e-06	2.5262797907293157e-06	1.4193120946494368e-06	1.2025059891289258e-06	4.843001621115924e-05	9.741109670033775e-09	5.337586043204113e-09	2.3060829733469254e-06
74	7.351636608334116e-07	1.2732029229708886e-06	9.108620252813862e-06	2.528043301826211e-06	1.4203028687664039e-06	1.2033454181833375e-06	4.846472612159248e-05	9.164850911610896e-09	5.021828479689584e-09	2.307692772439165e-06
75	6.916732206314488e-07	1.2740385420011546e-06	9.114598354407408e-06	2.5297024883189763e-06	1.4212350313341062e-06	1.2041351888579688e-06	4.849738268663383e-05	8.62268199112708e-09	4.724750220906747e-09	2.3092073401187284e-06
76	6.507555657344867e-07	1.2748247279065392e-06	9.120222806512461e-06	2.531263521502485e-06	1.4221120495035241e-06	1.2048782386813837e-06	4.85281073713786e-05	8.112586343440404e-09	4.445246305351786e-09	2.31063230977511e-06
77	6.122584904860155e-07	1.275564405144521e-06	9.125514530988482e-06	2.5327322081142235e-06	1.422937185610356e-06	1.2055773316532904e-06	4.855701446560704e-05	7.63266652693716e-09	4.182277044094689e-09	2.3119729820161424e-06
78	5.760388065912644e-07	1.2762603249142937e-06	9.130493210187942e-06	2.534114010873895e-06	1.4237135087145577e-06	1.206235068021367e-06	4.8584211488050096e-05	7.181137512089822e-09	3.934864343338246e-09	2.3132343434173207e-06
79	5.419617834792172e-07	1.2769150759095702e-06	9.135177363882946e-06	2.5354140698339467e-06	1.4244439065954774e-06	1.2068538944440855e-06	4.8609799606615866e-05	6.7563197050453e-09	3.702087881785352e-09	2.314421086011361e-06
80	5.099006729495768e-07	1.2775310934519455e-06	9.13958441460623e-06	2.5366372205145745e-06	1.425131095940444e-06	1.2074361126229506e-06	4.863387399532747e-05	6.3566330218693815e-09	3.483081863702224e-09	2.315537623842517e-06
81	4.797362134989414e-07	1.2781106690147034e-06	9.143730755785414e-06	2.5377880128139773e-06	1.42577763296891e-06	1.2079838883037574e-06	4.8656524206519504e-05	5.980590709483065e-09	3.277031633173047e-09	2.316588110228566e-06
82	4.513562094614186e-07	1.2786559583091472e-06	9.147631809593417e-06	2.538870727064397e-06	1.4263859224530396e-06	1.2084992589192461e-06	4.867783448685717e-05	5.626794099202414e-09	3.083170799370489e-09	2.3175764524173668e-06
83	4.246550923007807e-07	1.2791689897138692e-06	9.15130208725228e-06	2.539889390769086e-06	1.4269582271208562e-06	1.2089841415558772e-06	4.869788410675765e-05	5.293927137793667e-09	2.900778239905872e-09	2.318506326864991e-06
84	3.995335480655653e-07	1.2796516714327743e-06	9.154755240242394e-06	2.5408477928151197e-06	1.427496675641271e-06	1.2094403397191125e-06	4.8716747640130373e-05	4.9807517432879566e-09	2.729175556105192e-09	2.319381192209713e-06
85	3.758981290453358e-07	1.2801057989566599e-06	9.158004113683379e-06	2.5417494982889457e-06	1.4280032709477406e-06	1.2098695503855975e-06	4.87344952559805e-05	4.686102963853365e-09	2.567724420363896e-09	2.3202043027961944e-06
86	3.5366092400055414e-07	1.2805330613993727e-06	9.161060791663569e-06	2.542597861057311e-06	1.4284798973064715e-06	1.210273369991667e-06	4.875119296603007e-05	4.4088848668418205e-09	2.4158243235932704e-09	2.320978720159832e-06
87	3.3273921440554366e-07	1.2809350481027057e-06	9.163936644492117e-06	2.5433960368818e-06	1.4289283276844176e-06	1.2106533006758486e-06	4.87669028828418e-05	4.14806625346429e-09	2.2729102271222566e-09	2.3217073249981983e-06
88	3.1305518253996007e-07	1.281313254245087e-06	9.1666423688241e-06	2.5441469945553223e-06	1.4293502300059704e-06	1.2110107555798172e-06	4.878168343901032e-05	3.902677019815327e-09	2.1384505687561346e-09	2.3223928273368425e-06
89	2.945356071995909e-07	1.281669086688148e-06	9.169188029487452e-06	2.544853527510928e-06	1.4297471736750128e-06	1.211347064374176e-06	4.879558961565001e-05	3.6718043635507e-09	2.0119451842633144e-09	2.323037777126256e-06
90	2.771116053027641e-07	1.2820038689414606e-06	9.1715830950012e-06	2.5455182636796786e-06	1.4301206351132594e-06	1.2116634779507904e-06	4.8808673136420225e-05	3.4545895627054136e-09	1.8929235423585866e-09	2.323644573240506e-06
91	2.607183625375633e-07	1.282318846337844e-06	9.173836474600094e-06	2.5461436757666184e-06	1.430472003533492e-06	1.2119611733141381e-06	4.882098266977968e-05	3.2502246178875076e-09	1.7809429048246293e-09	2.324215472857528e-06
92	2.4529490692359075e-07	1.2826151903841136e-06	9.175956549360333e-06	2.54673208988953e-06	1.430802585792977e-06	1.212241257693345e-06	4.8832563999016736e-05	3.0579494294510183e-09	1.675586779768931e-09	2.3247525993449036e-06
93	2.3078386875468585e-07	1.2828940033735098e-06	9.177951205197308e-06	2.5472856947372627e-06	1.4311136115387901e-06	1.2125047729015387e-06	4.884346020250611e-05	2.8770488048884477e-09	1.5764632818507904e-09	2.32525795061993e-06
94	2.1713126301910643e-07	1.2831563225662424e-06	9.17982786277366e-06	2.5478065498705368e-06	1.4314062378713638e-06	1.2127526992870202e-06	4.885371181708746e-05	2.70684974642248e-09	1.4832036460428452e-09	2.3257334067269024e-06
95	2.0428631654973496e-07	1.2834031235106042e-06	9.181593501258832e-06	2.5482965923162628e-06	1.4316815530493036e-06	1.212985958872152e-06	4.886335696785664e-05	2.5467192962321984e-09	1.3954610469335662e-09	2.326180735856658e-06
96	1.9220124482951096e-07	1.2836353243313973e-06	9.183254689008903e-06	2.5487576450825527e-06	1.4319405812732828e-06	1.2132054194064932e-06	4.887243153576035e-05	2.3960617540289894e-09	1.3129090741333495e-09	2.326601602119397e-06
97	1.8083108985341208e-07	1.2838537888452302e-06	9.184817605853752e-06	2.549191423344382e-06	1.4321842861612645e-06	1.2134118973111647e-06	4.888096927934406e-05	2.2543166558219857e-09	1.2352406247428882e-09	2.326997571191185e-06
98	1.701335638330551e-07	1.284059329563555e-06	9.186288064581056e-06	2.5495995404063515e-06	1.4324135740984957e-06	1.2136061605171187e-06	4.8889001952112685e-05	2.1209568254903828e-09	1.1621668357303583e-09	2.3273701157569904e-06
99	1.6006887855020725e-07	1.2842527109714444e-06	9.187671534393008e-06	2.5499835142129554e-06	1.4326292978951003e-06	1.2137889315640171e-06	4.889655943066742e-05	1.995486247443556e-09	1.0934159182794428e-09	2.327720621453497e-06
100	1.5059959444881737e-07	1.2844346524271154e-06	9.188973161649788e-06	2.5503447731058114e-06	1.4328322600205988e-06	1.2139608903406656e-06	4.8903669828021116e-05	1.8774381853716388e-09	1.0287321269649246e-09	2.328050392124522e-06
