	e	ez	w	z
42	2.653244144653282e-06	1.6248035911703787e-06	4.27804773582366e-06	1.8097148673005954e-05
43	2.6845934229264204e-06	1.6810463134906996e-06	4.365639736417119e-06	1.7953313950092173e-05
44	2.7151365448864514e-06	1.7374424705984425e-06	4.452579015484893e-06	1.7809978513916658e-05
45	2.7449020247602806e-06	1.7939660925187227e-06	4.538868117279003e-06	1.7667165790202268e-05
46	2.7739173172625907e-06	1.8505923617691642e-06	4.624509679031755e-06	1.7524897959199077e-05
47	2.8022088581768374e-06	1.907297567657087e-06	4.709506425833924e-06	1.7383196006508986e-05
48	2.8298021034717848e-06	1.964059062249474e-06	4.793861165721258e-06	1.7242079772029265e-05
49	2.856721566981377e-06	2.020855217981649e-06	4.877576784963026e-06	1.7101567997055322e-05
50	2.8829908566828687e-06	2.0776653868628975e-06	4.960656243545766e-06	1.6961678369591334e-05
51	2.9086327096158505e-06	2.1344698612289364e-06	5.0431025708447865e-06	1.6822427567926274e-05
52	2.933668931847514e-06	2.1912499369235532e-06	5.124918868771067e-06	1.668383119430538e-05
53	2.958120683654504e-06	2.247987604177954e-06	5.206108287832457e-06	1.6545904107989587e-05
54	2.982008329053639e-06	2.3046657087839072e-06	5.2866740378375465e-06	1.6408660253378544e-05
55	3.0053514486233173e-06	2.3612679369746083e-06	5.366619385597926e-06	1.6272112677427463e-05
56	3.0281688951975395e-06	2.4177787540761785e-06	5.445947649273718e-06	1.6136273596650102e-05
57	3.0504788371797315e-06	2.474183356582276e-06	5.524662193762007e-06	1.6001154449655717e-05
58	3.0723025720246535e-06	2.530464622138052e-06	5.602767194162705e-06	1.586676818369924e-05
59	3.093654251198614e-06	2.586611352939479e-06	5.6802656041380924e-06	1.5733123042922425e-05
60	3.1145492365406424e-06	2.6426115078865833e-06	5.757160744427225e-06	1.5600227747686188e-05
61	3.1350029135868214e-06	2.6984531664492678e-06	5.833456080036089e-06	1.546809075351464e-05
62	3.1550303077972988e-06	2.7541248367643167e-06	5.909155144561615e-06	1.5336720018674064e-05
63	3.174645969906494e-06	2.809615543496344e-06	5.984261513402837e-06	1.5206122943100815e-05
64	3.1938639510755776e-06	2.864914842186059e-06	6.058778793261636e-06	1.50763063645523e-05
65	3.212697807645357e-06	2.9200128094711568e-06	6.132710617116513e-06	1.4947276573412324e-05
66	3.2311606153007463e-06	2.9749000257779215e-06	6.206060641078667e-06	1.4819039333143405e-05
67	3.249264985892426e-06	3.0295675560442975e-06	6.278832541936723e-06	1.4691599902018973e-05
68	3.2670230846695174e-06	3.0840069303221207e-06	6.351030014991636e-06	1.4564963054686235e-05
69	3.2844466471888568e-06	3.138210124858261e-06	6.422656772047116e-06	1.4439133103094615e-05
70	3.3015469956727813e-06	3.1921695438357313e-06	6.493716539508511e-06	1.431411391665575e-05
71	3.3183350547564114e-06	3.245878001815842e-06	6.564213056572252e-06	1.4189908941611899e-05
72	3.334821366621472e-06	3.2993287068762023e-06	6.634150073497672e-06	1.4066521219626118e-05
73	3.3510161055318715e-06	3.352515244424516e-06	6.7035313499563844e-06	1.3943953405619091e-05
74	3.3669290917917514e-06	3.4054315616637973e-06	6.772360653455545e-06	1.3822207784880648e-05
75	3.3825698051479966e-06	3.458071952683848e-06	6.840641757831841e-06	1.3701286289484301e-05
76	3.3979473976590674e-06	3.510431044154188e-06	6.908378441813252e-06	1.358119051403255e-05
77	3.4130707060514215e-06	3.562503781594384e-06	6.9755744876458025e-06	1.3461921730759804e-05
78	3.427948263584091e-06	3.614285416198556e-06	7.042233679782645e-06	1.334348090401879e-05
79	3.4425883114412033e-06	3.6657714921917124e-06	7.108359803632914e-06	1.3225868704175366e-05
80	3.4569988096715077e-06	3.716957834696414e-06	7.17395664436792e-06	1.3109085520935658e-05
81	3.47118744769323e-06	3.7678405380890927e-06	7.239027985782321e-06	1.2993131476128577e-05
82	3.485161654381865e-06	3.818415954826166e-06	7.30357760920803e-06	1.2878006435965795e-05
83	3.4989286077578355e-06	3.8686806847208595e-06	7.367609292478694e-06	1.2763710022800438e-05
84	3.5124952442902777e-06	3.918631564652397e-06	7.4311268089426745e-06	1.265024162640492e-05
85	3.52586826783257e-06	3.968265658689973e-06	7.494133926522543e-06	1.2537600414787477e-05
86	3.5390541582045996e-06	4.017580248614579e-06	7.5566344068191786e-06	1.2425785344566235e-05
87	3.552059179436165e-06	4.066572824822488e-06	7.618632004258653e-06	1.231479517091885e-05
88	3.5648893876853306e-06	4.115241077594803e-06	7.680130465280133e-06	1.2204628457125057e-05
89	3.5775506388449943e-06	4.1635828887181256e-06	7.741133527563119e-06	1.2095283583718748e-05
90	3.5900485958503933e-06	4.211596323442032e-06	7.801644919292424e-06	1.1986758757265536e-05
91	3.60238873569975e-06	4.259279622759575e-06	7.861668358459324e-06	1.1879052018781092e-05
92	3.614576356199771e-06	4.306631195997634e-06	7.921207552197404e-06	1.1772161251804954e-05
93	3.6266165824472257e-06	4.353649613704453e-06	7.980266196151678e-06	1.166608419014386e-05
94	3.6385143730573745e-06	4.400333600822238e-06	8.038847973879611e-06	1.156081842529814e-05
95	3.6502745261495718e-06	4.446682030133173e-06	8.096956556282742e-06	1.1456361413584075e-05
96	3.661901685099945e-06	4.492693915967695e-06	8.154595601067637e-06	1.1352710482964657e-05
97	3.673400344070643e-06	4.538368408164344e-06	8.211768752234984e-06	1.124986283960066e-05
98	3.6847748533247503e-06	4.583704786270915e-06	8.268479639595662e-06	1.1147815574133409e-05
99	3.696029424335591e-06	4.628702453977091e-06	8.32473187831268e-06	1.1046565667710214e-05
100	3.7071681346987828e-06	4.673360933769135e-06	8.380529068467916e-06	1.0946109997762936e-05
