	IKK	IkBaIKK	IkBaIKKNFkB	IkBaNFkB_cytoplasm	IkBaNFkB_nucleus	IkBa_cytoplasm	IkBa_mRNA	IkBa_nucleus	IkBbIKK	IkBbIKKNFkB	IkBbNFkB_cytoplasm	IkBbNFkB_nucleus	IkBb_cytoplasm	IkBb_mRNA	IkBb_nucleus	IkBeIKK	IkBeIKKNFkB	IkBeNFkB_cytoplasm	IkBeNFkB_nucleus	IkBe_cytoplasm	IkBe_mRNA	IkBe_nucleus	NFkB_cytoplasm	NFkB_nucleus
0	0.001	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0
1	0.0003362306747990957	2.347076162669548e-05	0.00046348160020300363	0.053817337142778615	0.00010722522706445923	0.00944869601749311	0.006472352119056809	0.000492939886193684	1.1199208018744434e-06	0.00012648143651566686	0.02935459005735831	2.6655781051547357e-05	0.0013942963194888923	0.0012443468895197117	6.318029928205998e-05	1.0770287811832972e-06	4.8138577272481043e-05	0.009707068031701661	1.894208516833718e-05	0.0009912671780619561	0.0008878205335337266	4.490766482475388e-05	4.0368390183524715e-05	0.006289711670702397
2	0.00032642503853596097	5.24809524544865e-05	0.0004467228786242901	0.05359062052922278	0.00022776194429726998	0.018756094512441996	0.011275390484225595	0.0010119332406073542	1.981990741898589e-06	0.00012308195345165333	0.02935091263199421	4.665447562148863e-05	0.0022499583317619996	0.0018797739459297097	0.000103689714244505	1.9120997492843283e-06	4.7395086442426435e-05	0.00983905466389767	3.3210585786875464e-05	0.0016017446851959184	0.0013411870288374897	7.381366981331738e-05	3.6905496364171174e-05	0.006257679754297165
3	0.000316674109908589	6.345867974121452e-05	0.0004483984447871636	0.055509284368822	0.00022251717834414957	0.022101847319353805	0.012578575778555501	0.0015424578348461385	2.3637859622067415e-06	0.00011980647991440642	0.029506487776383313	4.4054553175286667e-05	0.0026899351382171865	0.0022042606382195085	0.0001520545438171519	2.281967412220619e-06	4.7016532274199304e-05	0.010075785881962568	3.1372906702426035e-05	0.0019156679468409438	0.0015727028149094251	0.00010828539447195762	3.4037089463111845e-05	0.003961238788171351
4	0.0003136832740214816	6.362101479302543e-05	0.0004515080066386701	0.05640917842353314	0.00018781708983996263	0.02209194313612636	0.012412167766848939	0.0018163710996783398	2.5589541201169045e-06	0.00011880806496904938	0.029588165234141012	3.8724930541130984e-05	0.002915283157927129	0.002369939667948961	0.00018718789071124715	2.471813773155369e-06	4.734887168450125e-05	0.010253187089532195	2.75821525891979e-05	0.002076469140445363	0.0016909120102781914	0.00013332704878278687	3.38181670423433e-05	0.002843861969488762
5	0.000313621120329604	6.21760128111029e-05	0.0004520862213347716	0.056479251667246946	0.00017495248867264703	0.021597641673856624	0.012134132880120437	0.0018514848332316961	2.67022777194324e-06	0.00011888365162913954	0.02962716078150073	3.794930434429046e-05	0.0030299585939860055	0.0024545690029832935	0.00020117507779057614	2.580022601897167e-06	4.798274352154106e-05	0.010395257215791412	2.7031973180940364e-05	0.0021583137178443805	0.001751293614488081	0.00014330115555850748	3.381738088997969e-05	0.0026056265718875735
6	0.0003140838278814477	6.12175520042689e-05	0.00045139831991206433	0.056305097347708166	0.00017187095768826657	0.021266395021346658	0.011967126445892566	0.0018269819903821867	2.732207199771942e-06	0.00011922458462401471	0.029671120275111918	3.86508181990718e-05	0.003088350757886129	0.0024978017488539203	0.000205750784672491	2.6402800944762764e-06	4.8703228283955396e-05	0.01053634588469569	2.753297768512679e-05	0.0022000041934507088	0.0017821394500249885	0.00014656725470441658	3.381619174383161e-05	0.002596239414347865
7	0.00031450869823948383	6.0755129702201816e-05	0.000450248600727859	0.05608411504024574	0.00017120968960355307	0.02109901421161887	0.011885910859001082	0.0018060621756373079	2.765940620382155e-06	0.00011960835753622458	0.02972653166191387	3.928594120120431e-05	0.003118149099362875	0.0025198856273248318	0.0002074040042650887	2.673130974518921e-06	4.944014219932971e-05	0.010681105380914524	2.7986253851693825e-05	0.0022212943712395994	0.0017978959251137847	0.00014774928677321344	3.382366525471426e-05	0.0026166452665512424
8	0.00031484048225209	6.0568630278315453e-05	0.00044896165842724084	0.05586447294923819	0.00017098759333120735	0.021022851854852947	0.011849421361717804	0.001795412670385692	2.784376698540132e-06	0.00011998654092615599	0.02978870830165403	3.963242657167755e-05	0.003133382439043262	0.0025311611305243284	0.0002081806483257269	2.691164030258828e-06	5.016714738739927e-05	0.010826237169938923	2.823369122714862e-05	0.0022321924643044257	0.0018059408066100544	0.00014830569930290939	3.388804030002588e-05	0.0026287244809979583
9	0.00031511047143391264	6.0509108549734386e-05	0.0004476605075682818	0.05565492769145191	0.00017078564737651447	0.020988787118196146	0.011832918202565908	0.0017911878262226399	2.7948012595805593e-06	0.0001203505569778447	0.029853034914856552	3.977751901518851e-05	0.0031411796970922876	0.0025369061662376636	0.00020864369830188157	2.7014389031796293e-06	5.0873115307466455e-05	0.010968554758026584	2.8337538526435346e-05	0.0022377843025716553	0.0018100397927650743	0.00014863808024843914	3.4121665125969615e-05	0.0026315760857672245
10	0.00031534634906052445	6.050139964991904e-05	0.00044639036456814045	0.05545574134077607	0.00017055724929451014	0.02097221136673805	0.01182456999860609	0.0017900186408032236	2.801078378591995e-06	0.0001206996503197097	0.02991681753688476	3.981354661387405e-05	0.0031451544648795644	0.0025398277031698077	0.00020896241184229647	2.7076941431054983e-06	5.1553463880009694e-05	0.011106281957879582	2.836361636012499e-05	0.002240647882202205	0.0018121242601267728	0.0001488672822645462	3.371253519143075e-05	0.0026300687382317628
11	0.00031556324523503024	6.051318536017077e-05	0.00044516567092302414	0.05526585681973054	0.0001703175144656699	0.020962508644978048	0.01181936138415481	0.0017900752933715164	2.805219488265511e-06	0.0001210341636129881	0.029978722418702353	3.980087700801238e-05	0.003147197836012999	0.0025413180252609534	0.00020919517778959752	2.7118761212392427e-06	5.220663925928277e-05	0.011238630316663795	2.8354957870745737e-05	0.0022421323424899812	0.0018131875798210171	0.00014903503794943377	3.364610411756442e-05	0.0026262645176459974
