time	Bar1	Bar1a	Bar1aex	Cdc28	Far1	Far1PP	Far1U	Fus3	Fus3PP	GaGDP	GaGTP	Gabc	Gbc	Sst2	Ste11	Ste12	Ste12a	Ste2	Ste20	Ste2a	Ste5	Ste7	alpha	complexA	complexB	complexC	complexD	complexE	complexF	complexG	complexH	complexI	complexK	complexL	complexM	complexN
3.0.	0.971763557539932	193.82032971591994	5.207906726540569	282.86552573349655	0.00031126336109200004	0.006576084697437001	481.15273345673603	258.10161192901313	245.79437905889685	0.49580808267063003	144.540896250545	1521.6299623667778	0.9265835897204641	185.41636707194925	113.20785169156187	0.45101751609023505	199.5489824839103	1304.756219409106	857.598651767773	164.38159990569443	113.20785169156186	48.68457418429951	81.20097912475447	120.06293076470244	34.586208272064646	124.32500172893985	0.0028675825662030003	0.7892426840107951	0.152933651671778	0.020559662028373	0.12982219882025	87.57436030294865	48.97403044572872	4.760399287020784	1.705904928699822	17.134474266505105
3.0.3.0	0.9689457041119061	193.24255367489397	5.7885006209945296	282.8611160201294	0.000313802417167	0.0065799877713540005	481.1532638500004	266.4192337245016	237.17844282820963	0.620134122254521	138.9327456312279	1527.1137869465108	0.7257562394729521	189.18192824942275	114.95531139168622	0.46736273474052703	199.5326372652601	1287.692271833855	862.8761437287249	160.4132618953845	114.95531139168621	48.6800026541	77.2805395946398	119.56897162968836	35.84428036737455	128.34955184455353	0.002308862794608	0.6557074531012661	0.128027994766635	0.017230755299983	0.109593275941053	84.50347068928043	47.25951493951675	4.450311163371132	1.700958379938058	17.138883979872336
3.0.5999999999999996.0	0.9661402047299471	192.66649602837495	6.367363766895671	282.8566844125288	0.000316580031991	0.006584357342032001	481.15379874199283	274.6408460984466	228.68773403535025	0.858636263294375	133.22812690937002	1532.5799035273283	0.509475278216988	191.9704607655932	116.6633135153023	0.48467193094953204	199.515328069051	1272.2382234012823	868.1203610053369	155.2813355399707	116.66331351530229	48.68148373236395	73.16663319050076	119.11097892105643	37.092808704094814	132.34440440235252	0.0016641666231330002	0.487076062765519	0.095780931516177	0.012904171763001002	0.082629686085691	81.47165329306925	45.56717037948194	4.16242446998378	1.695984733159459	17.14331558747301
3.0.9.0	0.9633490951904371	192.09214959652402	6.944501308286052	282.85223211881134	0.000319617574036	0.006588051710609001	481.15433855881435	282.8803008231157	220.189567017463	1.2988624827198652	127.37461613606534	1537.9931880812069	0.32499172021389505	194.03507448183137	118.34199706593566	0.5033294555715611	199.496670544429	1258.189125970807	873.3435876285129	149.25375446746426	118.34199706593564	48.675712804636866	68.91230823534998	118.67451907815233	38.34080333955127	136.32598284804968	0.001088636373057	0.327057637024567	0.06469932124791	0.008724271847612	0.05618790632323101	78.43629647175068	43.872621183424265	3.8908255798708162	1.6909858907097721	17.147767881190667
4.0.2.0	0.9605728623989581	191.51950876759858	7.519918370003233	282.84776816796955	0.00032291347701700004	0.006590414450639	481.1548837427953	291.0896825602405	211.7242703699286	2.05143059354649	121.35652989107022	1543.2587062153755	0.197224165090988	195.56325404510926	119.97318810353254	0.523400056056136	199.47659994394454	1245.370242580762	878.4759108670668	142.5520516888121	119.97318810353252	48.654920900892726	64.56959434352555	118.25698721119403	39.575254413934076	140.24505946299024	0.000676089347773	0.20596592289231402	0.040850296249879	0.005510488153756	0.035586574085596005	75.41515456160057	42.18538931723243	3.635631972720594	1.6859710972434812	17.15223183203298
4.0.5.0	0.9578106888706891	190.94856924896447	8.093620062165481	282.8433041410395	0.00032645606049500005	0.006591491409152	481.1554347225011	299.1390410948734	203.42431824495216	3.186713083537197	115.18386361503953	1548.2960900014143	0.12094744034994401	196.6938861502627	121.53214690365205	0.5446962397089501	199.4553037602917	1233.6297849644325	883.4317454815866	135.36139367848176	121.53214690365203	48.61950954179621	60.18850676929362	117.86284402365044	40.775481385606454	144.0363312855356	0.00042326874664900003	0.129044210200107	0.025563353715965003	0.003447776564785	0.022245130255325003	72.45645517927883	40.53234531057958	3.399153557820637	1.6809514710656401	17.15669585896281
4.0.8.0	0.95506129287421	190.37932722415488	8.66561148297169	282.8388492171596	0.00033023588491000005	0.006591703105239001	481.1559919077945	306.91194543618025	195.41269031568808	4.707901300139505	108.88622041994822	1553.0725449799033	0.07755365265245301	197.5298673157514	123.0041992031934	0.5669638466437991	199.43303615335674	1222.8336850182652	888.1596438264817	127.83800130439568	123.00419920319338	48.57495587808588	55.81616896941291	117.49718063845286	41.926423963660476	147.6579874612889	0.00027652354421200004	0.08385696078220001	0.016561772611289	0.002232741081697	0.014365577746737001	69.6030249025242	38.93759819213573	3.18271602663869	1.6759353703713802	17.161150782842906
5.0.1.0	0.9523236545112791	189.81177862658996	9.235897718899642	282.83440905919906	0.00033424752500400004	0.006591409933225	481.15655569595503	314.3461968901487	187.75601824103916	6.574453101265607	102.50581118089349	1557.5864024178318	0.052334341357448	198.14743298402996	124.38596826304162	0.5900156581801891	199.4099843418205	1212.8618835799682	892.643187592913	120.11462459441572	124.3859682630416	48.526340678080096	51.496071619381595	117.16189817189537	43.02152575695691	151.09513133004262	0.000189827931419	0.057222600295849003	0.011265195793510001	0.0015179834990560002	0.009737043350453	66.87731327171976	37.41389751800261	2.9858587944275032	1.670927705782228	17.165590940803394
5.0.3999999999999995.0	0.9495971623500111	189.24591899400048	9.804483843650315	282.82998691978554	0.000338489255401	0.006590820666051001	481.15712647824614	321.4228904298915	180.47463002373348	8.726587627045499	96.09111317326398	1561.8489658996818	0.036970738431941	198.6030632976754	125.68045592929138	0.6137465802368041	199.3862534197639	1203.605741693067	896.8853373134797	112.30457775883096	125.68045592929137	48.47672361506577	47.267480129775514	116.85610139174419	44.05983370606973	154.34864374870045	0.000136243742593	0.040876280251704006	0.008024640124698001	0.001080876630106	0.006914679834066	64.28574528008441	35.96497067177411	2.807050257822269	1.665931131614281	17.17001308021708
5.0.7.0	0.9468814926501651	188.6817435902751	10.37137491707556	282.8255847382751	0.00034296234432	0.006590044011154	481.1577046456648	328.14655332548375	173.5636586340997	11.098136651941298	89.6925269655946	1565.876003082456	0.027128819314402003	198.93859906390702	126.89329555140053	0.638106161437715	199.36189383856302	1194.9662728849353	900.8975137442625	104.50471824075463	126.89329555140051	48.42769280685088	43.16499654068399	116.57755130122746	45.043154045877124	157.426565435401	0.000101456232409	0.030341626271133	0.0059428993602860004	0.000800208748053	0.005107932807713001	61.82617986819672	34.58970072955973	2.644412990794866	1.660947086251234	17.174415261727596
6.0.	0.9441764864167471	188.1192475290471	10.936575984536844	282.82120377381796	0.00034767008064700005	0.006589136335778001	481.1582905931934	334.53232405054865	167.00687510998017	13.622829887049553	83.35958734904327	1569.6842494638993	0.020529440873724002	199.18503317194455	128.0308601474603	0.6630748359448341	199.33692516405588	1186.8529660629044	904.6941664123187	96.79766020089264	128.03086014746026	48.38002820616335	39.21827577413783	116.32360909316161	45.97444103455847	160.33961933836275	7.78333329914081e-05	0.023232264725333	0.004542060138382	0.000611421507713	0.0038959778574670003	59.49265418006434	33.28480156546848	2.496096117920608	1.655976374204453	17.17879622618474
6.0.3.0	0.9414820747332461	187.55842584868716	11.500092076580227	282.81684492815015	0.00035261696374700005	0.006588127674351	481.1588847225044	340.59940356926063	160.7837553190952	16.237580672247187	77.13913034211296	1573.2899556856319	0.01592651738403	199.36532032845327	129.09943130850513	0.6886500127139621	199.3113499872867	1179.18302333826	908.2902961204595	89.253441384633	129.09943130850513	48.33409166397626	35.451890811674836	116.09167370234954	46.85701334697828	163.0991299531728	6.115643139636063e-05	0.018237584021601	0.003560321345915	0.00047916280484800003	0.0030489140519280003	57.277785390795614	32.04617529535561	2.360417211165702	1.6510194610040392	17.18315507185248
6.0.6.0	0.938798238457307	186.9992735526475	12.061928208895765	282.8125089091296	0.00035780814603900005	0.006587034533196001	481.1594874435068	346.36794536129344	154.8728187943285	18.88429068977194	71.07406785730747	1576.7083081529127	0.012607030036303	199.49645918341068	130.10486940492657	0.7148386150707611	199.2851613849299	1171.8808787027076	911.7003740946146	81.93080810062402	130.10486940492657	48.290027455683784	31.885336709955936	115.87935123258401	47.694193181926664	165.71610446838605	4.8988717805028055e-05	0.014606452699767002	0.0028480800775800004	0.00038323965743500006	0.0024357850859760004	55.173901818808154	30.86955244468981	2.2358980843672542	1.6460766229399701	17.18749109087323
6.0.8999999999999995.0	0.9361249867590471	186.4417856310362	12.62208938220537	282.80819631616004	0.00036324906554400003	0.006585866200609001	481.16009917512093	351.8576306789401	149.25314514604057	21.510841559240514	65.2025822132134	1579.9532429275382	0.010144574692176	199.5910351493603	131.05250853289374	0.741653095294706	199.25834690470597	1164.8778957992674	914.9379086884263	74.87824135448123	131.05250853289374	48.24786444336839	28.53315961016899	115.68450373698047	48.4891478266056	168.2008565581331	3.9860419175112665e-05	0.011889235174746	0.0023160344802520003	0.000311603258957	0.0019786603263140003	53.17355511233398	29.75078238018233	2.121258285817186	1.641148025769497	17.191803683842764
7.0.199999999999999.0	0.933462345474879	185.8859570724797	13.18058058204603	282.80390768660055	0.00036894519807800005	0.006584627960134	481.1607203455405	357.0870529577643	143.90502000062816	24.071597514339523	59.55763080848526	1583.0374383771675	0.008273686440172	199.65836346872214	131.94714935681878	0.7691092584356111	199.23089074156508	1158.112168267226	918.0153119807204	68.13481490505207	131.94714935681878	48.20756956993069	25.40519398416205	115.50524753740419	49.24482732439212	170.5628822372904	3.284920728726789e-05	0.009805668159615	0.001908663958881	0.00025676542346800003	0.001629224660172	51.269736908265635	28.685956659286195	2.015394129525682	1.636233767898378	17.196092313402225
7.0.5.0	0.9308103506073651	185.3317828703968	13.737406778996432	282.7996435219231	0.000374901880471	0.006583322797627001	481.1613513921384	362.07349172826645	138.81016483730025	26.527590380266055	54.16669031509493	1585.972386004632	0.006823069048307001	199.70533609736648	132.79309233779196	0.7972250415438941	199.20277495845676	1151.5283657264197	920.94390363423	61.73095090063803	132.79309233779196	48.16907686259501	22.5068892389767	115.33993227424412	49.96394774954088	172.81085166675385	2.7355440532613557e-05	0.008174599692273	0.001590163525094	0.00021389864629400002	0.001356397556848	49.45595420458173	27.671452440840508	1.917354660927035	1.631333905103041	17.20035647807976
7.0.8.0	0.9281690446076981	184.77925802676634	14.2925729286265	282.79540430290217	0.00038112417603900005	0.006581952348694	481.16199276111143	366.8328736509074	133.9517687454066	28.846483888889026	49.051691575569905	1588.768491235534	0.005678634992402	199.73704918673238	133.59418520557625	0.82601981125633	199.17398018874434	1145.0775846083707	923.7339746126529	55.689119816879085	133.59418520557625	48.1323036593818	19.83970632007309	115.18711424258582	50.64899578887997	174.95265218763365	2.297685790119486e-05	0.0068751093241	0.0013366810226990002	0.000179787935321	0.001139519761067	47.72623753609062	26.70393782803768	1.826318925175167	1.6264484652625821	17.204595697100643
8.0.1.0	0.9255384742001721	184.22837755427253	14.84608397152776	282.79119049859065	0.00038761676486700006	0.0065805174478020005	481.16264490692026	371.3798214324643	129.31442839238747	31.002377340324614	44.22910815472236	1591.4351812049458	0.004762244287397	199.75726787290168	134.35387295337745	0.855513951750109	199.14448604825057	1138.717175748988	926.3948736427188	50.0245152861668	134.35387295337745	48.09715990618307	17.401564292370463	115.04552972021717	51.302242767511224	176.99545153309992	1.9436024918871564e-05	0.005824149696661	0.001131863954421	0.000152229733838	0.0009644553198430001	46.07511811372085	25.7803595784373	1.7415759664180421	1.621577457454381	17.208809501412116
8.0.4.0	0.9229186890924871	183.6791364775604	15.397944833347495	282.7870025716255	0.00039438384920500004	0.006579018460098	481.1633082915573	375.7277411346086	124.88404883152255	32.97548844736078	39.710169352080136	1593.9810089005516	0.004019035129232	199.76877065884779	135.0752452929616	0.8857286205030941	199.11427137949764	1132.410531011222	928.9350986502794	44.74572307263328	135.0752452929616	48.06355355537662	15.187318019999832	114.91407051985067	51.925762257535354	178.94576630063167	1.6536836349821574e-05	0.004963226755173001	0.0009642125939260001	0.00012967476830400002	0.0008212803964450001	44.49759184760525	24.897923317849987	1.6625077897512832	1.616720877755563	17.212997428377243
8.0.7.0	0.920309741206743	183.1315298339679	15.948160424825803	282.78284098127386	0.000401429068261	0.006577455490326001	481.16398338366247	379.8889229593151	120.64773141309597	34.75174479813439	35.501172800894985	1596.4137491009626	0.003409630405767	199.77360448183504	135.76107962406587	0.916685603270986	199.0833143967298	1126.1268198065338	931.362384882031	39.855393548049015	135.76107962406587	48.03139370263876	13.189249065773836	114.79176245686361	52.52144837839045	180.80952866349608	1.4137606082062903e-05	0.0042502052107080005	0.0008254548755420001	0.000111008831889	0.0007028674736180001	42.98907919620332	24.054071319372316	1.588575066001314	1.6118787130493941	17.217159018728896
9.0.	0.9177116842243851	182.5855526739416	16.496735641834423	282.77870618503067	0.00040875541925200005	0.006575828519828001	481.1646706575001	383.87464315128864	116.59366167098817	36.32230721592681	31.603874867427276	1598.7404846166378	0.002905204455592	199.77327366711498	136.41387903648086	0.9484072293797421	199.05159277062106	1119.840673009819	933.6837861986282	35.35092024211926	136.41387903648086	48.00059237836928	11.397554014701353	114.67774675495693	53.09103341316824	182.59214827325175	1.213393950296757e-05	0.003654117341064	0.0007095187863930001	9.541420408389684e-05	0.000603991876921	41.545385215485375	23.246460329649757	1.5193052140280812	1.607050943588031	17.22129381497211
9.0.299999999999999.0	0.915124573324375	182.04120006136986	17.04367536530621	282.77459863925185	0.000416365183016	0.006574137500022	481.1653705918069	387.69526104718653	112.71100328562707	37.683044983772675	28.015938946652543	1600.9676827695673	0.002484277676729	199.7688798765288	137.03590550315215	0.9809163242896861	199.01908367571104	1113.5318171722997	935.9057483395565	31.225121559664945	137.03590550315215	47.97106552357647	9.800816502491571	114.57126414761957	53.636104127295006	184.29856824123814	1.0447546710062521e-05	0.0031517879127250003	0.000611865356686	8.227972088579733e-05	0.000520752880122	40.16266187230818	22.47294061781772	1.454282484447601	1.602237544758644	17.225401360750688
9.0.6.0	0.9125484650406621	181.49846707324355	17.58898446171628	282.7705187991085	0.00042425985356500006	0.006572382418736001	481.1660836685124	391.36030873319055	108.98980062029366	38.83398070770657	24.73142322809963	1603.1012627641867	0.002130584737222	199.7612257561951	137.6292087041502	1.014236185944228	198.9857638140565	1107.1846658362679	938.0341741560161	27.46691911582458	137.6292087041502	47.942733465573	8.386451680092588	114.47164134374556	54.15811658242249	185.93331508935577	9.018764956687345e-06	0.0027255865733190002	0.0005290451549240001	7.114099258180146e-05	0.000450189431236	38.83737345441799	21.731536725947137	1.393139701467002	1.597438488320578	17.229481200894053
9.0.9.0	0.9099834171985651	180.9573488003415	18.132667782460448	282.7664671180764	0.00043244007123600004	0.006570563349061	481.1668103713529	394.87857234647475	105.42089068794058	39.778720733497806	21.741291203009673	1605.1466547634857	0.001831627769505	199.75089168700856	138.19565097419354	1.048390575482372	198.95160942451832	1100.7878773766615	940.0744812360199	24.062004278659714	138.19565097419354	47.91552108648849	7.14111449478438	114.37827952509086	54.658409412895736	187.5005429352778	7.801458380264101e-06	0.0023618991553480003	0.00045839702289000004	6.163980225443835e-05	0.00039001949506900003	37.56626535275384	21.020430083806424	1.335551371944523	1.592653743300034	17.233532881926166
10.0.2.0	0.907429488897261	180.41784034676604	18.6747301643372	282.7624440470486	0.000440905559962	0.006568680486449	481.16755118436566	398.2581652151515	101.99582422174316	40.52388598615155	19.033929006362726	1607.108851707479	0.0015776736663770002	199.7382926050408	138.73692890664583	1.083403718269575	198.91659628173113	1094.333890643117	942.0316527172523	20.993482784511198	138.73692890664583	47.88935780285368	6.051065372726015	114.29064456287007	55.13821566676206	189.00407248827022	6.759467038653426e-06	0.002050067327662	0.00039783937898900005	5.349598496555631e-05	0.000338459734151	36.346336084755826	20.337943420294888	1.281227915271765	1.587883276633468	17.237555952953937
10.0.5.0	0.9048867405248731	179.87993682999823	19.21517642947741	282.75845003318227	0.00044965506900600006	0.006566734177679	481.1683065902853	401.5065931930352	98.70679536667917	41.07855609395406	16.595655892155996	1608.9924547138828	0.001361048223458	199.72372005548127	139.2545920622638	1.119300310883566	198.88069968911714	1087.8184500953928	943.9102819798558	18.242487973658108	139.2545920622638	47.8641774323713	5.102489517070415	114.20825868642487	55.598673316417226	190.44742536707207	5.864095415237881e-06	0.0017816401370430001	0.000345723065014	4.6487602728285925e-05	0.00029409851716	35.17481237950696	19.682526875356213	1.229910815959745	1.5831270536471842	17.241549966820322
10.0.799999999999999.0	0.9023552337935271	179.3436333808226	19.754011385384338	282.7544855185282	0.00045868631990500004	0.006564724943841	481.1690770688451	404.6308128952527	95.54657916803403	41.45373820702099	14.41121557223547	1610.8017129207358	0.0011756308739550002	199.70737330533373	139.75005920375452	1.156105532301346	198.84389446769936	1081.2401320884062	945.7146119823401	15.788753540925274	139.75005920375452	47.839917995356124	4.2817680040597015	114.13069337183916	56.04083458033732	191.83385431443998	5.0923067031975685e-06	0.0015498371848460001	0.00030072590880000005	4.0436741688180684e-05	0.000255805028102	34.0491270282537	19.05274564941412	1.181368535129237	1.5783850384161662	17.245514481474487
11.0.1.0	0.8998350317874241	178.80892514323955	20.291239824973495	282.7505509384909	0.00046799595943100005	0.006562653498699	481.1698630949931	407.6372835379045	92.50847605050464	41.661869972674175	12.4642382233033	1612.540558504015	0.0010164878339090002	199.68938234764371	140.2246324127834	1.193845057801199	198.80615494219953	1074.5998831015957	947.4485699112988	13.611138168424441	140.2246324127834	47.81652148153139	3.575700767410363	114.05756325622376	56.465674187575466	193.16636981688555	4.42540610597623e-06	0.0013491579580630002	0.00026177606311	3.5199186952226465e-05	0.00022266324765100003	32.96689921233158	18.44726903133793	1.1353930485766	1.57365719403654	17.249449061511843
11.0.4.0	0.8973261990192841	178.27580727436919	20.826866526612054	282.7466467201546	0.00047757951943100006	0.006560520763278001	481.17066513703395	410.5320130804853	89.58626250021425	41.716364138534416	10.737665045868837	1614.2126375155892	0.00087960219908	199.66982489645432	140.67950939594644	1.232545074665737	198.767454925335	1067.9005793886304	949.1157977486986	11.688096132428278	140.67950939594644	47.79393360174936	2.971683114949013	113.98852091498176	56.874096709278575	194.44776358970208	3.848068151405524e-06	0.0011750937457010002	0.00022799552148700003	3.065681588870748e-05	0.00019392335458600003	31.92591702831495	17.864860649765006	1.091796903784596	1.568943482834904	17.253353279848096
11.0.7.0	0.894828801492147	177.7442749443503	21.36089625415813	282.7427732805056	0.00048743138440800004	0.006558327877152	481.17148365471013	413.3205993233205	86.77414722161461	41.63120020655309	9.21412939335197	1615.8213371000872	0.0007616729836920001	199.64873892745402	141.1157942403437	1.272232299085574	198.7277677009152	1061.146615873101	950.7196792872189	9.998089919827542	141.1157942403437	47.7721035370483	2.457838657340223	113.92325236645114	57.26694306984623	195.6806293328144	3.34760963869883e-06	0.001023912643919	0.00019865799617	2.6711926184887735e-05	0.00016896551401800002	30.92412195199084	17.304369804409475	1.05041070830125	1.564243866530911	17.257226719497105
12.0.	0.8923429067645721	177.2143233362364	21.89333375699964	282.73893102457686	0.000497544767729	0.006556076206758001	481.1723190972345	416.00826655234914	84.06673211285893	41.420566541750595	7.876290586588153	1617.3698095716534	0.0006599638363770001	199.6261319162002	141.53450683967478	1.312933993869466	198.6870660061313	1054.3435302864125	952.2633640553028	8.519942882798778	141.53450683967478	47.750983692784686	2.023112448582206	113.86147319103372	57.64499633802341	196.8673811111539	2.9134403253164837e-06	0.0008924973549200001	0.00017315716097500002	2.3282960021266532e-05	0.000147272596575	29.95959500847422	16.76472374809756	1.01108097805407	1.55955830636485	17.26106897542586
12.0.299999999999999.0	0.8898685840179591	176.6859476458898	22.424183770092895	282.73512034354104	0.0005079116972650001	0.006553767350870001	481.1731719012912	418.59989826026884	81.45897747659795	41.09855443057497	6.707118505833189	1618.860993763584	0.000572188008524	199.60198762717746	141.9365911778842	1.354677986702473	198.64532201329826	1047.4976666717967	953.7497885514431	7.23313186855841	141.9365911778842	47.73052946250711	1.657328757397742	113.8029251707967	58.00898688627342	198.01026966611843	2.536643849951194e-06	0.0007782216072800001	0.000150982470656	2.0301248647530362e-05	0.00012840942011800002	29.0305444419489	16.244920804704886	0.9736682871576711	1.5548867631987342	17.264879656461627
12.0.6.0	0.8874059041251651	176.1591430818746	22.953451014000894	282.73134161277494	0.000518523011187	0.006551403143339	481.17404248902034	421.1000664117119	78.94617095302677	40.67890385597916	5.6901288389286115	1620.2976340050845	0.000496420081075	199.57627108571205	142.32292262871164	1.39749268878206	198.6025073112187	1040.6158805760356	955.1816951324258	6.118021481507403	142.32292262871164	47.71069900421877	1.351218235336706	113.7473733711546	58.359596995747104	199.11139692290442	2.209655172437895e-06	0.0006788551596310001	0.00013170058346800002	1.770851151765299e-05	0.000112006811368	28.135294703356234	15.744024221914799	0.938045671238463	1.550229197597142	17.268658387227667
12.0.9.0	0.8849549397199211	175.6339048653495	23.48114019493122	282.72759518991813	0.000529368364565	0.0065489856531370004	481.17493126600516	423.5130576633638	76.52389972595198	40.17479926379472	4.809570407169006	1621.6822970290289	0.000431027649778	199.54893220085512	142.6943144053756	1.4414071137196651	198.55859288628105	1033.7052866054703	956.561648852589	5.156043095798471	142.6943144053756	47.69145303034869	1.096419356427234	113.69460359913636	58.69746497426291	200.17272892206677	1.926010283900499e-06	0.000592490182597	0.00011494097175500002	1.545491935484006e-05	9.774926747608862e-05	27.272276597033798	15.261156670289148	0.904097244748098	1.545585569892458	17.272404810084417
