	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
0	3.4e-06	1.4e-06	0.0	0.0	9e-08	0.0	0.0	0.0	0.0	5e-12	2.5e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-08	1e-08	7e-10	0.0	0.0	0.0	1e-10	0.0	1.6e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	3.399999994892893e-06	1.3999999908022466e-06	8.780458066535843e-15	3.905791634768837e-16	8.99999517704999e-08	4.200794907461665e-14	1.7067487857194234e-16	3.726958791888743e-23	6.538577247335072e-23	3.94337753457669e-12	2.4999828274334412e-09	9.853598643159107e-13	2.886715648648959e-14	9.077081903267569e-17	6.05087607257441e-15	1.6168369920948822e-14	4.876778528403887e-15	1.5208649279947953e-14	1.999999352810112e-08	9.998900588822708e-09	6.999997734835392e-10	2.2450752444720165e-16	2.0088337048814504e-18	2.0088337048814504e-18	1.0004278871186922e-10	6.470992877516193e-15	1.5999960244276912e-07	3.5488410600058116e-13	4.454503809102048e-15	1.9639172789511127e-15	4.933837460637309e-19	4.126189504150144e-19	2.5725178154056484e-17	5.783724349889641e-19
2	3.399999962973733e-06	1.399999933634547e-06	5.6790006188921e-14	5.249753830904312e-15	8.999985461307466e-08	1.356842349769198e-13	1.1770504877517324e-15	3.2201775354252184e-21	5.96260031034822e-21	3.1292893944705726e-12	2.499937698323198e-09	1.7434148489325433e-12	3.998979416808925e-14	2.848816611708051e-16	8.525630722567407e-15	2.2621706394580025e-14	6.848043332110961e-15	4.902570031836363e-14	1.999991301173252e-08	9.997486954543406e-09	6.999969554106381e-10	2.990711290515091e-15	5.3868888430310615e-17	5.3868888430310615e-17	1.0064233485106414e-10	8.691542300106694e-14	1.5999875646939722e-07	1.1215527275656638e-12	3.0133598263249544e-14	1.3275976483537823e-14	3.961735447368382e-17	3.322712226643285e-17	4.1114834567430675e-15	1.8098293602161407e-16
3	3.3999998836818816e-06	1.3999997528385515e-06	1.540058063273987e-13	2.2385962483108236e-14	8.999974192210655e-08	2.456254131008225e-13	3.395516229844506e-15	3.763162606304326e-20	7.095497167269253e-20	2.501560131295624e-12	2.4998732951255543e-09	2.326380196992733e-12	4.2256583601577795e-14	5.127372369328656e-16	9.05685555884639e-15	2.397869850676647e-14	7.267231616353705e-15	8.898756519116441e-14	1.999962906787447e-08	9.995487260476143e-09	6.999870173756065e-10	1.2632475600527167e-14	3.500402063045121e-16	3.500402063045121e-16	1.0201429965515349e-10	3.7015127818067326e-13	1.599977643600328e-07	1.9912322374740915e-12	8.567600685713387e-14	3.771730925463658e-14	4.24492380892774e-16	3.5635496498871007e-16	6.606542912202579e-14	4.347896122791082e-15
4	3.3999997218799565e-06	1.3999991726694672e-06	2.9385145613402643e-13	5.97047203671099e-14	8.999963009634668e-08	3.543456555526293e-13	6.900137807474317e-15	1.9881747695743368e-19	3.784961503949576e-19	2.017250659188537e-12	2.499795548209057e-09	2.7742993018224037e-12	4.029683570749962e-14	7.399173035278608e-16	8.657282670394776e-15	2.2898413978285386e-14	6.943583588344239e-15	1.2891400574100682e-13	1.999901071674858e-08	9.992845528545824e-09	6.999653750862003e-10	3.335353579303939e-14	1.270800693004373e-15	1.270800693004373e-15	1.041717221133682e-10	9.85534206762049e-13	1.5999677555076666e-07	2.814678719159418e-12	1.7172730254658325e-13	7.553778520101152e-14	2.0376399282810994e-15	1.7114047288447527e-15	4.3301498696457977e-13	3.9047965412184135e-14
5	3.3999993768314678e-06	1.3999974867292555e-06	4.639904247131896e-13	1.2340347385125863e-13	8.999952651739385e-08	4.5398133837657407e-13	1.162440564039569e-14	6.789939127066681e-19	1.300101132512605e-18	1.6433893948007225e-12	2.499708616023428e-09	3.11804355836934e-12	3.6612281962005714e-14	9.508214261442608e-16	7.874883046105629e-15	2.0818888559496657e-14	6.314861555386395e-15	1.6599531028079816e-13	1.999795530782463e-08	9.989607404748516e-09	6.99928435773862e-10	6.821208151305035e-14	3.350165529856966e-15	3.350165529856966e-15	1.0703598464628837e-10	2.0331076259176344e-12	1.5999585771439983e-07	3.5268765062437394e-12	2.8530551774044814e-13	1.2538866628999207e-13	6.295477420541142e-15	5.2890720318965835e-15	1.7187034610117843e-12	2.01884313664436e-13
6	3.3999986116078035e-06	1.3999934162797472e-06	6.513003341703435e-13	2.1748003334051368e-13	8.999943373163952e-08	5.418293788270887e-13	1.7442813958728332e-14	1.7661004783900756e-18	3.394500035726299e-18	1.354680977217044e-12	2.499615480017301e-09	3.381384863965424e-12	3.248512056900589e-14	1.1399609781871628e-15	6.991007093934131e-15	1.847792087769064e-14	5.605755232071471e-15	1.9923439406664204e-13	1.9996396678096017e-08	9.985862582686622e-09	6.998738837333607e-10	1.1888866899178413e-13	7.222437047039132e-15	7.222437047039132e-15	1.1049209829059772e-10	3.57610409339616e-12	1.599950345815141e-07	4.107616038850976e-12	4.219775831755283e-13	1.852855886310014e-13	1.4789910646991485e-14	1.2427899937915905e-14	4.972160181023348e-12	7.303518050418185e-13
7	3.399996981810777e-06	1.399985123386792e-06	8.442204661313653e-13	3.438309768978972e-13	8.99993519189889e-08	6.177114133354788e-13	2.4215420229521987e-14	3.818927024148119e-18	7.35968694640808e-18	1.131643542682078e-12	2.4995183424465373e-09	3.5826806498080576e-12	2.8539480466721946e-14	1.3068120084060104e-15	6.142998922188695e-15	1.6235248965579985e-14	4.925890332102631e-15	2.285253768148638e-13	1.9994303527310016e-08	9.98171288032302e-09	6.998006234558507e-10	1.8580094737997018e-13	1.3564418155444386e-14	1.3564418155444386e-14	1.144187632196664e-10	5.6433566673858194e-12	1.5999430829020485e-07	4.558723637355611e-12	5.770440827826984e-13	2.531321766468374e-13	2.886109029205366e-14	2.4254932304558022e-14	1.159251490285218e-11	2.071791930780465e-12
8	3.399993792025986e-06	1.399970359017606e-06	1.0335419658762897e-12	5.025858508853037e-13	8.999928013601848e-08	6.826462265013687e-13	3.180778026153665e-14	7.23365585130963e-18	1.3967777857548326e-17	9.59294857173594e-13	2.4994188536478687e-09	3.7360739348350055e-12	2.5036871937116377e-14	1.4532200413556302e-15	5.388773342309794e-15	1.4242169295190247e-14	4.321438431122028e-15	2.54188734944305e-13	1.999167387647337e-08	9.977257285047058e-09	6.997085856765676e-10	2.6834430330823414e-13	2.304881869027166e-14	2.304881869027166e-14	1.1870200981012325e-10	8.235340217082868e-12	1.5999367065259285e-07	4.8927622394781975e-12	7.460779305205494e-13	3.2695761718558774e-13	4.932601183820305e-14	4.145729771363454e-14	2.3137348047873218e-11	4.9260492324491976e-12
9	3.3999880880228937e-06	1.399946687440085e-06	1.2125484587296446e-12	6.925408855183023e-13	8.999921704253285e-08	7.380736955617841e-13	4.010044032782717e-14	1.2409714089566719e-17	2.399824780439731e-17	8.260538829441632e-13	2.4993182676346456e-09	3.852504768598875e-12	2.2059600525883633e-14	1.5818805799391233e-15	4.74692333223717e-15	1.2546865018696296e-14	3.8071681867830586e-15	2.7669891081342094e-13	1.9988527869623927e-08	9.972584156008661e-09	6.99598475436837e-10	3.651820645464798e-13	3.6306090654307377e-14	3.6306090654307377e-14	1.2324189787429127e-10	1.1331547041837643e-11	1.59993109751618e-07	5.126364291533282e-12	9.251903595091286e-13	4.050334545392029e-13	7.638227553134596e-14	6.420105870761993e-14	4.109070597140577e-11	1.0252563541284016e-11
