	Ib	It	Iv	Sb	St	Sv
46	193949.355066516	102384.55416500992	927927.4955901115	2455267.354680153	2523033.851396067	15673631.138716897
47	199591.55365098765	105116.77126203894	954789.5590131312	2449245.8849564437	2523328.0027318154	15662810.16291988
48	205367.4532260379	107927.65506268255	982360.2302958732	2443044.2161916653	2523513.8591745077	15651019.689400367
49	211279.5040054127	110818.96161500408	1010654.5621689645	2436658.8816907126	2523589.070304197	15638239.301426368
50	217330.14677543947	113792.46962472801	1039687.7098609107	2430086.4061418627	2523551.2496957276	15624448.366321472
51	223521.80915464513	116849.97955737861	1069474.917604793	2423323.309490339	2523397.9756617406	15609626.048412945
52	229856.90164421807	119993.31265169333	1100031.5041531394	2416366.111052614	2523126.7920925533	15593751.323088804
53	236337.81346490537	123224.3098404736	1131372.8472672275	2409211.3338775467	2522735.209397484	15576802.992005737
54	242966.9081763301	126544.83057502125	1163514.3671477833	2401855.509360073	2522220.705552242	15558759.699489253
55	249746.51907516792	129956.75154930892	1196471.5087749383	2394295.1821127674	2521580.7272570203	15539599.950166814
56	256678.94436912824	133461.96532004653	1230259.7231264298	2386526.9151000795	2520812.6912099607	15519302.127873844
57	263766.44212425547	137062.37881883822	1264894.4472443846	2378547.295039532	2519913.985500647	15497844.515871339
58	271011.22498369956	140759.9117526742	1300391.0831226388	2370352.9380735154	2518881.9711282686	15475205.318412466
59	278415.4546568014	144556.49488906987	1336764.9753884075	2361940.495714652	2517713.9836490476	15451362.68369383
60	285981.23617810884	148454.06822225748	1374031.3877542913	2353306.661066914	2516407.3349574776	15426294.728225144
61	293710.6119367758	152454.5790169468	1412205.4782190428	2344448.17532386	2514959.315205812	15399979.56264873
62	301605.55547770974	156559.97972631067	1451302.2729982997	2335361.8345444053	2513367.1948661483	15372395.319037685
63	309667.96507681895	160772.22578101448	1491336.639169584	2326044.496705567	2511628.226939309	15343520.17969853
64	317899.65709376184	165093.2732462974	1532323.2560192554	2316493.089030509	2509739.6493145474	15313332.407500908
65	326302.35910682834	169525.07634434866	1574276.5850831952	2306704.615588986	2507698.6872839066	15281810.377752824
66	334877.70283556427	174069.58483943515	1617210.8388764304	2296676.165166225	2505502.556214854	15248932.611636572
67	343627.2168584032	178728.74128357347	1661139.9483124937	2286404.919394597	2503148.4643845004	15214677.811214847
68	352552.31913360854	183504.47812080826	1706077.5288173265	2275888.1611413085	2500633.615978459	15179024.896012546
69	361654.30933350924	188398.7146485422	1752036.8451484502	2265123.2831435953	2497955.2142570256	15141953.041173678
70	370934.3610033977	193413.35383472993	1799030.7749355247	2254107.7968814108	2495110.464891007	15103441.717187354
71	380393.5135581413	198550.27899018818	1847071.7709647722	2242839.3416758296	2492096.5794690824	15063470.73117024
72	390032.6641311761	203811.35029572662	1896171.8222361472	2231315.6939996392	2488910.779178141	15022020.26968623
73	399852.5592923057	209198.40118431408	1946342.413829176	2219534.7769847126	2485550.2986575267	14979070.94307677
74	409853.7866525008	214713.23457903025	1997594.4856206658	2207494.6701088385	2482012.390027566	14934603.831267636
75	420036.766375745	220357.61898813982	2049938.389905277	2195193.6190426666	2478294.327092178	14888600.531009741
76	430401.7426198485	226133.2844592438	2103383.847978008	2182630.0456353878	2474393.4097147104	14841043.204503085
77	440948.7749300747	232041.918395127	2157939.9057461424	2169802.5580156394	2470306.9683654737	14791914.629343826
78	451677.72961137036	238085.16123462273	2213614.8884470053	2156709.9607819854	2466032.3688387126	14741198.249725105
79	462588.27110694454	244264.60200255	2270416.3545569344	2143351.2652551397	2461567.017135988	14688878.22881251
80	473679.85341291217	250581.77373356448	2328351.048986331	2129725.6997618894	2456908.364512111	14634939.5022048
81	484951.71156065987	257038.14877557062	2387424.8556651967	2115832.7199184885	2452053.912678931	14579367.832380181
82	496402.8532005271	263635.1339791941	2447642.749633428	2101672.0188790737	2447001.219161361	14522149.86401761
83	508032.0503222665	270374.0657806888	2509008.748760055	2087243.5375125157	2441747.902799104	14463273.180071708
84	519837.83114958875	277256.20518656616	2571525.8652257044	2072547.4744689635	2436291.6493865494	14402726.3584687
85	531818.4722478231	284282.73266915936	2635196.056912592	2057584.2960953081	2430630.2174423244	14340499.029279578
86	543971.9908853974	291454.74298329727	2700020.1788564385	2042354.7461567926	2424761.4440989243	14276581.932215406
87	556296.1376907612	298773.2399153285	2765997.93492415	2026859.8553206625	2418683.251101665	14210966.974278433
88	568788.3896369367	306239.13097851834	2833127.829882582	2011100.9503655953	2412393.650902554	14143647.287392017
89	581445.9434435824	313853.2220602383	2901407.1220756294	1995079.6630293038	2405890.752847155	14074617.285820492
90	594265.7094255869	321616.2120383746	2970831.776891368	1978797.9384593342	2399172.7694360465	14003872.723177603
91	607244.3057017109	329528.6874050279	3041396.421118855	1962258.0433338138	2392238.0226129373	13931410.748813545
92	620378.0530363988	337591.1168725406	3113094.298570429	1945462.573403511	2385084.9501215667	13857229.963374594
93	633662.9702378374	345803.8460023913	3185917.2270998093	1928414.4605105428	2377712.1118816044	13781330.473295243
94	647094.7701719772	354167.091875057	3259855.55724274	1911116.9790198246	2370118.1963631557	13703713.943970669
95	660668.8564206845	362680.93781726377	3334898.1326989736	1893573.7516302224	2362302.0269465423	13624383.651402047
96	674380.3207230181	371345.32820295205	3411032.252967131	1875788.7544253129	2354262.5682485886	13543344.531981492
97	688223.9413831139	380160.0633496783	3488243.638528619	1857766.320977934	2345998.93239035	13460603.229987966
98	702194.1812419707	389124.7945503809	3566516.39734007	1839511.1468465661	2337510.385189144	13376168.144098962
99	716285.1881487439	398239.0192137042	3645832.995764316	1821028.2916462885	2328796.352252225	13290049.469600935
100	730490.7961823923	407502.07617780654	3726174.2324725674	1802323.1803412423	2319856.424934968	13202259.237818304
