time	_101	_105	_11	_129	_13	_147	_15	_153	_174	_181	_19	_198	_21	_25	_27	_5	_75	_79	_84	_9	_96	_99	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18	species_19	species_2	species_20	species_21	species_22	species_23	species_24	species_25	species_26	species_27	species_28	species_29	species_3	species_30	species_31	species_4	species_5	species_6	species_7	species_8	species_9
110.0.	0.004269627132873001	0.0030364750698520003	5.444417839278629e-05	0.002275270251428	7.168619562059477e-08	0.08200880941913101	0.010784572545657001	0.003352688672449	0.011493098631072	0.00013501501128400001	0.005579988461558	0.00021079052110400002	0.161828600874346	0.000767357633861	2.081585490448065e-05	0.08343284462948	0.046252952049038	0.004524327326154	0.427708967562947	0.025341043944905002	5.3276561781150424e-05	0.08612498919180901	0.001644364840338	8.666456616707124e-05	7.167840335631201e-08	8.129854922746275e-06	3.019657772138337e-20	2.917840833859392e-20	0.00019783334584000002	7.025580224889718e-05	0.113345348021141	0.027662648438297	0.026462936436701	0.00011187302103600001	0.005947249145259	7.169315949468116e-08	5.152178305783791e-05	5.936293938245644e-05	0.006862877263138001	1.3267717741616393e-05	7.168464332755457e-08	0.030636952664032	0.08885903922044	5.836732459011757e-07	0.11340536070302801	0.011140372290713001	0.00019649427992800002	0.002429378221635	0.0038976557696380003	0.003816854113159	0.00010915807059700001	1.0473579692497151e-05	0.000133232717554
121.0.	0.004383616558053	0.0035751147370230003	5.3473018994324425e-05	0.0018343910366620001	8.239341824966591e-08	0.08984694352906401	0.011608518874495	0.002335548119459	0.011165612073788	0.00019917457306200002	0.004498420455363	0.000237588342261	0.141183583941659	0.0007847165574610001	2.356998528415657e-05	0.095179997950361	0.046962140634485006	0.004777855717775	0.43306028893966503	0.021330334801821	4.239730267611353e-05	0.08971351440594401	0.001728862646159	0.000126410178891	8.238662972383457e-08	9.103727837020934e-06	1.473751194023306e-20	1.4852459254050912e-20	0.00019857663824800003	7.979055151533948e-05	0.10347425100940401	0.023024638827578003	0.026931760334047	0.000109486635655	0.0048586483664210004	8.239829034377106e-08	5.040606218291498e-05	6.720918027897878e-05	0.007308391563406001	1.485377877369936e-05	8.239096059088398e-08	0.030326160863831	0.09021756133005501	6.711718345537488e-07	0.12755196972574	0.009781762682510001	0.00019769695230700002	0.0019854906253680004	0.004832745683880001	0.0026947399152150004	0.00010698899917500001	1.230272880849505e-05	0.00013877686053
132.0.	0.004463925013035001	0.0038205482594040004	5.2704655087226525e-05	0.0016100212899470001	9.310174189604039e-08	0.09548166164572801	0.012170566563352001	0.0017634104214200002	0.010078370354318	0.000249961130157	0.003945672143914	0.000250885413913	0.1274218888525	0.0007318144676370001	2.3683219457554102e-05	0.103115547336922	0.047522767296736004	0.0049836483063920006	0.43695903508295203	0.017419974007431	3.7335227189329985e-05	0.088319272688982	0.0017771750304310001	0.000157843307012	9.30960758272279e-08	9.296591453783325e-06	9.25501440484309e-21	9.779245433153883e-21	0.00019906493675200002	8.876387400826457e-05	0.097829427251247	0.018825551684561	0.025181685423774	0.000106402973466	0.00432104873509	9.310563452856301e-08	4.951634116001963e-05	7.43114841086503e-05	0.007687874139297001	1.4949384757815293e-05	9.309951315262847e-08	0.027909908846334004	0.091785260719435	7.574612820033444e-07	0.134366077590121	0.008213977003682	0.000198487035883	0.001767440759847	0.005507474796220001	0.00208758403663	0.000104243615067	1.3379313551650373e-05	0.00014324775810300002
143.0.	0.004509003468336	0.0038544757242640003	5.2486346126842694e-05	0.001551444428276	1.016395825728513e-07	0.098380779154286	0.012458301560018	0.001533333394823	0.008794702557274001	0.000271678287011	0.0037969484441750002	0.00025593218502800003	0.120436689508448	0.0006474162028770001	2.1931191077613822e-05	0.106712131015035	0.047968001099845003	0.005151275038836001	0.43979810338044806	0.014529243688105	3.637866383231041e-05	0.08485590206410701	0.0017946492641390001	0.000172369093938	1.0163462374959391e-07	9.01899115326655e-06	7.91799399755876e-21	8.726879511812793e-21	0.00019938571956000002	9.581147124887848e-05	0.09570408162358401	0.015859060297124	0.022477731659516	0.000103866859025	0.004208640636628	1.0164320319433818e-07	4.9105652160723596e-05	7.953644960918604e-05	0.008018736697406001	1.4070204887032151e-05	1.016377946120593e-07	0.024735684393568002	0.09309182570242201	8.254636181752641e-07	0.135660201192948	0.006907344018359	0.00019900607336900003	0.001724313339583	0.0058858722829880005	0.0018654402054050002	0.00010189398109300001	1.374737905663444e-05	0.000147183016319
154.0.	0.004545067167817001	0.0037630408414760005	5.2784965657769996e-05	0.0016317265201310001	1.0706940117696651e-07	0.09882968566952001	0.012514135339047001	0.001560517675031	0.0076986091363540005	0.00026016241145500004	0.003984485004033	0.00025702550953400003	0.11959123432385801	0.0005634085616350001	1.94038025449731e-05	0.106647914410798	0.048323379472508005	0.005288455452909	0.44186488540411306	0.012933952318541001	3.8898410668998705e-05	0.080379983946991	0.001789766547426	0.00016760438274900002	1.0706466292105299e-07	8.543397862286349e-06	9.079030333588464e-21	1.0362062650772769e-20	0.00019959645461500001	0.00010048160515	0.09676838149908301	0.014364996479983001	0.019813252813266003	0.00010235474349000001	0.004460461624807	1.0707330957254598e-07	4.914746989362535e-05	8.260270519260608e-05	0.008316527496096	1.2816444398484302e-05	1.0706805304295059e-07	0.021807773452366	0.09392793196429601	8.680511297801874e-07	0.13252068035203401	0.006071195168974	0.000199347049851	0.0018322499888740003	0.006002958983824001	0.0019447061849740001	0.00010040585429200001	1.360985904615514e-05	0.000150932089132
165.0.	0.004622151425964001	0.003608524652664	5.3515451127514114e-05	0.0018537099767050001	1.092895606299165e-07	0.09722988638659001	0.012391531848097001	0.0018432323820390002	0.007005902591952001	0.00022191301181300003	0.004512116377408001	0.00025784032534100003	0.12494244100505801	0.000499355259679	1.696802881468753e-05	0.103706401590112	0.04860868432322701	0.0054016020733590004	0.44336984241208205	0.012776870332696	4.521718263912188e-05	0.07493653836500401	0.001770852342084	0.00014682526055300002	1.092845037737379e-07	8.002231520616732e-06	1.3458643666385941e-20	1.57937449413304e-20	0.00019973489491000002	0.00010282114853200001	0.101233301196018	0.014519346762044002	0.017851715219984	0.00010202055791800001	0.005090805652344	1.092944157428785e-07	4.960465973220535e-05	8.369280992715076e-05	0.008592784881864001	1.1666579551389541e-05	1.0928867707047548e-07	0.019797363257855003	0.09419012410475201	8.846271850684058e-07	0.12496260793044901	0.0058089864524620005	0.000199571050954	0.0020988514212760003	0.005915335889025	0.0023425621554420003	0.00010001775240200001	1.3106209365934933e-05	0.00015472139919300002
176.0.	0.004811607801583	0.003432222145571	5.469462105889223e-05	0.0022321158080040003	1.085102799865039e-07	0.09374422253829301	0.012143666243197002	0.00245730947703	0.006856203180542001	0.00017066259013400002	0.005412959251074	0.000262354488073	0.137091071986224	0.00046664079790200005	1.5212212792144283e-05	0.09828250281051501	0.04883944713360001	0.005496208237844	0.444467410090826	0.014336031079930001	5.62326270476522e-05	0.068275417552193	0.001746303015609	0.00011755365261200001	1.0850417233338041e-07	7.428929333876499e-06	2.4459539680440347e-20	2.925159363080431e-20	0.000199825841865	0.000103027658184	0.10950727963251401	0.016691132233615	0.017081070764594003	0.000103033370059	0.0061388399063640004	1.085170954978907e-07	5.0541549263842555e-05	8.311702991541139e-05	0.008856380751212001	1.099149528781799e-05	1.0850999352106908e-07	0.019229940075866002	0.09376280613049401	8.769113581966793e-07	0.112414915803626	0.006236312142547	0.00019971820621800002	0.002541721649998	0.005670789352906	0.0031691421295810002	0.00010097884911500001	1.226909917889349e-05	0.00015874625294900002
187.0.	0.00518614216403	0.0032730592020810004	5.644604425773749e-05	0.002731762576864	1.0497353648017691e-07	0.08847544836972601	0.011843106958455	0.0034644664623610004	0.007382351513607	0.000123941940848	0.006606777932201001	0.000275899988643	0.155590936548751	0.00047407171527900005	1.459413691590112e-05	0.090693344406285	0.049028056849464006	0.005576898115129	0.44527079938969305	0.017945370500719	7.16396857958254e-05	0.061130086922732	0.001727110967523	9.027327079085165e-05	1.049653380166794e-07	6.842838239087057e-06	4.885072018015858e-20	5.830585793510746e-20	0.00019988558855700003	0.000101293574345	0.12084132456516102	0.021260613379981003	0.017954053832776002	0.00010568066265400001	0.007481658510619001	1.0498375010632319e-07	5.2110682273996205e-05	8.11545848328964e-05	0.009115271359239	1.1143430823603871e-05	1.049740429260223e-07	0.020622422135743	0.09251185317695	8.468696682061097e-07	0.09586497430071801	0.007487295137780001	0.000199814878397	0.0031066348332060003	0.005308903599141	0.004489673495281001	0.000103591089642	1.1103199107912861e-05	0.00016320143377
198.0.	0.005707480019572	0.0032116047734980003	5.8709838298539075e-05	0.003171769185979	9.936069040538564e-08	0.08263778585527601	0.011611397731822001	0.004618050966209	0.008643917819934	9.727943709817038e-05	0.007673318517890001	0.00030443611541900004	0.175646891627839	0.0005283248027150001	1.55036717567011e-05	0.082831143847249	0.049184228407866	0.005646513078991	0.44586086014479204	0.023197964402351	8.534113375208487e-05	0.057115706326317	0.001726900278374	7.552166768774156e-05	9.93493283320864e-08	6.3958313822515226e-06	8.78023194839387e-20	9.978715409073249e-20	0.00019992483854900002	9.808628176298363e-05	0.13098728319563702	0.027429978704438	0.020747429186907	0.000109952464956	0.008547458498561	9.937492608866247e-08	5.4249145845962255e-05	7.827098860594871e-05	0.009375222465032002	1.245224550324541e-05	9.936148123544814e-08	0.024213707539913	0.090546345915993	8.004764358173586e-07	0.08197782826370001	0.009452848791970002	0.00019987838621700002	0.0035455056477290002	0.004932260824633001	0.0058729324097130005	0.00010771756387100001	9.842158502201622e-06	0.000168107002294
209.0.	0.006103910725228001	0.0033885679697340004	6.0746207176503184e-05	0.0032881229566760002	9.379578744041385e-08	0.07919723749266301	0.011584710571087	0.0052546711880330004	0.010371241813927	9.684777382350568e-05	0.007976660520314	0.000347838375214	0.187773697919374	0.000622975265272	1.8008738041388554e-05	0.07886471844676701	0.049314503858277	0.005704638362803	0.44629089957689505	0.028112995792438002	8.64729641898575e-05	0.060809643921936	0.001752620919828	7.897794130227663e-05	9.378112310144826e-08	6.440435250413839e-06	1.134109259617156e-19	1.182337080252718e-19	0.000199950623437	9.486345525864124e-05	0.134069931163284	0.032410772650751	0.024997498117861002	0.00011463179603800001	0.008651068532688001	9.381150923592525e-08	5.618768155260606e-05	7.56901220247789e-05	0.009632965349155	1.4939595280414843e-05	9.379457303926879e-08	0.029177657512485	0.08856922618575301	7.558035217992796e-07	0.080035221335644	0.011430013195124001	0.000199920107043	0.0035748395939780003	0.004792991812496	0.006388299225175	0.000111976697505	9.13693424806646e-06	0.00017299371940600002
220.0.	0.006143604122219	0.0038600468987510005	6.148161342709183e-05	0.0029903365049510004	9.131746152940177e-08	0.08035112793582401	0.011816416436777001	0.00492697914678	0.011908016143226001	0.000120989140777	0.007276051324501	0.000393603952239	0.18480931905653802	0.0007269946271240001	2.149547649389224e-05	0.08159904229172	0.049421941756675004	0.005749362255214	0.44659603430139105	0.030235629648136003	7.43484466816762e-05	0.071607627954145	0.001797619735441	0.00010073272604000001	9.130109307299689e-08	7.2105141587972026e-06	9.303163930239323e-20	9.112594349683682e-20	0.000199967562561	9.381808630413581e-05	0.128628428945609	0.033760562498796005	0.029234887952756004	0.00011758432893700001	0.007758307286709001	9.133083832955152e-08	5.6849853065505765e-05	7.514821242004304e-05	0.009872755324272	1.796290102105676e-05	9.131253149491965e-08	0.033610833054267	0.08748942165100601	7.375367487650215e-07	0.091076772691512	0.012509835996644	0.000199947515122	0.0031948217035090002	0.005098820879826001	0.005738532074561001	0.000114370641464	9.53983169511617e-06	0.000177082460312
231.0.	0.005961677052899001	0.00443284429453	6.0650061981162346e-05	0.0024892547835330004	9.357501830713812e-08	0.085382298233084	0.012238892371017001	0.003932070159732	0.012632606103781	0.00016477093229500003	0.006070309012567001	0.00042688247857000005	0.169628682517124	0.0007979055268760001	2.4766873097077163e-05	0.08966440368723601	0.049508001252759004	0.005781415159397001	0.44680601300982803	0.028774782592912003	5.9144220782260456e-05	0.08262987220852401	0.001847881481739	0.000136804459811	9.355950889197125e-08	8.384374229622292e-06	5.308237821561509e-20	5.1405254472381256e-20	0.00019997869054900002	9.615032083869504e-05	0.11859890575807801	0.031410986987792	0.031766601204219	0.00011757744293300001	0.0064655657629630004	9.358479756255544e-08	5.601253747300059e-05	7.745695590472786e-05	0.010076762480792001	2.04301854994554e-05	9.35678509994364e-08	0.035815059421816	0.08768018538788401	7.580092021414074e-07	0.10765198384487701	0.012319051787313	0.00019996552058500002	0.002656673668589	0.005743485271337	0.0044957532522410006	0.00011406440774900001	1.086807383087768e-05	0.00017988815219300002
242.0.	0.005783219002767	0.004841624318077001	5.9020181565781447e-05	0.0020506412308370003	9.965122942847636e-08	0.09164489476272901	0.012695893432430001	0.0029117931678670004	0.012360939196122	0.000217444734588	0.005007718196209	0.00044264778424800004	0.15157075788726102	0.0008100566207530001	2.6601390765984222e-05	0.099010588522281	0.049574913291014	0.005804101232706	0.446948237961144	0.025048242162281003	4.771083353799082e-05	0.08838044873327801	0.001888258208133	0.00017794502154000003	9.963823069638845e-08	9.301322231512264e-06	2.737561686221431e-20	2.71428077827861e-20	0.00019998600097000002	0.00010102698613800001	0.10909028899978901	0.027057183535573	0.031823483016874	0.00011514356006900001	0.005377934652467001	9.965826986996986e-08	5.4451360955939784e-05	8.17227868003464e-05	0.010237975145823001	2.1504267593490514e-05	9.96442239152465e-08	0.035306241455602	0.08884404480284301	8.086342689296959e-07	0.12173879803288501	0.011155141747287	0.000199977349093	0.00220714245155	0.006439582232942001	0.00334398223637	0.00011176606395400001	1.2374514585499451e-05	0.00018149002655600002
253.0.	0.005654429233504001	0.004992834465537	5.7500929070934716e-05	0.00177232387648	1.070597843794205e-07	0.09680287691370801	0.013039960165437	0.0022032262831	0.011353458898158001	0.000262823230589	0.004330693636014	0.00044391723957700006	0.136944336658328	0.0007672443212360001	2.6450944428494833e-05	0.10621055058224901	0.04962603677853	0.005820770108934	0.44704460159889003	0.020878611635630002	4.1088862715717655e-05	0.089050083089261	0.0019088022196430002	0.00021180479182	1.0704937960548359e-07	9.632724164929421e-06	1.6060014747327978e-20	1.653097017621766e-20	0.000199990803477	0.000106526917822	0.102410444627388	0.022528021346045	0.029823167979700003	0.000111732493388	0.0047040041687130005	1.0706523905648399e-07	5.2996433087297204e-05	8.623766608187098e-05	0.010362522347646001	2.1060724197105223e-05	1.0705401379716139e-07	0.032740722527409005	0.09039572364430701	8.688873517989161e-07	0.130298711768134	0.009603402652741	0.00019998511971300003	0.0019298331192460002	0.006972706354297	0.0025757231305810003	0.00010869722849400001	1.3453463718699681e-05	0.00018233182193400001
264.0.	0.005547496229814	0.004931061121658	5.652077967358514e-05	0.0016476234372330002	1.1347174795788798e-07	0.09981177008920401	0.013202581147854001	0.00182614830939	0.010044719882344	0.000286366714314	0.004024950205577	0.000435889427112	0.127636665144768	0.0006923488693890001	2.465552249954793e-05	0.109908850362155	0.049665014531586005	0.0058337743176840005	0.44711067468069704	0.017403236672192002	3.8443160229701195e-05	0.086792412088827	0.0019079291150030002	0.00022851672616600003	1.134632280671175e-07	9.476936649538905e-06	1.1952089012373381e-20	1.2791230722901869e-20	0.000199993958436	0.00011106253599100001	0.09880806315391301	0.018894060021223	0.02674680824924	0.00010855589623200001	0.004421864167223	1.1347647788753278e-07	5.200207033285366e-05	8.967909816844037e-05	0.01046293057188	1.954965584841318e-05	1.134672329129287e-07	0.02921372597525	0.091851914644532	9.201975724096717e-07	0.13366185678428	0.008147160342295	0.000199990224545	0.0018149917706660002	0.007256326724163001	0.002184488956274	0.00010580434551300001	1.3943226306289562e-05	0.00018288657755500002
275.0.	0.005455733391412001	0.00473538778669	5.611623743054987e-05	0.0016556519121800001	1.1755342169108939e-07	0.10060006545601101	0.01318339504347	0.00171734340244	0.008807874101092001	0.00028146773332100004	0.004039682736044	0.00042324679233200004	0.123797657106869	0.0006106788895210001	2.201322007730518e-05	0.110232545939693	0.049695113639025006	0.005844655792817	0.44715713264405604	0.015083797956290002	3.9123687630542125e-05	0.08304437305283001	0.001889597398839	0.00022421876110400002	1.1754597353472149e-07	9.054764392073694e-06	1.155130249375819e-20	1.280553730079607e-20	0.00019999603105500002	0.000113849895774	0.098136392332224	0.01658240950373	0.023533254411826	0.00010623379192	0.004483207146308001	1.175580741621907e-07	5.1498535795909865e-05	9.147325457630456e-05	0.010551115757521	1.7590960624910424e-05	1.1754989303008529e-07	0.025704758900165003	0.092939566141819	9.522096272897721e-07	0.132707550976416	0.007059476832953	0.000199993578112	0.0018429209976970002	0.007291356650133001	0.0021018666760190003	0.000103622675671	1.39384254240624e-05	0.00018348990061000002
