	MAPK	MAPKMEKpp	MAPKPH	MAPKp	MAPKpMAPKPH	MAPKpMEKpp	MAPKpp	MAPKppMAPKPH	MEK	MEKPH	MEKRAFp	MEKp	MEKpMEKPH	MEKpRAFp	MEKpp	MEKppMEKPH	RAF	RAFK	RAFPH	RAFRAFK	RAFp	RAFpRAFPH
0	0.4	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.3	0.0	0.0	0.0
1	0.39999847051115256	1.424889939324268e-06	0.29999995390014084	5.84989591301228e-08	4.609985781839533e-08	8.704230587396057e-14	2.681244129758402e-15	1.3846572709924771e-15	0.18872154495377172	0.19904797691345022	0.00960641409800759	0.0006964818972998701	0.0009517010035079742	2.1811926085666003e-05	2.991482590796825e-07	3.2208304183691964e-07	0.21532932073333	0.13947854668479534	0.2979160319413435	0.060521453315204796	0.012437031868715193	0.00208396805865671
2	0.3999486487538173	4.424954759704255e-05	0.2999958935013564	2.994964950970694e-06	4.106489540736427e-06	2.2488161746016303e-10	1.0109124202898272e-11	9.10316078178441e-12	0.16961276519524307	0.19490206471913535	0.022071457181149216	0.0028877635845549615	0.005088655672029304	0.00027941536807750156	6.413617631916187e-06	9.279608835474178e-06	0.19154086795137362	0.14331193874880596	0.2949621391148134	0.05668806125119428	0.024382337363018505	0.00503786088518667
3	0.3996774360387264	0.00025897793377627193	0.2999595330460927	2.3107262751985047e-05	4.046611518880913e-05	1.1138665008427487e-08	6.721725038991738e-10	8.387190985599574e-10	0.15087612325446242	0.18917268713994814	0.031277181601208175	0.0057481133543429465	0.01077600238368998	0.00098067292793748	3.160692955568439e-05	5.1310476362105044e-05	0.17182133124820884	0.1476235077604749	0.29219036301347345	0.052376492239525264	0.03573468499659353	0.007809636986526433
4	0.398924415955013	0.0008102077022278782	0.29982286784973744	8.809220374562204e-05	0.000177116354991837	1.415397694054127e-07	1.0448980933915673e-08	1.5795271424063207e-08	0.1341188669336038	0.18337123602330976	0.037551370847336965	0.008675226348240217	0.01647555827733859	0.0021250984280134573	9.032422411785409e-05	0.00015320569935186172	0.15508545422467787	0.15152637978925274	0.2896228474457017	0.048473620210747394	0.04638730373492582	0.010377152554298254
5	0.39743214679721567	0.0018259019859059255	0.2994907869955921	0.00023178134470518746	0.0005090810116246445	8.804235986124856e-07	7.644416613990312e-08	1.319927839384334e-07	0.11979391677736614	0.17824457538471541	0.041536657112307494	0.011316844976561935	0.021422700254887263	0.0035775374441850394	0.00019283666479008566	0.0003327243603974887	0.14098527971093666	0.15499511528180485	0.28728718698892586	0.04500488471819522	0.056182828003301155	0.0127128130110742
6	0.3950161517120093	0.003362905613967913	0.2988678237303752	0.00048488792487693923	0.0011315086665942679	3.527189534730913e-06	3.512899858466171e-07	6.676030311935933e-07	0.10781058247185453	0.17404274015157123	0.043853466456418716	0.013508134916419487	0.02536091300401301	0.005160647847176159	0.00034347565619947924	0.0005963468444159328	0.12918901240356043	0.158034914881362	0.2851989641921819	0.041965085118638064	0.06503075236638818	0.014801035807818174
7	0.39159730479874194	0.005405233448846504	0.2978825031306642	0.0008682825053526126	0.002115089561772739	1.0502884153059884e-05	1.1794935698183924e-06	2.407307563617803e-06	0.09785688383137077	0.17075176076358423	0.04500805305151859	0.015211551311969126	0.028306695672323173	0.00671834252892771	0.0005411937067982309	0.0009415435640927505	0.1193818274878382	0.16066516938365744	0.2833569941608804	0.039334830616342686	0.07291394047625288	0.016643005839119658
8	0.38720028175278326	0.00788189787449227	0.29650089803346397	0.0013902571387502138	0.003492290116071524	2.5298620555660224e-05	3.1626468821469886e-06	6.81185046512959e-06	0.08957489139202883	0.16824522407100462	0.0453752847619827	0.016463007639213583	0.03039475048421252	0.008143614259190806	0.0007812295235405081	0.0013600254447830252	0.11127495405148113	0.16291495249144006	0.28174756091071473	0.037085047508560065	0.07986866032949971	0.01825243908928527
9	0.38193115776540876	0.01069085079568695	0.2947283703838982	0.0020471425685440765	0.005255542205125222	5.204907806454692e-05	7.170176193508198e-06	1.6087410977105155e-05	0.082638570571779	0.16636738004325763	0.04521778305630757	0.0173316978166301	0.03179215441831287	0.009379798645414973	0.0010566300793741316	0.0018404655384297397	0.10461013259948539	0.16481906303485647	0.2803501888960982	0.03518093696514372	0.08596153762974626	0.019649811103901783
