	T	Tm	Tmw	Tw
41	58708837.341261685	820541.5376648685	25455.50772682685	271620.75914428127
42	59500577.83635176	875977.036895111	27058.231305085632	292014.081704944
43	60296265.36971661	936198.5768503891	28875.099275694105	314195.95824176725
44	61095178.19884351	1001672.0038573473	30940.848657073864	338340.0963023167
45	61896500.807788506	1072911.3999106777	33296.453629480326	364638.09958715586
46	62699313.83251024	1150483.7202762684	35990.29125538453	393301.23639914946
47	63502582.730150774	1235013.9719609316	39079.55851740841	424562.41744447674
48	64305145.016652584	1327190.9912801727	42632.0014822533	458678.40316568536
49	65105696.68647145	1427773.3153246853	46727.954382405165	495932.1087303398
50	65902777.24514871	1537595.4863994839	51462.797841404274	536635.1117194977
51	66694753.47257348	1657574.6068676685	56949.9096187331	581130.3235721724
52	67479801.89285633	1788717.062451819	63324.20162041301	629794.8159006129
53	68255889.96503371	1932125.2829293052	70746.359502889	683042.7815613883
54	69020756.45699637	2089004.240519907	79407.80770562294	741328.5403346884
55	69771889.35655756	2260667.969054184	89537.04116188576	805149.8043233908
56	70506504.57294473	2448544.819993891	101406.70583126716	875050.6853408
57	71221523.44332668	2654181.789766923	115342.21709702711	951624.7035974002
58	71913550.00801882	2879247.1939401133	131732.02379814812	1035517.6039615122
59	72578848.85781418	3125530.9485081257	151039.73248605564	1127429.80563764
60	73213324.28018096	3394941.654749715	173818.40379265914	1228118.309986501
61	73812501.69332461	3689499.518647642	200727.3175908499	1338397.8456331703
62	74371512.8371687	4011323.7958762837	232551.49949818949	1459140.9748328123
63	74885085.9526725	4362613.669875819	270224.3253664995	1591276.8554566058
64	75347543.21289833	4745620.750246168	314853.4317828123	1735788.2760452982
65	75752807.47236675	5162611.648195045	367750.1155779748	1893706.559981808
66	76094420.92256051	5615818.839541726	430462.2672385221	2066103.8846370669
67	76365578.5347445	6107378.0463962	504810.66912166006	2254082.551428997
68	76559179.30143084	6639250.562866458	592928.2259338979	2458760.7470293916
69	76667898.36836313	7213129.293476532	697301.3056852391	2681254.3832475767
70	76684282.96915582	7830327.903778969	820811.8818019907	2922654.7024773383
71	76600874.60397078	8491653.43251851	966778.5669777276	3184001.4968026727
72	76410359.06333293	9197264.028566567	1138993.9248263007	3466252.0277582724
73	76105744.60498413	9946515.178195683	1341754.673207058	3770246.054547877
74	75680566.80822513	10737799.848352948	1579880.6087887953	4096667.7801384837
75	75129116.35768703	11568390.29467109	1858717.378364392	4446005.993986763
76	74446683.32072575	12434291.68902556	2184117.7242153147	4818514.196996509
77	73629808.44604583	13330119.935509674	2562395.8025278756	5214172.967343141
78	72676529.46743508	14249017.74488438	3000249.0709384317	5632657.350547651
79	71586607.85220201	15182623.559117485	3504643.5734689385	6073312.274739681
80	70361717.30263028	16121107.0768042	4082663.2293492802	6535138.37229099
81	69005581.27873057	17053283.759252332	4741317.442157664	7016792.202117009
82	67524039.17013416	17966814.05386928	5487318.131189862	7516601.539063049
83	65925032.067493275	18848489.126162272	6326828.575296667	8032597.627161265
84	64218498.108220205	19684595.959313806	7265198.666968281	8562563.869102519
85	62416177.79600664	20461346.983758166	8306699.784577665	9104099.2529071
86	60531334.252896704	21165352.02559768	9454277.131702881	9654693.472372556
87	58578402.58312717	21784103.79975037	10709336.889391353	10211809.234328285
88	56572587.460067905	22306445.765714508	12071584.489873726	10772966.700776177
89	54529433.447985135	22722990.218763106	13538927.477436496	11335824.412331074
90	52464393.79630916	23026459.071606435	15107451.05514139	11898251.655290568
91	50392423.239277445	23211925.278613485	16771469.508817574	12458387.761246357
92	48327616.61977422	23276942.68351493	18523649.739816323	13014685.416911267
93	46282910.34688275	23221560.567348752	20355198.71223544	13565936.24028939
94	44269857.01150028	23048229.629591495	22256101.169087008	14111278.733495034
95	42298477.28383541	22761612.67249072	24215392.46956518	14650189.742917968
96	40377186.81919482	22368320.163675237	26221449.12292479	15182461.973210376
97	38512790.77377636	21876593.1988006	28262281.225230273	15708170.676751912
98	36710537.12419439	21295955.280964304	30325813.275413513	16227632.263150679
99	34974219.36678903	20636850.770602304	32400144.117260758	16741356.906993784
100	33306299.931238536	19910309.517526224	34473765.632641464	17250005.15383527
