	T	TStar	V
0	100.0	0.0	100.0
1	16.959193333274932	37.45284850916341	182.3293365679543
2	111.64430803936821	6.115527920067758	23.399004855485533
3	14.609773442160348	29.71856582042044	146.5164514860405
4	125.95826805128483	6.351289981508165	23.646618536278034
5	13.321713128285394	25.3055053537951	125.61138851364407
6	134.7928470313158	6.284275705976188	23.028771173403076
7	12.351429592116101	23.343859314562557	116.41664671049405
8	136.93477277056212	5.770813012161712	21.073386461663254
9	11.448501810257376	23.439880586338877	117.35015470816704
10	131.84992708192817	4.900373103776992	18.064914865671366
11	10.630048857797455	25.68221707568546	128.97577601981405
12	119.91822127243677	3.926302416143525	14.802891263867778
13	10.106357486710555	30.711262677819896	154.4225218805633
14	102.70418365749467	3.0922491193294466	12.06605020676438
15	10.336066864746426	39.94325260600909	200.1583524959665
16	82.75230780112835	2.5248922061375985	10.290593001790603
17	12.468208669049323	55.890135403065976	275.80208120586065
18	62.857012086159756	2.2544931771932073	9.644251078843704
19	20.533122828359375	81.51443101522449	383.56696623177214
20	45.24507679076481	2.294075393675263	10.297557305699577
21	51.96175570011112	110.97290858107098	461.67436511699367
22	31.132777170378194	2.7177678984948095	12.736840835043271
23	150.2606377390318	99.62680833640803	340.4699325680332
24	20.75799653289176	3.750349684242736	18.200046560641557
25	247.016723485084	41.42352164375288	127.31006198520146
26	13.7188163072027	5.934695724378544	29.54578038975616
27	230.81458426650414	11.946891602931588	37.89252299741837
28	9.381424230122086	10.510477444106858	53.20612031285494
29	168.14907326356976	4.117058956039135	14.2944916767036
30	7.268682888059489	20.2789090322927	103.49590668029751
31	109.31390101533238	2.1095678715741606	8.126784561567453
32	7.794917971965199	41.381447348199266	209.9310220588805
33	66.5209442125363	1.6565851780699092	7.023059629736266
34	17.062330745750764	84.04059547458398	401.1982714355256
35	38.898072751657566	1.887254080316764	8.634587450612264
36	89.74591254145942	122.29662052122272	461.5236542681267
37	22.36903392516996	2.857806974216529	13.793747432909003
38	251.76428591028179	49.900219027496995	152.0290548504232
39	13.061202359109048	5.2696307076619195	26.3046911596873
40	233.1939639593673	9.98743132711957	31.61036802953426
41	8.246870926164565	11.019791781331373	56.048278847713796
42	153.25403303492612	2.9723413556862623	10.573730319101337
43	6.528798845842571	24.802975901208825	126.96508278487747
44	90.0258385780039	1.6465487810510027	6.605593683148368
45	9.189087868505963	57.25853838778956	287.1785266096319
46	50.199152443193654	1.5699394407614442	6.9507363824166015
47	39.462564429884814	115.53110077043489	498.237408245849
48	27.42585846206212	2.2282966095971792	10.573222472807359
49	210.28061470881994	81.96131967075866	259.2952968872598
50	15.157051182589868	4.099354305179624	20.304325033294077
51	255.15996426764522	15.315310375177624	47.10909317953256
52	8.961296703681269	8.7998588150417	44.632332501038164
53	172.2326924875439	3.596877027730418	12.413552560049865
54	6.4667592937323235	20.54408743140477	105.23615359380689
55	100.1132949243718	1.695303208217367	6.655877677524979
56	7.895628709575765	49.487399025670605	250.45282275402067
57	54.82472680684598	1.4903246557320753	6.514871458427716
58	29.69095210448461	108.25631454376828	484.8351714230605
59	29.370506145277055	2.0557050021584864	9.692271509123056
60	189.79366472355107	93.63735336703965	302.89906105418584
61	15.907593676709801	3.7793335933957954	18.66794495738458
62	261.0924014579897	17.63097261902882	53.81374909903597
63	9.199908632788663	8.20564426431062	41.579851318960465
64	178.14931157294018	3.818810925027566	13.061098432522728
65	6.459841584855567	19.448195844000363	99.63415725337934
66	103.02088046389984	1.7074291111980082	6.663260300919553
67	7.6063455244009335	47.60400877184469	241.4026263848063
68	55.98578763501475	1.4671702892603922	6.3936289821220145
69	27.80830678602118	106.4857902798318	480.74645719631013
70	29.76031097623947	2.014715368957895	9.487020889189026
71	185.93526622311472	95.85042377709652	311.41553610467366
72	16.00355316615693	3.719254457603302	18.364847251590454
73	262.0882600943597	17.91249018187154	54.60508314372549
74	9.198837361853759	8.132039623027728	41.20737914606024
75	178.54151378434784	3.8113114420645564	13.027876417617033
76	6.434466698014664	19.41296940342289	99.46563828280209
77	102.83251638250435	1.695663134485112	6.619947476768407
78	7.6024155974596255	47.81773677748902	242.47961533452397
79	55.668774933764105	1.4621278203624322	6.377123925672908
80	28.32883041514965	107.22986377452679	482.9648490246721
81	29.49969408651494	2.020936950258766	9.524393013877441
82	189.2638446706251	94.38500138251979	305.4466077854644
83	15.832472792132119	3.7550030292201413	18.553050670225947
84	261.2939959937099	17.315840405384574	52.84643500282268
85	9.1019431330106	8.253353929111723	41.83831149286857
86	176.76195055093552	3.7122920059219466	12.723781901948092
87	6.401400112969308	19.780090787339482	101.35942142826934
88	101.45283443430841	1.6752277353937142	6.558869494484718
89	7.707176060965317	48.83340029700786	247.43188795929757
90	54.79757709469471	1.4642507752911853	6.401456909318735
91	29.806367321009755	108.91358070148075	487.4143519360855
92	29.00062909056647	2.045385359333941	9.65539459065803
93	195.21706549278446	91.49131857702983	294.06511672572464
94	15.564124865313183	3.828036901490599	18.93260990657986
95	259.72856141983567	16.428983582161237	50.24712742936591
96	8.970539771640793	8.452878839450293	42.87219981696152
97	174.1620491262299	3.5835311144285646	12.331432574898887
98	6.367247852365454	20.315695664186947	104.11638238333099
99	99.62807075919552	1.6522661262426155	6.49363007818137
100	7.864186456921455	50.196571352261266	254.04058701440317
