time	A1	A1_2	A2	A2_2	A3	A3_2	CREB_n	DUSP_c	DUSP_n	DUSP_n_ERK_n	DUSP_n_pERK_n	DUSP_n_ppERK_n	DUSPmRNA	ERK_c	ERK_n	Elk1_n	F	FOSn	FOSn_2	FmRNA	Fn	Kin	Kin_2	MEK	PreDUSPmRNA	PreFOSmRNA	PreFmRNA	RSK_c	RsD	RsT	c_FOS_c	c_FOSmRNA	pCREB_n	pDUSP_c	pDUSP_n	pDUSP_n_ERK_n	pDUSP_n_pERK_n	pDUSP_n_ppERK_n	pERK_c	pERK_n	pElk1_n	pMEK	pRSK_c	pRSK_n	pc_FOS_c	ppERK_c	ppERK_n
660.0.	181.83291105834832	0.519488941651726	22.515254012822396	2.871765987177611	12.94364712777068	0.14897287222930702	984.6701046014638	2.023612346271685	2.112798684508981	4.889915739814719	0.72042399004679	0.051635001458878005	23.042974606900128	83.70568211808975	1342.5838224177073	1483.7026779195637	2.419561637916996e-08	0.43995874985321803	0.020499586923626002	3.608576630909542e-07	4.757970585397887e-09	81.24393618863483	1.421803811365348	533.6670222819591	9252.381738660615	123.56652209318932	0.000180043045181	352.6543977839406	238.07334427978682	9.33015572021455	0.027678733200416004	16.05044307414681	15.329895398536253	5.0695650852199834e-05	0.0013128789270580002	0.003039584217209	0.00044771642720700005	3.2091902011994646e-05	115.96605110445019	31.369800895191617	26.29732208043949	103.65417771803591	0.28763514102327803	0.247677502424188	0.00045001960608400006	371.678735047106	241.29627268382922
715.0.	181.79576053896213	0.5566394610378751	22.375352991450015	3.011667008550005	12.932149967302264	0.160470032697718	986.5625754749858	2.857731681480935	3.129954708570994	7.572606285862798	0.7356987748937911	0.057117382756845005	27.91669506123311	94.78070691674031	1403.2354235107216	1497.5053248486695	1.3151311989268151e-07	0.690341678136102	0.025917515410080003	1.528327907593879e-06	2.6338259181258123e-08	81.12810565172317	1.537634348276982	539.5704701796161	10299.17998075534	123.74918240618801	0.000583410240974	352.6773320396439	239.02924471655783	8.374255283443429	0.042630480952878004	20.717432239992167	13.437424525013416	6.891439044569396e-05	0.0015964278800110001	0.00386396503317	0.00037529223221000003	2.913947935925017e-05	125.79231511871171	21.624095223880317	12.494675151333922	97.75072982037932	0.26850041561610605	0.23144314570447302	0.0006543179847810001	352.5393868253031	180.1578889291541
770.0.	181.75945508287893	0.592944917121067	22.24584098729464	3.14117901270539	12.920786323127171	0.171833676872805	988.2752013881523	3.811005536787389	4.3433337495479964	10.840349196853513	0.738345836241434	0.05899559868977201	32.14720083174541	106.27180875330238	1447.393270996937	1502.3755952488948	4.95561580808185e-07	1.003676854270806	0.029632526623269	4.545948103844617e-06	1.0062188376457559e-07	81.01280554324862	1.652934456751555	545.737056089894	10899.474080141254	113.2301456670221	0.001337889629967	352.7006182411745	239.8289239237036	7.574576076297558	0.061021995526303004	24.995862115554807	11.724798611846637	8.800471978180842e-05	0.00177366492328	0.004428738240651001	0.00030155766999800005	2.4097780535497984e-05	135.4344408492879	15.638992166318003	7.624404751107987	91.58414391010194	0.24909109143847202	0.214878306105748	0.0008794439555280001	332.48810653858993	134.08952466254564
825.0.	181.72397522112595	0.628424778874033	22.12594635804215	3.261073641957883	12.909554638362009	0.18306536163796003	989.7695483509742	4.852255226193337	5.724694637546416	14.595504755714849	0.732915996127235	0.058767259928125	35.398698820392255	117.88570320584924	1478.3864917060914	1504.8872181838472	1.4189887361618912e-06	1.371042147997681	0.031758711431353004	1.0402182316323281e-05	2.9115560040463505e-07	80.89805934635815	1.767680653642023	551.7169627169402	11127.971179077389	98.50484017035666	0.002396336859194	352.72332568408774	240.48261473963572	6.920885260365543	0.08232974379147201	28.58870487946224	10.230451649024827	0.00010681343935300001	0.0018630020617490001	0.004751874727972	0.00023854823851000002	1.9129493086479494e-05	144.44170879376537	11.77800693043547	5.112781816154986	85.60423728305543	0.23018152691520402	0.19865100753025303	0.001110846737488	312.3045836616532	101.33762233741193
880.0.	181.68930194436462	0.6630980556353501	22.014954797354164	3.37206520264588	12.898453374423429	0.19416662557654102	991.0380864927952	5.94966528464043	7.2326362656184	18.70778725490033	0.723328768984243	0.05775974397807301	37.66023405636944	129.3204305184506	1499.7215294944226	1506.3083258034599	3.30857402987837e-06	1.780612308304558	0.032980893132071004	1.971920752551479e-05	6.842324291546351e-07	80.78388982577943	1.8818501742207672	557.2274555391178	11171.871320205772	83.83180612240766	0.0036546215078550005	352.7447008509096	241.01152105058125	6.3919789494198564	0.10592174128067501	31.444615046124603	8.961913507203684	0.000124437663984	0.0018971208906350002	0.00490898344242	0.00018975379334100001	1.5153832533420331e-05	152.52230619296233	9.20042690898186	3.691674196542659	80.09374446087756	0.212395009127945	0.18331768892747802	0.0013370025631070002	292.70604584645406	78.83391937218444
935.0.	181.65541669155976	0.696983308440219	21.91220507157717	3.474814928422865	12.887481010813193	0.205138989186777	992.0966232128799	7.078556302428862	8.824833382297639	23.054152548146472	0.7119149798108451	0.056590952300770006	39.12645176738997	140.33508258544	1514.602134799057	1507.1756510243622	6.6256650934945896e-06	2.221117463128874	0.033779962421226	3.27673637356338e-05	1.378278802930337e-06	80.6703190311945	1.995420968805676	562.1233606629793	11144.155840009676	70.68422031101943	0.005040314346457	352.76428147280603	241.4398279630258	5.9636720369753675	0.13119548658694	33.62705824608309	7.903376787119147	0.000140397638281	0.0019035181714320002	0.004974533409884001	0.000153578003795	1.2209162716680432e-05	159.5515724532112	7.421470830574409	2.8243489756405182	75.19783933701581	0.19611120436593402	0.169231288444208	0.001550317609842	274.2163753629941	63.30303839882463
990.0.	181.62230133892552	0.7300986610745711	21.81708507363858	3.5699349263614533	12.876636044901803	0.21598395509817	992.9714647867261	8.221999688045724	10.466977891157992	27.537716058380852	0.69984439577763	0.055467122009513	40.0188078442885	150.7325918062703	1525.2449684778726	1507.7415985699415	1.185071947406468e-05	2.682886794164559	0.034365887197841005	4.9613633477605435e-05	2.476075704641885e-06	80.55736830111111	2.108371698889027	566.3594839903966	11089.321610380668	59.346175071286794	0.006513248125966001	352.7818427002862	241.78989705775953	5.613602942241726	0.15762426378990602	35.22953396802005	7.028535213272909	0.000154591066277	0.00189796666102	0.004994936068931	0.00012691507690500001	1.0059604086728371e-05	165.52598585785958	6.151037516437429	2.258401430060994	70.96171600959808	0.181513657399581	0.156568289885085	0.0017469206568620002	257.1770912771347	52.31173086060727
1045.0.	181.5899381891079	0.7624618108922191	21.729028170254	3.657991829746043	12.865916991705047	0.22670300829493	993.6898686391077	9.368923843527796	12.134394714572624	32.08803741007393	0.6878551295708111	0.05449345095444601	40.516514662621816	160.3465914205796	1532.9915343362422	1508.1301599429894	1.946412038224625e-05	3.157824689803562	0.034861502823708	7.022012555428291e-05	4.080524259454254e-06	80.44505826717499	2.2206817328251462	569.954854985629	11023.637447790223	49.721117523394476	0.008052660082087	352.79731153303635	242.08017177797737	5.323328222023814	0.18476324769705602	36.344790344883066	6.310131360891135	0.000167185887275	0.001888681677705	0.004995765588102	0.00010707217904000001	8.483076715768573e-06	170.50482347493605	5.21491365331766	1.869840057013635	67.3663450143654	0.168660697702279	0.145391377750239	0.001926124220839	241.79610301072196	44.331505463230194
1100.0.	181.55830996081556	0.7940900391845791	21.647509822532804	3.739510177467236	12.855322383690323	0.237297616309654	994.2767997313503	10.51222394598422	13.810246383047124	36.65602756131561	0.676468104585761	0.053743950342752006	40.74905556985728	169.05477820057257	1538.664726204436	1508.4069111815538	2.9937172724231183e-05	3.639244592365162	0.035361877593295	9.451030334083359e-05	6.292633657688336e-06	80.33340885908724	2.332331140912841	572.9640563824024	10953.375088745077	41.609349652763925	0.009654036007523	352.81072293590444	242.32484946662748	5.078650533373596	0.212243318993645	37.05587787979833	5.723200268648278	0.000178504805771	0.001880493192614	0.004992510718443001	9.211953395081015e-05	7.319133803207641e-06	174.5799997460228	4.506240862123131	1.5930888184482521	64.35714361759207	0.15752129729886602	0.135683730855779	0.002089455168977	228.16896031035313	38.41639245174502
1155.0.	181.52739977855697	0.825000221443219	21.57204445650054	3.814975543499491	12.84485077055736	0.24776922944262003	994.7543428524688	11.64737879752977	15.483333537085793	41.20841535396651	0.6660216488785761	0.05326433047199201	40.80569881725183	176.7898143457682	1542.799631649937	1508.6094279941135	4.3730796521575805e-05	4.12168980826804	0.035938560511991	0.000122423572557	9.211172214469646e-06	80.22243930982918	2.443300690170874	575.4570208377127	10881.151791645749	34.79810991045485	0.011327383117484002	352.82219234831985	242.53443173475372	4.869068265247304	0.239761894714305	37.43440244115973	5.245657147529686	0.00018892604241700002	0.0018765673452970002	0.0049954572735900005	8.072677561875864e-05	6.456364440113254e-06	177.86156789002723	3.957243219378435	1.390572005888726	61.86417916228213	0.14799787315083301	0.127369053712641	0.002239609627426	216.29328039265957	33.95962810809771
1210.0.	181.4971911627318	0.8552088372684651	21.502182567308076	3.884837432691948	12.834500719035601	0.25811928096438	995.1416386160314	12.771531839855049	17.146319740178683	45.723110056179074	0.656700802685899	0.053075215976347005	40.74662683421768	183.53771864619947	1545.763700376382	1508.7606938280803	6.130052237842865e-05	4.600753265949555	0.036640961570827	0.000153958955151	1.2933681467554102e-05	80.11216816138133	2.553571838618676	577.50634803416	10808.147736300432	29.090433720240704	0.013095030493648002	352.8318880467821	242.7165484641962	4.686951535804871	0.26707358568905504	37.541072376596794	4.858361383966939	0.00019881522423000002	0.001878974904174	0.005011446407895	7.19686071253802e-05	5.816832299016956e-06	180.46628853148925	3.523432264694165	1.239306171921686	59.81485196583486	0.13994934129248102	0.120331160041254	0.0023796236318750002	206.09035979135098	30.557260457253772
1265.0.	181.46766801998547	0.8847319800149651	21.437508038829687	3.949511961170365	12.824270812684878	0.26834918731510105	995.454955647886	13.882895094114902	18.7944516420336	50.18572348784996	0.6485736217086561	0.053178630121359004	40.61193604666712	189.3277782897668	1547.8205923930598	1508.8754870228515	8.31063857155548e-05	5.07291068832825	0.037500289059401004	0.000189208511141	1.7558552177097232e-05	80.00261327085576	2.663126729144266	579.1802831947134	10734.933727526794	24.31315226035033	0.014989826217445	352.8400049737959	242.8767388023932	4.526761197607726	0.29398154899100604	37.426917471035395	4.5450443521120505	0.00020848852971600001	0.001888951246416	0.005044723106523001	6.518867613301386e-05	5.345230756087494e-06	182.50786543527175	3.174675782726962	1.124512977150421	58.140916805281435	0.13321286860077702	0.11443285521118401	0.0025123407811640003	197.43077548488822	27.93210420330449
1320.0.	181.43881463371608	0.9135853662844831	21.377635661931908	4.009384338068139	12.814159651680583	0.27846034831939803	995.7078822777959	14.980364564698824	20.42468065377718	54.587097555561265	0.641626673278194	0.053564531586972004	40.42816105088496	194.21949234790694	1549.1659699481909	1508.9636838087213	0.000109626580493	5.535373959463396	0.038534212248302	0.000228383643053	2.318791443824334e-05	79.89379181689682	2.771948183103237	580.5394777267641	10661.803482733076	20.31749886230459	0.017054235904908	352.8467438705055	243.0190718457858	4.384428154215198	0.32032978883879903	37.134620409486395	4.292117722202342	0.00021819944450100003	0.001907096384978	0.005097571780893	5.9912610582788165e-05	5.001808627624046e-06	184.09007788735823	2.889996708271023	1.036316191281095	56.78172227323073	0.12762114544028	0.109531295501784	0.002640141600196	190.1581145102111	25.88932000263006
1375.0.	181.41061565502915	0.9417843449715271	21.32220883876309	4.064811161236953	12.80416585263734	0.288454147362643	995.9116094806312	16.06327319267018	22.03507554077678	58.921591231162076	0.6357950289498611	0.054216020453310004	40.212790401372864	198.2901839402792	1549.9486380736528	1509.0320884840232	0.000141374195002	5.985965671302741	0.039751029310987	0.00027183799816300004	2.993119218378252e-05	79.78572030667057	2.880019693329519	581.6360291159648	10588.91650218866	16.977146362761218	0.019340382817872002	352.8522970327589	243.14659589930346	4.256904100697469	0.345996445901779	36.699766682596255	4.088390519367067	0.00022814009874300002	0.0019335537083570002	0.005170864601142001	5.5792308167866866e-05	4.757694261797494e-06	185.3031154168484	2.654441953950418	0.9679115159789431	55.6851708840301	0.12301413031522601	0.105488666863029	0.0027648587483010004	184.10756496983018	24.289238698443963
1430.0.	181.38305609372756	0.969343906273163	21.270897456306333	4.116122543693715	12.79428804839896	0.29833195160102	996.0752576906289	17.131232980553357	23.62443512651387	63.18590953471971	0.630985239214483	0.055113020182377	39.97732141110099	201.62500450697354	1550.2837153890575	1509.0855058040906	0.00017891679804600002	6.423013288756024	0.041152938308158006	0.00032009016475	3.790926841569206e-05	79.6784145829682	2.9873254170319012	582.5137537674539	10516.363468055808	14.185496734060356	0.021910892462676003	352.8568400384203	243.26164729474633	4.141852705254598	0.37088803088978906	36.15195296152758	3.924742309369726	0.00023844983436800002	0.001968161907235	0.005264519103015001	5.2569213340924887e-05	4.591728590895189e-06	186.22251943791272	2.457133865042098	0.9144941959114871	54.80744623254089	0.11924583900200401	0.10217852373902601	0.0028878028510340003	179.11865504024072	23.030083789877068
1485.0.	181.3561213096356	0.996278690365142	21.2233959188006	4.163624081199449	12.784524887848942	0.308095112151038	996.2062062596306	18.18403454941883	25.192034957688605	67.37830986062934	0.6270915958252701	0.056234678741849	39.72930041400494	204.3097577939294	1550.261300164146	1509.1273984516592	0.00022289900957600002	6.845260535511984	0.042738414591339	0.00037384860965200003	4.7259286752656175e-05	79.57188983174366	3.093850168256428	583.2090341825619	10444.197922658954	11.852926519015108	0.024840391221991002	352.86052799796977	243.3660575880742	4.037442411926723	0.394934521894638	35.515744295986806	3.793793740367886	0.000249226127826	0.002010574552522	0.005377856053148	5.0049357874563596e-05	4.4882779082858505e-06	186.90984396643282	2.290019313224641	0.8726015483430921	54.11216581743257	0.11618739349318001	0.099488781928248	0.0030098413591700002	175.04286637841773	22.036639037191406
1540.0.	181.32979700414964	1.022602995851067	21.1794213263685	4.207598673631555	12.774875035724135	0.31774496427584603	996.3103990622257	19.221583389590403	26.73746224363404	71.49806764692235	0.6240068171306661	0.057560818148327	39.47367532549051	206.42627481440255	1549.9524725812437	1509.1603053765255	0.00027406845815600004	7.251793497545435	0.044503844248485004	0.00043404067530200004	5.814017313457367e-05	79.46616058996631	3.199579410033859	583.7518609960091	10372.452421451399	9.904249710635833	0.028217549534828003	352.86349482973276	243.46129209173958	3.942207908261257	0.41808522913448404	34.81148968948247	3.689600937772804	0.000260535153822	0.0020603479163750003	0.00550986255446	4.8085962779863664e-05	4.435702677151906e-06	187.4142371237146	2.147043719130691	0.8396946234776541	53.56933900398539	0.11372757746265101	0.097322441980007	0.003131493214442	171.74737296874355	21.252623249406316
1595.0.	181.3040692118913	1.048330788109372	21.13871178849317	4.248308211506888	12.765337172408168	0.32728282759181004	996.3926130855464	20.243859403797636	28.26050846961285	75.54511893006698	0.6216285017956731	0.059072726658039004	39.213688118207585	208.04979798527646	1549.4136335771393	1509.1861162713585	0.00033330572756400004	7.641979143416799	0.046444590399874	0.0005018470270420001	7.073900488058419e-05	79.36124075358035	3.304499246419813	584.1668704278877	10301.147161151765	8.27647977491442	0.03214760642936	352.86585433489535	243.5485435844309	3.854956415569935	0.440305327918308	34.056011784557164	3.607386914452123	0.000272420773404	0.002117001542908	0.005659374801105	4.6567079021267364e-05	4.425275167613099e-06	187.77436910294713	2.023592073060937	0.813883728644719	53.15432957210669	0.111771912790998	0.095596941701187	0.003253018777132	169.1161527079293	20.635450149721414
1650.0.	181.27892429282602	1.0734757071746661	21.10102486414885	4.285995135851203	12.755909993776132	0.336710006223852	996.4566860814623	21.250891156818085	29.76109949030251	79.51982273523681	0.619862593662946	0.060753519379834	38.95146194186569	209.24780132362156	1548.6897426497549	1509.206256344811	0.00040165906684500003	8.015414234930898	0.048555648898236006	0.000578742703428	8.527839143353335e-05	79.25714358610507	3.408596413895073	584.4742847325234	10230.294787089984	6.916898487185428	0.036755348672355005	352.8677021935167	243.62879708240285	3.774702917597873	0.461572963919439	33.263187467298295	3.543313918536628	0.00028491161738800004	0.002180057420257	0.005825197943643	4.5406682628705724e-05	4.450408191230465e-06	188.02035441111954	1.916102455502634	0.7937436551934051	52.84691526747126	0.11024098301260801	0.09424279119022601	0.003374495872704	167.04949024213977	20.15256272664927
1705.0.	181.25434892425935	1.098051075741358	21.066136116143294	4.320883883856766	12.74659221097807	0.346027789021913	996.5057047936476	22.242739408952872	31.23924995276147	83.42280425758928	0.6186248558153671	0.06258822880932001	38.68838662689135	210.0797563077426	1547.8167863116482	1509.2218134349648	0.00048038474682200006	8.371882918639944	0.050832016985208006	0.000666545750679	0.00010202505461800001	79.15388172699011	3.511858273010092	584.6907228137188	10159.903176130601	5.781409125963538	0.042188537174628005	352.86911831007643	243.7028758103801	3.70062418962059	0.48187684426167304	32.444435380235454	3.49429520635127	0.00029802638075	0.002249063374631	0.006006179528878001	4.4538189664929005e-05	4.506101272608484e-06	188.1754856710527	1.821793936792708	0.7781865650398061	52.6304771862758	0.109068474587053	0.09320192007170701	0.003495879552041	165.46260889067918	19.778829834216793
