[II_f]	[II_l]	[mIIa_f]	[mIIa_l]	[V_f]	[V_l]	[Va_f]	[Va_l]	[VII_f]	[VII_l]	[VIIa_f]	[VIIa_l]	[VIII_f]	[VIII_l]	[VIIIa_f]	[VIIIa_l]	[IX_f]	[IX_l]	[IXa_f]	[IXa_l]	[X_f]	[X_l]	[Xa_f]	[Xa_l]	[APC_f]	[APC_l]	[PS_f]	[PS_l]	[VIIIai_f]	[VIIIai_l]	[Vai_f]	[Vai_l]	[PC_f]	[PC_l]	[TF_l]	[TF_VIIa_l]	[TF_VII_l]	[TF_VIIa_IX_l]	[TF_VIIa_IXa_l]	[TF_VIIa_X_l]	[TF_VIIa_Xa_l]	[TF_VII_Xa_l]	[IXa_VIIIa_l]	[Xa_Va_l]	[IXa_VIIIa_X_l]	[V_Xa_l]	[VIII_Xa_l]	[IIa_f]	[V_IIa_l]	[VIII_IIa_l]	[Xa_Va_II_l]	[Xa_Va_mIIa_l]	[XI_f]	[XI_IIa_l]	[XIa_l]	[APC_PS_l]	[APC_PS_VIIIa_l]	[TFPI_f]	[AT_f]	[IIa_AT_f]	[TFPI_Xa_l]	[TFPI_Xa_TF_VIIa_l]	[APC_PS_Va_l]	[IXa_AT_f]	[Xa_AT_f]	[VII_Xa_l]	[V_mIIa_l]	[VIII_mIIa_l]	[TM_l]	[IIa_TM_l]	[IIa_TM_PC_l]	[mIIa_AT_l]	[XIa_IX_l]	[LIPID]
1400.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	10.0	0.0	0.1	0.0	0.7	0.0	0.0	0.0	90.0	0.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	300.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	2.5	3400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	849079.0
1217.7419665002278	182.25803349977255	3.9020546939647466e-52	3.328663722019753e-48	3.9391969223345846	16.06080307766542	3.287039720440744e-27	4.9605753009908083e-23	1.9758089071564031	8.024190582648453	0.0197058778832211	0.08029361169772031	0.13783388164571211	0.5621661183542879	1.2377415309248107e-28	9.281877722143446e-25	17.72312815206461	72.27687184746928	1.0223293333360341e-17	1.4874828613404069e-13	122.99518678008755	47.00481321725491	4.553637412688592e-18	2.522180650503715e-15	6.817021100179157e-62	8.906036799082672e-59	59.107861883875884	240.8921381161241	2.0429306582569252e-100	3.4484487731874204e-96	5.4829317344527285e-99	1.842999950740698e-94	12.629063858984892	47.370936141015115	0.004998979385795536	5.072955435926259e-07	5.101951458566647e-07	4.659842011325413e-10	0.0	2.654021954863486e-09	3.5088590385410867e-12	3.037380012190976e-26	3.884032496641126e-42	3.2104958255604136e-41	2.516790217874955e-45	2.247722251557833e-18	7.863160529969581e-20	7.557208350801686e-49	1.1144643988263746e-52	3.8941598660211727e-54	6.48609479633502e-44	1.9647264110674018e-46	30.0	6.249373492566406e-52	2.6261100012684663e-55	1.1283546699561947e-61	4.514369811092515e-92	2.5	3400.0	4.8536812210886705e-53	1.0041384493289869e-22	1.8653860047933401e-34	2.4126035396243376e-90	1.1109753260967165e-23	1.9630909918336873e-23	5.450026841627672e-19	4.908918426107492e-52	1.7155903913019634e-53	1.0	2.088726297515364e-52	1.0886609203782283e-55	2.648131368846742e-57	2.3508467219359237e-59	787625.9752764261
1067.0183232466038	332.9816767533968	5.092306766013778e-46	2.515337286551811e-42	0.8442197831982738	19.15578021680173	1.3199103084082128e-24	1.1558478229706538e-20	0.43307674178057187	9.56692184922723	0.004238574580979375	0.0957600154634924	0.029480542060799683	0.6705194579392002	5.0347018393256666e-26	2.161640227708482e-22	3.7932334444253795	86.20676655205646	2.9917101295298942e-16	2.48303851311831e-12	90.68799362277055	79.3120063511947	3.6597436434098985e-16	1.1007281291920548e-13	1.0901730100301452e-54	7.625379192995874e-52	12.698464043877458	287.30153595612256	1.829836498811198e-88	1.494669739406195e-84	4.860509223854921e-87	7.992410454167037e-83	3.9540671918701493	56.045932808129855	0.004997181052272281	1.3804052014990948e-06	1.4089921994747183e-06	3.5156891233527546e-09	0.0	2.5961051159416322e-08	7.358646211979382e-11	7.58890641661009e-24	3.4706282938051096e-38	7.429689507885024e-37	1.4119957678117008e-40	2.5696445274236516e-16	8.984453687900018e-18	5.7055244158920165e-43	3.2198295492877998e-46	1.1228355726875462e-47	1.0494883661544848e-38	7.213257857668313e-41	30.0	8.714125282904825e-46	6.222189195341928e-49	4.4517772799651716e-54	8.646616366021059e-81	2.5	3400.0	6.783819135064862e-47	1.6191238270439494e-20	1.8600105475723695e-31	4.623311303574382e-79	6.958884201088842e-22	3.165388094382527e-21	6.042229859509473e-17	1.4186095467232534e-45	4.949034013193466e-47	1.0	2.9162922256661533e-46	4.2694003335846666e-49	5.925966044999951e-51	1.2593025334756905e-52	761945.3097191168
938.8666218905255	461.1333781094753	6.8080044259562364e-43	2.6136310901395096e-39	0.1924869530354253	19.807513046964576	3.751232947831839e-23	2.419352563074651e-19	0.10913383128166364	9.890863783636334	0.000982978918492687	0.09901463403904076	0.006658096244508502	0.6933419037554914	1.4471937252004847e-24	4.522033409619877e-21	0.8594246305209863	89.1405753595388	1.785061598644998e-15	1.1244678819747279e-11	67.70133401994649	102.29866589302145	4.235177519310401e-15	9.079160360453108e-13	4.899555915010726e-51	2.8217752449595974e-48	2.9286478844089383	297.0713521155911	1.4435408937656654e-82	1.070801766923637e-78	3.831947077076074e-81	5.7290349334576675e-77	2.240563500053444	57.75943649994657	0.004995227875529063	2.290082341177183e-06	2.38508200434492e-06	9.928972103431403e-09	0.0	8.664147649503444e-08	3.896768169426411e-10	1.608678643794493e-22	5.026666755913248e-36	1.8938788439927558e-34	4.314091712123238e-38	3.446318069599346e-15	1.2042217239451147e-16	5.924444359162241e-40	6.751963722685083e-43	2.352117228453987e-44	6.046527365045474e-36	5.545344176167444e-38	30.0	1.2157239563763258e-42	1.1604639029377458e-45	3.7923385418487664e-50	5.544014717068479e-75	2.5	3400.0	9.4823461248472e-44	2.9066526747831575e-19	8.609469320435985e-30	2.966026823399098e-73	6.628534122479233e-21	5.682508768637012e-20	7.842376355854012e-16	2.97670691646831e-42	1.0375015345309085e-43	1.0	4.069264435335765e-43	1.2722819117739793e-45	1.0604901878859065e-47	5.3211151343974784e-49	745289.5853784934
828.8120617109165	571.1879382890844	1.1473128900255186e-40	3.53219329794744e-37	0.04968858182799697	19.95031141817199	3.658856449790768e-22	1.9446809023660436e-18	0.03850318632668545	9.96149343635111	0.00027021350457434736	0.09972640611897854	0.0016554358053173612	0.6983445641946818	1.4244745116283593e-23	3.6326749904765806e-20	0.21642764581527402	89.78357233457562	5.795339148439024e-15	3.0951373592358226e-11	51.117868517980405	118.88213129064297	2.2340060635534316e-14	3.833368837214075e-12	2.0164736454839648e-48	9.486439597807504e-46	0.7891417991391843	299.21085820086086	1.4133892345777092e-78	8.2281906386154e-75	3.737553673581462e-77	4.404940811806813e-73	1.907194383832894	58.09280561616712	0.004993242301350282	3.1694255511817798e-06	3.3773222024424444e-06	1.9578155157046332e-08	0.0	1.9017706992895727e-07	1.1956710097767944e-09	1.2861642419325877e-21	1.520527747962598e-34	8.627558448280987e-33	2.1002376014099975e-36	2.0191807036347845e-14	7.05092534837136e-16	7.999950632065386e-38	1.351723798431722e-40	4.702071225141424e-42	4.6465102669122865e-34	5.625108615900847e-36	30.0	2.149379040428048e-40	2.6495729846522144e-43	1.8633740481180308e-47	3.24574859614405e-71	2.5	3400.0	1.6801673194118422e-41	2.109123610729871e-18	1.1906436397415298e-28	1.7374911137215864e-69	3.008807970719197e-20	4.1233394243127276e-19	4.445739489432628e-15	5.9632260271541e-40	2.0757463257259802e-41	1.0	7.198472770195993e-41	3.366203554361943e-43	2.317153379317742e-45	1.846325600184257e-46	732292.2811475147
733.7587738365501	666.2412261634508	5.7367131560226805e-39	1.4851674646706463e-35	0.017760264241839904	19.982239735758085	2.025800984670307e-21	9.40626097422117e-18	0.02291771208713992	9.977077915100418	0.00011117600672969716	0.09988444699545754	0.0005356196560904927	0.6994643803439068	7.944541751380009e-23	1.7560399056179491e-19	0.0725509483214933	89.92744901937218	1.3765099634919497e-14	6.58506413734136e-11	39.05109923486542	130.94890042722548	7.730400138969338e-14	1.1300308980773445e-11	2.0583819796181597e-46	8.190618450578695e-44	0.3114340854516671	299.6885659145484	1.4264342398243481e-75	8.021030837398332e-72	3.780575555549464e-74	4.296087264075661e-70	1.8580244926213614	58.14197550737866	0.0049912501897587565	4.00685967033805e-06	4.372812427729999e-06	3.2240469062657075e-08	0.0	3.351533429866254e-07	2.744331126669173e-09	6.1153855804685055e-21	1.9864090986482145e-33	1.5269382213843644e-31	3.923071784376279e-35	7.643130476245708e-14	2.6671895169769063e-15	3.360742448014549e-36	7.5292716711309e-39	2.6147342750964263e-40	1.2234109176585438e-32	1.8666165462722329e-34	30.0	1.1279882463908457e-38	1.722303006610167e-41	2.322159588749517e-45	3.110171056902318e-68	2.5	3400.0	8.83803873132724e-40	9.379561319208366e-18	8.601066681998575e-28	1.665792953029808e-66	9.266517062932578e-20	1.8337058099619815e-18	1.6283598076811753e-14	3.3236585768482554e-38	1.1552108526915606e-39	1.0	3.7806656676958e-39	2.3205057341639025e-41	1.44287516836109e-43	1.563788858960972e-44	721508.32073698
651.3159697861305	748.6840302138705	1.309898888911959e-37	2.9284790957913324e-34	0.010364106308411893	19.98963589369138	7.915226993686997e-21	3.3238940773163706e-17	0.01946154497764116	9.98053308632392	7.45808452556006e-05	0.09992004512147054	0.00027526899630664966	0.6997247310036855	3.122432897657748e-22	6.201561056321948e-19	0.039140953161202426	89.96085899900231	2.7120623279081264e-14	1.198995128032029e-10	30.21386784980369	139.7861316279567	2.0601363905888457e-13	2.665674679292165e-11	8.407941638234456e-45	2.8875675483511884e-42	0.20126913038040528	299.79873086961965	3.862933397212083e-73	1.7962970032383797e-69	1.0203972047293939e-71	9.626444618271996e-68	1.865676745809396	58.13432325419062	0.0049892572683307174	4.804104172956512e-06	5.368698392934286e-06	4.771655405073224e-08	0.0	5.169445986595986e-07	5.26795068284237e-09	2.109416256905427e-20	1.5521274391690177e-32	1.5175899972482102e-30	3.995549966496409e-34	2.2103661260435587e-13	7.708188618650416e-15	6.620143870582973e-35	1.8256729338290054e-37	6.328592106273114e-39	1.6292017443659163e-31	2.9967171805909743e-33	30.0	2.7206604771475552e-37	5.077715192389974e-40	9.92237630315697e-44	5.333411878107529e-66	2.5	3400.0	2.137423815720007e-38	3.0753048872187455e-17	4.1541994981820115e-27	2.8582239618768145e-64	2.2551575258485494e-19	6.012227365673137e-18	4.557571205413089e-14	8.064485729748625e-37	2.798445447454545e-38	1.0	9.130545219713862e-38	6.779738093964338e-40	4.038594718336443e-42	5.6236826831411535e-43	712365.609996641
579.5674693255027	820.4325306744983	1.82416122344736e-36	3.6051020942730304e-33	0.008701638087907197	19.991298361911568	2.446862678850997e-20	9.503302959771621e-17	0.018816660192181568	9.981176975474407	6.6565355977258e-05	0.09992706381466128	0.00021593879255506535	0.6997840612074262	9.699813101446357e-22	1.7719863876816884e-18	0.0315618139917682	89.9684381199753	4.7245239816243434e-14	1.9680316254218206e-10	23.708838913861552	146.29116034729603	4.601576430013958e-13	5.406926643783354e-11	2.0033616000035658e-43	5.909588185646851e-41	0.1769308740402821	299.82306912595976	4.841849465783496e-71	1.821252313196293e-67	1.2634396016329711e-69	9.766940948025128e-66	1.8837565242020806	58.11624347579794	0.0049872648373322	5.566206002200139e-06	6.3643332994153485e-06	6.583607964075275e-08	0.0	7.298213373650234e-07	8.965949180290186e-09	5.860041601300199e-20	8.629818711343612e-32	1.0316011890778435e-29	2.7130787372305593e-33	5.32868093458897e-13	1.8569766612858522e-14	8.140035260012087e-34	2.4501155968902177e-36	8.47156272821944e-38	1.3644830240136501e-30	3.017494432415932e-32	30.0	4.0651238157514813e-36	9.262425766939613e-39	2.156605516526079e-42	3.809895073573423e-64	2.5	3400.0	3.204048670784225e-37	8.201959348430612e-17	1.5305297399820198e-26	2.043034207259007e-62	4.69212636130216e-19	1.6034850547908972e-17	1.0634483332418058e-13	1.0829911015365792e-35	3.7495345216365507e-37	1.0	1.3678926990136352e-36	1.0764358352798896e-38	6.908453355105035e-41	1.0358104136041807e-41	704538.6358254025
516.9446871414639	883.055312858537	1.625780014740237e-35	2.896155425594272e-32	0.008299583478816508	19.991700416520064	6.380339220180505e-20	2.328148355939274e-16	0.0187725952215591	9.981220045200038	6.480498807046906e-05	0.09992782776755445	0.00020090353682306001	0.6997990964631376	2.5394514225641883e-21	4.3383752578797206e-18	0.029670003396430094	89.97032990984734	7.546891878509732e-14	3.000563593876099e-10	18.898599886498378	151.10139913136067	9.052123505003215e-13	9.836982518479479e-11	2.699466747637533e-42	7.23666802713578e-40	0.1714043572167713	299.8285956427832	2.0233557660609775e-69	6.831470926395624e-66	5.261990767137554e-68	3.6656801658559675e-64	1.9020150500070439	58.09798494999297	0.0049852731774401	6.298747949595257e-06	7.359578168335607e-06	8.645610297316733e-08	0.0	9.680378001387038e-07	1.4002538859114881e-08	1.3914954480965834e-19	3.7003006609841355e-31	5.185128167505306e-29	1.3692437373738206e-32	1.1261495391937203e-12	3.921724836490747e-14	6.531487238026438e-33	2.2681071291297052e-35	7.82964216988603e-37	8.253977312478038e-30	2.062019243935022e-31	30.0	3.840760934425872e-35	1.0337057558276645e-37	2.955559962810339e-41	1.267638246180074e-62	2.5	3400.0	3.037045492614981e-36	1.8829718559353597e-16	4.622717793637238e-26	6.801646826398397e-61	8.732999193279455e-19	3.681215322559584e-17	2.1760357708395432e-13	1.0035084408747297e-34	3.469378018876196e-36	1.0	1.2947638317063887e-35	1.1847975473003486e-37	7.261544588542673e-40	1.3553993643883124e-40	697796.3714325805
462.1556828040894	937.8443171959116	1.1306122031263633e-34	1.8532007923900519e-31	0.008311519551986555	19.991688480445863	1.467023929837773e-19	5.083179072494008e-16	0.0189146095423436	9.981077036059506	6.508117020096e-05	0.0999265555882995	0.00020048634783560943	0.6997995136520893	5.8585866468315214e-21	9.466242013737223e-18	0.029652154914234296	89.9703477351973	1.1306477298557659e-13	4.329717006181131e-10	15.330263304628858	154.6697354483486	1.619226766061192e-12	1.6492558367343507e-10	2.901881307002584e-41	7.050490424521243e-39	0.17202049034152467	299.82797950965846	8.267527118468366e-68	2.4623810121931863e-64	2.1334362147622273e-66	1.3222082075255865e-62	1.918930148458255	58.081069851541756	0.004983282360753949	7.006932742147609e-06	8.354397711556566e-06	1.0945538528659389e-07	0.0	1.2263457672470026e-06	2.0507639815478324e-08	2.939965938058988e-19	1.3278310120116672e-30	2.1414418523161497e-28	5.682754502251164e-32	2.1564015681874973e-12	7.50410691653154e-14	4.173875149321659e-32	1.5872217577917935e-34	5.4640715195702186e-36	3.942520847744676e-29	1.1319598274243352e-30	30.0	2.858916157439895e-34	9.048411955767752e-37	3.1048288169876168e-40	3.6108192093726434e-61	2.5	3400.0	2.2690523859129814e-35	3.86456387347899e-16	1.2091199753603365e-25	1.9386707915565635e-59	1.4961453387730762e-18	7.555234920633542e-17	4.0351235206564665e-13	7.027635462144211e-34	2.4236501109890184e-35	1.0	9.665800401472634e-35	9.463118813036339e-37	5.955821591467927e-39	1.2456931452366792e-39	691962.4040599043
