	s130	s137	s149	s153	s161	s166	s47	s48	s49	s50	s56	s60	s63	s64	s67	s71	s72	s75	s80	s81	s83	s84	s90	s91
10	0.0	0.05076049024739489	0.0008009338891788151	0.002684339086904587	0.009613102654406742	0.03098208411071387	0.0014805571064154333	0.00010972291480103762	0.0	0.002196351930611148	0.06883103218609822	0.36219218535590325	0.33135346279816213	0.0	0.10034095474005973	0.4379861112108389	0.2586070801202906	0.01287120664139722	0.9858118730470978	0.012954915759502396	0.009397295026855051	0.5516327116500467	0.0046961461805923015	0.9881032070601725
11	0.0	0.04916867926457445	0.001114624587400871	0.0017921087095289527	0.008929822025132476	0.027322495058496446	0.00426752414327537	0.00011771402902781064	0.0	0.00235428129069985	0.07299488741593811	0.4006373390807209	0.26826075180906733	0.0	0.16673155543542473	-0.11058794649677366	0.08468538673946446	0.013240283184305467	0.984651322267422	0.013328694178649686	0.010652882578440487	0.43086819541484184	0.001373422170632898	0.9968318399751082
12	0.0	0.029182435961721192	0.00019251460186127297	2.6586251320750455e-05	0.0048680122879411454	0.003981836879313394	-4.775493863543016	0.0002544406181925743	0.0	0.005602256584489001	0.29880636276953326	1.789745711608938	0.045269914663243815	0.0	0.3283983496728092	-1.3246410005114486	-0.10394910174289057	0.017430340695079802	0.9537706956665916	0.013635445302877401	0.038419265981580804	0.17576173013138183	0.00028946451144089855	0.9993775699360138
13																								
14																								
15																								
16																								
17																								
18																								
19																								
20																								
21																								
22																								
23																								
24																								
25																								
26																								
27																								
28																								
29																								
30																								
31																								
32																								
33																								
34																								
35																								
36																								
37																								
38																								
39																								
40																								
41																								
42																								
43																								
44																								
45																								
46																								
47																								
48																								
49																								
50																								
51																								
52																								
53																								
54																								
55																								
56																								
57																								
58																								
59																								
60																								
61																								
62																								
63																								
64																								
65																								
66																								
67																								
68																								
69																								
70																								
71																								
72																								
73																								
74																								
75																								
76																								
77																								
78																								
79																								
80																								
81																								
82																								
83																								
84																								
85																								
86																								
87																								
88																								
89																								
90																								
91																								
92																								
93																								
94																								
95																								
96																								
97																								
98																								
99																								
100																								
