	A	E	G	R
0	1.0	0.0	100000000.0	0.0
1	2.828935450077384	3759.5297353882747	1370987.3443400208	879.2550805412293
2	2.487873111615724	5959.217420358763	2296726.4301996087	1553.7607509366642
3	2.4664981154445225	7238.920907689102	2839432.8298863205	2037.4147386436805
4	2.5791421234890914	8174.974751886541	3224904.3572326093	2442.625250699499
5	2.751595098114796	8997.909792781034	3557201.00404736	2826.303412953485
6	2.9539366265769202	9799.969060326855	3877979.7738258173	3216.815655939329
7	3.1737098476374315	10617.55548837171	4203734.914423666	3629.1973577926947
8	3.4052954668300046	11464.146909526698	4540660.445843901	4072.146897281557
9	3.6456721827441054	12343.474240792011	4890599.049329105	4551.0759230515005
10	3.892725102109792	13254.800377013242	5253424.471508882	5069.408665322569
11	4.144576235926301	14195.051959027123	5628002.4847113155	5629.114706635039
12	4.3993339539420715	15159.698097872853	6012584.847931782	6230.900520767694
13	4.655018091935371	16143.1476790166	6404984.119206349	6874.25316451751
14	4.909562370196026	17138.97774104813	6802670.160387047	7557.4298790581015
15	5.160854083661717	18140.12009044968	7202845.627957035	8277.444724306464
16	5.4067924966678405	19139.05212720869	7602521.517286392	9030.08396014709
17	5.645355591493018	20128.008688055765	7998600.765502789	9809.969793022472
18	5.874668382044252	21099.213842902518	8387970.055009323	10610.683415152067
19	6.0930671099880085	22045.12540790608	8767597.259295575	11424.951914181138
20	6.299152728721094	22958.67400562664	9134627.446988484	12244.890754523502
21	6.491831293102785	23833.48727590038	9486473.70238968	13062.291870253137
22	6.670337065666685	24664.08014164657	9820895.091342585	13868.93615555427
23	6.834238034826534	25446.001348858994	10136057.69909652	14656.909408247202
24	6.98342405583545	26175.92566056707	10430574.271809988	15418.895453201387
25	7.118080130766199	26851.690179264533	10703521.617683548	16148.42893378813
26	7.238648007468699	27472.27414131246	10954435.232841618	16840.087541980458
27	7.345780389002789	28037.730316872257	11183284.233589621	17489.61800024801
28	7.440291032370457	28549.072440909313	11390428.14925529	18093.986896174887
29	7.523106110475255	29008.138058698605	11576563.312949171	18651.36830949015
30	7.595218057889215	29417.431066952537	11742660.51298805	19161.071112911308
31	7.657645709007286	29779.962562649813	11889901.424040468	19623.424839795724
32	7.711400065059449	30099.09046429244	12019614.056881685	20039.627739952008
33	7.757458466476534	30378.37886399324	12133215.804695562	20411.589593480185
34	7.796745076931711	30621.469954976656	12232161.248357397	20741.761598624293
35	7.830117776945676	30831.97825976862	12317898.800076896	21032.97746048422
36	7.858360576733698	31013.406285257493	12391835.8909353	21288.307542230104
37	7.882180583290291	31169.082141406063	12455313.009694716	21510.933630862746
38	7.902208125810838	31302.115212699315	12509585.063916355	21704.044126108158
39	7.91899960297767	31415.367885261523	12555809.26097436	21870.747897219644
40	7.933041844231918	31511.443613541647	12595039.731927948	22014.015685908103
41	7.944757547362743	31592.684434377392	12628226.034932323	22136.636357849988
42	7.9545115386281	31661.174600316357	12656214.161973655	22241.181305309005
43	7.962616557260128	31718.75642533786	12679752.717687298	22330.00090391176
44	7.969339405843648	31767.044221446275	12699498.270467496	22405.2146381798
45	7.9749068339367986	31807.44269996424	12716022.592990022	22468.713037071535
46	7.979510585132865	31841.16771341854	12729820.966932092	22522.171315094445
47	7.983312169181807	31869.264391052722	12741319.407899253	22567.05926214906
48	7.986447494020256	31892.629176653558	12750883.545043893	22604.661182706725
49	7.989030468186401	31912.026571142273	12758825.361752648	22636.09101355407
50	7.991156068911472	31928.104288147482	12765409.30916339	22662.307339283667
51	7.99290344446793	31941.41008560748	12770859.132995827	22684.132301162444
52	7.994338681885711	31952.407581341085	12775364.27785158	22702.270353626252
53	7.9955165969948885	31961.486128880435	12779083.905769328	22717.32026496218
54	7.996482450721872	31968.971039747084	12782151.04363991	22729.787801138926
55	7.997273877489312	31975.13558422907	12784677.469843887	22740.101863594686
56	7.997921979723599	31980.207862702508	12786756.513158882	22748.62374706656
57	7.998452331260707	31984.377172809676	12788465.646029515	22755.65583812516
58	7.998886088528528	31987.801405242673	12789869.501983188	22761.45225235672
59	7.999240633340354	31990.611310586006	12791021.616266971	22766.224938758176
60	7.9995302745073245	31992.915300655262	12791966.386376861	22770.150784513182
61	7.999766770042302	31994.80306116044	12792740.547686515	22773.37700650303
62	7.999959804946243	31996.348905189563	12793374.543814303	22776.02624774472
63	8.000117261706162	31997.6137113266	12793893.319080884	22778.199555322914
64	8.000245676185724	31998.64818494239	12794317.65193874	22779.98143930218
