	APC_PS_VIIIa_l	APC_PS_Va_l	APC_PS_l	APC_f	APC_l	AT_XIa_l	AT_f	II_f	II_l	IIa_AT_f	IIa_TM_PC_l	IIa_TM_l	IIa_f	IX_f	IX_l	IXa_AT_f	IXa_VIIIa_X_l	IXa_VIIIa_l	IXa_f	IXa_l	LIPID	PC_f	PC_l	PS_f	PS_l	TFPI_Xa_TF_VIIa_l	TFPI_Xa_l	TFPI_f	TF_VII_Xa_l	TF_VII_l	TF_VIIa_IX_l	TF_VIIa_IXa_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VIIa_l	TF_l	TM_l	VIII_IIa_l	VIII_Xa_l	VIII_f	VIII_l	VIII_mIIa_l	VIIIa_f	VIIIa_l	VIIIai_f	VIIIai_l	VII_Xa_l	VII_f	VII_l	VIIa_f	VIIa_l	V_IIa_l	V_Xa_l	V_f	V_l	V_mIIa_l	Va_f	Va_l	Vai_f	Vai_l	XI_IIa_l	XI_f	XIa_IX_l	XIa_l	X_f	X_l	Xa_AT_f	Xa_Va_II_l	Xa_Va_l	Xa_Va_mIIa_l	Xa_f	Xa_l	alpha2M_IIa_l	alpha2M_Xa_l	alpha2M_l	mIIa_AT_l	mIIa_f	mIIa_l
0	0.0	0.0	0.0	0.0	0.0	0.0	3400.0	1400.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	170000.0	60.0	0.0	300.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	1.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.1	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2600.0	0.0	0.0	0.0
1	2.5005950097731537e-19	2.1353832364622993e-17	7.681957431795539e-11	1.2004139818766473e-12	6.166884935565144e-12	2.443882696752046e-13	3399.9999993101164	583.6703304592088	816.3296695362471	5.277228716763676e-12	4.357376512996295e-11	1.442106414600281e-10	3.7379506397846113e-10	0.6319448624404062	89.36774965820712	2.693191534767054e-09	5.455565936846562e-13	1.0296544248009971e-12	9.843766354777504e-07	0.00014255052929050592	32525.912680054338	24.853260941785784	35.14673905808635	3.6445458744999053	296.35545412542336	1.687754522552141e-11	3.513615926092887e-06	2.499996486367195	1.2518984741507435e-10	0.0009393012764111322	0.00016194173629158415	0.0	0.00014742653937925554	0.0001859790920214065	0.0004690670832222567	0.003096284130606979	0.9999999998122139	1.611523856904118e-12	4.408528843871221e-06	0.004277928366193008	0.6957175081355099	1.1324943101491977e-11	3.0072912039045e-09	1.5194764801353196e-07	5.91422334839564e-22	3.389408810872634e-20	1.2839604411730542e-06	0.38996520844252663	9.60906179319774	0.001363874774776497	0.09770412375512513	8.58944536532917e-11	0.000212872445524645	0.176741580255327	19.8230323427922	5.510583503936544e-10	1.1562487944764381e-07	1.3087063416347064e-05	2.2770518470832537e-20	2.8815358565373403e-18	8.711249051345532e-11	29.99999999983846	1.5533646319857736e-11	5.861715667656851e-11	62.68663652372043	107.31259169243849	6.871884822079939e-07	4.6128499055536113e-10	6.472866367392576e-10	7.312950480372868e-11	5.391984639116574e-05	0.00016137143220463558	1.4771331780622232e-12	3.1986778456994923e-07	2599.999999680129	9.540131117317171e-13	7.042879906667363e-11	2.6352240164109304e-09
2	1.4861720228613193e-15	1.4249809034558242e-13	3.587537917553788e-08	3.319876858035805e-10	1.6152331218720543e-09	1.2018217773692712e-10	3399.9999946250655	583.6705270726102	816.3294723866477	1.1961833574377842e-09	8.72590326316252e-09	2.6597158560925597e-08	3.826884083284765e-08	0.6319419486354071	89.36728308120317	2.076205442644421e-08	3.4105943878186995e-11	6.218918994141645e-11	3.5554339775767682e-06	0.0005082910320675029	32525.893336992838	24.853269568257897	35.1467303851934	3.6445480099803578	296.3554519541445	4.4129620908131753e-10	2.7355382639919653e-05	2.499972644176064	7.141717307877379e-10	0.001502207585470999	0.0002630979137782709	0.0	0.0002309480129672317	0.0003249016586175388	0.0007329292494519517	0.0019459144242460738	0.9999999646769365	1.7363975090389154e-10	1.727775681052985e-05	0.004277845572116352	0.6957035328777168	1.4914992518745017e-09	2.66069178445016e-08	1.3154249997233194e-06	8.609569060593195e-18	4.513934250702892e-16	4.572290996689449e-06	0.3899350185311295	9.608312685704027	0.0013586320231239962	0.097335005874968	9.715828180733371e-09	0.0009184777808047915	0.17673449408827238	19.822219096600826	7.5541699603753e-08	1.1420237372847918e-06	0.0001266376202729654	3.7057274296119044e-16	4.327723721154654e-14	9.516363896283503e-09	29.999999972340753	4.923540228365435e-09	1.309913415222499e-08	62.68610507830415	107.31159512925163	5.352580295088172e-06	2.612490655720083e-08	3.6338394682549794e-08	4.165058787948533e-09	0.00019565284930208346	0.000572694831609133	3.34820076946195e-10	2.4914823887702607e-06	2599.999997508179	2.754926882927796e-10	9.230711939947845e-09	3.2938704245290405e-07
3	1.464117394522248e-13	1.4634586583167162e-11	9.349472944169206e-07	6.702583621812086e-09	3.205969619022156e-08	3.4718724973444325e-09	3399.99998326401	583.6707606883609	816.3292322629154	2.2225162964813597e-08	1.3919409688017846e-07	4.132918707899362e-07	4.459523596429546e-07	0.6319384146532331	89.36671993995301	6.45719138802088e-08	3.178016448536292e-10	5.732277129684467e-10	7.087164211468129e-06	0.0010090874412941823	32525.870583240354	24.85327931134358	35.14671957573794	3.644550514869188	296.35544855016957	2.646244623190214e-09	8.499973877083902e-05	2.4999149976149964	1.722148639429438e-09	0.001836868081101523	0.0003253027045411833	0.0	0.00028237258712410804	0.00041024497825647006	0.0008954131092975193	0.0012497941712859418	0.9999994475140305	2.0557524093988567e-09	3.5111933311735055e-05	0.0042777214344562695	0.6956827862736549	2.006866318800214e-08	8.694656511419353e-08	4.270396345591473e-06	1.4008530613587986e-15	7.138564781731558e-14	9.011629291562008e-06	0.3899022047341391	9.607495512965667	0.001360604704525512	0.09748246013767677	1.1686721839403714e-07	0.001929250065743506	0.1767230352516057	19.82091452371353	1.030034179415138e-06	3.880160321562878e-06	0.00042761406131695617	6.291038067838015e-14	7.161889839394565e-12	1.1316713940565523e-07	29.999999541774486	1.0262120277201495e-07	2.3896525238025994e-07	62.685403496267305	107.31030505010473	1.6639825064235856e-05	2.1577362803052374e-07	2.995618330207347e-07	3.4488738177166974e-08	0.0003879387604360407	0.0011275842080257007	6.220978359866362e-09	7.745391725384234e-06	2599.999992248383	5.8934460517470966e-09	1.240109088902823e-07	4.359480790178576e-06
4	3.12827427314743e-12	3.166827333224788e-10	8.177620714930259e-06	5.042045793483438e-08	2.3922309152648115e-07	3.394086709882093e-08	3399.9999635638496	583.6710025779445	816.3289580880027	1.5918120423345266e-07	8.610485158073545e-07	2.5250783216394906e-06	2.2974977491259523e-06	0.6319344761859382	89.36609543412969	1.4047726786559833e-07	1.430346579522427e-09	2.566743217432135e-09	1.121550874285013e-05	0.001593781771011594	32525.846209478535	24.853286855494172	35.14670381587321	3.644553125049178	296.3554386970123	8.876145567420591e-09	0.0001840883579251709	2.49981590276594	2.9830668712652063e-09	0.0020333386691360616	0.00036417133228880383	0.0	0.00031454913700850254	0.0004634439705997196	0.000997098849637134	0.0008273861821173508	0.9999966138731614	1.0669864455192652e-08	5.57437834391551e-05	0.004277564766394422	0.6956567252120819	1.1365873485512023e-07	1.9687664904670401e-07	9.641030448358752e-06	4.227923262890762e-14	2.1255801302105565e-12	1.4096848299762846e-05	0.3898606144946883	9.606460197820404	0.001369463553947627	0.09812301346477705	6.111700647798485e-07	0.0031125631937133987	0.1767078003703529	19.81918592617566	5.87100072907336e-06	8.882615705524035e-06	0.0009761363774749547	1.929100895329767e-12	2.1696902540410885e-10	5.886188815240113e-07	29.999996912239492	7.765986040638196e-07	1.688602093819677e-06	62.68459570090326	107.30883297941801	3.605613043864035e-05	8.670706552356869e-07	1.202732878125128e-06	1.3875717354907997e-07	0.0006086475263740904	0.0017631257204006093	4.455593104199741e-08	1.6783160495343525e-05	2599.999983172279	4.641990790741339e-08	7.018316352694346e-07	2.449749430510568e-05
5	3.094620379807528e-11	3.107927916997666e-09	4.0707361330326284e-05	2.2749746668428373e-07	1.0743670148085108e-06	1.8824494715938131e-07	3399.9999342164865	583.67122933388	816.3286291925338	6.949560643019788e-07	3.286466141539166e-06	9.570429300425571e-06	7.79590226233166e-06	0.631930260702881	89.36542874117156	2.524801059559184e-07	4.440794217010224e-09	7.946423919321291e-09	1.572809171413864e-05	0.0022325468584276473	32525.82067930311	24.85328351556062	35.146671185608525	3.6445555601093567	296.35540372939244	2.1863829955483315e-08	0.0003287828954016844	2.49967119524078	4.361474425289024e-09	0.002145995379683612	0.00038896222775717414	0.0	0.00033510947637725036	0.0004972666277048724	0.0010620917785743938	0.000570548284598322	0.999987143104557	3.635596194602993e-08	7.787048281049555e-05	0.004277377266646697	0.6956256212059221	4.121588069378249e-07	3.7417172366488494e-07	1.829591245688529e-05	5.404430328602584e-13	2.696425378013468e-11	1.9523767278377152e-05	0.3898066836170744	9.605119656046448	0.0013849711632997839	0.09923971369050245	2.0913621296529546e-06	0.004388662129511178	0.17668886564180364	19.817041368590477	2.1367279895532177e-05	1.6721116553551778e-05	0.0018347455366108907	2.4614293830155386e-11	2.749405600267355e-09	2.0081012848624586e-06	29.999987010830758	3.4960809986260257e-06	7.296741953236424e-06	62.68372078739259	107.30724543106129	6.443082015163311e-05	2.4237962981287243e-06	3.3605277142068296e-06	3.8813702405384174e-07	0.0008444687520965352	0.0024414726512444005	1.945230575655015e-07	2.9990816655515052e-05	2599.999969814655	2.1701099140944538e-07	2.5440602865767465e-06	8.844304768798734e-05
6	1.9678432759721982e-10	1.922894909944786e-08	0.00014457919253485	7.549399998977623e-07	3.5547095619700555e-06	7.39709467164531e-07	3399.999893679872	583.6714180042494	816.3281900333269	2.252687967906667e-06	9.441792525837752e-06	2.7375725545074373e-05	2.0682408994976842e-05	0.6319258343610367	89.36472657851745	4.032592383245574e-07	1.1161847799515592e-08	1.994023551215646e-08	2.0514136302222215e-05	0.0029098674628324768	32525.793067304625	24.853249380404204	35.146592269535404	3.6445573660636597	296.3552980353193	4.455445505584472e-08	0.0005211441623829014	2.499478811283175	5.771726387234293e-09	0.0022077738972022818	0.00040522811324571206	0.0	0.00034863401468260475	0.0005193608491199013	0.0011048599817728457	0.00041409281779521514	0.9999631824819285	9.669794102252468e-08	0.00010070253196488792	0.004277152477097989	0.6955883856824414	1.1475475407840473e-06	6.514757673050818e-07	3.1832076777733595e-05	4.176962103940531e-12	2.0742200842398806e-10	2.5107664477327286e-05	0.38973841426789413	9.603424754148078	0.0014069362443598782	0.10081888049299496	5.577066256380217e-06	0.0057092328576855336	0.17666567436282002	19.814416838639076	5.962464477338129e-05	2.8282377670092443e-05	0.003100703446452809	1.8684114531936632e-10	2.0780282393544824e-08	5.3452773095089965e-06	29.99995891417856	1.1543048383998666e-05	2.3457786206546917e-05	62.68280380877424	107.30558115906669	0.00010218408703966246	5.508587473831552e-06	7.635356235070335e-06	8.82465466113042e-07	0.0010873343833425596	0.003139679762684193	6.305431023357318e-07	4.756394873656419e-05	2599.999951805505	7.403850075265996e-07	7.08174276710986e-06	0.00024557485210202206
7	9.5468176077748e-10	8.914464893399078e-08	0.00041206984005090155	2.0495051671601373e-06	9.63103680171829e-06	2.3127481341632946e-06	3399.999839539705	583.6715429536158	816.3275378161071	6.011108792717649e-06	2.264875181594571e-05	6.54818357637858e-05	4.694738995784513e-05	0.6319212090006813	89.36398329400538	5.949172462148804e-07	2.4785443473113514e-08	4.423582233871191e-08	2.5544827283275062e-05	0.0036218069499418964	32525.76074221011	24.85314520721398	35.14640830355284	3.644557718556089	296.3550301215053	7.99597238304942e-08	0.0007619523688187688	2.499237967671476	7.165891599662128e-09	0.0022386539305760855	0.00041632628364827496	0.0	0.00035789384323866495	0.000534345668284609	0.0011341569275128834	0.0003185362211240571	0.9999118694124189	2.1985325336556322e-07	0.00012375477028699102	0.0042768729303544195	0.6955420953996316	2.6994871845878534e-06	1.0890737187030387e-06	5.31973219392002e-05	2.3515100390622992e-11	1.1641654506416164e-09	3.073468874031983e-05	0.38965476964637413	9.601349396868319	0.0014351902844910484	0.10284844473319384	1.2701098561518746e-05	0.007044600028861664	0.17663678602419447	19.8111477013511	0.00014046050074393053	4.511820787059189e-05	0.004944273246143823	1.0169918134241514e-09	1.1278720796537486e-07	1.215968416558341e-05	29.999892206583592	3.115499483941405e-05	6.216598919780442e-05	62.681862365963305	107.30386109113937	0.0001494867938338102	1.105877544551505e-05	1.5325799711463666e-05	1.7720184804913863e-06	0.0013322858354586666	0.0038436383066977	1.6825513602421233e-06	6.958208882807697e-05	2599.9999287353567	2.0547279697798134e-06	1.6657248378559375e-05	0.000576675246848121
8	3.8992420728122145e-09	3.4302923870141767e-07	0.0010099375504362444	4.847675966019459e-06	2.2748371399593117e-05	6.161316628010808e-06	3399.999767670591	583.6715714137819	816.3264980212122	1.4037280341648438e-05	4.823247189754337e-05	0.00013918555448694887	9.621260358241181e-05	0.6319163338660986	89.36317772435974	8.296622954202185e-07	5.124813817710583e-08	9.14166244993794e-08	3.087669035396685e-05	0.004376522655238756	32525.71865896134	24.85290046963019	35.14601341737162	3.6445551583338616	296.35443455718854	1.3109514310367105e-07	0.0010511894162982005	2.49894867948858	8.519060672796744e-09	0.0022507546303256747	0.00042430045234056026	0.0	0.00036457670785786274	0.0005450303736698295	0.0011553142489549723	0.00025988397264732686	0.9998125819736147	4.510253613539593e-07	0.00014671770356021411	0.004276504865657241	0.6954811118715243	5.680277107150774e-06	1.7933090461856947e-06	8.758896474592433e-05	1.0750684577943904e-10	5.311482831341459e-09	3.633190112737847e-05	0.38955531987423153	9.598881652674034	0.0014695743461790737	0.10531700517707403	2.608318889757958e-05	0.008375861748229055	0.1765994319416204	19.80691809111028	0.00029582240200665616	6.992726778873218e-05	0.007661479403975775	4.4331480915786205e-09	4.906998200507032e-07	2.4955392457724533e-05	29.999751288636965	7.32696495747864e-05	0.00014432500426879766	62.680911134083274	107.30209360044228	0.000206354395475969	2.060697425616929e-05	2.8555332455017983e-05	3.3024682609870896e-06	0.0015761597607880707	0.00454433539962317	3.929132894063542e-06	9.605243091019572e-05	2599.999900018431	4.946757414678444e-06	3.504924153753511e-05	0.0012120702375004073
9	1.4227440751638304e-08	1.1696727135248106e-06	0.002225002168683573	1.0404048462065951e-05	4.87737621278894e-05	1.4616140964236107e-05	3399.999670961021	583.6714554403861	816.3247785125325	2.9843306402172757e-05	9.486097260940158e-05	0.0002734004666737824	0.00018431761121775458	0.6319110712264647	89.36226603083519	1.1106103817303235e-06	1.019850231277257e-07	1.8187476865951686e-07	3.667763430345738e-05	0.005197991502056766	32525.658017265832	24.852394056665343	35.145225718482656	3.6445471862601595	296.35322662767237	2.00958812692483e-07	0.0013883078433773025	2.4986114911978303	9.818312664455974e-09	0.002251414229262265	0.0004304013927073113	0.0	0.00036971600264690437	0.0005531332108414413	0.001171596680653907	0.00022352770676281483	0.9996317385607157	8.645728830281461e-07	0.00016937328311833125	0.004275988871403581	0.6953955203243947	1.1093423202888312e-05	2.946064758676238e-06	0.0001438938780000636	4.2702394242974303e-10	2.1067978375805715e-08	4.184762513666972e-05	0.38944004613089167	9.596018571862384	0.0015099294212858048	0.10821313266706241	5.002908373898736e-05	0.009689759293315642	0.17654874123761863	19.801172691080666	0.0005780318414831682	0.00010730911804081136	0.011756774793825385	1.6616010588123028e-08	1.8367805620622113e-06	4.7852561407212285e-05	29.999475792785045	0.00015643293949652286	0.00030530557300145647	62.67996563347436	107.30027651577988	0.0002726992598530423	3.678072186827244e-05	5.096476198942597e-05	5.894998145018989e-06	0.0018167273382372873	0.0052353994607688015	8.353350156035519e-06	0.00012693418478038662	2599.999864712461	1.0769669685078772e-05	6.845328845816045e-05	0.002365501214864588
