	A	E	G	R
0	1.0	0.0	100000000.0	0.0
1	2.8337154057119354	3764.9724664419705	1371998.0884709335	880.7088082803662
2	2.4916979570270037	5967.730750838619	2300151.9903965453	1556.6636509000236
3	2.4705542030311936	7249.731842457538	2843686.0239737	2041.475611926926
4	2.5815260957859687	8183.970809310646	3228119.680943778	2447.1207823924883
5	2.7543691715610557	9008.340843373568	3561491.5337147764	2832.0669113511944
6	2.956452381520317	9812.254311587189	3882929.381501841	3223.4139904852987
7	3.1763348418763453	10630.112049178548	4208810.029765287	3636.2403058941727
8	3.4081059194237495	11476.538011750978	4545643.199658183	4079.501692600993
9	3.648828026653158	12355.333926287738	4895325.700194198	4558.296197519011
10	3.8959455106285783	13267.003418949951	5258290.623183027	5076.92151795592
11	4.14783214953653	14207.423926836584	5632935.079679961	5636.907381276054
12	4.402572314466722	15172.078521117726	6017522.441913803	6238.9303458658605
13	4.658198702686371	16155.471076289467	6409902.683136034	6882.528075474554
14	4.912666682318944	17151.264088472093	6807579.28728652	7566.034032035688
15	5.163896827233871	18152.406955017985	7207760.213827083	8286.436845426098
16	5.409779183181813	19151.31909270802	7607432.492418884	9039.468532640503
17	5.648275788745769	20140.19689902844	8003483.830913827	9819.69241294329
18	5.877497048905141	21111.24137898797	8392792.863412924	10620.68124782321
19	6.095777164018197	22056.902318314937	8772324.482383583	11435.154180249341
20	6.3017219196721355	22970.107621189865	9139221.929899832	12255.220089911922
21	6.49424290418556	23844.48741938183	9490898.83513785	13072.655495012468
22	6.672577995126225	24674.563112111	9825116.859155241	13879.228968242482
23	6.8362976800407225	25455.892314911103	10140045.56098792	14667.019452095097
24	6.9852949108473705	26185.16079699602	10434301.967176972	15428.711751944917
25	7.119759957971581	26860.2169274102	10706967.2475208	16157.834251147893
26	7.240139380668727	27480.05976301483	10957584.85091256	16848.96362373459
27	7.347092954274858	28044.77113195418	11186135.484344399	17497.879362408534
28	7.441438095256843	28555.38969979879	11392988.90096086	18101.596421327937
29	7.524105175218873	29013.77185703446	11578849.057019051	18658.319802387283
30	7.5960851362313075	29422.42739597489	11744689.214192728	19167.38146809399
31	7.6583947974491755	29784.368847556663	11891691.826848088	19629.112784616842
32	7.712044319691212	30102.957066275285	12021186.26234593	20044.72039019671
33	7.758010258566289	30381.75600467658	12134589.90403907	20416.12115341919
34	7.797216386931031	30624.4064084683	12233356.754231606	20745.77072182997
35	7.830519617150873	30834.52101132923	12318934.549770663	21036.50545305904
36	7.858702399518027	31015.600362405956	12392730.025612917	21291.397142715527
37	7.882470446006386	31170.969157005286	12456082.35670642	21513.627298462277
38	7.902453200511272	31303.732542333684	12510244.742077863	21706.38254435119
39	7.9192062945908965	31416.749648524	12556373.081902094	21872.770895107664
40	7.9332157676885435	31512.620508768676	12595520.135833576	22015.759676133086
41	7.944903767280745	31593.682997696265	12628633.753884077	22138.128938880538
42	7.954634233898465	31662.020381237267	12656559.594781306	22242.45341542221
43	7.962719449759056	31719.472043249236	12680045.069996951	22331.08262147524
44	7.969426008152673	31767.649310795743	12699745.506952148	22406.132881011014
45	7.974980153838161	31807.954564300184	12716231.737028085	22469.492165290707
46	7.979573000780664	31841.601107602415	12729998.022113124	22522.83165450282
47	7.983365583386864	31869.632792700093	12741469.881762696	22567.61977468327
48	7.986493130134316	31892.942391872944	12751011.459915796	22605.1369817756
49	7.989068699660787	31912.291278551613	12758933.486272614	22636.49515396728
50	7.991187357916687	31928.326600031316	12765500.182160791	22662.651087414957
51	7.992928987500513	31941.5963444551	12770935.328971513	22684.42438200622
52	7.994359755746154	31952.562917459745	12775427.845117105	22702.516552679343
53	7.9955340462753846	31961.61505069067	12779136.664997324	22717.52613723254
54	7.9964968481353855	31969.0783019973	12782194.949108155	22729.960342674094
55	7.997285650281369	31975.224687435977	12784713.959494242	22740.246519377044
56	7.997931570347193	31980.281328242538	12786786.608564952	22748.744161178543
57	7.998460201755035	31984.437628680917	12788490.413268985	22755.755636923088
58	7.9988925406383835	31987.851052661397	12789889.842320662	22761.53460801891
