	Tstar	V	Vin	Vni
0	2896.6218635344862	233271.18445540112	182038.33781947911	51232.84663592201
1	2861.603738734116	231189.9271556603	142535.45484167713	88654.47231398316
2	2811.150721618946	228827.61391766916	111603.92514678785	117223.6887708813
3	2749.506631289185	226023.741267337	87383.58448312811	138640.1567842089
4	2679.9583362729363	222715.68628290598	68418.4886169119	154297.19766599408
5	2605.044704907441	218903.34473085293	53569.220081638436	165334.12464921447
6	2526.723785812282	214623.6279721034	41942.70461224657	172680.9233598568
7	2446.4980700098563	209934.26446370015	32839.60180572621	177094.6626579739
8	2365.512400841083	204902.67984351743	25713.16534874843	179189.51449476898
9	2284.6391697207814	199598.03649226128	20133.424529178843	179464.61196308243
10	2204.5320512925928	194087.39010378835	15764.57196353671	178322.81814025162
11	2125.6764890113154	188432.7657749629	12343.70556702547	176089.06020793744
12	2048.4268155108466	182689.7990674269	9665.178577484774	173024.62048994217
13	1973.0364134906777	176907.05993298517	7567.869614886461	169339.19031809873
14	1899.6802982034242	171126.15136166592	5925.632418235448	165200.5189434305
15	1828.472927182398	165382.04242152467	4639.749333816789	160742.29308770792
16	1759.4823684814976	159703.62957376428	3632.9137770516827	156070.71579671264
17	1692.741263524574	154114.34218212837	2844.5593884816076	151269.7827936468
18	1628.2551875717686	148632.8394761974	2227.2827471071037	146405.5567290903
19	1566.0093714053735	143273.63182892004	1743.9557281496184	141529.67610077045
20	1505.9738195364637	138047.69593564942	1365.5126145264226	136682.18332112304
21	1448.1073485404931	132963.0157989502	1069.1924083950341	131893.8233905552
22	1392.3606923694963	128025.07524858325	837.1746997052087	127187.90054887808
23	1338.6789193282539	123237.28440852802	655.5064473964395	122581.77796113162
24	1287.0033013864024	118601.35241081752	513.2606171389127	118088.09179367866
25	1237.2727422499647	114117.60481673457	401.88199745035143	113715.72281928427
26	1189.4248764601386	109785.25464788421	314.67304227851065	109470.58160560575
27	1143.3969142697554	105602.62958304517	246.38833481359654	105356.24124823163
28	1099.126270348445	101567.36305631073	192.92164518645524	101374.44141112432
29	1056.5510435266788	97676.55261321636	151.0573355359637	97525.49527768046
30	1015.6103677539912	93926.89090865356	118.27758375978027	93808.61332489384
31	976.2446681166118	90314.77356663394	92.6111694239935	90222.16239721002
32	938.3958443153275	86836.38687845942	72.51436515987149	86763.87251329962
33	902.0073941247472	83487.77940301105	56.77861984297293	83431.00078316814
34	867.0244945018293	80264.91947808258	44.457565438172985	80220.46191264447
35	833.394047741713	77163.74136973693	34.81018595385137	77128.93118378316
36	801.0647016762068	74180.1820123919	27.25631984655949	74152.92569254542
37	769.9868505771313	71310.20981264576	21.341647331250165	71288.86816531459
38	740.1126206698909	68549.84719744397	16.71047160569192	68533.13672583837
39	711.3958449593632	65895.18785299119	13.084271203149392	65882.10358178812
40	683.7920297877386	63342.40974136274	10.244959281005062	63332.16478208181
41	657.2583155476186	60887.78469529815	8.021786052772823	60879.76290924545
42	631.7534334448786	58527.6851952832	6.281044064431953	58521.40415121885
43	607.237659467573	56258.58895381965	4.91804719634314	56253.67090662338
44	583.6727667973868	54077.08169578832	3.8508223775927912	54073.23087341081
45	561.0219773465145	51979.85852929889	3.0151866772510743	51976.843342621716
46	539.249913100942	49963.72420139061	2.3608849075940515	49961.36331648309
47	518.3225477018561	48025.592476633865	1.8485686386824443	48023.74390799525
48	498.2071586344944	46162.48484461822	1.4474254740462729	46161.03741914424
49	478.87228024375395	44371.5287024437	1.1333314991580863	44370.3953709446
50	460.2876578073928	42649.955153810995	0.8873963886892605	42649.06775742237
51	442.42420276034625	40995.096519137864	0.6948295732861003	40994.401689564635
52	425.25394917969953	39404.38364263626	0.5440503471123608	39403.83959228921
53	408.7500115820606	37875.34306281117	0.4259902746639928	37874.91707253656
54	392.88654405588863	36405.59409578026	0.3335496280190929	36405.260546152305
55	377.63870075611817	34992.84587597889	0.261168706201906	34992.584707272756
56	362.982597744019	33634.894384291474	0.20449457104225294	33634.68988972049
57	348.89527616922715	32329.619489828296	0.16011889948485328	32329.459370928867
58	335.3546667691604	31074.98202493379	0.12537274951072994	31074.85665218433
59	322.3395556570752	29869.02090755904	0.09816665041005342	29868.92274090868
60	309.8295513725397	28709.850322857517	0.07686428860286967	28709.77345856897
61	297.805053154634	27595.65697168656	0.060184585491078815	27595.59678710112
62	286.24722040625915	26524.69739192539	0.04712442863950443	26524.6502674968
63	275.13794331032943	25495.29535665271	0.03689832066345149	25495.258458332097
64	264.45981456020843	24505.83935140933	0.02889132783896456	24505.81046008154
65	254.1961021682317	23554.780131998425	0.022621842519179553	23554.757510155952
66	244.33072331265	22640.628363083124	0.01771286716809861	22640.610650216
67	234.84821918830957	21761.95233726699	0.01386913450156547	21761.938468132532
68	225.73373082289606	20917.375773799085	0.010859510153769082	20917.364914288974
69	216.972975824849	20105.575695547657	0.008502971822724345	20105.567192575876
70	208.552226027297	19325.280382714056	0.006657813182856798	19325.273724900915
71	200.45828599537376	18575.267401375804	0.005213052770465141	18575.262188323075
72	192.67847236376576	17854.361704952185	0.004081811777894577	17854.357623140448
73	185.2005939735465	17161.433806421395	0.003196049533983236	17161.4306103719
74	178.01293277964135	16495.398019086573	0.002502816587957798	16495.39551627005
75	171.1042255089576	15855.210763269219	0.0019628996900303017	15855.208800369874
76	164.46364596458704	15239.8689410566	0.0015399515770475802	15239.867401105654
77	158.08078809957973	14648.408365760992	0.0012065203549750025	14648.407159241313
78	151.9456497504259	14079.90225538326	0.0009454714139808536	14079.901309912522
79	146.04861692173316	13533.459788056154	0.0007398025478363657	13533.45904825428
80	140.3804487243423	13008.224702453226	0.0005797502200605714	13008.224122703681
81	134.9322629095932	12503.37396572867	0.0004535580707054857	12503.373512171274
82	129.69552194040625	12018.116478301212	0.0003554731441602048	12018.116122828744
83	124.66201962542529	11551.691841395726	0.0002780955695507775	11551.691563300834
84	119.82386824895553	11103.369161989107	0.00021792197113524564	11103.368944067812
85	115.17348622094241	10672.445911664483	0.00017052336245618768	10672.445741141797
86	110.70358618948222	10258.24682416318	0.0001335821142151842	10258.246690581742
87	106.40716362656124	9860.12283914729	0.0001045579950545638	9860.122734589973
88	102.27748582925804	9477.450082597426	8.307684650133398e-05	9477.44999952125
89	98.30808142270843	9109.628895561622	6.670835228613483e-05	9109.628828853929
90	94.49273021202384	8756.082893871948	5.22293160991289e-05	8756.082841643289
91	90.8254533422245	8416.258054896558	4.0905208181629706e-05	8416.258013992008
92	87.30050402734136	8089.621860350591	3.205697389344997e-05	8089.6218282942755
93	83.91235851513066	7775.66245869257	2.5113705670203595e-05	7775.662433579523
94	80.65570743039464	7473.887862999788	1.967158900590039e-05	7473.887843328857
95	77.5254474555987	7183.825180212983	1.5396706293246822e-05	7183.825164816935
96	74.51667333342861	6905.019870061581	1.2060207363263462e-05	6905.019858002032
97	71.62467018036719	6637.035032918134	9.438923397519745e-06	6637.035023479869
98	68.84490609801543	6379.450725120317	7.395289486849981e-06	6379.4507177256855
99	66.17302507166565	6131.86330100723	5.785449271524816e-06	6131.863295222439
100	63.6048401440281	5893.884780349701	4.534930969359241e-06	5893.884775815428
